,POI_INDEX,WEBSITE_INDEX,POI_NAME,URL,POI_GOOGLE_TRANSLATE_ENGLISH_NAME,POI_CHINESE_NAME,ENG_NAME_SPACE,INDEX,POI,link,num_reviews,IS_PRIORITIZED
273,274,2,Punggol Waterway Park,/sight/singapore53/2056425.html,Punggol Waterway Park,Punggol Waterway Park,Punggol Waterway Park,273.0,Punggol Waterway Park,/sight/singapore53/2056425.html,"
                                (2条点评)",1
274,275,2,Sunflower Garden,/sight/singapore53/5189617.html,Sunflower Garden,Sunflower Garden,Sunflower Garden,275.0,Sunflower Garden,/sight/singapore53/5189617.html,"
                                (1条点评)",1
275,276,2,Jacob Ballas Childrens Garden,/sight/singapore53/1711548.html,Jagbaras Children's Garden,雅格巴拉斯儿童花园,Jacob Ballas Childrens Garden,276.0,雅格巴拉斯儿童花园,/sight/singapore53/1711548.html,"
                                (15条点评)",1
276,277,2,Chinese Heritage Centre,/sight/singapore53/3148817.html,Chinese Pavilion,华裔馆,Chinese Heritage Centre,277.0,华裔馆,/sight/singapore53/3148817.html,"
                                (2条点评)",1
277,278,2,Singapore Cricket Club,/sight/singapore53/1558070.html,Singapore Cricket Club,新加坡板球俱乐部,Singapore Cricket Club,278.0,新加坡板球俱乐部,/sight/singapore53/1558070.html,"
                                (5条点评)",1
278,279,2,National Heritage Board,/sight/singapore53/3148712.html,National cultural relics bureau,国家文物局,National Heritage Board,279.0,国家文物局,/sight/singapore53/3148712.html,"
                                (2条点评)",1
279,280,2,Downtown East,/sight/singapore53/1710139.html,Downtown East,Downtown East,Downtown East,280.0,Downtown East,/sight/singapore53/1710139.html,"
                                (11条点评)",1
280,281,2,Lim Bo Seng Memorial,/sight/singapore53/1710074.html,Lin Mousheng Memorial Tower,林谋盛纪念塔,Lim Bo Seng Memorial,281.0,林谋盛纪念塔,/sight/singapore53/1710074.html,"
                                (13条点评)",1
281,282,2,Loyang Tua Kong,/sight/singapore53/2511990.html,Dayanggong Palace in Luoyang,洛阳大伯公宫,Loyang Tua Kong,282.0,洛阳大伯公宫,/sight/singapore53/2511990.html,"
                                (7条点评)",1
282,283,2,Churchof True Light,/sight/singapore53/1710058.html,True Light Hall,真光堂,Churchof True Light,283.0,真光堂,/sight/singapore53/1710058.html,"
                                (16条点评)",1
283,284,2,Churchofthe Nativityofthe Blessed Virgin Mary,/sight/singapore53/4853164.html,Church of the Nativity of the ...,Church of the Nativity of the Blessed Virgin Mary,Churchofthe Nativityofthe Blessed Virgin Mary,284.0,Church of the Nativity of the Blessed Virgin Mary,/sight/singapore53/4853164.html,"
                                (1条点评)",1
284,285,2,Telok Ayer Market,/sight/singapore53/2055813.html,Telok Ayer Market,Telok Ayer Market,Telok Ayer Market,285.0,Telok Ayer Market,/sight/singapore53/2055813.html,"
                                (10条点评)",1
285,286,2,Standard Chartered Marathon Singapore,/sight/singapore53/2116675.html,Standard Chartered Marathon Si ...,Standard Chartered Marathon Singapore,Standard Chartered Marathon Singapore,286.0,Standard Chartered Marathon Singapore,/sight/singapore53/2116675.html,"
                                (8条点评)",1
286,287,2,Art Plural Gallery,/sight/singapore53/2053739.html,Art Plural Gallery,Art Plural Gallery,Art Plural Gallery,287.0,Art Plural Gallery,/sight/singapore53/2053739.html,"
                                (8条点评)",1
287,288,2,Nagore Durgha Shrine,/sight/singapore53/1710156.html,Nagodka,纳哥德卡殿,Nagore Durgha Shrine,288.0,纳哥德卡殿,/sight/singapore53/1710156.html,"
                                (17条点评)",1
288,289,2,Kreta Ayer Square,/sight/singapore53/2051756.html,Kreta Ayer Square,Kreta Ayer Square,Kreta Ayer Square,289.0,Kreta Ayer Square,/sight/singapore53/2051756.html,"
                                (8条点评)",1
289,290,2,Parliamentof Singapore,/sight/singapore53/4076450.html,Parliament of Singapore,Parliament of Singapore,Parliamentof Singapore,290.0,Parliament of Singapore,/sight/singapore53/4076450.html,"
                                (2条点评)",1
290,291,2,Fish Big Splash,/sight/singapore53/1710201.html,Fish @ Big Splash,Fish@Big Splash,Fish Big Splash,292.0,Fish@Big Splash,/sight/singapore53/1710201.html,"
                                (8条点评)",1
291,292,2,Sri Srinivasa Perumal Temple,/sight/singapore53/1710060.html,Rinvesha Buruma Hindu Temple,里尼维沙伯鲁玛兴都庙,Sri Srinivasa Perumal Temple,293.0,里尼维沙伯鲁玛兴都庙,/sight/singapore53/1710060.html,"
                                (12条点评)",1
292,293,2,The underwater world,/sight/singapore53/2527135.html,The underwater world,海底世界,,294.0,海底世界,/sight/singapore53/2527135.html,"
                                (18条点评)",1
293,294,2,Laichun Yuen Theatre,/sight/singapore53/2051554.html,Laichun Yuen Theatre,Laichun Yuen Theatre,Laichun Yuen Theatre,295.0,Laichun Yuen Theatre,/sight/singapore53/2051554.html,"
                                (7条点评)",1
294,295,2,My Little Giant Kids Indoor Playpark,/sight/singapore53/2025086.html,Singapore Little Giant,新加坡小巨人,My Little Giant Kids Indoor Playpark,296.0,新加坡小巨人,/sight/singapore53/2025086.html,"
                                (4条点评)",1
295,296,2,Singapore Pinacothèquede Paris,/sight/singapore53/2056001.html,Singapore Pinacothèque de Par ...,Singapore Pinacothèque de Paris,Singapore Pinacothèquede Paris,,,,,1
296,297,2,Bedok Jetty,/sight/singapore53/2051602.html,Bedok Jetty,Bedok Jetty,Bedok Jetty,298.0,Bedok Jetty,/sight/singapore53/2051602.html,"
                                (9条点评)",1
297,298,2,Ann Siang Hill Park,/sight/singapore53/2056063.html,Ann Siang Hill Park,Ann Siang Hill Park,Ann Siang Hill Park,299.0,Ann Siang Hill Park,/sight/singapore53/2056063.html,"
                                (8条点评)",1
298,299,2,Ode To Art,/sight/singapore53/2053291.html,Ode To Art,Ode To Art,Ode To Art,300.0,Ode To Art,/sight/singapore53/2053291.html,"
                                (5条点评)",1
299,300,2,The Cat Cafe,/sight/singapore53/1711250.html,The Cat Cafe,The Cat Cafe,The Cat Cafe,301.0,The Cat Cafe,/sight/singapore53/1711250.html,"
                                (14条点评)",1
300,301,2,Tiger Brewery,/sight/singapore53/1949134.html,Tiger Brewery,虎牌啤酒厂,,302.0,虎牌啤酒厂,/sight/singapore53/1949134.html,"
                                (2条点评)",1
301,302,2,Jalan Besar Stadium,/sight/singapore53/2050748.html,Jalan Besar Stadium,Jalan Besar Stadium,Jalan Besar Stadium,303.0,Jalan Besar Stadium,/sight/singapore53/2050748.html,"
                                (6条点评)",1
302,303,2,Swiftlet Garden Museum,/sight/singapore53/1710196.html,Golden Swallow Garden Museum,金丝燕园林博物馆,Swiftlet Garden Museum,304.0,金丝燕园林博物馆,/sight/singapore53/1710196.html,"
                                (7条点评)",1
303,304,2,Asian Art Platform,/sight/singapore53/2051366.html,Asian Art Platform,Asian Art Platform,Asian Art Platform,305.0,Asian Art Platform,/sight/singapore53/2051366.html,"
                                (10条点评)",1
304,305,2,Robertson Quay,/sight/singapore53/1710115.html,Robertson Quay,Robertson Quay,Robertson Quay,306.0,Robertson Quay,/sight/singapore53/1710115.html,"
                                (12条点评)",1
305,306,2,NUSMuseum,/sight/singapore53/1710118.html,National University of Singapore,新加坡国大博物馆,NUSMuseum,307.0,新加坡国大博物馆,/sight/singapore53/1710118.html,"
                                (17条点评)",1
306,307,2,The Bicycle Hut,/sight/singapore53/2119206.html,The Bicycle Hut,The Bicycle Hut,The Bicycle Hut,308.0,The Bicycle Hut,/sight/singapore53/2119206.html,"
                                (5条点评)",1
307,308,2,Jurong Central Park,/sight/singapore53/2054238.html,Jurong Central Park,Jurong Central Park,Jurong Central Park,309.0,Jurong Central Park,/sight/singapore53/2054238.html,"
                                (14条点评)",1
308,309,2,Pieceof Peace,/sight/singapore53/4034757.html,Piece of Peace,Piece of Peace,Pieceof Peace,310.0,Piece of Peace,/sight/singapore53/4034757.html,"
                                (1条点评)",1
309,310,2,Kallang Ice World,/sight/singapore53/1710075.html,Kallang Ice World ,Kallang Ice World ,Kallang Ice World,,,,,1
310,311,2,Golden Sands Vienna Ferry,/sight/singapore53/2858004.html,Golden Sands Vienna Ferry,金沙维也纳渡船,,312.0,金沙维也纳渡船,/sight/singapore53/2858004.html,"
                                (1条点评)",1
311,312,2,Sri Senpaga Vinayagar Temple,/sight/singapore53/1711322.html,Sri Senpaga Vinayagar Temple,Sri Senpaga Vinayagar Temple,Sri Senpaga Vinayagar Temple,313.0,Sri Senpaga Vinayagar Temple,/sight/singapore53/1711322.html,"
                                (8条点评)",1
312,313,2,Singapore River Water B Cruise,/sight/singapore53/4858912.html,Singapore River Water B Cruise,新加坡河Water B游船,,314.0,新加坡河Water B游船,/sight/singapore53/4858912.html,"
                                (2条点评)",1
313,314,2,Native,/sight/singapore53/2118153.html,Native,Native,Native,315.0,Native,/sight/singapore53/2118153.html,"
                                (5条点评)",1
314,315,2,HSBCSingapore Rugby Sevens,/sight/singapore53/2117077.html,HSBC Singapore Rugby Sevens,HSBC Singapore Rugby Sevens,HSBCSingapore Rugby Sevens,316.0,HSBC Singapore Rugby Sevens,/sight/singapore53/2117077.html,"
                                (5条点评)",1
315,316,2,Little Guilin,/sight/singapore53/2118965.html,Little Guilin,Little Guilin,Little Guilin,317.0,Little Guilin,/sight/singapore53/2118965.html,"
                                (8条点评)",1
316,317,2,Polar Bear Gallery,/sight/singapore53/2050648.html,Polar Bear Gallery,Polar Bear Gallery,Polar Bear Gallery,318.0,Polar Bear Gallery,/sight/singapore53/2050648.html,"
                                (3条点评)",1
317,318,2,Tua Peh Kong Temple,/sight/singapore53/1710102.html,Dabogong Temple,大伯公庙,Tua Peh Kong Temple,319.0,大伯公庙,/sight/singapore53/1710102.html,"
                                (10条点评)",1
318,319,2,Gajah Gallery,/sight/singapore53/2053281.html,Gajah Gallery,Gajah Gallery,Gajah Gallery,320.0,Gajah Gallery,/sight/singapore53/2053281.html,"
                                (5条点评)",1
319,320,2,Tiong Bahru Haritage Trail,/sight/singapore53/2119756.html,Tiong Bahru Haritage Trail,Tiong Bahru Haritage Trail,Tiong Bahru Haritage Trail,321.0,Tiong Bahru Haritage Trail,/sight/singapore53/2119756.html,"
                                (4条点评)",1
320,321,2,Fire Flies Health Farm,/sight/singapore53/2053290.html,Fire Flies Health Farm,Fire Flies Health Farm,Fire Flies Health Farm,322.0,Fire Flies Health Farm,/sight/singapore53/2053290.html,"
                                (3条点评)",1
321,322,2,Degiosart,/sight/singapore53/2051032.html,Degiosart,Degiosart,Degiosart,323.0,Degiosart,/sight/singapore53/2051032.html,"
                                (4条点评)",1
322,323,2,Sago Street Street Of The Dead,/sight/singapore53/2053667.html,Shuoge Street,硕莪街,Sago Street Street Of The Dead,324.0,硕莪街,/sight/singapore53/2053667.html,"
                                (13条点评)",1
323,324,2,Nanyang Polytechnic,/sight/singapore53/3674259.html,Nanyang Institute of Technology,南洋理工学院,Nanyang Polytechnic,325.0,南洋理工学院,/sight/singapore53/3674259.html,"
                                (5条点评)",1
324,325,2,Clementi Woods,/sight/singapore53/2118968.html,Clementi Woods,Clementi Woods,Clementi Woods,326.0,Clementi Woods,/sight/singapore53/2118968.html,"
                                (4条点评)",1
325,326,2,GOURMETbus,/sight/singapore53/2050731.html,GOURMETbus,GOURMETbus,GOURMETbus,327.0,GOURMETbus,/sight/singapore53/2050731.html,"
                                (3条点评)",1
326,327,2,Harley Davidsonof Singapore,/sight/singapore53/2117707.html,Harley-Davidson of Singapore,Harley-Davidson of Singapore,Harley Davidsonof Singapore,328.0,Harley-Davidson of Singapore,/sight/singapore53/2117707.html,"
                                (3条点评)",1
327,328,2,The Gem Museum,/sight/singapore53/2056474.html,The Gem Museum,The Gem Museum,The Gem Museum,329.0,The Gem Museum,/sight/singapore53/2056474.html,"
                                (3条点评)",1
328,329,2,Redsea Gallery,/sight/singapore53/2056028.html,Redsea Gallery,Redsea Gallery,Redsea Gallery,330.0,Redsea Gallery,/sight/singapore53/2056028.html,"
                                (4条点评)",1
329,330,2,Lotto Carpets Gallery,/sight/singapore53/2054050.html,Lotto Carpets Gallery,Lotto Carpets Gallery,Lotto Carpets Gallery,331.0,Lotto Carpets Gallery,/sight/singapore53/2054050.html,"
                                (3条点评)",1
330,331,2,Parkview Square,/sight/singapore53/1710073.html,Overseas Chinese Plaza,侨福广场,Parkview Square,332.0,侨福广场,/sight/singapore53/1710073.html,"
                                (16条点评)",1
331,332,2,Upper Seletar Reservoir,/sight/singapore53/2050752.html,Upper Seletar Reservoir,Upper Seletar Reservoir,Upper Seletar Reservoir,333.0,Upper Seletar Reservoir,/sight/singapore53/2050752.html,"
                                (3条点评)",1
332,333,2,WTAFinals,/sight/singapore53/2117078.html,WTA Finals,WTA Finals,WTAFinals,334.0,WTA Finals,/sight/singapore53/2117078.html,"
                                (7条点评)",1
333,334,2,Dream Drive Pte Ltd,/sight/singapore53/2118714.html,Dream Drive Pte Ltd,Dream Drive Pte Ltd,Dream Drive Pte Ltd,335.0,Dream Drive Pte Ltd,/sight/singapore53/2118714.html,"
                                (3条点评)",1
334,335,2,Eagle Wings Yacht Charters,/sight/singapore53/2117533.html,Luxury yacht rental,豪华游艇出租,Eagle Wings Yacht Charters,336.0,豪华游艇出租,/sight/singapore53/2117533.html,"
                                (3条点评)",1
335,336,2,MADMuseumof Art Design,/sight/singapore53/2056070.html,MAD Museum of Art & Design,MAD Museum of Art & Design,MADMuseumof Art Design,337.0,MAD Museum of Art & Design,/sight/singapore53/2056070.html,"
                                (4条点评)",1
336,337,2,Faber Peak,/sight/singapore53/4916818.html,Faber Peak,Faber Peak,Faber Peak,338.0,Faber Peak,/sight/singapore53/4916818.html,"
                                (2条点评)",1
337,338,2,Anjalichocolat,/sight/singapore53/2117916.html,Anjalichocolat,Anjalichocolat,Anjalichocolat,339.0,Anjalichocolat,/sight/singapore53/2117916.html,"
                                (2条点评)",1
338,339,2,Toa Payoh Town Park,/sight/singapore53/2055836.html,Toa Payoh Town Park,Toa Payoh Town Park,Toa Payoh Town Park,340.0,Toa Payoh Town Park,/sight/singapore53/2055836.html,"
                                (3条点评)",1
339,340,2,BOBMarine Yacht Charters Singapore,/sight/singapore53/2475307.html,BOB Marine Yacht Charters Sing ...,BOB Marine Yacht Charters Singapore,BOBMarine Yacht Charters Singapore,341.0,BOB Marine Yacht Charters Singapore,/sight/singapore53/2475307.html,"
                                (3条点评)",1
340,341,2,Hay Dairies,/sight/singapore53/2053310.html,Hay Dairies,Hay Dairies,Hay Dairies,342.0,Hay Dairies,/sight/singapore53/2053310.html,"
                                (3条点评)",1
341,342,2,Benjamin Sheares Bridge,/sight/singapore53/4840610.html,Benjamin Sheares Bridge,Benjamin Sheares Bridge,Benjamin Sheares Bridge,343.0,Benjamin Sheares Bridge,/sight/singapore53/4840610.html,"
                                (2条点评)",1
342,343,2,NTUCentrefor Contemporary Art,/sight/singapore53/2056302.html,NTU Centre for Contemporary Ar ...,NTU Centre for Contemporary Art,NTUCentrefor Contemporary Art,344.0,NTU Centre for Contemporary Art,/sight/singapore53/2056302.html,"
                                (2条点评)",1
343,344,2,Art Porters Gallery,/sight/singapore53/2052477.html,Art Porters Gallery,Art Porters Gallery,Art Porters Gallery,346.0,Art Porters Gallery,/sight/singapore53/2052477.html,"
                                (2条点评)",1
344,345,2,Bukit Brown Cemetery,/sight/singapore53/1710079.html,Bukit Brown Cemetery,武吉布朗坟场,Bukit Brown Cemetery,347.0,武吉布朗坟场,/sight/singapore53/1710079.html,"
                                (13条点评)",1
345,346,2,Coolde Sac Play Centre,/sight/singapore53/2118721.html,Cool de Sac Play Centre,Cool de Sac Play Centre,Coolde Sac Play Centre,348.0,Cool de Sac Play Centre,/sight/singapore53/2118721.html,"
                                (3条点评)",1
346,347,2,Inter Continental Singapore Heritage Trail,/sight/singapore53/2052337.html,InterContinental Singapore Her ...,InterContinental Singapore Heritage Trail,Inter Continental Singapore Heritage Trail,349.0,InterContinental Singapore Heritage Trail,/sight/singapore53/2052337.html,"
                                (10条点评)",1
347,348,2,Jetaime Perfumeryand Perfume Workshop Singapore,/sight/singapore53/2118879.html,Jetaime Perfumery and Perfume ...,Jetaime Perfumery and Perfume Workshop Singapore,Jetaime Perfumeryand Perfume Workshop Singapore,350.0,Jetaime Perfumery and Perfume Workshop Singapore,/sight/singapore53/2118879.html,"
                                (2条点评)",1
348,349,2,Farmart Centre,/sight/singapore53/2053321.html,Farmart Centre,Farmart Centre,Farmart Centre,351.0,Farmart Centre,/sight/singapore53/2053321.html,"
                                (2条点评)",1
349,350,2,GMAXReverse Bungy,/sight/singapore53/5137260.html,G-Max Ejection Tight Jumping Experience,G-Max弹射绑紧跳体验,GMAXReverse Bungy,,,,,1
350,351,2,Monster Day Tours,/sight/singapore53/4422555.html,Monster Day Tours,Monster Day Tours,Monster Day Tours,353.0,Monster Day Tours,/sight/singapore53/4422555.html,"
                                (1条点评)",1
351,352,2,Puay Heng Noodles,/sight/singapore53/2750998.html,Puay Heng Noodles,Puay Heng Noodles,Puay Heng Noodles,354.0,Puay Heng Noodles,/sight/singapore53/2750998.html,"
                                (1条点评)",1
352,353,2,Churchof St Teresa,/sight/singapore53/5194880.html,Church of St Teresa,Church of St Teresa,Churchof St Teresa,355.0,Church of St Teresa,/sight/singapore53/5194880.html,"
                                (1条点评)",1
353,354,2,Touristand Transit Hub,/sight/singapore53/2050837.html,Tourist and Transit Hub,Tourist and Transit Hub,Touristand Transit Hub,356.0,Tourist and Transit Hub,/sight/singapore53/2050837.html,"
                                (11条点评)",1
354,355,2,Coney Island Park,/sight/singapore53/5197665.html,Coney Island Park,Coney Island Park,Coney Island Park,357.0,Coney Island Park,/sight/singapore53/5197665.html,"
                                (1条点评)",1
355,356,2,Sri Layan Sithi Vinayagar Temple,/sight/singapore53/1710151.html,Sri Layan Sithi Vinayagar Temp ...,Sri Layan Sithi Vinayagar Temple,Sri Layan Sithi Vinayagar Temple,358.0,Sri Layan Sithi Vinayagar Temple,/sight/singapore53/1710151.html,"
                                (12条点评)",1
356,357,2,Singapore Mobility Gallery,/sight/singapore53/2051900.html,Singapore Commuter Hall,新加坡通勤馆,Singapore Mobility Gallery,,,,,1
357,358,2,Southernmostpointof Asia,/sight/singapore53/4837579.html,Southernmost point of Asia,Southernmost point of Asia,Southernmostpointof Asia,360.0,Southernmost point of Asia,/sight/singapore53/4837579.html,"
                                (1条点评)",1
358,359,2,Marine Cove Playground,/sight/singapore53/2051082.html,Marine Cove Playground,Marine Cove Playground,Marine Cove Playground,361.0,Marine Cove Playground,/sight/singapore53/2051082.html,"
                                (1条点评)",1
359,360,2,Oh Chin Huat Hydroponic Farms,/sight/singapore53/2055565.html,Oh Chin Huat Hydroponic Farms,Oh Chin Huat Hydroponic Farms,Oh Chin Huat Hydroponic Farms,363.0,Oh Chin Huat Hydroponic Farms,/sight/singapore53/2055565.html,"
                                (2条点评)",1
360,361,2,Xianzu Palace,/sight/singapore53/2740896.html,Xianzu Palace,仙祖宫,,364.0,仙祖宫,/sight/singapore53/2740896.html,"
                                (1条点评)",1
361,362,2,Bukit Batok Nature Park,/sight/singapore53/2055011.html,Bukit Batok Nature Park,武吉巴督自然公园,Bukit Batok Nature Park,365.0,武吉巴督自然公园,/sight/singapore53/2055011.html,"
                                (14条点评)",1
362,363,2,Changi Sailing Club,/sight/singapore53/2119297.html,Changi Sailing Club,Changi Sailing Club,Changi Sailing Club,366.0,Changi Sailing Club,/sight/singapore53/2119297.html,"
                                (3条点评)",1
363,364,2,KFC,/sight/singapore53/5298693.html,KFC,KFC,KFC,,,,,1
364,365,2,OCBC Skywalk and Sky Tree,/sight/singapore53/71566517.html,OCBC Skywalk and Sky Tree,华侨银行空中走道和擎天大树,,368.0,华侨银行空中走道和擎天大树,/sight/singapore53/71566517.html,"
                                (1条点评)",1
365,366,2,Eurasian Heritage Centre,/sight/singapore53/1711342.html,Eurasia Cultural Heritage Centre,欧亚文化遗产中心,Eurasian Heritage Centre,369.0,欧亚文化遗产中心,/sight/singapore53/1711342.html,"
                                (11条点评)",1
366,367,2,Changibusinesspark,/sight/singapore53/2004048.html,Changi Business Park,樟宜商业园,Changibusinesspark,370.0,樟宜商业园,/sight/singapore53/2004048.html,"
                                (7条点评)",1
367,368,2,Hdb,/sight/singapore53/1710099.html,Hdb,Hdb,Hdb,371.0,Hdb,/sight/singapore53/1710099.html,"
                                (10条点评)",1
368,369,2,Tropical Amusement Park @ Singapore Zoo,/sight/singapore53/2860656.html,Tropical Amusement Park @ Singapore Zoo,热带游乐园@新加坡动物园,,372.0,热带游乐园@新加坡动物园,/sight/singapore53/2860656.html,"
                                (7条点评)",1
369,370,2,The Intan,/sight/singapore53/2916893.html,Nyonya Museum,娘惹博物馆,The Intan,373.0,娘惹博物馆,/sight/singapore53/2916893.html,"
                                (4条点评)",1
370,371,2,Jurong West Swimming Complex,/sight/singapore53/5210444.html,Jurong West Swimming Complex,Jurong West Swimming Complex,Jurong West Swimming Complex,374.0,Jurong West Swimming Complex,/sight/singapore53/5210444.html,"
                                (2条点评)",1
371,372,2,Run With Me Singapore,/sight/singapore53/2117773.html,Run With Me Singapore,Run With Me Singapore,Run With Me Singapore,375.0,Run With Me Singapore,/sight/singapore53/2117773.html,"
                                (7条点评)",1
372,374,2,Springleaf Nature Park,/sight/singapore53/2055656.html,Springleaf Nature Park,Springleaf Nature Park,Springleaf Nature Park,377.0,Springleaf Nature Park,/sight/singapore53/2055656.html,"
                                (2条点评)",1
373,375,2,MOEHeritage Centre,/sight/singapore53/1711346.html,Ministry of Education Cultural Heritage Center,教育部文化遗产中心,MOEHeritage Centre,378.0,教育部文化遗产中心,/sight/singapore53/1711346.html,"
                                (10条点评)",1
374,376,2,Sri Thandayuthapani Temple,/sight/singapore53/1710167.html,Danda Utapani Hindu Temple,丹达乌他帕尼兴都庙,Sri Thandayuthapani Temple,379.0,丹达乌他帕尼兴都庙,/sight/singapore53/1710167.html,"
                                (17条点评)",1
375,377,2,Masjid Bencoolen,/sight/singapore53/1710054.html,Masjid Bencoolen,Masjid Bencoolen,Masjid Bencoolen,380.0,Masjid Bencoolen,/sight/singapore53/1710054.html,"
                                (12条点评)",1
376,378,2,Tao Tian Keng Temple,/sight/singapore53/1711484.html,Tao Tian Keng Temple,Tao Tian Keng Temple,Tao Tian Keng Temple,381.0,Tao Tian Keng Temple,/sight/singapore53/1711484.html,"
                                (10条点评)",1
377,379,2,Resorts World Theater,/sight/sentosa776/2120109.html,Resorts World Theater,Resorts World Theater,Resorts World Theater,382.0,Resorts World Theater,/sight/sentosa776/2120109.html,"
                                (6条点评)",1
378,380,2,The Theatre Practice,/sight/singapore53/2118603.html,The Theatre Practice,The Theatre Practice,The Theatre Practice,383.0,The Theatre Practice,/sight/singapore53/2118603.html,"
                                (1条点评)",1
379,381,2,Janes SGTours,/sight/singapore53/2051351.html,Jane's SG Tours,Jane's SG Tours,Janes SGTours,384.0,Jane's SG Tours,/sight/singapore53/2051351.html,"
                                (1条点评)",1
380,382,2,Changi Airport Children's Playground,/sight/singapore53/3445551.html,Changi Airport Children's Playground,樟宜机场24小时儿童游乐场,,385.0,樟宜机场24小时儿童游乐场,/sight/singapore53/3445551.html,"
                                (2条点评)",1
381,383,2,Bikram Yoga Katong,/sight/singapore53/2119341.html,Bikram Yoga Katong,Bikram Yoga Katong,Bikram Yoga Katong,386.0,Bikram Yoga Katong,/sight/singapore53/2119341.html,"
                                (1条点评)",1
382,384,2,Lee Wee Nam Library,/sight/singapore53/4035711.html,Lee Wee Nam Library,Lee Wee Nam Library,Lee Wee Nam Library,387.0,Lee Wee Nam Library,/sight/singapore53/4035711.html,"
                                (1条点评)",1
383,385,2,Shimano Cycling World,/sight/singapore53/1710084.html,Shimano Bicycle World,禧玛诺自行车世界,Shimano Cycling World,388.0,禧玛诺自行车世界,/sight/singapore53/1710084.html,"
                                (7条点评)",1
384,386,2,School Of Art Designand Media,/sight/singapore53/4035718.html,"School of Art, Design and Media",艺术、设计与媒体学院,School Of Art Designand Media,389.0,艺术、设计与媒体学院,/sight/singapore53/4035718.html,"
                                (1条点评)",1
385,387,2,Survivingthe Japanese Occupation Warand Its Legacies,/sight/singapore53/1710083.html,Zhaonan Ford Depot Memorial,昭南福特车厂纪念馆,Survivingthe Japanese Occupation Warand Its Legacies,390.0,昭南福特车厂纪念馆,/sight/singapore53/1710083.html,"
                                (9条点评)",1
386,388,2,The Live Turtleand Tortoise Museum,/sight/singapore53/1710193.html,Living Turtle Museum,活体龟鳖博物馆,The Live Turtleand Tortoise Museum,391.0,活体龟鳖博物馆,/sight/singapore53/1710193.html,"
                                (12条点评)",1
387,389,2,Theatreworks,/sight/singapore53/2118519.html,Theatreworks,Theatreworks,Theatreworks,392.0,Theatreworks,/sight/singapore53/2118519.html,"
                                (7条点评)",1
388,390,2,The Star Performing Arts Centre,/sight/singapore53/2119569.html,The Star Performing Arts Centr ...,The Star Performing Arts Centre,The Star Performing Arts Centre,393.0,The Star Performing Arts Centre,/sight/singapore53/2119569.html,"
                                (2条点评)",1
389,391,2,Tan Si Chong Chu Temple,/sight/singapore53/1711528.html,Tan Si Chong Chu Temple,Tan Si Chong Chu Temple,Tan Si Chong Chu Temple,394.0,Tan Si Chong Chu Temple,/sight/singapore53/1711528.html,"
                                (8条点评)",1
390,392,2,Pearls Hill City Park,/sight/singapore53/2055820.html,Pearl's Hill City Park,Pearl's Hill City Park,Pearls Hill City Park,395.0,Pearl's Hill City Park,/sight/singapore53/2055820.html,"
                                (5条点评)",1
391,393,2,Lakeof Dreams,/sight/singapore53/4889887.html,Lake of Dreams,梦之湖,Lakeof Dreams,396.0,梦之湖,/sight/singapore53/4889887.html,"
                                (1条点评)",1
392,394,2,K-Live holographic projection live broadcast,/sight/singapore53/3389701.html,K-Live holographic projection live broadcast,K-Live全息投影直播,,397.0,K-Live全息投影直播,/sight/singapore53/3389701.html,"
                                (3条点评)",1
393,395,2,The Epicurean State,/sight/singapore53/2116702.html,The Epicurean State,The Epicurean State,The Epicurean State,398.0,The Epicurean State,/sight/singapore53/2116702.html,"
                                (5条点评)",1
394,396,2,The NEWater Visitor Centre,/sight/singapore53/1710119.html,Xinsheng Water Exhibition Center,新生水展览中心,The NEWater Visitor Centre,399.0,新生水展览中心,/sight/singapore53/1710119.html,"
                                (14条点评)",1
395,397,2,COMNUS,/sight/singapore53/3438699.html,COM1 @ NUS,COM1 @ NUS,COMNUS,400.0,COM1 @ NUS,/sight/singapore53/3438699.html,"
                                (1条点评)",1
396,398,2,Nyee Phoe Flower Garden,/sight/singapore53/1710168.html,Nyee Phoe Flower Garden,Nyee Phoe Flower Garden,Nyee Phoe Flower Garden,401.0,Nyee Phoe Flower Garden,/sight/singapore53/1710168.html,"
                                (7条点评)",1
397,399,2,Punggol Park,/sight/singapore53/2054368.html,Punggol Park,Punggol Park,Punggol Park,402.0,Punggol Park,/sight/singapore53/2054368.html,"
                                (6条点评)",1
398,400,2,Changi Murals,/sight/singapore53/1711562.html,Changi Mural,樟宜壁画,Changi Murals,403.0,樟宜壁画,/sight/singapore53/1711562.html,"
                                (7条点评)",1
399,401,2,Republicof Singapore Navy Museum,/sight/singapore53/1710128.html,Naval museum,海军博物馆,Republicof Singapore Navy Museum,404.0,海军博物馆,/sight/singapore53/1710128.html,"
                                (12条点评)",1
400,402,2,Peranakan Trail,/sight/singapore53/1711253.html,Peranakan Trail,Peranakan Trail,Peranakan Trail,405.0,Peranakan Trail,/sight/singapore53/1711253.html,"
                                (5条点评)",1
401,403,2,Cathay Picturehouse,/sight/singapore53/4803986.html,Cathay Picturehouse,Cathay Picturehouse,Cathay Picturehouse,406.0,Cathay Picturehouse,/sight/singapore53/4803986.html,"
                                (1条点评)",1
