TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT,ASPECT_SUB_CATEGORY_NAME
空气非常好,10,4548,Environment and Ambiance,,,NA
空调的座舱,10,4549,Facilities,,,Seats
站地铁,10,4550,Transportation and Accessibility,,,MRT
竹脚市场,10,4551,Shopping,,,NA
第二次世界大战,10,4552,NA,,,NA
箱体,10,4553,NA,,,NA
篇游记,10,4554,NA,,,NA
粤菜,10,4555,F&B,,,Chinese
索桥,10,4556,Facilities,,,Bridge
纜車,10,4557,Transportation and Accessibility,,,Cable Car
红点博物馆,10,4558,POI/Places,,,NA
纸上,10,4559,NA,,,NA
纸质,10,4560,NA,,,NA
终极,10,4561,NA,,,NA
经典的景点,10,4562,POI/Places,,,NA
经典项目,10,4563,Activities,,,NA
绘画作品,10,4564,Arts and Culture,,1,Art
绚丽夺目的窗户,10,4565,Sightseeing,,,NA
绝对赞,10,4566,Experience,,,NA
维多利亚女王,10,4567,NA,,,NA
编码,10,4568,NA,,,NA
美味的食物,10,4569,F&B,,,NA
翠鸟湖等,10,4570,Sightseeing,,,NA
老爷爷,10,4571,NA,,,NA
聚居地,10,4572,POI/Places,,,NA
肉豆蔻,10,4573,F&B,,1,NA
肤色,10,4574,NA,,,NA
胆子大,10,4575,NA,,,NA
背包,10,4576,NA,,,NA
胡姬山庄,10,4577,Sightseeing,,,"Gardens, Parks"
胡文虎,10,4578,NA,,,NA
腿软,10,4579,NA,,,NA
臼炮,10,4580,NA,,,NA
舞台剧,10,4581,Activities,,,Shows
艺术站,10,4582,Arts and Culture,,,Art
茅亭,10,4583,NA,,,NA
莱佛士爵士铜像,10,4584,Sightseeing,,,Sculptures
菜单,10,4585,F&B,,,NA
营房,10,4586,NA,,,NA
落差,10,4587,NA,,,NA
落日余晖,10,4588,Environment and Ambiance,,,"Greenery, Nature"
蜻蜓湖,10,4589,Sightseeing,,,NA
融为一体,10,4590,NA,,,NA
街巷,10,4591,Transportation and Accessibility,,,Streets
衣物,10,4592,NA,,,NA
衬托,10,4593,NA,,,NA
装潢,10,4594,NA,,,NA
西餐厅,10,4595,F&B,,,NA
要把,10,4596,NA,,,NA
言语,10,4597,NA,,,NA
让人眼前一亮,10,4598,Experience,,,NA
贝壳磨成灰,10,4599,NA,,,NA
负责任,10,4600,NA,,,NA
财运,10,4601,NA,,,NA
贵些,10,4602,Price,,,NA
赞赞赞赞赞,10,4603,Experience,,,NA
超级好玩,10,4604,Experience,,,NA
距离地面,10,4605,NA,,,NA
路一角的旅游名胜,10,4606,POI/Places,,,NA
轨电车,10,4607,Transportation and Accessibility,,,MRT
轨道,10,4608,Transportation and Accessibility,,,NA
轮渡,10,4609,Transportation and Accessibility,,,NA
这种地方,10,4610,NA,,,NA
远远地,10,4611,NA,,,NA
迪士尼乐园,10,4612,NA,,,NA
邮轮,10,4613,Transportation and Accessibility,,1,NA
都是些,10,4614,NA,,,NA
都是欧式古典风,10,4615,Experience,,,NA
酒店大堂,10,4616,NA,,,NA
酒店客人,10,4617,NA,,,NA
酒店门口,10,4618,NA,,,NA
释迦,10,4619,F&B,,1,NA
重要的意义,10,4620,NA,,,NA
金沙湾,10,4621,NA,,1,NA
金沙酒店的顶层,10,4622,NA,,,NA
钥匙扣,10,4623,Shopping,,1,NA
铁丝网,10,4624,NA,,,NA
铁桥,10,4625,Transportation and Accessibility,,,Bridge
长袍,10,4626,NA,,,NA
长鼻猴,10,4627,Sightseeing,,,Animals
門票,10,4628,Transportation and Accessibility,,,Tickets
门后,10,4629,NA,,,NA
门票的地方,10,4630,Transportation and Accessibility,,,Tickets
门票直接,10,4631,Transportation and Accessibility,,,Tickets
阿拉伯海,10,4632,NA,,,NA
阿明餐厅,10,4633,F&B,,,NA
院内,10,4634,NA,,,NA
随性,10,4635,NA,,,NA
静下心,10,4636,NA,,,NA
非常好的动物园,10,4637,POI/Places,,,NA
面积小,10,4638,NA,,,NA
韩国,10,4639,NA,,,NA
频道,10,4640,NA,,,NA
颜色鲜艳,10,4641,NA,,,NA
风情漂亮,10,4642,Experience,,,NA
风景非常好,10,4643,Sightseeing,,,View
食客,10,4644,F&B,,,NA
马来西亚的柔佛州,10,4645,NA,,,NA
高峰期,10,4646,NA,,,NA
高级餐厅,10,4647,F&B,,,NA
鬼屋,10,4648,NA,,,NA
魔幻,10,4649,NA,,,NA
鱼尾狮喷泉,10,4650,Sightseeing,,,NA
鱼尾狮身上,10,4651,Sightseeing,,,NA
黑板,10,4652,NA,,,NA
黑灯瞎火,10,4653,NA,,,NA
黑胡椒螃蟹,10,4654,F&B,,,NA
鼻子,10,4655,NA,,,NA
good,10,4656,Experience,,,NA
一天基本,9,4657,NA,,,NA
一天根本,9,4658,NA,,,NA
一层大厅,9,4659,NA,,,NA
一日游,9,4660,NA,,,NA
一次新加坡,9,4661,NA,,,NA
一次票,9,4662,Transportation and Accessibility,,,Tickets
一种实用,9,4663,Experience,,1,NA
一种很好,9,4664,Experience,,1,NA
一种特别,9,4665,Experience,,1,NA
三个园,9,4666,POI/Places,,,NA
三个部分,9,4667,NA,,,NA
三亚,9,4668,NA,,,NA
三场,9,4669,NA,,,NA
三轮车,9,4670,Transportation and Accessibility,,1,NA
上层,9,4671,NA,,,NA
上海的新天地,9,4672,NA,,,NA
下午的时候,9,4673,NA,,,NA
不为过,9,4674,NA,,,NA
不去后悔,9,4675,Experience,,,NA
不去的地方,9,4676,NA,,,NA
不同颜色,9,4677,NA,,,NA
不少项目,9,4678,Activities,,,NA
不锈钢,9,4679,NA,,,NA
世界首家,9,4680,NA,,,NA
世纪时,9,4681,NA,,,NA
世纪末,9,4682,NA,,,NA
东亚,9,4683,NA,,,NA
东南亚美食,9,4684,F&B,,,NA
东南亚艺术,9,4685,Arts and Culture,,,Art
东南亚风情,9,4686,Arts and Culture,,,Culture
东西贵,9,4687,Price,,,NA
东非,9,4688,NA,,,NA
两个园,9,4689,Sightseeing,,1,NA
两个大人,9,4690,NA,,,NA
两个花园,9,4691,Sightseeing,,,"Gardens, Parks"
两岸风光,9,4692,Sightseeing,,,View
两步,9,4693,NA,,,NA
个亲密,9,4694,NA,,,NA
个动物,9,4695,Sightseeing,,1,Animals
个小时的时间,9,4696,NA,,,NA
个花园,9,4697,Sightseeing,,,NA
个观众席,9,4698,NA,,,NA
个角度,9,4699,NA,,,NA
中文的工作人员,9,4700,Service,,,Staff
中饭,9,4701,F&B,,,NA
为止,9,4702,NA,,,NA
主人,9,4703,NA,,,NA
主题的野生动物园,9,4704,POI/Places,,,NA
之意,9,4705,NA,,,NA
乐园很好,9,4706,POI/Places,,,NA
也有不少,9,4707,NA,,,NA
也有适合,9,4708,NA,,,NA
买手,9,4709,NA,,,NA
买票非常好,9,4710,Transportation and Accessibility,,,Tickets
了一座,9,4711,NA,,,NA
事实,9,4712,NA,,,NA
五个景点,9,4713,POI/Places,,,NA
亚洲最高的摩天轮,9,4714,POI/Places,,,NA
交通卡,9,4715,Transportation and Accessibility,,,NA
亲子游的好去处,9,4716,Family/Children family/Friends,,,Family
亲子游的好地方,9,4717,Family/Children family/Friends,,,Family
人头攒动,9,4718,Transportation and Accessibility,,,Queue
人心,9,4719,NA,,,NA
仙境一般,9,4720,Experience,,,NA
件长袖,9,4721,Environment and Ambiance,,,Air Conditioning
价比较好,9,4722,Price,,1,NA
位置好,9,4723,Transportation and Accessibility,,1,Position
位高大,9,4724,NA,,,NA
住客才能,9,4725,NA,,,NA
体育设施,9,4726,Facilities,,,NA
佛塔,9,4727,Facilities,,,NA
佛祖,9,4728,NA,,,NA
使者,9,4729,NA,,,NA
便宜,9,4730,Price,,,NA
值得一提,9,4731,NA,,,NA
做好功课,9,4732,NA,,,NA
儿童公园,9,4733,Facilities,,,Children
儿童戏水乐园,9,4734,Sightseeing,,,Children
兀兰,9,4735,POI/Places,,,NA
克里斯,9,4736,NA,,,NA
全天候,9,4737,Service,,1,NA
全年,9,4738,NA,,,NA
全桥,9,4739,NA,,,NA
全球最多,9,4740,NA,,,NA
公顷的小岛,9,4741,NA,,,NA
典范,9,4742,NA,,,NA
养鱼场,9,4743,NA,,,NA
内地,9,4744,NA,,,NA
冷饮,9,4745,F&B,,,NA
凉棚,9,4746,Facilities,,,NA
几排,9,4747,NA,,,NA
动物园的门票,9,4748,Transportation and Accessibility,,,Tickets
动物真的,9,4749,Sightseeing,,,Animals
动物种类繁多,9,4750,Sightseeing,,,Animals
十字路口,9,4751,Transportation and Accessibility,,,NA
卓锦,9,4752,Sightseeing,,1,Flowers
南京路,9,4753,NA,,,NA
卡通,9,4754,NA,,,NA
印尼岛屿,9,4755,NA,,,NA
印度女人,9,4756,NA,,,NA
印度庙宇,9,4757,NA,,,NA
印度教庙宇,9,4758,NA,,,NA
印度教神庙,9,4759,NA,,,NA
历史遗迹,9,4760,Arts and Culture,,,History
台风,9,4761,NA,,,NA
各国游客,9,4762,NA,,,NA
合家欢,9,4763,Family/Children family/Friends,,,Family
吉尼斯世界纪录,9,4764,NA,,,NA
名声,9,4765,NA,,,NA
名游客,9,4766,NA,,,NA
周边也有,9,4767,NA,,,NA
哥哥,9,4768,Family/Children family/Friends,,,Family
唯一美中不足,9,4769,Experience,,,NA
唯美的照片,9,4770,Sightseeing,,,Photography
喝上,9,4771,F&B,,,NA
喧哗,9,4772,NA,,,NA
喷水池,9,4773,Sightseeing,,,NA
园区门口,9,4774,Transportation and Accessibility,,,NA
园的时候,9,4775,NA,,,NA
国内海洋馆,9,4776,NA,,,NA
国庆日,9,4777,Activities,,1,Events
国际化,9,4778,Experience,,1,NA
国际品牌,9,4779,Shopping,,,NA
国际水准的星光水火大,9,4780,NA,,,NA
图书,9,4781,NA,,,NA
土著,9,4782,NA,,,NA
圣安德烈座堂,9,4783,POI/Places,,,NA
地位,9,4784,NA,,,NA
地方多,9,4785,NA,,,NA
地方定能,9,4786,NA,,,NA
地板,9,4787,NA,,,NA
地铁黄线,9,4788,Transportation and Accessibility,,,MRT
块人民币,9,4789,Price,,,NA
境外,9,4790,NA,,,NA
墙面,9,4791,NA,,,NA
墨镜,9,4792,NA,,,NA
外景,9,4793,Sightseeing,,,View
多个人,9,4794,NA,,,NA
多扇,9,4795,NA,,,NA
多条鲨鱼,9,4796,Sightseeing,,,Animals
夜宵,9,4797,F&B,,,NA
夜晚的灯光,9,4798,Sightseeing,,,Lights
夜游新加坡,9,4799,Sightseeing,,,Tour
夜空,9,4800,NA,,,NA
夜间动物园真的,9,4801,POI/Places,,,NA
大华银行大厦,9,4802,POI/Places,,,NA
大地,9,4803,NA,,,NA
大声喧哗,9,4804,Experience,,1,NA
大棚,9,4805,Facilities,,,NA
大狮子,9,4806,Sightseeing,,,Animals
大购物中心,9,4807,Shopping,,,NA
大鸟,9,4808,Sightseeing,,,Animals
天伦,9,4809,Family/Children family/Friends,,,Family
太多东西,9,4810,NA,,,NA
夫海,9,4811,NA,,,NA
奇观,9,4812,NA,,,NA
奥秘,9,4813,NA,,,NA
奥运会泳池长度的三倍,9,4814,NA,,,NA
女子,9,4815,NA,,,NA
奶茶,9,4816,F&B,,,"Coffee, Tea"
好东西,9,4817,NA,,1,NA
好几家,9,4818,NA,,,NA
好几层,9,4819,NA,,,NA
好感,9,4820,NA,,,NA
媒体,9,4821,NA,,,NA
孩子老人,9,4822,Family/Children family/Friends,,,Family
它的美,9,4823,Experience,,,NA
安全感,9,4824,Experience,,,NA
安德鲁,9,4825,NA,,,NA
安排好,9,4826,NA,,,NA
实际情况,9,4827,NA,,,NA
客人才能,9,4828,NA,,,NA
家具,9,4829,Facilities,,1,NA
家庭旅游者,9,4830,Family/Children family/Friends,,,Family
家庭票,9,4831,Transportation and Accessibility,,,Tickets
寺庙香火,9,4832,NA,,,NA
将会,9,4833,NA,,,NA
小地方,9,4834,POI/Places,,,NA
小家伙,9,4835,Family/Children family/Friends,,1,Children
小点,9,4836,NA,,,NA
小的小朋友,9,4837,Family/Children family/Friends,,,Children
居民区,9,4838,NA,,,NA
展品丰富,9,4839,Sightseeing,,,Exhibits
岁多,9,4840,NA,,,NA
岁小孩,9,4841,Family/Children family/Friends,,,Children
岛上的酒店,9,4842,NA,,,NA
工艺,9,4843,Arts and Culture,,,Art
市里,9,4844,NA,,,NA
年货,9,4845,Shopping,,1,NA
庙会,9,4846,Activities,,,Events
座公园,9,4847,Sightseeing,,,"Gardens, Parks"
座新,9,4848,NA,,,NA
座海拔,9,4849,NA,,,NA
座观景平台,9,4850,Sightseeing,,,View
座高,9,4851,NA,,,NA
异国情调,9,4852,Arts and Culture,,,Culture
弟弟,9,4853,Family/Children family/Friends,,,Family
当地的历史,9,4854,Arts and Culture,,,History
当年英国殖民地时期的样子,9,4855,NA,,,NA
彭麻麻,9,4856,NA,,,NA
往后,9,4857,NA,,,NA
往回,9,4858,NA,,,NA
往圣,9,4859,NA,,,NA
待遇,9,4860,Service,,1,NA
心中都会,9,4861,Experience,,,NA
必不可少,9,4862,NA,,,NA
怪物史瑞克,9,4863,Activities,,,Shows
总体来说不错,9,4864,Experience,,,NA
悠闲假期,9,4865,NA,,,NA
悠闲小街上,9,4866,Transportation and Accessibility,,,Streets
情操,9,4867,NA,,,NA
意为,9,4868,NA,,,NA
成就,9,4869,NA,,,NA
成都,9,4870,NA,,,NA
我国,9,4871,NA,,,NA
我家小朋友,9,4872,Family/Children family/Friends,,,Family
手势,9,4873,NA,,,NA
手套,9,4874,NA,,,NA
手工艺人,9,4875,NA,,1,NA
手脚,9,4876,NA,,,NA
手表,9,4877,Shopping,,1,NA
抵抗力,9,4878,NA,,,NA
拍,9,4879,NA,,,NA
效果非常好,9,4880,Experience,,,NA
教堂的初衷,9,4881,NA,,1,NA
教室,9,4882,NA,,,NA
文化遗产,9,4883,Arts and Culture,,,Culture
文华,9,4884,F&B,,1,NA
新加坡动物园真的,9,4885,POI/Places,,,NA
新加坡宗教艺术,9,4886,Arts and Culture,,,Art
新加坡旅游一定,9,4887,NA,,,NA
新加坡旅游的人都会,9,4888,NA,,,NA
新加坡港历史,9,4889,Arts and Culture,,,History
新加坡的中央,9,4890,NA,,,NA
新加坡的发展史,9,4891,Arts and Culture,,,History
新加坡的夜生活,9,4892,Activities,,,"Bars, Pubs"
新加坡的最后一天,9,4893,NA,,,NA
新加坡的标志性建筑物,9,4894,Sightseeing,,,Buildings
新加坡的牛车水,9,4895,POI/Places,,,NA
新加坡的科技,9,4896,NA,,1,NA
新加坡的第一天,9,4897,NA,,,NA
新加坡科学馆,9,4898,POI/Places,,,NA
新加坡第一天,9,4899,NA,,,NA
新加坡野生动物园,9,4900,POI/Places,,,NA
新加坡鸭子船,9,4901,Activities,,,Tour
新古典主义风格,9,4902,Arts and Culture,,1,NA
新地标,9,4903,Sightseeing,,,NA
新鲜空气,9,4904,Environment and Ambiance,,,NA
方便好用,9,4905,Experience,,1,NA
旅,9,4906,NA,,,NA
日落时分,9,4907,Environment and Ambiance,,,"Greenery, Nature"
日语,9,4908,NA,,,NA
旧教堂,9,4909,NA,,,NA
早先,9,4910,NA,,,NA
早期华人,9,4911,NA,,,NA
时一定,9,4912,NA,,,NA
时代感,9,4913,Experience,,,NA
时间少,9,4914,NA,,,NA
时间的朋友,9,4915,NA,,,NA
星期六,9,4916,NA,,,NA
春天,9,4917,NA,,,NA
昨晚,9,4918,NA,,,NA
晚上灯火辉煌,9,4919,Sightseeing,,,Lights
晚上酒吧,9,4920,F&B,,,"Bars, Pubs"
景色美丽,9,4921,Sightseeing,,,View
暑假期间,9,4922,NA,,,NA
最近几年,9,4923,NA,,,NA
有一点点,9,4924,NA,,,NA
有惊无险,9,4925,NA,,,NA
条小径,9,4926,Transportation and Accessibility,,,Paths
杯鸡尾酒,9,4927,F&B,,,"Bars, Pubs"
极速,9,4928,NA,,,NA
构造,9,4929,NA,,,NA
标志性的景点,9,4930,POI/Places,,,NA
树丛,9,4931,Sightseeing,,,Trees
核心地带,9,4932,Transportation and Accessibility,,1,NA
格调,9,4933,NA,,,NA
桥南路,9,4934,Transportation and Accessibility,,1,Streets
植物园真的,9,4935,POI/Places,,,NA
植物物种,9,4936,Sightseeing,,,Plants
植物的种类,9,4937,Sightseeing,,,Plants
植物种类繁多,9,4938,Sightseeing,,,Plants
楼房,9,4939,NA,,,NA
樱花,9,4940,Sightseeing,,,Flowers
欧美,9,4941,NA,,,NA
此刻,9,4942,NA,,,NA
武吉士街,9,4943,POI/Places,,,NA
每个地方,9,4944,NA,,,NA
比例,9,4945,NA,,,NA
比基尼,9,4946,NA,,,NA
民众,9,4947,NA,,,NA
水上乐园门票,9,4948,Transportation and Accessibility,,,Tickets
水上乐园项目,9,4949,Activities,,,NA
水上公园,9,4950,Sightseeing,,,"Gardens, Parks"
水清沙白,9,4951,Environment and Ambiance,,,Beach
水源,9,4952,NA,,,NA
沙滩椅,9,4953,Facilities,,,Seats
沙滩的南洋风情,9,4954,Arts and Culture,,,Culture
沙,9,4955,NA,,,NA
河两岸,9,4956,NA,,,NA
沿途风景不错,9,4957,Sightseeing,,,View
泉水,9,4958,NA,,,NA
洋楼,9,4959,NA,,,NA
海外客服,9,4960,Service,,,Staff
海洋生物品种,9,4961,Sightseeing,,,Animals
海洋馆很适合,9,4962,POI/Places,,1,NA
海滩不错,9,4963,Environment and Ambiance,,,Beach
海滩捷运站,9,4964,Transportation and Accessibility,,,MRT
海豚真的,9,4965,Sightseeing,,,Animals
海鳝,9,4966,Sightseeing,,,Animals
深夜,9,4967,NA,,,NA
游乐区,9,4968,Facilities,,,NA
游客不算多,9,4969,Transportation and Accessibility,,,Queue
游客也不,9,4970,NA,,,NA
游客也可以,9,4971,NA,,,NA
溪流,9,4972,Sightseeing,,,NA
滑板,9,4973,Activities,,,NA
满眼都是,9,4974,NA,,,NA
澳大利亚,9,4975,NA,,,NA
澳门,9,4976,NA,,,NA
点个赞,9,4977,Experience,,,NA
热带地区,9,4978,Environment and Ambiance,,,NA
热水,9,4979,NA,,1,NA
照相机,9,4980,Sightseeing,,,Photography
片刻,9,4981,NA,,,NA
牛车水站,9,4982,Transportation and Accessibility,,,MRT
特征,9,4983,NA,,,NA
特色的博物馆,9,4984,Sightseeing,,1,NA
特色酒吧,9,4985,F&B,,,"Bars, Pubs"
狗狗,9,4986,NA,,,NA
狮身人面像,9,4987,NA,,,NA
玩水的地方,9,4988,Sightseeing,,1,NA
现场工作人员,9,4989,service,,,Staff
玻璃冷,9,4990,NA,,,NA
玻璃房,9,4991,Sightseeing,,,NA
珍稀鱼类,9,4992,Sightseeing,,,Animals
現場,9,4993,NA,,,NA
環球影城,9,4994,POI/Places,,,NA
生日,9,4995,NA,,,NA
生起,9,4996,NA,,,NA
用具,9,4997,Facilities,,,NA
电力站艺术,9,4998,Arts and Culture,,1,Art
男士,9,4999,NA,,,NA
留言,9,5000,NA,,,NA
登船,9,5001,Activities,,1,Tour
的人少,9,5002,NA,,,NA
的很爽,9,5003,Experience,,,NA
的很详细,9,5004,NA,,,NA
的很近,9,5005,Transportation and Accessibility,,1,NA
的话建议,9,5006,NA,,,NA
皇宫,9,5007,NA,,,NA
盆友,9,5008,Family/Children family/Friends,,,Friends
眼目,9,5009,NA,,,NA
眼里,9,5010,NA,,,NA
短时间,9,5011,NA,,,NA
码出票,9,5012,Transportation and Accessibility,,,Tickets
礼堂,9,5013,NA,,,NA
神话世界,9,5014,NA,,,NA
票很好,9,5015,Transportation and Accessibility,,1,Tickets
票才能,9,5016,NA,,,NA
票的人,9,5017,NA,,,NA
票码,9,5018,Transportation and Accessibility,,,Tickets
离谱,9,5019,NA,,,NA
种类多,9,5020,Sightseeing,,,NA
科幻影集太空堡垒,9,5021,Activities,,,Ride
程优先,9,5022,Transportation and Accessibility,,1,Accessibility
程出票快,9,5023,Service,,,NA
稍作,9,5024,NA,,,NA
穆斯塔法中心,9,5025,Shopping,,,NA
空气质量,9,5026,Environment and Ambiance,,,NA
穿鞋,9,5027,NA,,,NA
站,9,5028,NA,,,NA
童话,9,5029,NA,,,NA
端的英国碉堡,9,5030,NA,,,NA
竹类园艺花卉,9,5031,Sightseeing,,,Plants
等位,9,5032,Service,,,NA
等,9,5033,NA,,,NA
管道,9,5034,Facilities,,,NA
箭毒蛙,9,5035,Sightseeing,,,Animals
米饭,9,5036,F&B,,,NA
纯白,9,5037,NA,,,NA
细沙,9,5038,Environment and Ambiance,,,Beach
经典景点,9,5039,POI/Places,,,NA
结果,9,5040,NA,,,NA
绝对值回票价,9,5041,Price,,,NA
绿意盎然,9,5042,Sightseeing,,,"Greenery, Nature"
缆车时,9,5043,Transportation and Accessibility,,,Cable Car
缆车直接,9,5044,Transportation and Accessibility,,1,Cable Car
美仑美奂,9,5045,Experience,,,NA
美元,9,5046,Price,,,NA
美称,9,5047,NA,,,NA
美食天堂,9,5048,F&B,,,NA
翅膀,9,5049,NA,,,NA
而立,9,5050,NA,,,NA
股浓烈的辣椒气味,9,5051,F&B,,,NA
胆量,9,5052,NA,,,NA
胡椒蟹,9,5053,F&B,,,NA
脖子,9,5054,NA,,,NA
自动扶梯,9,5055,Facilities,,,Escalators
航海术,9,5056,NA,,,NA
航海,9,5057,NA,,,NA
艘大船,9,5058,NA,,,NA
色调,9,5059,NA,,,NA
艺术风格,9,5060,Arts and Culture,,,Art
花园城市名不虚传,9,5061,Experience,,,NA
花园景色,9,5062,Sightseeing,,,View
花柏山上,9,5063,POI/Places,,,NA
花柏山线,9,5064,Transportation and Accessibility,,,Cable Car
花柏山顶,9,5065,POI/Places,,,NA
花穹一般,9,5066,POI/Places,,,NA
花车,9,5067,Activities,,,Shows
花钟,9,5068,NA,,,NA
苦力,9,5069,NA,,,NA
英国殖民地,9,5070,NA,,,NA
英尺,9,5071,NA,,,NA
草场,9,5072,Sightseeing,,1,Grass
莱佛士铜像,9,5073,Sightseeing,,,Sculptures
萝卜糕,9,5074,F&B,,,"Coffee Shops, Hawker Center"
虫植物,9,5075,Sightseeing,,1,Plants
蜡像的形式,9,5076,Sightseeing,,,Sculptures
螺旋状,9,5077,NA,,,NA
街头表演,9,5078,Activities,,,Shows
街道干净整洁,9,5079,Environment and Ambiance,,,NA
袋子,9,5080,NA,,,NA
裤子,9,5081,NA,,,NA
见闻,9,5082,NA,,,NA
认知,9,5083,NA,,,NA
让人眼花缭乱,9,5084,Experience,,,NA
设施很好,9,5085,Facilities,,,NA
详细,9,5086,NA,,,NA
象征新加坡,9,5087,NA,,,NA
货比三家,9,5088,Shopping,,,NA
贵宾席,9,5089,NA,,,NA
赛事,9,5090,Activities,,,Events
走上,9,5091,NA,,,NA
走得,9,5092,NA,,,NA
走时,9,5093,NA,,,NA
超级,9,5094,NA,,,NA
越来越多,9,5095,NA,,,NA
身影,9,5096,NA,,,NA
身高要求,9,5097,NA,,,NA
车站编号,9,5098,Transportation and Accessibility,,,MRT
轮椅,9,5099,Facilities,,,Accessibility
过程等资料,9,5100,NA,,,NA
这么多,9,5101,NA,,,NA
适合儿童,9,5102,Family/Children family/Friends,,,Children
适合旅游,9,5103,NA,,,NA
选择性,9,5104,NA,,,NA
通体白色,9,5105,NA,,,NA
選擇,9,5106,NA,,,NA
那就一定,9,5107,NA,,,NA
那次,9,5108,NA,,,NA
郊游,9,5109,Activities,,,NA
都是大,9,5110,NA,,,NA
都是老外,9,5111,NA,,,NA
配上,9,5112,NA,,,NA
酒店前台,9,5113,Service,,1,Staff
采石场,9,5114,NA,,,NA
重头戏,9,5115,NA,,1,NA
重要的一点,9,5116,NA,,,NA
野猪,9,5117,NA,,,NA
金沙酒店附近,9,5118,Transportation and Accessibility,,,Position
金沙酒店顶层,9,5119,NA,,,NA
铜像,9,5120,Sightseeing,,,Sculptures
长度,9,5121,NA,,,NA
门口处,9,5122,Transportation and Accessibility,,,Position
门票贵,9,5123,Transportation and Accessibility,,,Tickets
门票都是,9,5124,Transportation and Accessibility,,,Tickets
门票钱,9,5125,Transportation and Accessibility,,,Tickets
闪电,9,5126,NA,,,NA
间教堂,9,5127,NA,,,NA
闹市区,9,5128,Shopping,,1,NA
阿拉伯风情,9,5129,Arts and Culture,,,Arabic
随从,9,5130,NA,,,NA
随身携带,9,5131,NA,,,NA
雨中,9,5132,Environment and Ambiance,,,"Greenery, Nature"
雾气,9,5133,Environment and Ambiance,,,NA
青少年,9,5134,Family/Children family/Friends,,,NA
靓丽的风景线,9,5135,Sightseeing,,,View
音频,9,5136,NA,,,NA
项链,9,5137,Shopping,,1,NA
额外收费,9,5138,Price,,,NA
風景,9,5139,Sightseeing,,,View
风俗,9,5140,Arts and Culture,,,Culture
风格的海滩,9,5141,Environment and Ambiance,,,Beach
风格迥异,9,5142,NA,,,NA
风水,9,5143,NA,,,NA
餐饮区,9,5144,F&B,,,NA
饮品,9,5145,F&B,,,"Coffee, Tea"
馆内的海洋生物,9,5146,Sightseeing,,,Animals
馒头,9,5147,F&B,,,Chinese
香蕉,9,5148,F&B,,,NA
马塔海峡,9,5149,NA,,,NA
马拉巴清真寺,9,5150,POI/Places,,,NA
马来西亚人,9,5151,NA,,,NA
马路观音堂,9,5152,POI/Places,,,NA
驳船,9,5153,NA,,,NA
高级酒店,9,5154,NA,,,NA
鳐鱼,9,5155,Sightseeing,,,Animals
鸟园,9,5156,NA,,1,NA
鸡饭,9,5157,F&B,,,"Coffee Shops, Hawker Center"
鹦鹉等动物,9,5158,Sightseeing,,,Animals
麻雀虽小,9,5159,NA,,,NA
麻麻,9,5160,Family/Children family/Friends,,1,Family
Airport,9,5161,POI/Places,,,NA
food,9,5162,F&B,,,NA
一件艺术品,8,5163,Arts and Culture,,1,Arabic
一元,8,5164,Price,,,NA
一口,8,5165,F&B,,,NA
一天的地方,8,5166,NA,,,NA
一层层,8,5167,NA,,,NA
一点时间,8,5168,NA,,,NA
一番风情,8,5169,Arts and Culture,,,Culture
一级棒,8,5170,Experience,,,NA
一群人,8,5171,NA,,,NA
一群,8,5172,NA,,,NA
一览圣,8,5173,NA,,,NA
一阵,8,5174,NA,,,NA
七点多,8,5175,NA,,,NA
三个字,8,5176,NA,,,NA
三个站,8,5177,Transportation and Accessibility,,,MRT
三五好友,8,5178,Family/Children family/Friends,,,Friends
三条街,8,5179,NA,,,NA
上午人,8,5180,NA,,,NA
上周,8,5181,NA,,,NA
下坡,8,5182,NA,,,NA
下次旅游,8,5183,NA,,,NA
不去也罢,8,5184,Experience,,1,NA
不算便宜,8,5185,Price,,,NA
不适应,8,5186,NA,,,NA
世界知名,8,5187,NA,,,NA
东南亚国家,8,5188,NA,,,NA
两个植物冷,8,5189,Sightseeing,,,Plants
两只大熊猫,8,5190,Sightseeing,,,Animals
两场灯光秀,8,5191,Sightseeing,,,Lights
两天的时间,8,5192,NA,,,NA
两张照片,8,5193,Sightseeing,,,Photography
个主题区,8,5194,NA,,,NA
个人喜好,8,5195,NA,,,NA
个噱头,8,5196,NA,,,NA
个国家,8,5197,NA,,,NA
个小火车,8,5198,Transportation and Accessibility,,1,NA
个新鲜,8,5199,NA,,,NA
中华文化,8,5200,Arts and Culture,,,Chinese
中国人来说,8,5201,NA,,,NA
中国味,8,5202,Arts and Culture,,1,Chinese
中央商务区,8,5203,Sightseeing,,,NA
中文字幕,8,5204,NA,,,NA
中文火车,8,5205,Service,,1,NA
主打,8,5206,NA,,,NA
主题的动物园,8,5207,POI/Places,,,NA
乌节路附近,8,5208,Transportation and Accessibility,,,Position
买票便宜,8,5209,Transportation and Accessibility,,,Tickets
买票处,8,5210,Transportation and Accessibility,,,Tickets
了一上午,8,5211,NA,,,NA
了一份,8,5212,NA,,,NA
五个区域,8,5213,NA,,,NA
五彩灯光,8,5214,Sightseeing,,,Lights
亚马逊河流,8,5215,NA,,,NA
