"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"11","黑社会","中餐 ","8.4","8.8","9","375","53封点评","海滨步行街1怡丰城#02-156/157
              63769740
        ","6人推荐
葱炒田鸡
6人推荐
炸鱼皮
5人推荐
招牌流沙包
","准五星商户"
"12","%Arabica","咖啡厅 ","8.7","8.9","8.8","43","31封点评","56 Arab St, 新加坡 199753
              
        ","7人推荐
土耳其拿铁
6人推荐
西班牙拿铁
3人推荐
柠檬苏打水
","准五星商户"
"13","团缘肉骨茶","中餐 ","9.1","9","9.1","77","39封点评","Block 127,Kim Tian Road #01-01 Singapore
              
        ","13人推荐
肉骨茶
10人推荐
油条
1人推荐
肉片汤
","五星商户"
"14","螃蟹之家(如切店)","中餐 ","7.6","7.8","8.3","626","65封点评","1 Joo Chiat Place, Singapore 420001
              64425180
        ","27人推荐
黑胡椒蟹
12人推荐
麦片虾
12人推荐
咸蛋黄螃蟹
","四星商户"
"0","4 FINGERS CRISPY CHICKEN","小吃快餐 ","8.6","8.5","9","52","36封点评","218 Orchard Rd #01-04/05, Orchard Gateway Singapore 238851 Singapore   Somerset, Orchard
              
        ","4人推荐
招牌6块炸鸡
1人推荐
泡菜
","五星商户"
"1","I am","面包甜点 西餐 ","8.3","8","7.9","66","78封点评","北桥路674
              93217769
        ","24人推荐
彩虹蛋糕
4人推荐
mojito
4人推荐
海鲜意面
","四星商户"
"2","肯德基(Sentosa)","小吃快餐 汉堡 ","8.4","8.4","8.5","67","41封点评","3 Siloso Road ,#01-04 Merlion Plaza
              
        ","3人推荐
白葡萄酸奶冰激凌
2人推荐
芝士薯条
1人推荐
桃子味酸奶冰淇淋
","准五星商户"
"3","Food Republic(Somerset 313)","小吃快餐 ","7.8","8.3","8.6","40","38封点评","313 Orchard Road | #05-01/02/03 | 313@Somerset | Singapore 238895
              +65-65096643
        ","6人推荐
海南鸡饭
3人推荐
黑萝卜糕
2人推荐
鱼片汤
","准五星商户"
"4","老曾记(novena square)","小吃快餐 ","7.6","7.8","8.3","30","48封点评","238 Thomson Road, #01-70/71 Velocity @ Novena Square, 新加坡 307683
              
        ","4人推荐
丸子串
4人推荐
叻沙
2人推荐
咖喱包子
","准五星商户"
"5","小肥羊火锅餐厅","火锅 中餐 ","7.9","8.8","8","280","37封点评","1 Fullerton Road #01-05 One Fullerton Singapore 049213
              +65-62229959
        ","7人推荐
招牌羊牛肉串
5人推荐
滋补清汤和麻辣汤
3人推荐
扇贝
","四星商户"
"6","思味冒菜馆","中餐 ","7.7","7.6","7.7","91","58封点评","清真寺路33
              62231170
        ","5人推荐
水煮鱼
4人推荐
凉拌笋丝
4人推荐
浪子鲶鱼
","四星商户"
"7","翡翠金阁(百利宫店)","中餐 ","8.1","8.1","8.1","312","48封点评","乌节路 290号 5楼22号
              +65-673-46866
        ","5人推荐
麦片虾
4人推荐
返沙芋头
4人推荐
蒜片美国牛柳粒
","四星商户"
"8","PS.Cafe(安祥路店)","咖啡厅 ","8.6","9.2","8.5","258","50封点评","069719,新加坡安祥路45
              +65-97970648
        ","6人推荐
松露薯条
3人推荐
辣虾意大利面
1人推荐
鸡肉沙拉
","准五星商户"
"9","新加坡旋转木马自助餐","自助餐 ","8.9","8.7","8.7","286","27封点评","25 Scotts Road
              65897799
        ","6人推荐
海鲜
3人推荐
甜点
2人推荐
牛角面包
","准五星商户"
"10","长江1号田鸡煲","小吃快餐 ","8.3","7","9.1","64","40封点评","牛车水 050032,新加坡新市场路32人民公园熟食中心#01-1144
              +65-67432201
        ","5人推荐
宫保田鸡煲
3人推荐
葱姜田鸡煲
2人推荐
白粥
","五星商户"
"11","新加坡宏仁堂御膳厅","东南亚菜 新加坡菜 ","9.1","9","9","428","38封点评","382 合乐路 濠景大酒店二楼
              
        ","5人推荐
黑椒螃蟹
2人推荐
玉参芙蓉干贝
2人推荐
黄金虾
","五星商户"
"12","老北京","中餐 ","8.2","8.3","8.3","434","44封点评","#02-11/12, Velocity@Novena, 238 Thomson Road, 307683
              +65-63584466
        ","6人推荐
肉饼
6人推荐
手抓羊排
6人推荐
老坛酸菜鱼汤
","四星商户"
"13","PS.Cafe(Paragon)","咖啡厅 ","9","9.1","9","201","33封点评","Paragon S.C, 290 Orchard Road, Level 3, S238859
              +65-92977008
        ","5人推荐
松露薯条
3人推荐
卡布奇诺
3人推荐
玛奇朵咖啡
","五星商户"
"14","Lady M New York","甜点 ","8.2","8.4","8.3","70","35封点评","JEWEL L2，78 Airport Blvd, 新加坡 819666
              
        ","6人推荐
经典千层蛋糕
5人推荐
抹茶千层蛋糕
4人推荐
开心果千层蛋糕
","准五星商户"
"0","4 FINGERS CRISPY CHICKEN(樟宜...","小吃快餐 ","8.2","8.4","8.7","61","44封点评","新加坡樟宜机场3号航站楼  地下二楼
              
        ","10人推荐
鸡翅
2人推荐
炸鸡
1人推荐
酥炸鱿鱼圈
","准五星商户"
"1","豚骨王拉面","日本料理 ","7.7","7.3","7.7","158","59封点评","078867,新加坡Tras小径1#01-19
              +65-66360855
        ","5人推荐
王拉面
4人推荐
鸡蛋
2人推荐
豚骨拉面 秋天
","四星商户"
"2","八道馆","中餐 ","7.2","7.1","7.7","233","185封点评","058456,新加坡Trengganu街2
              62222224
        ","16人推荐
辣椒蟹
12人推荐
黑胡椒螃蟹
11人推荐
麦片虾
","准四星商户"
"3","王大爷烧烤","烤肉 ","7.7","7.8","7.7","168","47封点评","16 Mosque Street Singapore 059496
              +65-98901519
        ","13人推荐
绝味脑花
5人推荐
红糖冰粉
5人推荐
铁板豆腐
","四星商户"
"4","谭鱼头新加坡(亮阁店)","中餐 ","7.5","7.5","7.6","133","68封点评","179030,新加坡河谷路177亮阁#01-25/25a
              68366839
        ","29人推荐
鱼头
4人推荐
红番锅
2人推荐
鲜虾肉线
","四星商户"
"5","Punch","咖啡厅 ","9.1","9.1","8.9","116","35封点评","32 North Canal Road, Singapore 059288, Singapore
              
        ","13人推荐
牛油果水波蛋吐司
11人推荐
Grilled cheese
7人推荐
阿芙佳朵
","准五星商户"
"6","Marche Mövenpick 313somerset","西餐 ","8.9","9.1","9","139","41封点评","313 Orchard Road | Level1, Disccovery Walk,238895
              +65-68344041
        ","7人推荐
土豆饼
5人推荐
烤肘子
3人推荐
烟熏三文鱼
","五星商户"
"7","Two Men Bagel House","小吃快餐 ","9","8.3","8.9","73","32封点评","#01-12, Icon Village Altez, 16 Enggor Street
              +65-65094125
        ","2人推荐
LOX
2人推荐
咖啡
1人推荐
steak
","五星商户"
"8","螃蟹师傅","海鲜 ","8.6","7.9","9","672","33封点评","Blk 19, Ghim Moh Road, 270019
              +65-63141868
        ","6人推荐
蛋黄蟹
4人推荐
辣椒蟹
2人推荐
马来风光
","五星商户"
"9","乐天经典(新达城店)","东南亚菜 新加坡菜 ","9.1","9","8.9","329","28封点评","3 Temasek Boulevard ,#B1-110 Suntec City Mall
              
        ","8人推荐
龙虎烩
8人推荐
三杯牛肉
7人推荐
咸蛋鱼皮
","五星商户"
"10","Dempsey cookhouse & Bar","法国菜 西餐 ","9","9.3","8.2","559","33封点评","Block 17D Dempsey Road,  Singapore 249676
              +65-1800-3045588
        ","8人推荐
黑松露比萨
5人推荐
shrimp salad
2人推荐
意大利面
","准五星商户"
"11","大食家海鲜饭店","中餐 ","8","7.6","9.1","234","38封点评","640964,新加坡裕廊西964#01-342
              63970480
        ","8人推荐
咸蛋黄炒螃蟹
7人推荐
辣椒螃蟹
5人推荐
马来风光
","五星商户"
"12","The Line","自助餐 ","8.7","9","8.3","449","29封点评","橙林道22 新加坡香格里拉酒店 塔楼翼大堂所在楼层
              +65-62134275
        ","7人推荐
海鲜
6人推荐
刺身
5人推荐
冰淇淋
","准五星商户"
"13","CLUB 55(滨海湾金沙店)","自助餐 ","8.3","9.1","8.3","
        -","31封点评","滨海湾10号金沙酒店2号大厦55层
              +65-66888858
        ","2人推荐
鸡尾酒
1人推荐
tapas
1人推荐
粉红女郎鸡尾酒
","准五星商户"
"14","串烧工坊","中餐 ","8.8","8.8","8.4","165","39封点评","188108,新加坡Tan Quee lan 街21 #01-0321TAN QUEE LAN 街#01-03
              68357456
        ","5人推荐
烤鸡翅
4人推荐
东北拌菜
3人推荐
烤扇贝
","准五星商户"
"0","莆田餐厅(星耀樟宜店)","中餐 ","8.9","8.8","9","189","26封点评","78, Airport Boulevard, #02-249, Singapore 819666
              +65-69085182
        ","7人推荐
莆田卤面
6人推荐
铁板盐焗蛏
5人推荐
兴化炒米粉
","五星商户"
"1","大妙火锅","火锅 ","8.1","8.5","7.7","309","72封点评","#01-11 The Cannery, 3C river valley road
              +65-62509969
        ","18人推荐
鲜毛肚
17人推荐
鸳鸯锅
13人推荐
红糖糍粑
","四星商户"
"2","Brotzeit","西餐 ","8.4","9","8.5","204","41封点评","252 North Bridge Road, #01-17 Raffles City Shopping Centre, Singapore 179103
              
        ","9人推荐
德国啤酒
9人推荐
德国猪脚
7人推荐
德国香肠
","准五星商户"
"3","Nam Nam面馆(伟乐坊点店)","东南亚菜 ","8","8.1","8.7","81","36封点评","乌节路501会德丰广场#B2-02
              67351488
        ","12人推荐
牛肉河粉
6人推荐
鸡肉河粉
1人推荐
猪肉河粉
","准五星商户"
"4","Clinton St. Baking Company & R...","咖啡厅 ","8.1","8.4","8.8","132","24封点评","31 Purvis St, Singapore 188608, Singapore
              66844845
        ","5人推荐
蓝莓松饼
4人推荐
炸鸡华夫饼
1人推荐
澳白
","五星商户"
"5","Birds of a Feather","亚洲菜 ","9","9.1","9","257","34封点评","115 Amoy Street, Singapore 069935
              62217449
        ","6人推荐
辣子鸡
6人推荐
钵钵鸡
3人推荐
串串
","五星商户"
"6","御园(髙島屋店)","中餐 ","9","9.1","8.6","515","34封点评","Takashimaya Shopping Centre #04-22, 391 Orchard Road, S238874
              +65-68366909
        ","6人推荐
黑松露甜豆炒河虾仁
4人推荐
桂花糕
3人推荐
四川口水鸡
","五星商户"
"7","Mellower Coffee","咖啡厅 ","9","9.1","9","73","37封点评","108 Middle Rd, Singapore 188967
              
        ","4人推荐
Ondeh Latte
3人推荐
Sweet Little Rain
2人推荐
咖啡
","五星商户"
"8","鼎特楽","小吃快餐 ","8.6","8.3","8.9","91","42封点评","949 Upper Serangoon Rd
              81728156
        ","7人推荐
生煎包
6人推荐
小笼包
4人推荐
炸猪排
","准五星商户"
"9","辻利茶铺(辻利茶屋店)","饮料冰品 面包甜点 ","9","8.9","9.1","42","44封点评","6 Eu Tong Sen Street,#01-74 The Central Singapore 059817
              
        ","8人推荐
抹茶冰淇淋
5人推荐
抹茶千层蛋糕
3人推荐
抹茶刨冰
","五星商户"
"10","Rhubarb Le Restaurant","法国菜 西餐 ","9","8.8","8.7","540","30封点评","达士敦山3号
              +65-81275001
        ","2人推荐
scallop
2人推荐
鱼籽手卷
1人推荐
crab
","五星商户"
"11","李记串串香","火锅 ","8.4","7.5","8.4","196","48封点评","295 south bridge road
              
        ","11人推荐
香菜牛肉
5人推荐
红糖糍耙
5人推荐
龙虾
","四星商户"
"12","成发香菇肉脞面","小吃快餐 ","7.3","7.1","8.3","26","53封点评","188737,新加坡北桥路492
              
        ","9人推荐
干捞香菇肉脞面线
7人推荐
鱼丸圆汤
6人推荐
香菇肉睉面
","四星商户"
"13","亚坤嘉椰吐司","小吃快餐 ","7.9","7.8","8.6","53","32封点评","樟宜机场T2候机厅（一风堂旁）
              
        ","13人推荐
加椰吐司
8人推荐
叻沙
6人推荐
奶茶
","准五星商户"
"14","Overeasy","西餐 ","8.5","9.1","8.4","164","28封点评","富勒顿路1浮尔顿一号#01-06
              9129 8484
        ","1人推荐
生啤
1人推荐
汉堡
1人推荐
沙拉
","准五星商户"
"0","翡翠餐饮(怡丰城店)","中餐 ","8.8","9","9","546","31封点评","098585,新加坡海滨步行街1怡丰城#01-112
              62785626
        ","3人推荐
豉油鸡
2人推荐
上汤鲜虾手拉面
2人推荐
鲜鲍鱼
","准五星商户"
"1","望灯楼餐厅及露天酒吧","酒吧 ","9.1","9.2","9","448","22封点评","新加坡Fullerton广场1号 新加坡浮尔顿酒店8层
              +65-68778933
        ","3人推荐
SingaporeSling
2人推荐
库拉泰罗风干火腿配帕尔马芝士
","五星商户"
"2","红星酒楼","茶餐厅 粤菜 ","7.8","7.8","8.2","139","46封点评","Blk 54 Chin Swee Road #07-23号
              
        ","5人推荐
烧卖
3人推荐
蒸排骨
3人推荐
虾饺
","四星商户"
"3","Benjamin Browns Bistro & Baker...","面包甜点 咖啡厅 ","8.3","8.4","7.9","149","35封点评","#01-20/21, Forum The Shopping Mall, 583 Orchard Road, 238884
              
        ","3人推荐
脏脏巧克力
3人推荐
珍珠烤面包
1人推荐
牛油果冰激凌
","准五星商户"
"4","老字号中峇鲁肉骨茶","中餐 ","8.2","7.4","8.7","85","55封点评","160058,新加坡Seng Poh路58#01-31
              62244990
        ","19人推荐
肉骨茶
7人推荐
卤猪脚
5人推荐
椰子汁
","四星商户"
"5","吐司工坊(威士马广场店)","东南亚菜 新加坡菜 ","8","7.9","8.7","32","45封点评","乌节路435威士马广场购物中心#B1-55/60
              +65-673-24434
        ","5人推荐
厚土司
4人推荐
叻沙
3人推荐
咖椰吐司
","准五星商户"
"6","沙爹湾","海鲜 ","7.2","7","8","76","47封点评","#01-19,Gardens By The Bay,18,Marina Gardens Drive,Singapore,018953
              +65-65389956
        ","16人推荐
沙爹
5人推荐
鸡翅
4人推荐
蚵仔煎
","四星商户"
"7","DB 摩登酒馆","法国菜 西餐 ","8.8","8.7","8.8","493","56封点评","滨海湾金沙购物区海湾大道2
              66888525
        ","12人推荐
著名的汉堡包
10人推荐
牛排
6人推荐
薯条
","准五星商户"
"8","蟹老宋香锅","海鲜 ","8","8","8.8","225","58封点评","058930,新加坡史密斯街16号
              62250158
        ","15人推荐
小龙虾
11人推荐
黑胡椒蟹
6人推荐
烤鸭
","四星商户"
"9","Nakhon Kitchen Holland Village","东南亚菜 ","7.9","7.5","9","99","32封点评","27 Lorong Liput, Singapore 277738, Singapore
              +65-64696862
        ","8人推荐
粽叶包鸡
7人推荐
泰式奶茶
6人推荐
泰式炒面
","准五星商户"
"10","Jamie's Italian(VivoCity店)","西餐 ","8.6","9","8","195","36封点评","海滨步行街1怡丰城 01-165/167
              +65-673-35500
        ","1人推荐
布丁
1人推荐
核桃沙拉
1人推荐
墨鱼面
","四星商户"
"11","新乌敏海鲜(赞美广场店)","海鲜 ","8.7","8.9","8.9","491","28封点评","30 Victoria St #02-01B/C
              +65-97406870
        ","7人推荐
斯里兰卡辣椒螃蟹
6人推荐
安格斯精选牛眼
6人推荐
老板炒饭
","准五星商户"
"12","吐司工坊(tras street)","东南亚菜 新加坡菜 ","8.2","8.4","8.3","38","39封点评","#01-13, 100 Tras St
              
        ","8人推荐
传统椰咖吐司
5人推荐
花生酱吐司
3人推荐
米台目汤
","四星商户"
"13","老曾记(313@索美赛店)","小吃快餐 ","7.8","7.9","8.3","22","40封点评","B3, 313@Somerset, 313 Orchard Road
              
        ","11人推荐
咖喱饺
3人推荐
鱼丸
2人推荐
炸鸡翅
","四星商户"
"14","亚坤(百汇广场店)","面包甜点 小吃快餐 ","8.2","8","8.6","46","39封点评","马林百列路80百汇广场#01-14B
              63455322
        ","3人推荐
咖椰吐司
2人推荐
Kopi
1人推荐
美禄
","准五星商户"
"0","妹记","茶餐厅 粤菜 ","8.5","8.1","8.8","226","26封点评","Shaw Centre 1 Scotts Road, #01-12 Singapore 228208
              +65-67372422
        ","6人推荐
生鱼片
4人推荐
腐皮
4人推荐
生滚及第粥
","准五星商户"
"1","镇发活海鲜(Clementi)","海鲜 ","8.5","8","9.1","353","38封点评","Blk 105 Clementi St 12, #01-30
              67757348
        ","8人推荐
黄金螃蟹
6人推荐
椰子布丁
3人推荐
胡椒蟹
","准五星商户"
"2","旺","东南亚菜 ","7.9","8.4","8.2","47","49封点评","819663,新加坡机场林荫道65号樟宜机场3号航站楼#04-02
              
        ","5人推荐
叻沙
3人推荐
奶茶
2人推荐
鸡肉包
","准五星商户"
"3","四川饭店","中餐 川菜 ","8.3","8.8","6.7","749","93封点评","乌节路333号文华大酒店35层
              +65-68316262
        ","9人推荐
麻婆豆腐
8人推荐
担担面
5人推荐
辣子鸡
","准四星商户"
"4","蜀宴","中餐 川菜 ","8.4","9","8.8","244","25封点评","#01-51/54, 207 River Valley Rd, Singapore 238275
              +65-67321898
        ","3人推荐
石锅豆花肥牛
2人推荐
卡夫富贵虾
2人推荐
小炒肉
","准五星商户"
"5","欧南园炒粿条面","小吃快餐 ","7.4","6.7","8.7","18","38封点评","克罗斯街上段531A芳林巴刹熟食中心#02-17号铺
              
        ","11人推荐
欧南园炒粿条
3人推荐
炒粿条
1人推荐
粿条面
","准五星商户"
"6","香宫","中餐 ","8.9","9","8.7","
        -","28封点评","橙林道22香格里拉酒店塔楼翼首层
              +65-621304473
        ","3人推荐
荔枝黑豚肉
2人推荐
味噌烤鳕鱼
2人推荐
燕窝雪蛤
","准五星商户"
"7","了凡香港油鸡饭面(大成店)","茶餐厅 粤菜 ","8.2","8.3","8.6","
        -","32封点评","#01-02, 18 Tai Seng St
              
        ","10人推荐
油鸡面
5人推荐
豆芽
3人推荐
叉烧油鸡饭
","准五星商户"
"8","新兴瓦煲肉","东南亚菜 新加坡菜 ","8.3","7.6","9","77","35封点评","439 Joo Chiat RD,singapore
              +65-63458754
        ","9人推荐
肉骨茶
2人推荐
泰味豆腐
1人推荐
大虾冬粉
","五星商户"
"9","文东记(bukit timahupper bukit ...","东南亚菜 海南鸡饭 ","8.3","8.3","8.7","117","33封点评","18 Cheong Chin Nam Rd, 新加坡 599742
              +65-64632289
        ","6人推荐
海南鸡饭
2人推荐
油饭和白米饭
2人推荐
白斩鸡
","准五星商户"
"10","里喝(Vivo City)","奶茶/果汁 ","8.6","8.6","8.4","21","31封点评","#01-111, Vivo City, 1 Harbourfront Walk, 098585
              +65-63769363
        ","6人推荐
新加坡水果茶
6人推荐
黄金牛油果奶
1人推荐
大红袍奶茶
","准五星商户"
"11","食间火锅","火锅 ","9","8.9","8.5","168","32封点评","#02-19 Jcube, jurong East central, Singapore 609731
              +65-93376185
        ","10人推荐
手工虾滑
8人推荐
麻辣牛肉
7人推荐
毛肚
","准五星商户"
"12","Tiong Bahru Bakery by Gontran ...","面包甜点 ","8.2","8.5","8.8","72","32封点评","#B1-11/12, Raffles City 莱佛士城, 252 North Bridge Road
              63334160
        ","8人推荐
烤牛肉可颂
4人推荐
巧克力丹麦卷
2人推荐
拿铁
","准五星商户"
"13","Tokyo milk cheese factory","甜点 ","9","9","9.1","45","28封点评","252 North Bridge Rd
              
        ","8人推荐
芝士冰淇淋圣代
6人推荐
芝士饼干
4人推荐
芝士牛奶冰淇淋甜筒
","五星商户"
"14","芳林巴刹熟食中心","小吃快餐 ","7.7","7.2","8.4","70","30封点评","克罗斯街上段531A
              62255632
        ","5人推荐
大华肉脞面
4人推荐
欧南园炒粿条
1人推荐
德记怡保沙河粉
","准五星商户"
"0","亚坤(JCube)","面包甜点 小吃快餐 ","8.4","8.3","8.8","76","34封点评","2 Jurong East Central 1 #01-08A
              62620261
        ","6人推荐
咖椰吐司
2人推荐
半熟蛋
1人推荐
法式吐司
","五星商户"
"1","蛙功夫","中餐 ","7.9","8.3","8.5","179","50封点评","76 Pagoda Street, Singapore 059235
              +65-62255981
        ","12人推荐
平锅牛蛙
6人推荐
重庆豆花锅
5人推荐
紫苏
","四星商户"
"2","老曾记(白沙浮广场店)","小吃快餐 ","8","8","8.6","26","35封点评","#B1-13, Bugis Juction 白沙浮广场, 200 Victoria Street
              63032316
        ","5人推荐
咖喱饺子
2人推荐
咖喱包
2人推荐
炸鱿鱼须
","准五星商户"
"3","Streats Hong Kong Cafe","中餐 ","8","8.4","8.3","88","30封点评","Singapore,8 Sentosa Gateway,098138
              
        ","1人推荐
萝卜糕
1人推荐
重庆辣子鸡
","准五星商户"
"4","天天海南雞飯(金文泰)","东南亚菜 ","8.1","7.4","8.6","31","32封点评","450 Clementi Ave 3, #01-305, Singapore 120450
              97712985
        ","7人推荐
鸡饭
4人推荐
海南鸡
2人推荐
豆芽
","四星商户"
"5","Aura","西餐 ","8.4","9.1","9","1062","22封点评","1 St Andrew’s Rd, #05-06, #06-02, National Gallery, Singapore 178957
              
        ","1人推荐
龙虾意面
1人推荐
b tajima beef
1人推荐
蟹肉意面
","五星商户"
"6","Nando's(200白沙浮广场)","小吃快餐 ","9","9","9","136","31封点评","188021,新加坡维多利亚街200白沙浮广场#01-85/87
              63386555
        ","7人推荐
烤鸡肉
6人推荐
粗薯条
6人推荐
辣椒酱
","五星商户"
"7","鱼寿司亭(怡丰城店)","日本料理 ","7.9","8.7","8.1","202","41封点评","098585,新加坡海滨步行街1怡丰城#02-152
              +65-63769591
        ","2人推荐
生鱼片沙律
1人推荐
毛豆
1人推荐
清酒
","准五星商户"
"8","福特利Pizzeria比萨意面餐厅","西餐 ","9","8.8","8.5","368","28封点评","圣淘沙名胜世界，迈克尔酒店2层
              +65-65776555
        ","8人推荐
墨鱼汁海鲜披萨
2人推荐
烩饭
2人推荐
牛排
","准五星商户"
"9","老伴豆花(美食中心店)","小吃快餐 ","8","7.7","9","10","31封点评","旧机场路51号旧机场路美食中心#01-127号铺
              81812201
        ","4人推荐
老伴豆花
2人推荐
杏仁豆花
1人推荐
豆浆
","五星商户"
"10","一风堂(滨海湾金沙店)","日本料理 面条 ","8.4","8.5","7.7","229","104封点评","滨海湾金沙购物商城运河层B2-54/55
              +65-66887064
        ","13人推荐
一风堂拉面
7人推荐
鳗鱼饭
4人推荐
章鱼烧
","准四星商户"
"11","劳明达大排档","东南亚菜 新加坡菜 ","7.6","7.5","8.6","138","22封点评","811 French Rd, Singapore 200811
              
        ","4人推荐
麦片虾
3人推荐
辣螃蟹
1人推荐
海南鸡饭
","准五星商户"
"12","星巴克(河川生态园店)","咖啡厅 面包甜点 ","9","9","9.1","58","32封点评","河川动物园
              
        ","3人推荐
冰拿铁
3人推荐
via随行咖啡
2人推荐
咖喱牛角酥
","五星商户"
"13","The White Rabbit","法国菜 西餐 ","8.5","9.1","8.7","474","28封点评","39C Harding Rd
              
        ","2人推荐
甜点
1人推荐
36小时慢煮牛排
1人推荐
烤猪排
","准五星商户"
"14","四川豆花","中餐 ","8","8.9","8.1","340","34封点评","048624,新加坡莱佛士地80大华银行大厦1#60-01
              65356006
        ","3人推荐
麻婆豆腐
2人推荐
辣子鸡
2人推荐
口水鸡
","四星商户"
"0","翡翠江南","中餐 ","8.5","8.6","8.1","184","33封点评","098585,新加坡海滨步行街1怡丰城#01-52
              62211830
        ","8人推荐
七彩小笼包
3人推荐
香港奶茶
3人推荐
糖醋鱼片
","四星商户"
"1","星巴克(滨海湾金沙店)","咖啡厅 面包甜点 ","8.7","9","9","55","26封点评","滨海湾金沙购物商城，运河层，B2-56
              +65-65098401
        ","4人推荐
冰拿铁
3人推荐
抹茶拿铁
2人推荐
英式早餐茶
","五星商户"
"2","Violet Oon Satay Bar & Grill a...","烤肉 ","8.4","9","8.3","296","26封点评","3B River Valley Road, #01-18, Clarke Quay, Singapore 179021
              98349935
        ","2人推荐
甜品冰淇淋
2人推荐
烧烤
1人推荐
KOUH PIE TEE
","五星商户"
"3","榜鹅椰浆饭中心","小吃快餐 ","8","7.7","8.5","42","34封点评","437026,新加坡 丹戎加东路238
              +65-63483303
        ","16人推荐
NasiLemak
13人推荐
炸鸡
6人推荐
花生米小银鱼
","准五星商户"
"4","梧槽豆花","面包甜点 ","7.5","7.4","8.4","22","47封点评","2 Short Street,Singapore 188211
              +65-63341138
        ","13人推荐
豆花
9人推荐
油条
2人推荐
蛋挞
","四星商户"
"5","国成球记餐室","中餐 ","6.9","6.8","8.4","107","38封点评","keong saik road
              
        ","11人推荐
大虾滑蛋河粉
4人推荐
巧手三宝煲
3人推荐
金银蛋苋菜
","四星商户"
"6","记得吃甜品(武吉士店)","面包甜点 ","8.6","8.5","8.8","62","32封点评","8 Liang Seah Street #01-03 Singapore 189029
              +65-63399928
        ","9人推荐
榴莲冰
2人推荐
芒果冰
2人推荐
夏日纷纷雪
","准五星商户"
"7","BaliThai Restaurant(圣淘沙店)","东南亚菜 ","7.7","7.9","7.6","152","40封点评","26 Sentosa Gateway, #B1-221 Resorts World Sentosa
              68848862
        ","7人推荐
虾仁冬阴功
2人推荐
泰式奶茶
1人推荐
海鲜冬炎功大份
","四星商户"
"8","巴黎贝甜(威士马广场店)","面包甜点 咖啡厅 ","8.5","8.8","9","136","39封点评","238877,新加坡乌节路435威士马广场购物中心#02-48/52
              68363010
        ","3人推荐
club sandwish
2人推荐
frittata with sausa
1人推荐
pudding
","五星商户"
"9","Violet Oon's Kitchen","西餐 ","8.9","8.9","8.3","327","21封点评","881 Bukit Timah Road | Singapore 279893, Singapore, Singapore
              
        ","1人推荐
马六甲焦糖蛋糕
1人推荐
小金杯
1人推荐
红咖喱牛肉配姜黄饭
","准五星商户"
"10","老四川","中餐 ","8.5","8.3","8.5","185","39封点评","50 Tiong Bahru Road, 新加坡 168733
              +65-62229489
        ","8人推荐
泡椒牛蛙
7人推荐
辣子鸡
6人推荐
泡椒田鸡
","准五星商户"
"11","Chilli Padi娘惹餐厅","东南亚菜 新加坡菜 ","7.9","7.5","7.6","385","44封点评","如切广场11#01-03
              62751002
        ","6人推荐
花篮饼
5人推荐
娘惹黄梨虾
2人推荐
煎蕊
","四星商户"
"12","126 Dim Sum Wen Dao Shi 揾到食...","中餐 ","7.7","7.4","8.7","77","38封点评","126 Sims Ave, 新加坡 387449
              +65-67464757
        ","6人推荐
流沙包
6人推荐
蛋挞
4人推荐
椰子塔
","准五星商户"
"13","包今天(313@索美赛店)","小吃快餐 ","7.5","7.3","7.8","78","43封点评","#01-25, 313@Somerset, 313 Orchard Road
              67353045
        ","4人推荐
流沙包
3人推荐
半个包
3人推荐
瘦肉粥
","四星商户"
"14","Kiseki Japanese Buffet Restaur...","自助餐 ","7.9","8","7.9","178","33封点评","238896,新加坡乌节路181乌节中央大楼#08-01/02/03
              67361216
        ","5人推荐
生三文鱼片
4人推荐
大虾寿司
2人推荐
烧鱼块
","四星商户"
"0","一风堂(文华购物廊店)","日本料理 面条 ","8.9","8.5","8.4","200","45封点评","乌节路333A文华购物廊#04-02/03/04
              62352797
        ","4人推荐
煎饺
3人推荐
Akamaru Shinaji
2人推荐
日本拉面
","四星商户"
"1","Arteastiq Boutique Tea House","面包甜点 ","8.6","8.8","8.2","133","37封点评","Mandarin Gallery, #04-14/15 333 | Orchard Road, Singapore 238867, Singapore
              
        ","4人推荐
水果茶
3人推荐
海鲜下午茶
1人推荐
柚子茶
","四星商户"
"2","面包新语(1海事广场)","面包甜点 ","6.9","7.1","7.2","29","101封点评","099253,新加坡Maritime广场1海事广场#01-67
              63764434
        ","9人推荐
肉松面包
3人推荐
~芝士蛋糕~
3人推荐
吐司冰淇淋
","四星商户"
"3","PappaMia(樟宜机场店)","东南亚菜 ","7.5","8.3","8.2","112","34封点评","新加坡樟宜机场1号航站楼  三楼
              62433310
        ","11人推荐
海南鸡饭
6人推荐
咖喱鸡椰浆饭
4人推荐
柠檬红茶
","四星商户"
"4","Five oars Coffee Roaster","咖啡厅 ","9","9.1","8.5","118","27封点评","39 Tanjong Pagar Road Singapore 088462
              
        ","5人推荐
Crab Benedict
3人推荐
iced black coffee
2人推荐
Truffle Fries
","准五星商户"
"5","串烧工坊","中餐 ","8.4","8.5","8.4","168","33封点评","262 south bridge road singapore 058811
              62216629
        ","8人推荐
烤羊肉串
7人推荐
烤面包片
7人推荐
烤金针菇
","准五星商户"
