KEYWORD,CAT_INDEX,CAT_NAME
大小朋友,10,Sightseeing/Place
大暴雨,5,F&B
大朋友小朋友,6,Family/Childre family/Friends
大柜子,5,F&B
大连,11,Transportation and Accessibility
大项目,11,Transportation and Accessibility
天地,10,Sightseeing/Place
天花板,5,F&B
奥山顶景区,6,Family/Childre family/Friends
奥山顶,10,Sightseeing/Place
女儿一起,6,Family/Childre family/Friends
女子学校,7,Price
好的话,10,Sightseeing/Place
妖娆多姿,10,Sightseeing/Place
姜园,10,Sightseeing/Place
孟加拉,10,Sightseeing/Place
宗教文化,7,Price
室内空调,10,Sightseeing/Place
家林,10,Sightseeing/Place
家特别兴奋,11,Transportation and Accessibility
寸照片,10,Sightseeing/Place
小儿科,9,Shopping
小剧场,10,Sightseeing/Place
小印度艺术区,10,Sightseeing/Place
小学生,5,F&B
小孩子来说,10,Sightseeing/Place
小孩子的话,10,Sightseeing/Place
小屋,9,Shopping
小广场,10,Sightseeing/Place
小朋友开心,10,Sightseeing/Place
小桂林,10,Sightseeing/Place
小沙滩,10,Sightseeing/Place
小熊猫,10,Sightseeing/Place
小的国家,6,Family/Childre family/Friends
小礼物,10,Sightseeing/Place
小街,3,Environment and Ambience
小鹿,5,F&B
少点,5,F&B
少,3,Environment and Ambience
尖叫声,7,Price
层高的塔楼顶层,10,Sightseeing/Place
岩石峭壁,6,Family/Childre family/Friends
差不多一个小时,10,Sightseeing/Place
已是,10,Sightseeing/Place
已有,4,Experimentation
巴黎,5,F&B
平方公里,4,Experimentation
平时人,10,Sightseeing/Place
平衡车,10,Sightseeing/Place
年票,10,Sightseeing/Place
幸福摩天轮,10,Sightseeing/Place
座位的未来水世界剧场等,9,Shopping
建国,10,Sightseeing/Place
建议最好,10,Sightseeing/Place
异域,10,Sightseeing/Place
弹丸之地的新加坡,5,F&B
强烈要求,10,Sightseeing/Place
当晚,5,F&B
往返票,10,Sightseeing/Place
得很不错,10,Sightseeing/Place
心境,10,Sightseeing/Place
志愿者,4,Experimentation
怪物史莱克,8,Service
总体满意,6,Family/Childre family/Friends
意外收获,10,Sightseeing/Place
懂英语,10,Sightseeing/Place
成人票价,10,Sightseeing/Place
我俩,7,Price
我家宝宝,10,Sightseeing/Place
所有的动物,6,Family/Childre family/Friends
手册,5,F&B
手工艺品店,6,Family/Childre family/Friends
手机拍,5,F&B
扶手,11,Transportation and Accessibility
技能,10,Sightseeing/Place
报纸,3,Environment and Ambience
拍出的照片,5,F&B
搞得,4,Experimentation
摩天轮高,6,Family/Childre family/Friends
收入,6,Family/Childre family/Friends
放松身心,2,Activities
政府大楼,5,F&B
教堂外观,10,Sightseeing/Place
教堂的外观,10,Sightseeing/Place
整体效果,10,Sightseeing/Place
整点,4,Experimentation
文艺的地方,5,F&B
文艺范,10,Sightseeing/Place
新加坡三个,10,Sightseeing/Place
新加坡中央消防局,6,Family/Childre family/Friends
新加坡人口,10,Sightseeing/Place
新加坡双螺旋桥,10,Sightseeing/Place
新加坡唯一的河流,6,Family/Childre family/Friends
新加坡国庆节,10,Sightseeing/Place
新加坡地区,10,Sightseeing/Place
新加坡最大的原始森林保护区,6,Family/Childre family/Friends
新加坡最大的鱼尾狮,10,Sightseeing/Place
新加坡有名,10,Sightseeing/Place
新加坡植物园里,10,Sightseeing/Place
新加坡河河畔,10,Sightseeing/Place
新加坡河的夜景,10,Sightseeing/Place
新加坡消费,10,Sightseeing/Place
新加坡独立,6,Family/Childre family/Friends
新加坡的克拉码头,10,Sightseeing/Place
新加坡的全貌,10,Sightseeing/Place
新加坡的博物馆,10,Sightseeing/Place
新加坡的后花园,5,F&B
新加坡的夜景真的,10,Sightseeing/Place
新加坡的标志物,6,Family/Childre family/Friends
新加坡的红灯区,10,Sightseeing/Place
新加坡的网红,6,Family/Childre family/Friends
新加坡的鱼尾狮,10,Sightseeing/Place
新加坡穆斯林,7,Price
新加坡空中花园,10,Sightseeing/Place
新加坡第二位总督,6,Family/Childre family/Friends
新加坡繁华,10,Sightseeing/Place
新加坡红,10,Sightseeing/Place
新加坡裕廊飞禽公园,6,Family/Childre family/Friends
新加坡雪城,2,Activities
新加坡风光明媚的滨海湾,9,Shopping
新巴,10,Sightseeing/Place
新币的门票,10,Sightseeing/Place
旅游项目,10,Sightseeing/Place
无处不在,10,Sightseeing/Place
无敌海景,11,Transportation and Accessibility
日光,7,Price
早期华族移民,10,Sightseeing/Place
早期移民都是,10,Sightseeing/Place
早期移民,5,F&B
时光隧道,5,F&B
时间差不多,5,F&B
晚上的新加坡,10,Sightseeing/Place
晚上的时间,10,Sightseeing/Place
普通座位,10,Sightseeing/Place
景点一般,10,Sightseeing/Place
景点来说,10,Sightseeing/Place
景色特别,6,Family/Childre family/Friends
晴天的话,10,Sightseeing/Place
有效期,5,F&B
杂志,5,F&B
条鱼,10,Sightseeing/Place
来人,5,F&B
杯子,3,Environment and Ambience
极具活力,10,Sightseeing/Place
极具特色,10,Sightseeing/Place
构思,5,F&B
标记,10,Sightseeing/Place
树屋,2,Activities
树枝,10,Sightseeing/Place
格局,9,Shopping
桌椅,9,Shopping
桥墩,10,Sightseeing/Place
检票员,10,Sightseeing/Place
棕榈谷,10,Sightseeing/Place
植物园站,6,Family/Childre family/Friends
植物茂盛,10,Sightseeing/Place
植被丰富,10,Sightseeing/Place
榴莲剧院,10,Sightseeing/Place
樟宜机场溜滑梯,5,F&B
歌声,10,Sightseeing/Place
歌曲,8,Service
正因为,10,Sightseeing/Place
步行上岛,2,Activities
步行五分钟,6,Family/Childre family/Friends
死人,4,Experimentation
母亲,4,Experimentation
每个城市,10,Sightseeing/Place
每个展馆,10,Sightseeing/Place
每个游客,10,Sightseeing/Place
每个站,10,Sightseeing/Place
每天上午,10,Sightseeing/Place
民丹旅游区,3,Environment and Ambience
民族居民,4,Experimentation
民族文化,5,F&B
水上滑梯,10,Sightseeing/Place
水中的,10,Sightseeing/Place
水乐园,10,Sightseeing/Place
水天,10,Sightseeing/Place
水幕激光,6,Family/Childre family/Friends
水深,4,Experimentation
池边,10,Sightseeing/Place
沙名胜世界的海滨坊,5,F&B
沙岛上也有,10,Sightseeing/Place
沙岛真的,5,F&B
沙沙滩,6,Family/Childre family/Friends
沙滩文化,5,F&B
沙胡姬花园,10,Sightseeing/Place
沙酒店,6,Family/Childre family/Friends
河口,7,Price
河对岸,10,Sightseeing/Place
油画,10,Sightseeing/Place
油鸡饭,10,Sightseeing/Place
法会,9,Shopping
法律,10,Sightseeing/Place
波斯湾,10,Sightseeing/Place
注意到,3,Environment and Ambience
泳装,10,Sightseeing/Place
海峡,10,Sightseeing/Place
海洋生物种类繁多,6,Family/Childre family/Friends
海洋馆内,10,Sightseeing/Place
海滨花园,10,Sightseeing/Place
海滩清澈明亮的海水,10,Sightseeing/Place
海豚好可爱,10,Sightseeing/Place
海豚湾,10,Sightseeing/Place
海豚知识,10,Sightseeing/Place
海边的沙滩,10,Sightseeing/Place
海鸟,5,F&B
淋浴间,5,F&B
深处,6,Family/Childre family/Friends
渡船,10,Sightseeing/Place
湖泊等,10,Sightseeing/Place
滑板车,10,Sightseeing/Place
滨海中心填海,5,F&B
滨海捷运站,10,Sightseeing/Place
潮流,5,F&B
澳洲,10,Sightseeing/Place
激光特效,8,Service
火鸡腿,5,F&B
灯光音乐,10,Sightseeing/Place
烟火秀,5,F&B
热带树木,6,Family/Childre family/Friends
热度,11,Transportation and Accessibility
热死,10,Sightseeing/Place
热闹的时候,10,Sightseeing/Place
照明的普通动物园,10,Sightseeing/Place
照片贵,5,F&B
爱丽丝梦游仙境,10,Sightseeing/Place
爱情,5,F&B
片鱼鳞,10,Sightseeing/Place
牙齿,4,Experimentation
牛车水一带,10,Sightseeing/Place
牛车水和小印度,10,Sightseeing/Place
特别是云雾林,9,Shopping
特别赞,11,Transportation and Accessibility
特殊通道,5,F&B
特色景点,10,Sightseeing/Place
狮子头,4,Experimentation
猪笼草,4,Experimentation
猫咪,10,Sightseeing/Place
猴面包树,9,Shopping
玩意,10,Sightseeing/Place
环球影城的快捷票,7,Price
环球影城门票,10,Sightseeing/Place
现代摩天大楼,5,F&B
现代美术作品,7,Price
现代都市,10,Sightseeing/Place
现状,10,Sightseeing/Place
珍珠大厦,9,Shopping
珠宝,10,Sightseeing/Place
球迷的聚集地,10,Sightseeing/Place
理想场所,10,Sightseeing/Place
用户,7,Price
男子,4,Experimentation
的很用心,10,Sightseeing/Place
的很认真,5,F&B
皮划艇,5,F&B
目前世界,10,Sightseeing/Place
直接刷,6,Family/Childre family/Friends
省时间,7,Price
真心快,10,Sightseeing/Place
真的一般,10,Sightseeing/Place
真的美,11,Transportation and Accessibility
石子路,11,Transportation and Accessibility
硬币,10,Sightseeing/Place
票也不,10,Sightseeing/Place
票真的,5,F&B
票过程,10,Sightseeing/Place
福建人,6,Family/Childre family/Friends
福音,10,Sightseeing/Place
种方式,6,Family/Childre family/Friends
称呼,10,Sightseeing/Place
程序,3,Environment and Ambience
程订单,5,F&B
空中泳池,10,Sightseeing/Place
空中飞人,5,F&B
空气也好,10,Sightseeing/Place
穿着救生衣,5,F&B
窗帘,10,Sightseeing/Place
站到,6,Family/Childre family/Friends
竹子,11,Transportation and Accessibility
笑脸,8,Service
算得上,10,Sightseeing/Place
粉丝,9,Shopping
粤语,5,F&B
红树林,10,Sightseeing/Place
红绿灯,5,F&B
线牛车水站,3,Environment and Ambience
组屋,10,Sightseeing/Place
绿色植被,10,Sightseeing/Place
美食多,10,Sightseeing/Place
老阿姨,10,Sightseeing/Place
而今,10,Sightseeing/Place
耳朵,6,Family/Childre family/Friends
耶稣,11,Transportation and Accessibility
肉干,10,Sightseeing/Place
育有,10,Sightseeing/Place
胃口,3,Environment and Ambience
胆子小,10,Sightseeing/Place
背面,6,Family/Childre family/Friends
胸前,9,Shopping
能见度,10,Sightseeing/Place
能量,10,Sightseeing/Place
脆弱森林,5,F&B
脸上,10,Sightseeing/Place
自行车环岛,1,Facilities
舍利子,5,F&B
舒服,10,Sightseeing/Place
航线,10,Sightseeing/Place
色彩丰富,10,Sightseeing/Place
艺术画廊,10,Sightseeing/Place
艺术的朋友,5,F&B
节庆气氛,6,Family/Childre family/Friends
芝蓄水池,10,Sightseeing/Place
花岗岩,8,Service
花豹,7,Price
英国伦敦,10,Sightseeing/Place
英国的侨民,2,Activities
英语不好,10,Sightseeing/Place
荷兰人,8,Service
菩萨,10,Sightseeing/Place
落地窗,10,Sightseeing/Place
蜻蜓的复眼,10,Sightseeing/Place
蟒蛇,7,Price
行政文化区,10,Sightseeing/Place
裕华园,10,Sightseeing/Place
裕廊飞禽园,10,Sightseeing/Place
裙子,5,F&B
西乐索沙滩,6,Family/Childre family/Friends
西式,10,Sightseeing/Place
要钱,9,Shopping
规矩,10,Sightseeing/Place
让人印象深刻,10,Sightseeing/Place
让人惊喜,10,Sightseeing/Place
让人目不暇接,5,F&B
设施完善,10,Sightseeing/Place
设计者,10,Sightseeing/Place
豪华酒店,6,Family/Childre family/Friends
财气,9,Shopping
货品,11,Transportation and Accessibility
货运码头,10,Sightseeing/Place
贵,9,Shopping
贸易,10,Sightseeing/Place
资金,8,Service
赠品,10,Sightseeing/Place
走下去,11,Transportation and Accessibility
超时,9,Shopping
趣味十足,10,Sightseeing/Place
距今,9,Shopping
距离克拉码头,10,Sightseeing/Place
路灯,9,Shopping
身在其中,5,F&B
身旁,10,Sightseeing/Place
迄今,4,Experimentation
近,11,Transportation and Accessibility
这一篇,5,F&B
这一趟,11,Transportation and Accessibility
这段,11,Transportation and Accessibility
这种船,10,Sightseeing/Place
远,3,Environment and Ambience
适合全家一起,10,Sightseeing/Place
适合全家亲子游,10,Sightseeing/Place
适合老人,10,Sightseeing/Place
造型别致,10,Sightseeing/Place
遍地,9,Shopping
道教寺庙,9,Shopping
避暑胜地,9,Shopping
邻近岛屿全数,10,Sightseeing/Place
都是当地人,4,Experimentation
酒店大楼,6,Family/Childre family/Friends
重量,10,Sightseeing/Place
金刚鹦鹉,10,Sightseeing/Place
金沙酒店的灯光秀,8,Service
金银首饰,10,Sightseeing/Place
错觉,2,Activities
锤头鲨,5,F&B
长龙,11,Transportation and Accessibility
门口拍,5,F&B
门外,10,Sightseeing/Place
门店,10,Sightseeing/Place
门楼,9,Shopping
门票信息,5,F&B
门票的价格,10,Sightseeing/Place
闲庭,10,Sightseeing/Place
阿布,7,Price
附图,5,F&B
附近居民,5,F&B
集体,2,Activities
震感,10,Sightseeing/Place
露天餐厅,10,Sightseeing/Place
音响效果,10,Sightseeing/Place
顶层的无边泳池,6,Family/Childre family/Friends
顶端,11,Transportation and Accessibility
项目人,5,F&B
预算,10,Sightseeing/Place
颜值,5,F&B
风景美丽,7,Price
飞车,8,Service
餐厅等,10,Sightseeing/Place
驾驶杆,6,Family/Childre family/Friends
骨茶,10,Sightseeing/Place
高温,10,Sightseeing/Place
高空缆车,10,Sightseeing/Place
髻鲨等,10,Sightseeing/Place
髻鲨,10,Sightseeing/Place
鱼尾狮像就坐,10,Sightseeing/Place
鱼尾狮像是新加坡,6,Family/Childre family/Friends
鱼尾狮的由来,10,Sightseeing/Place
鸟公园,10,Sightseeing/Place
鸟类动物园,9,Shopping
鸟类品种,7,Price
一体的地方,10,Sightseeing/Place
一体的电影院,10,Sightseeing/Place
一倍,3,Environment and Ambience
一去的动物园,10,Sightseeing/Place
一套,4,Experimentation
一家四口,10,Sightseeing/Place
一家子,5,F&B
一家酒吧,10,Sightseeing/Place
一整天的地方,10,Sightseeing/Place
一整天的时间,10,Sightseeing/Place
一旁,10,Sightseeing/Place
一次旅游,8,Service
一番味道,10,Sightseeing/Place
一番景色,9,Shopping
一种不错,6,Family/Childre family/Friends
一种异样的气氛,9,Shopping
一米,10,Sightseeing/Place
一般的动物园,10,Sightseeing/Place
一览新加坡,10,Sightseeing/Place
一辈子,10,Sightseeing/Place
七个,6,Family/Childre family/Friends
三个各具特色的海滩,6,Family/Childre family/Friends
三种,3,Environment and Ambience
三趟,7,Price
上空,6,Family/Childre family/Friends
下一个,9,Shopping
不仅如此,1,Facilities
不住金沙,10,Sightseeing/Place
不少钱,6,Family/Childre family/Friends
不经意间,6,Family/Childre family/Friends
世界上首个艺术科学,10,Sightseeing/Place
世界昆虫馆,10,Sightseeing/Place
东南亚的美术作品,10,Sightseeing/Place
东西真的,10,Sightseeing/Place
两个字,10,Sightseeing/Place
两个孩子共同,10,Sightseeing/Place
两岸的风景,10,Sightseeing/Place
两岸绝伦,9,Shopping
两座金黄色的大圆顶,6,Family/Childre family/Friends
两排,9,Shopping
两条缆车线,10,Sightseeing/Place
两边都是彩绘的小楼,8,Service
两颗大,10,Sightseeing/Place
个别项目,5,F&B
个园,11,Transportation and Accessibility
个地标,10,Sightseeing/Place
个大型,10,Sightseeing/Place
个展厅,10,Sightseeing/Place
个展馆,10,Sightseeing/Place
个很好,9,Shopping
个站,10,Sightseeing/Place
个薄,10,Sightseeing/Place
中午时间,10,Sightseeing/Place
中国寺庙,11,Transportation and Accessibility
中国特色的东西,10,Sightseeing/Place
中央商业区,1,Facilities
中央锡克庙,7,Price
中文场,11,Transportation and Accessibility
中餐馆,10,Sightseeing/Place
丹戎,7,Price
主义,4,Experimentation
主干道,10,Sightseeing/Place
主题区,8,Service
主题景点,6,Family/Childre family/Friends
主食,5,F&B
乌节路商场,10,Sightseeing/Place
书店,10,Sightseeing/Place
了解到新加坡,10,Sightseeing/Place
事后,10,Sightseeing/Place
事情装傻充,10,Sightseeing/Place
二次票,5,F&B
云霄飞车,5,F&B
亚曼兴都庙,10,Sightseeing/Place
些时间,6,Family/Childre family/Friends
交融,10,Sightseeing/Place
亲子家庭,10,Sightseeing/Place
亲子旅游,10,Sightseeing/Place
亲子游的话,6,Family/Childre family/Friends
亲子项目,6,Family/Childre family/Friends
人口,1,Facilities
人和,5,F&B
人品,10,Sightseeing/Place
人手,2,Activities
人暴多,10,Sightseeing/Place
人间天堂,10,Sightseeing/Place
从前,10,Sightseeing/Place
令人满意,4,Experimentation
以后一定,10,Sightseeing/Place
价格优势,5,F&B
价格公道,10,Sightseeing/Place
价格的话,5,F&B
价格较贵,10,Sightseeing/Place
价格高,10,Sightseeing/Place
任何人,8,Service
任务,11,Transportation and Accessibility
份量,5,F&B
伊斯兰文化的好地方,8,Service
众多栖息地,10,Sightseeing/Place
众多沙滩,10,Sightseeing/Place
位置不错,10,Sightseeing/Place
住房,7,Price
体力好,6,Family/Childre family/Friends
佛牙,10,Sightseeing/Place
值,10,Sightseeing/Place
假货,3,Environment and Ambience
僧人,4,Experimentation
僧侣,10,Sightseeing/Place
先前,10,Sightseeing/Place
先进而又,10,Sightseeing/Place
克拉码头白天,10,Sightseeing/Place
入场券,10,Sightseeing/Place
入场费,10,Sightseeing/Place
全亚洲最大,5,F&B
全国,11,Transportation and Accessibility
公交站,9,Shopping
公交车站,10,Sightseeing/Place
公交过去,10,Sightseeing/Place
公众号,10,Sightseeing/Place
公升,10,Sightseeing/Place
公园温室,10,Sightseeing/Place
公路,8,Service
兰花种类,10,Sightseeing/Place
兰雅山公园,10,Sightseeing/Place
其中变形金刚,10,Sightseeing/Place
写字楼,7,Price
冲击力,10,Sightseeing/Place
几个海滩,5,F&B
几个著名,10,Sightseeing/Place
几句简单的中文,10,Sightseeing/Place
几块,5,F&B
几处,10,Sightseeing/Place
几层,1,Facilities
几条,10,Sightseeing/Place
出票及时,6,Family/Childre family/Friends
刚到新加坡,10,Sightseeing/Place
刷条形码,6,Family/Childre family/Friends
前一天晚上,10,Sightseeing/Place
前四层窗户的色彩强度相同,10,Sightseeing/Place
动感十足,8,Service
动物不算多,10,Sightseeing/Place
动物园不算大,10,Sightseeing/Place
动物园好,7,Price
动物园门票,10,Sightseeing/Place
动物秀,10,Sightseeing/Place
包裹,10,Sightseeing/Place
十几家大型,10,Sightseeing/Place
千禧眼,10,Sightseeing/Place
半年,5,F&B
华人博物馆,10,Sightseeing/Place
华人寺庙,10,Sightseeing/Place
南洋大学,6,Family/Childre family/Friends
南洋理工,10,Sightseeing/Place
南洋风格,10,Sightseeing/Place
南端的吊桥,6,Family/Childre family/Friends
南端的海滩,7,Price
印度一般,9,Shopping
印度太平洋樽鼻海豚,11,Transportation and Accessibility
印度小,10,Sightseeing/Place
印度服饰,10,Sightseeing/Place
印度洋,10,Sightseeing/Place
印度的感觉,10,Sightseeing/Place
印度神庙,5,F&B
印度餐馆,6,Family/Childre family/Friends
历史上,10,Sightseeing/Place
历史的地方,10,Sightseeing/Place
厚衣服,10,Sightseeing/Place
原则,10,Sightseeing/Place
原貌馆里,10,Sightseeing/Place
厨师,10,Sightseeing/Place
双人票,10,Sightseeing/Place
双轨过山车等项目,10,Sightseeing/Place
发动机声音,10,Sightseeing/Place
变形金刚不错,10,Sightseeing/Place
可爱,10,Sightseeing/Place
叶子,5,F&B
吃完早餐,10,Sightseeing/Place
各地,4,Experimentation
各色的建筑物,10,Sightseeing/Place
吉他,10,Sightseeing/Place
后院,10,Sightseeing/Place
向导,9,Shopping
周围景点,3,Environment and Ambience
周岁,5,F&B
周边全,10,Sightseeing/Place
周边景点,10,Sightseeing/Place
味蕾,9,Shopping
品质,10,Sightseeing/Place
哇塞,10,Sightseeing/Place
唐朝,10,Sightseeing/Place
唯一,10,Sightseeing/Place
商场一家,10,Sightseeing/Place
商店街,10,Sightseeing/Place
商港的特性,10,Sightseeing/Place
嗅觉效果,10,Sightseeing/Place
四星,10,Sightseeing/Place
四点半,10,Sightseeing/Place
回廊,5,F&B
园内游览车,9,Shopping
园站,10,Sightseeing/Place
国内景点,10,Sightseeing/Place
国内现在,10,Sightseeing/Place
国内的科技馆,5,F&B
国家体育场,5,F&B
国家的博物馆,5,F&B
国语,10,Sightseeing/Place
国际大都市的气派,10,Sightseeing/Place
圆柱,10,Sightseeing/Place
圣安德烈大教堂,10,Sightseeing/Place
在内,5,F&B
在地,9,Shopping
地方很少,5,F&B
地方适合,1,Facilities
地方都会,5,F&B
地理位置很好,10,Sightseeing/Place
地理位置非常好,10,Sightseeing/Place
地铁的话,10,Sightseeing/Place
地铁红线,10,Sightseeing/Place
场精彩,1,Facilities
场面壮观,3,Environment and Ambience
坐上小火车,10,Sightseeing/Place
型金刚,11,Transportation and Accessibility
基本注意事项,5,F&B
基本,10,Sightseeing/Place
基督教堂,5,F&B
塔尖,10,Sightseeing/Place
处地方,10,Sightseeing/Place
外国,5,F&B
外币,5,F&B
外觀,10,Sightseeing/Place
外观宏伟,10,Sightseeing/Place
多个物种,10,Sightseeing/Place
多出,8,Service
多小时,10,Sightseeing/Place
多棵树木,10,Sightseeing/Place
夜晚的新加坡,5,F&B
夜景美,6,Family/Childre family/Friends
夜间动物园人,10,Sightseeing/Place
大亮点,10,Sightseeing/Place
大人来说,10,Sightseeing/Place
大伯公庙,7,Price
大兴趣,10,Sightseeing/Place
大可以,10,Sightseeing/Place
大宝森,10,Sightseeing/Place
大小同,10,Sightseeing/Place
大时代,10,Sightseeing/Place
大洲,5,F&B
大赞,9,Shopping
天主教教堂,10,Sightseeing/Place
天气闷热,10,Sightseeing/Place
天边,10,Sightseeing/Place
天都不够,10,Sightseeing/Place
太多动物,10,Sightseeing/Place
奥马清真寺,5,F&B
女儿特别,10,Sightseeing/Place
女孩,10,Sightseeing/Place
女神,10,Sightseeing/Place
好人,10,Sightseeing/Place
好天气,10,Sightseeing/Place
好心情,10,Sightseeing/Place
好莱坞大道,10,Sightseeing/Place
好角度,6,Family/Childre family/Friends
好长时间,11,Transportation and Accessibility
姿态,10,Sightseeing/Place
娃娃鱼,10,Sightseeing/Place
婴儿,8,Service
嫌疑,10,Sightseeing/Place
孩子也可以,10,Sightseeing/Place
孩子亲子游,10,Sightseeing/Place
孩子建议,7,Price
孩子的家长,10,Sightseeing/Place
孩子第一次,10,Sightseeing/Place
孩子高兴,5,F&B
孩童,3,Environment and Ambience
它的外观,10,Sightseeing/Place
安全帽,10,Sightseeing/Place
安德森桥,10,Sightseeing/Place
宣礼塔,9,Shopping
室内大,10,Sightseeing/Place
室内温度,10,Sightseeing/Place
害得,11,Transportation and Accessibility
家乡,5,F&B
家人朋友一起,7,Price
家人朋友,9,Shopping
家小朋友,10,Sightseeing/Place
家红,10,Sightseeing/Place
对此,8,Service
寺庙周围的墙壁,10,Sightseeing/Place
将来,9,Shopping
小企鹅,10,Sightseeing/Place
小印度区域,5,F&B
小印度区,9,Shopping
小印度时,10,Sightseeing/Place
小吃摊,10,Sightseeing/Place
小商品店,10,Sightseeing/Place
小喷泉,10,Sightseeing/Place
小孩子玩得,10,Sightseeing/Place
小孩的话,11,Transportation and Accessibility
小小孩,11,Transportation and Accessibility
小情侣,6,Family/Childre family/Friends
小朋友大朋友,10,Sightseeing/Place
小河,10,Sightseeing/Place
小海豚,5,F&B
小电影,11,Transportation and Accessibility
小贩中心,10,Sightseeing/Place
小路上,10,Sightseeing/Place
小部分,5,F&B
小酌,10,Sightseeing/Place
小酒馆,11,Transportation and Accessibility
尾声,10,Sightseeing/Place
展览厅,4,Experimentation
山洞,10,Sightseeing/Place
山里,10,Sightseeing/Place
岁小朋友,10,Sightseeing/Place
岁老人,10,Sightseeing/Place
岛上的交通,8,Service
岛上风景,10,Sightseeing/Place
岛内酒店,6,Family/Childre family/Friends
工作人员态度很好,10,Sightseeing/Place
巧思,4,Experimentation
巨树,7,Price
差价,10,Sightseeing/Place
差异,5,F&B
巴拉湾海滩的吸引力,10,Sightseeing/Place
市区过去,5,F&B
市镇,8,Service
市集,10,Sightseeing/Place
布料,10,Sightseeing/Place
师傅,10,Sightseeing/Place
平板,10,Sightseeing/Place
年头,3,Environment and Ambience
幸运的话,10,Sightseeing/Place
广东,10,Sightseeing/Place
度假区,6,Family/Childre family/Friends
度全角,6,Family/Childre family/Friends
度地图,10,Sightseeing/Place
座大楼,10,Sightseeing/Place
座大,6,Family/Childre family/Friends
座摩天轮,5,F&B
延伸到,9,Shopping
建議,10,Sightseeing/Place
建议傍晚时分,10,Sightseeing/Place
建议步行,10,Sightseeing/Place
异国风情的地方,5,F&B
异彩,5,F&B
当地华人,10,Sightseeing/Place
当地朋友,5,F&B
当地的朋友,5,F&B
当地的特色,6,Family/Childre family/Friends
当地的美食,9,Shopping
当心,9,Shopping
录像,10,Sightseeing/Place
很少人,10,Sightseeing/Place
得很远,10,Sightseeing/Place
德国,7,Price
快感,10,Sightseeing/Place
快捷票一定,5,F&B
快捷,10,Sightseeing/Place
快通票,10,Sightseeing/Place
怪怪,9,Shopping
悬索桥,10,Sightseeing/Place
悲剧,10,Sightseeing/Place
意义的地方,1,Facilities
感觉差不多,11,Transportation and Accessibility
感觉时间,10,Sightseeing/Place
感觉晚上,10,Sightseeing/Place
感觉还好,10,Sightseeing/Place
懂中文,9,Shopping
戏剧院,4,Experimentation
成人门票,10,Sightseeing/Place
我家娃,8,Service
手指,10,Sightseeing/Place
护栏,9,Shopping
拉着,10,Sightseeing/Place
拍不出,6,Family/Childre family/Friends
拱门,11,Transportation and Accessibility
按摩,10,Sightseeing/Place
挨得,4,Experimentation
挺好,10,Sightseeing/Place
排球,11,Transportation and Accessibility
摩天轮感觉,9,Shopping
改成,5,F&B
效果不好,10,Sightseeing/Place
整体感觉很好,10,Sightseeing/Place
文礼,4,Experimentation
斜坡车,10,Sightseeing/Place
斜对面,10,Sightseeing/Place
新加坡也不,7,Price
新加坡亚洲文明,10,Sightseeing/Place
新加坡佛牙寺,8,Service
新加坡历史馆,10,Sightseeing/Place
新加坡国家胡姬花园,6,Family/Childre family/Friends
新加坡圣公会,10,Sightseeing/Place
新加坡圣安德烈教堂,4,Experimentation
新加坡地方小,10,Sightseeing/Place
新加坡城区,10,Sightseeing/Place
新加坡岛,10,Sightseeing/Place
新加坡新的地标,10,Sightseeing/Place
新加坡最后,10,Sightseeing/Place
新加坡最小的公园,6,Family/Childre family/Friends
新加坡本岛最近,6,Family/Childre family/Friends
新加坡河的河口,10,Sightseeing/Place
新加坡滨海湾公园,4,Experimentation
新加坡滨海花园,10,Sightseeing/Place
新加坡的商贸中心,6,Family/Childre family/Friends
新加坡的市区,10,Sightseeing/Place
新加坡的植物园,10,Sightseeing/Place
新加坡的樟宜机场,10,Sightseeing/Place
新加坡的气候,10,Sightseeing/Place
新加坡的游客都会,6,Family/Childre family/Friends
新加坡的甘榜格,5,F&B
新加坡的美食聚集地,5,F&B
新加坡的风土人情,5,F&B
新加坡知名,5,F&B
新加坡科学中心欧姆尼,10,Sightseeing/Place
新加坡自由行,10,Sightseeing/Place
新加坡著名的商业街,10,Sightseeing/Place
新加坡金融区,10,Sightseeing/Place
新加坡高等法院,10,Sightseeing/Place
新天地,10,Sightseeing/Place
新山,9,Shopping
新币的两张,10,Sightseeing/Place
新航,10,Sightseeing/Place
新马泰,4,Experimentation
方案,4,Experimentation
旅游好,10,Sightseeing/Place
旅行者,4,Experimentation
日用品,8,Service
早上人,10,Sightseeing/Place
早期华人移民,10,Sightseeing/Place
时刻表,7,Price
时间久,5,F&B
时间也不,10,Sightseeing/Place
时间原因,10,Sightseeing/Place
时间宽裕,10,Sightseeing/Place
时间足够,10,Sightseeing/Place
时间都是,10,Sightseeing/Place
昆虫世界,5,F&B
昆虫的复眼,10,Sightseeing/Place
是日间动物园,10,Sightseeing/Place
晚上六点,10,Sightseeing/Place
晨跑,11,Transportation and Accessibility
普通门票,10,Sightseeing/Place
景点位置,6,Family/Childre family/Friends
景点真的,10,Sightseeing/Place
景色真的不错,10,Sightseeing/Place
更有感觉,6,Family/Childre family/Friends
最低,3,Environment and Ambience
最好傍晚,10,Sightseeing/Place
最能,4,Experimentation
有性价,10,Sightseeing/Place
木乃伊室内过山车,10,Sightseeing/Place
木马,3,Environment and Ambience
