KEYWORD,CAT_INDEX,CAT_NAME
树灯光秀,8,Service
棕榈,8,Service
森林公园,4,Experimentation
棵树,4,Experimentation
植物馆,8,Service
榴莲剧场,8,Service
次优先,8,Service
欢乐谷,4,Experimentation
歌剧院,8,Service
正殿,8,Service
步道上,4,Experimentation
段距离,4,Experimentation
每个展厅,4,Experimentation
每天都是,8,Service
水下,1,Facilities
水温,4,Experimentation
汉堡,4,Experimentation
池水,8,Service
沙滩运动,4,Experimentation
沙站,4,Experimentation
沼泽,4,Experimentation
沿海,4,Experimentation
沿途风景,8,Service
泰米尔语,1,Facilities
泳池边,8,Service
浪尖的狮头鱼身像是新加坡,8,Service
海中,8,Service
海域,8,Service
海水清澈见底,4,Experimentation
海洋生物的种类,4,Experimentation
海洋馆最大的特色,4,Experimentation
海盗,4,Experimentation
海,4,Experimentation
渔具等,8,Service
游客来说,4,Experimentation
游客特别多,4,Experimentation
游览船,8,Service
湿地公园,8,Service
湿地,4,Experimentation
滑浪区,8,Service
灌木,8,Service
灰色,4,Experimentation
点,8,Service
烟花秀,4,Experimentation
烟雾,8,Service
热带动物,8,Service
热带山地地区凉爽潮湿的气候,1,Facilities
爪哇海,8,Service
爱好者的天堂,4,Experimentation
牛车水中心地区,4,Experimentation
牛车水地区,8,Service
物箱,4,Experimentation
特别适合孩子,4,Experimentation
特色的景点,8,Service
狮子嘴里,8,Service
狮身,4,Experimentation
环境一流,8,Service
环境也好,8,Service
环境真的,8,Service
环球影城很好,8,Service
环球影城的门票,4,Experimentation
环球影城真的,4,Experimentation
现代科技,4,Experimentation
现场效果,8,Service
甜品店,9,Shopping
生态环境很好,8,Service
用上,4,Experimentation
男女,4,Experimentation
百年历史,8,Service
的人不少,4,Experimentation
的人很少,8,Service
监狱,8,Service
直落亚逸街,4,Experimentation
直落,4,Experimentation
看不完,4,Experimentation
眼神,8,Service
祖国,8,Service
神话,1,Facilities
票简单,4,Experimentation
种植物,8,Service
程下单,8,Service
空气非常好,8,Service
空调的座舱,4,Experimentation
站地铁,8,Service
竹脚市场,8,Service
第二次世界大战,8,Service
箱体,4,Experimentation
篇游记,3,Environment and Ambience
粤菜,4,Experimentation
索桥,4,Experimentation
纜車,8,Service
红点博物馆,8,Service
纸上,3,Environment and Ambience
纸质,1,Facilities
终极,4,Experimentation
经典的景点,8,Service
经典项目,4,Experimentation
绘画作品,8,Service
绚丽夺目的窗户,4,Experimentation
绝对赞,8,Service
维多利亚女王,8,Service
编码,8,Service
美味的食物,8,Service
翠鸟湖等,8,Service
老爷爷,8,Service
聚居地,8,Service
肉豆蔻,9,Shopping
肤色,8,Service
胆子大,4,Experimentation
背包,4,Experimentation
胡姬山庄,8,Service
胡文虎,8,Service
腿软,4,Experimentation
臼炮,4,Experimentation
舞台剧,8,Service
艺术站,4,Experimentation
茅亭,4,Experimentation
莱佛士爵士铜像,4,Experimentation
菜单,8,Service
营房,8,Service
落差,4,Experimentation
落日余晖,4,Experimentation
蜻蜓湖,8,Service
融为一体,4,Experimentation
街巷,4,Experimentation
衣物,8,Service
衬托,4,Experimentation
装潢,4,Experimentation
西餐厅,9,Shopping
要把,8,Service
言语,8,Service
让人眼前一亮,4,Experimentation
贝壳磨成灰,8,Service
负责任,8,Service
财运,8,Service
贵些,8,Service
赞赞赞赞赞,1,Facilities
超级好玩,4,Experimentation
距离地面,8,Service
路一角的旅游名胜,8,Service
轨电车,4,Experimentation
轨道,4,Experimentation
轮渡,8,Service
这种地方,8,Service
远远地,8,Service
迪士尼乐园,4,Experimentation
邮轮,8,Service
都是些,4,Experimentation
都是欧式古典风,4,Experimentation
酒店大堂,4,Experimentation
酒店客人,4,Experimentation
酒店门口,8,Service
释迦,4,Experimentation
重要的意义,8,Service
金沙湾,4,Experimentation
金沙酒店的顶层,4,Experimentation
钥匙扣,8,Service
铁丝网,8,Service
铁桥,8,Service
长袍,8,Service
长鼻猴,8,Service
門票,4,Experimentation
门后,8,Service
门票的地方,8,Service
门票直接,8,Service
阿拉伯海,8,Service
阿明餐厅,8,Service
院内,4,Experimentation
随性,8,Service
静下心,4,Experimentation
非常好的动物园,8,Service
面积小,8,Service
韩国,8,Service
频道,8,Service
颜色鲜艳,8,Service
风情漂亮,8,Service
风景非常好,8,Service
食客,4,Experimentation
马来西亚的柔佛州,4,Experimentation
高峰期,4,Experimentation
高级餐厅,4,Experimentation
鬼屋,4,Experimentation
魔幻,8,Service
鱼尾狮喷泉,4,Experimentation
鱼尾狮身上,4,Experimentation
黑板,4,Experimentation
黑灯瞎火,4,Experimentation
黑胡椒螃蟹,8,Service
鼻子,4,Experimentation
good,8,Service
一天基本,8,Service
一天根本,8,Service
一层大厅,8,Service
一日游,4,Experimentation
一次新加坡,8,Service
一次票,4,Experimentation
一种实用,8,Service
一种很好,4,Experimentation
一种特别,4,Experimentation
三个园,4,Experimentation
三个部分,8,Service
三亚,8,Service
三场,4,Experimentation
三轮车,8,Service
上层,4,Experimentation
上海的新天地,4,Experimentation
下午的时候,8,Service
不为过,8,Service
不去后悔,8,Service
不去的地方,4,Experimentation
不同颜色,8,Service
不少项目,4,Experimentation
不锈钢,8,Service
世界首家,8,Service
世纪时,8,Service
世纪末,8,Service
东亚,4,Experimentation
东南亚美食,8,Service
东南亚艺术,8,Service
东南亚风情,4,Experimentation
东西贵,4,Experimentation
东非,8,Service
两个园,4,Experimentation
两个大人,4,Experimentation
两个花园,4,Experimentation
两岸风光,8,Service
两步,8,Service
个亲密,8,Service
个动物,8,Service
个小时的时间,8,Service
个花园,8,Service
个观众席,8,Service
个角度,8,Service
中文的工作人员,8,Service
中饭,4,Experimentation
为止,8,Service
主人,8,Service
主题的野生动物园,8,Service
之意,8,Service
乐园很好,4,Experimentation
也有不少,8,Service
也有适合,4,Experimentation
买手,8,Service
买票非常好,4,Experimentation
了一座,8,Service
事实,8,Service
五个景点,1,Facilities
亚洲最高的摩天轮,8,Service
交通卡,1,Facilities
亲子游的好去处,4,Experimentation
亲子游的好地方,8,Service
人头攒动,8,Service
人心,4,Experimentation
仙境一般,4,Experimentation
件长袖,4,Experimentation
价比较好,8,Service
位置好,4,Experimentation
位高大,8,Service
住客才能,4,Experimentation
体育设施,8,Service
佛塔,4,Experimentation
佛祖,8,Service
使者,8,Service
便宜,8,Service
值得一提,4,Experimentation
做好功课,4,Experimentation
儿童公园,8,Service
儿童戏水乐园,8,Service
兀兰,8,Service
克里斯,8,Service
全天候,8,Service
全年,1,Facilities
全桥,8,Service
全球最多,8,Service
公顷的小岛,1,Facilities
典范,4,Experimentation
养鱼场,8,Service
内地,8,Service
冷饮,8,Service
凉棚,8,Service
几排,4,Experimentation
动物园的门票,8,Service
动物真的,8,Service
动物种类繁多,4,Experimentation
十字路口,4,Experimentation
卓锦,8,Service
南京路,8,Service
卡通,4,Experimentation
印尼岛屿,8,Service
印度女人,8,Service
印度庙宇,4,Experimentation
印度教庙宇,4,Experimentation
印度教神庙,4,Experimentation
历史遗迹,8,Service
台风,8,Service
各国游客,4,Experimentation
合家欢,8,Service
吉尼斯世界纪录,4,Experimentation
名声,8,Service
名游客,1,Facilities
周边也有,8,Service
哥哥,8,Service
唯一美中不足,8,Service
唯美的照片,4,Experimentation
喝上,4,Experimentation
喧哗,8,Service
喷水池,8,Service
园区门口,8,Service
园的时候,8,Service
国内海洋馆,8,Service
国庆日,8,Service
国际化,8,Service
国际品牌,8,Service
国际水准的星光水火大,4,Experimentation
图书,4,Experimentation
土著,8,Service
圣安德烈座堂,4,Experimentation
地位,8,Service
地方多,8,Service
地方定能,8,Service
地板,4,Experimentation
地铁黄线,8,Service
块人民币,4,Experimentation
境外,4,Experimentation
墙面,8,Service
墨镜,8,Service
外景,8,Service
多个人,4,Experimentation
多扇,4,Experimentation
多条鲨鱼,4,Experimentation
夜宵,4,Experimentation
夜晚的灯光,4,Experimentation
夜游新加坡,8,Service
夜空,8,Service
夜间动物园真的,8,Service
大华银行大厦,8,Service
大地,8,Service
大声喧哗,8,Service
大棚,4,Experimentation
大狮子,4,Experimentation
大购物中心,8,Service
大鸟,4,Experimentation
天伦,4,Experimentation
太多东西,8,Service
夫海,4,Experimentation
奇观,4,Experimentation
奥秘,8,Service
奥运会泳池长度的三倍,4,Experimentation
女子,8,Service
奶茶,8,Service
好东西,8,Service
好几家,8,Service
好几层,8,Service
好感,8,Service
媒体,8,Service
孩子老人,8,Service
它的美,8,Service
安全感,8,Service
安德鲁,8,Service
安排好,8,Service
实际情况,4,Experimentation
客人才能,4,Experimentation
家具,8,Service
家庭旅游者,8,Service
家庭票,4,Experimentation
寺庙香火,8,Service
将会,8,Service
小地方,8,Service
小家伙,8,Service
小点,8,Service
小的小朋友,8,Service
居民区,8,Service
展品丰富,8,Service
岁多,4,Experimentation
岁小孩,4,Experimentation
岛上的酒店,4,Experimentation
工艺,4,Experimentation
市里,8,Service
年货,8,Service
庙会,8,Service
座公园,8,Service
座新,4,Experimentation
座海拔,4,Experimentation
座观景平台,4,Experimentation
座高,4,Experimentation
异国情调,8,Service
弟弟,8,Service
当地的历史,8,Service
当年英国殖民地时期的样子,8,Service
彭麻麻,4,Experimentation
往后,8,Service
往回,4,Experimentation
往圣,4,Experimentation
待遇,8,Service
心中都会,8,Service
必不可少,8,Service
怪物史瑞克,4,Experimentation
总体来说不错,8,Service
悠闲假期,8,Service
悠闲小街上,4,Experimentation
情操,8,Service
意为,8,Service
成就,4,Experimentation
成都,8,Service
我国,8,Service
我家小朋友,8,Service
手势,4,Experimentation
手套,8,Service
手工艺人,4,Experimentation
手脚,8,Service
手表,8,Service
抵抗力,8,Service
拍,8,Service
效果非常好,8,Service
教堂的初衷,4,Experimentation
教室,4,Experimentation
文化遗产,8,Service
文华,8,Service
新加坡动物园真的,8,Service
新加坡宗教艺术,4,Experimentation
新加坡旅游一定,8,Service
新加坡旅游的人都会,4,Experimentation
新加坡港历史,8,Service
新加坡的中央,4,Experimentation
新加坡的发展史,8,Service
新加坡的夜生活,3,Environment and Ambience
新加坡的最后一天,4,Experimentation
新加坡的标志性建筑物,8,Service
新加坡的牛车水,8,Service
新加坡的科技,8,Service
新加坡的第一天,8,Service
新加坡科学馆,4,Experimentation
新加坡第一天,4,Experimentation
新加坡野生动物园,8,Service
新加坡鸭子船,4,Experimentation
新古典主义风格,4,Experimentation
新地标,8,Service
新鲜空气,8,Service
方便好用,8,Service
旅,1,Facilities
日落时分,4,Experimentation
日语,8,Service
旧教堂,4,Experimentation
早先,8,Service
早期华人,8,Service
时一定,8,Service
时代感,8,Service
时间少,4,Experimentation
时间的朋友,8,Service
星期六,8,Service
春天,4,Experimentation
昨晚,4,Experimentation
晚上灯火辉煌,4,Experimentation
晚上酒吧,8,Service
景色美丽,4,Experimentation
暑假期间,4,Experimentation
最近几年,4,Experimentation
有一点点,8,Service
有惊无险,8,Service
条小径,8,Service
杯鸡尾酒,4,Experimentation
极速,8,Service
构造,4,Experimentation
标志性的景点,8,Service
树丛,8,Service
核心地带,8,Service
格调,4,Experimentation
桥南路,8,Service
植物园真的,4,Experimentation
植物物种,4,Experimentation
植物的种类,8,Service
植物种类繁多,8,Service
楼房,4,Experimentation
樱花,4,Experimentation
欧美,8,Service
此刻,4,Experimentation
武吉士街,8,Service
每个地方,4,Experimentation
比例,8,Service
比基尼,4,Experimentation
民众,8,Service
水上乐园门票,4,Experimentation
水上乐园项目,8,Service
水上公园,4,Experimentation
水清沙白,8,Service
水源,4,Experimentation
沙滩椅,4,Experimentation
沙滩的南洋风情,4,Experimentation
沙,4,Experimentation
河两岸,8,Service
沿途风景不错,8,Service
泉水,8,Service
洋楼,8,Service
海外客服,8,Service
海洋生物品种,4,Experimentation
海洋馆很适合,8,Service
海滩不错,8,Service
海滩捷运站,8,Service
海豚真的,8,Service
海鳝,8,Service
深夜,4,Experimentation
游乐区,8,Service
游客不算多,8,Service
游客也不,8,Service
游客也可以,8,Service
溪流,4,Experimentation
滑板,8,Service
满眼都是,4,Experimentation
澳大利亚,8,Service
澳门,4,Experimentation
点个赞,4,Experimentation
热带地区,8,Service
热水,4,Experimentation
照相机,8,Service
片刻,8,Service
牛车水站,8,Service
特征,8,Service
特色的博物馆,4,Experimentation
特色酒吧,8,Service
狗狗,8,Service
狮身人面像,4,Experimentation
玩水的地方,4,Experimentation
现场工作人员,4,Experimentation
玻璃冷,4,Experimentation
玻璃房,8,Service
珍稀鱼类,8,Service
現場,8,Service
環球影城,8,Service
生日,8,Service
生起,8,Service
用具,8,Service
电力站艺术,8,Service
男士,8,Service
留言,8,Service
登船,8,Service
的人少,8,Service
的很爽,4,Experimentation
的很详细,8,Service
的很近,4,Experimentation
的话建议,4,Experimentation
皇宫,4,Experimentation
盆友,8,Service
眼目,4,Experimentation
眼里,8,Service
短时间,8,Service
码出票,8,Service
礼堂,3,Environment and Ambience
神话世界,8,Service
票很好,4,Experimentation
票才能,8,Service
票的人,8,Service
票码,8,Service
离谱,8,Service
种类多,4,Experimentation
科幻影集太空堡垒,4,Experimentation
程优先,8,Service
程出票快,8,Service
稍作,4,Experimentation
穆斯塔法中心,8,Service
空气质量,8,Service
穿鞋,8,Service
站,8,Service
童话,8,Service
端的英国碉堡,4,Experimentation
竹类园艺花卉,4,Experimentation
等位,4,Experimentation
等,8,Service
管道,4,Experimentation
箭毒蛙,4,Experimentation
米饭,4,Experimentation
纯白,8,Service
细沙,8,Service
经典景点,8,Service
结果,4,Experimentation
绝对值回票价,8,Service
绿意盎然,8,Service
缆车时,8,Service
缆车直接,4,Experimentation
美仑美奂,4,Experimentation
美元,8,Service
美称,4,Experimentation
美食天堂,8,Service
翅膀,4,Experimentation
而立,8,Service
股浓烈的辣椒气味,9,Shopping
胆量,8,Service
胡椒蟹,4,Experimentation
脖子,4,Experimentation
自动扶梯,8,Service
航海术,8,Service
航海,8,Service
艘大船,4,Experimentation
色调,8,Service
艺术风格,4,Experimentation
花园城市名不虚传,8,Service
花园景色,8,Service
花柏山上,4,Experimentation
花柏山线,4,Experimentation
花柏山顶,4,Experimentation
花穹一般,8,Service
花车,4,Experimentation
花钟,8,Service
苦力,8,Service
英国殖民地,4,Experimentation
英尺,1,Facilities
草场,4,Experimentation
莱佛士铜像,8,Service
萝卜糕,4,Experimentation
虫植物,8,Service
蜡像的形式,8,Service
螺旋状,8,Service
街头表演,4,Experimentation
街道干净整洁,4,Experimentation
袋子,4,Experimentation
裤子,8,Service
见闻,8,Service
认知,8,Service
让人眼花缭乱,8,Service
设施很好,4,Experimentation
详细,1,Facilities
象征新加坡,4,Experimentation
货比三家,1,Facilities
贵宾席,8,Service
赛事,8,Service
走上,8,Service
走得,8,Service
走时,8,Service
超级,4,Experimentation
越来越多,8,Service
身影,4,Experimentation
身高要求,4,Experimentation
车站编号,4,Experimentation
轮椅,8,Service
过程等资料,8,Service
这么多,1,Facilities
适合儿童,4,Experimentation
适合旅游,4,Experimentation
选择性,8,Service
通体白色,4,Experimentation
選擇,8,Service
那就一定,8,Service
那次,8,Service
郊游,8,Service
都是大,9,Shopping
都是老外,4,Experimentation
配上,4,Experimentation
酒店前台,4,Experimentation
采石场,8,Service
重头戏,4,Experimentation
重要的一点,4,Experimentation
野猪,4,Experimentation
金沙酒店附近,4,Experimentation
金沙酒店顶层,4,Experimentation
铜像,4,Experimentation
长度,8,Service
门口处,1,Facilities
门票贵,8,Service
门票都是,8,Service
门票钱,8,Service
闪电,4,Experimentation
间教堂,4,Experimentation
闹市区,4,Experimentation
阿拉伯风情,8,Service
随从,4,Experimentation
随身携带,4,Experimentation
雨中,8,Service
雾气,8,Service
青少年,4,Experimentation
靓丽的风景线,4,Experimentation
音频,8,Service
项链,8,Service
额外收费,8,Service
風景,4,Experimentation
风俗,8,Service
风格的海滩,4,Experimentation
风格迥异,4,Experimentation
风水,8,Service
餐饮区,8,Service
饮品,4,Experimentation
馆内的海洋生物,4,Experimentation
馒头,4,Experimentation
香蕉,4,Experimentation
马塔海峡,8,Service
马拉巴清真寺,8,Service
马来西亚人,4,Experimentation
马路观音堂,4,Experimentation
驳船,8,Service
高级酒店,4,Experimentation
鳐鱼,4,Experimentation
鸟园,8,Service
鸡饭,4,Experimentation
鹦鹉等动物,4,Experimentation
麻雀虽小,4,Experimentation
麻麻,8,Service
Airport,8,Service
food,8,Service
一件艺术品,8,Service
一元,8,Service
一口,8,Service
一天的地方,4,Experimentation
一层层,8,Service
一点时间,4,Experimentation
一番风情,8,Service
一级棒,8,Service
一群人,8,Service
一群,4,Experimentation
一览圣,4,Experimentation
一阵,4,Experimentation
七点多,8,Service
三个字,1,Facilities
三个站,4,Experimentation
三五好友,4,Experimentation
三条街,8,Service
上午人,8,Service
上周,8,Service
下坡,8,Service
下次旅游,4,Experimentation
不去也罢,8,Service
不算便宜,8,Service
不适应,8,Service
世界知名,8,Service
东南亚国家,8,Service
两个植物冷,8,Service
两只大熊猫,4,Experimentation
两场灯光秀,4,Experimentation
两天的时间,1,Facilities
两张照片,8,Service
个主题区,4,Experimentation
个人喜好,4,Experimentation
个噱头,8,Service
个国家,4,Experimentation
个小火车,8,Service
个新鲜,4,Experimentation
中华文化,8,Service
中国人来说,8,Service
中国味,8,Service
中央商务区,8,Service
中文字幕,8,Service
中文火车,4,Experimentation
主打,8,Service
主题的动物园,8,Service
乌节路附近,4,Experimentation
买票便宜,4,Experimentation
买票处,8,Service
了一上午,4,Experimentation
了一份,8,Service
五个区域,8,Service
五彩灯光,4,Experimentation
亚马逊河流,8,Service
交通不便,8,Service
亮眼,4,Experimentation
人一组,4,Experimentation
人人,4,Experimentation
人和谐,8,Service
人工岛,4,Experimentation
仄爪哇,4,Experimentation
以往,8,Service
价格偏高,8,Service
伊势丹,8,Service
伊斯兰,8,Service
休闲游,4,Experimentation
会会,8,Service
位置非常好,8,Service
体育场,8,Service
佛教曼陀罗,8,Service
傍晚以后,8,Service
儿子一起,8,Service
儿子玩得,4,Experimentation
儿童区,8,Service
儿童戏水区,8,Service
光堂,4,Experimentation
全家一起,8,Service
全球的海洋旅程,4,Experimentation
全程都是,8,Service
公仔,8,Service
公园人,8,Service
公园景色,4,Experimentation
公园环境,8,Service
兰芝农场,8,Service
兴都教徒,8,Service
冲绳,8,Service
冷水,8,Service
凉鞋,4,Experimentation
几个馆,4,Experimentation
几条街,4,Experimentation
几遍,8,Service
出片,8,Service
创造力,4,Experimentation
别处,8,Service
前两天,4,Experimentation
力度,8,Service
动物园一般,8,Service
动物园差不多,8,Service
动物园整体,8,Service
动物园隔壁,8,Service
动物感觉,4,Experimentation
动物的夜间,8,Service
北京的海洋馆,4,Experimentation
北京的王府井,8,Service
十点多,8,Service
半价,1,Facilities
华人社区,8,Service
单位,4,Experimentation
南桥路,8,Service
卡通人物,4,Experimentation
印度商品,4,Experimentation
印度教徒,8,Service
印度教的寺庙,8,Service
印度教的马里安曼兴都庙,8,Service
印度的寺庙,8,Service
印度移民,8,Service
印度色彩,8,Service
印度香料,8,Service
印度香,8,Service
历史故事,8,Service
厘米,8,Service
厦门,8,Service
去得,4,Experimentation
友情,8,Service
双眼,4,Experimentation
双脚,8,Service
双螺旋,4,Experimentation
反光,4,Experimentation
发源地,8,Service
取到,8,Service
变形金刚项目,4,Experimentation
另一个角度,8,Service
各国美食,8,Service
各类美食,4,Experimentation
各色沙滩酒吧,8,Service
名字的由来,8,Service
名片,8,Service
后排,8,Service
后花园,4,Experimentation
听力,8,Service
周末晚上,8,Service
周末的晚上,4,Experimentation
周边的环境,8,Service
咖喱饭,8,Service
品种丰富,8,Service
哺乳动物,4,Experimentation
唯一缺点,4,Experimentation
四季,8,Service
四条,8,Service
园中园,8,Service
国内好,4,Experimentation
国内很少,4,Experimentation
国内真的,4,Experimentation
地方不同,4,Experimentation
地理位置优越,8,Service
地理位置极佳,8,Service
地铁卡,1,Facilities
地铁坐到,8,Service
地铁站附近,8,Service
地铁蓝线,8,Service
坐在码头,4,Experimentation
城市的新加坡河,8,Service
基本都是英文,4,Experimentation
堤坝,4,Experimentation
壮观景象,4,Experimentation
声响,8,Service
多元的文化,4,Experimentation
多块钱,8,Service
多数人,8,Service
多株植物,8,Service
夜间生物馆,8,Service
大人也可以,4,Experimentation
大人同,4,Experimentation
大人小朋友,4,Experimentation
大众名牌服饰应有尽有,8,Service
大半天时间,4,Experimentation
大小朋友,8,Service
大暴雨,4,Experimentation
大朋友小朋友,8,Service
大柜子,8,Service
大连,4,Experimentation
大项目,8,Service
天地,8,Service
天花板,4,Experimentation
奥山顶景区,4,Experimentation
奥山顶,8,Service
女儿一起,4,Experimentation
女子学校,8,Service
好的话,4,Experimentation
妖娆多姿,8,Service
姜园,8,Service
孟加拉,8,Service
宗教文化,8,Service
室内空调,8,Service
家林,8,Service
家特别兴奋,4,Experimentation
寸照片,8,Service
小儿科,4,Experimentation
小剧场,8,Service
小印度艺术区,8,Service
小学生,4,Experimentation
小孩子来说,8,Service
小孩子的话,8,Service
小屋,4,Experimentation
小广场,4,Experimentation
小朋友开心,4,Experimentation
小桂林,4,Experimentation
小沙滩,8,Service
小熊猫,8,Service
小的国家,4,Experimentation
小礼物,8,Service
小街,1,Facilities
小鹿,4,Experimentation
少点,8,Service
少,4,Experimentation
尖叫声,4,Experimentation
层高的塔楼顶层,8,Service
岩石峭壁,1,Facilities
差不多一个小时,4,Experimentation
已是,8,Service
已有,8,Service
巴黎,8,Service
平方公里,8,Service
平时人,8,Service
平衡车,8,Service
年票,4,Experimentation
幸福摩天轮,4,Experimentation
座位的未来水世界剧场等,4,Experimentation
建国,8,Service
建议最好,8,Service
异域,8,Service
弹丸之地的新加坡,4,Experimentation
强烈要求,4,Experimentation
当晚,8,Service
往返票,8,Service
得很不错,4,Experimentation
心境,8,Service
志愿者,8,Service
怪物史莱克,4,Experimentation
总体满意,8,Service
意外收获,8,Service
懂英语,8,Service
成人票价,8,Service
我俩,8,Service
我家宝宝,4,Experimentation
所有的动物,8,Service
手册,8,Service
手工艺品店,8,Service
手机拍,8,Service
扶手,4,Experimentation
技能,8,Service
报纸,1,Facilities
拍出的照片,8,Service
搞得,8,Service
摩天轮高,8,Service
收入,8,Service
放松身心,4,Experimentation
政府大楼,8,Service
教堂外观,8,Service
教堂的外观,8,Service
整体效果,4,Experimentation
整点,1,Facilities
文艺的地方,4,Experimentation
文艺范,8,Service
新加坡三个,4,Experimentation
新加坡中央消防局,8,Service
新加坡人口,8,Service
新加坡双螺旋桥,8,Service
新加坡唯一的河流,8,Service
新加坡国庆节,4,Experimentation
新加坡地区,4,Experimentation
新加坡最大的原始森林保护区,8,Service
新加坡最大的鱼尾狮,8,Service
新加坡有名,8,Service
新加坡植物园里,8,Service
新加坡河河畔,8,Service
新加坡河的夜景,4,Experimentation
新加坡消费,8,Service
新加坡独立,4,Experimentation
新加坡的克拉码头,8,Service
新加坡的全貌,8,Service
新加坡的博物馆,8,Service
新加坡的后花园,8,Service
新加坡的夜景真的,8,Service
新加坡的标志物,4,Experimentation
新加坡的红灯区,8,Service
新加坡的网红,8,Service
新加坡的鱼尾狮,8,Service
新加坡穆斯林,8,Service
新加坡空中花园,8,Service
新加坡第二位总督,8,Service
新加坡繁华,8,Service
新加坡红,8,Service
新加坡裕廊飞禽公园,8,Service
新加坡雪城,4,Experimentation
新加坡风光明媚的滨海湾,4,Experimentation
新巴,8,Service
新币的门票,8,Service
旅游项目,8,Service
无处不在,8,Service
无敌海景,4,Experimentation
日光,4,Experimentation
早期华族移民,4,Experimentation
早期移民都是,8,Service
早期移民,8,Service
时光隧道,8,Service
时间差不多,4,Experimentation
晚上的新加坡,4,Experimentation
晚上的时间,4,Experimentation
普通座位,8,Service
景点一般,8,Service
景点来说,8,Service
景色特别,8,Service
晴天的话,4,Experimentation
有效期,4,Experimentation
杂志,4,Experimentation
条鱼,4,Experimentation
来人,8,Service
杯子,1,Facilities
极具活力,4,Experimentation
极具特色,4,Experimentation
构思,8,Service
标记,8,Service
树屋,8,Service
树枝,8,Service
格局,4,Experimentation
桌椅,4,Experimentation
桥墩,8,Service
检票员,8,Service
棕榈谷,8,Service
植物园站,8,Service
植物茂盛,8,Service
植被丰富,8,Service
榴莲剧院,8,Service
樟宜机场溜滑梯,4,Experimentation
歌声,3,Environment and Ambience
歌曲,8,Service
正因为,8,Service
步行上岛,4,Experimentation
步行五分钟,8,Service
死人,8,Service
母亲,8,Service
每个城市,4,Experimentation
每个展馆,8,Service
每个游客,8,Service
每个站,4,Experimentation
每天上午,4,Experimentation
民丹旅游区,4,Experimentation
民族居民,8,Service
民族文化,4,Experimentation
水上滑梯,4,Experimentation
水中的,1,Facilities
水乐园,4,Experimentation
水天,4,Experimentation
水幕激光,4,Experimentation
水深,8,Service
池边,4,Experimentation
沙名胜世界的海滨坊,8,Service
沙岛上也有,8,Service
沙岛真的,4,Experimentation
沙沙滩,8,Service
沙滩文化,4,Experimentation
沙胡姬花园,8,Service
沙酒店,4,Experimentation
河口,4,Experimentation
河对岸,4,Experimentation
油画,8,Service
油鸡饭,4,Experimentation
法会,4,Experimentation
法律,4,Experimentation
波斯湾,8,Service
注意到,8,Service
泳装,4,Experimentation
海峡,8,Service
海洋生物种类繁多,8,Service
海洋馆内,4,Experimentation
海滨花园,4,Experimentation
海滩清澈明亮的海水,4,Experimentation
海豚好可爱,8,Service
海豚湾,8,Service
海豚知识,8,Service
海边的沙滩,8,Service
海鸟,1,Facilities
淋浴间,4,Experimentation
深处,8,Service
渡船,4,Experimentation
湖泊等,8,Service
滑板车,4,Experimentation
滨海中心填海,8,Service
滨海捷运站,8,Service
潮流,8,Service
澳洲,4,Experimentation
激光特效,4,Experimentation
火鸡腿,8,Service
灯光音乐,8,Service
烟火秀,8,Service
热带树木,4,Experimentation
热度,4,Experimentation
热死,8,Service
热闹的时候,4,Experimentation
照明的普通动物园,8,Service
照片贵,4,Experimentation
爱丽丝梦游仙境,8,Service
爱情,4,Experimentation
片鱼鳞,4,Experimentation
牙齿,8,Service
牛车水一带,4,Experimentation
牛车水和小印度,4,Experimentation
特别是云雾林,4,Experimentation
特别赞,4,Experimentation
特殊通道,8,Service
特色景点,8,Service
狮子头,8,Service
猪笼草,8,Service
猫咪,4,Experimentation
猴面包树,4,Experimentation
玩意,8,Service
环球影城的快捷票,4,Experimentation
环球影城门票,8,Service
现代摩天大楼,8,Service
现代美术作品,4,Experimentation
现代都市,8,Service
现状,8,Service
珍珠大厦,4,Experimentation
珠宝,8,Service
球迷的聚集地,4,Experimentation
理想场所,8,Service
用户,8,Service
男子,8,Service
的很用心,4,Experimentation
的很认真,8,Service
皮划艇,8,Service
目前世界,8,Service
直接刷,4,Experimentation
省时间,8,Service
真心快,4,Experimentation
真的一般,8,Service
真的美,8,Service
石子路,4,Experimentation
硬币,8,Service
票也不,8,Service
票真的,8,Service
票过程,4,Experimentation
福建人,8,Service
福音,4,Experimentation
种方式,4,Experimentation
称呼,8,Service
程序,4,Experimentation
程订单,4,Experimentation
空中泳池,8,Service
空中飞人,4,Experimentation
空气也好,8,Service
穿着救生衣,4,Experimentation
窗帘,8,Service
站到,8,Service
竹子,8,Service
笑脸,4,Experimentation
算得上,8,Service
粉丝,8,Service
粤语,8,Service
红树林,4,Experimentation
红绿灯,8,Service
线牛车水站,8,Service
组屋,8,Service
绿色植被,8,Service
美食多,8,Service
老阿姨,8,Service
而今,8,Service
耳朵,8,Service
耶稣,4,Experimentation
肉干,8,Service
育有,8,Service
胃口,4,Experimentation
胆子小,8,Service
背面,8,Service
胸前,4,Experimentation
能见度,4,Experimentation
能量,8,Service
脆弱森林,8,Service
脸上,8,Service
自行车环岛,8,Service
舍利子,4,Experimentation
舒服,8,Service
航线,8,Service
色彩丰富,8,Service
艺术画廊,4,Experimentation
艺术的朋友,8,Service
节庆气氛,8,Service
芝蓄水池,8,Service
