KEYWORD,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,CAT_NAME,ASPECT_CATEGORY,REQUIRE_CONTEXT
好东西,9,4817,,,
好几家,9,4818,,,
好几层,9,4819,,,
好感,9,4820,,,
媒体,9,4821,,,
孩子老人,9,4822,,,
它的美,9,4823,,,
安全感,9,4824,,,
安德鲁,9,4825,,,
安排好,9,4826,,,
实际情况,9,4827,,,
客人才能,9,4828,,,
家具,9,4829,,,
家庭旅游者,9,4830,,,
家庭票,9,4831,,,
寺庙香火,9,4832,,,
将会,9,4833,,,
小地方,9,4834,,,
小家伙,9,4835,,,
小点,9,4836,,,
小的小朋友,9,4837,,,
居民区,9,4838,,,
展品丰富,9,4839,,,
岁多,9,4840,,,
岁小孩,9,4841,,,
岛上的酒店,9,4842,,,
工艺,9,4843,,,
市里,9,4844,,,
年货,9,4845,,,
庙会,9,4846,,,
座公园,9,4847,,,
座新,9,4848,,,
座海拔,9,4849,,,
座观景平台,9,4850,,,
座高,9,4851,,,
异国情调,9,4852,,,
弟弟,9,4853,,,
当地的历史,9,4854,,,
当年英国殖民地时期的样子,9,4855,,,
彭麻麻,9,4856,,,
往后,9,4857,,,
往回,9,4858,,,
往圣,9,4859,,,
待遇,9,4860,,,
心中都会,9,4861,,,
必不可少,9,4862,,,
怪物史瑞克,9,4863,,,
总体来说不错,9,4864,,,
悠闲假期,9,4865,,,
悠闲小街上,9,4866,,,
情操,9,4867,,,
意为,9,4868,,,
成就,9,4869,,,
成都,9,4870,,,
我国,9,4871,,,
我家小朋友,9,4872,,,
手势,9,4873,,,
手套,9,4874,,,
手工艺人,9,4875,,,
手脚,9,4876,,,
手表,9,4877,,,
抵抗力,9,4878,,,
拍,9,4879,,,
效果非常好,9,4880,,,
教堂的初衷,9,4881,,,
教室,9,4882,,,
文化遗产,9,4883,,,
文华,9,4884,,,
新加坡动物园真的,9,4885,,,
新加坡宗教艺术,9,4886,,,
新加坡旅游一定,9,4887,,,
新加坡旅游的人都会,9,4888,,,
新加坡港历史,9,4889,,,
新加坡的中央,9,4890,,,
新加坡的发展史,9,4891,,,
新加坡的夜生活,9,4892,,,
新加坡的最后一天,9,4893,,,
新加坡的标志性建筑物,9,4894,,,
新加坡的牛车水,9,4895,,,
新加坡的科技,9,4896,,,
新加坡的第一天,9,4897,,,
新加坡科学馆,9,4898,,,
新加坡第一天,9,4899,,,
新加坡野生动物园,9,4900,,,
新加坡鸭子船,9,4901,,,
新古典主义风格,9,4902,,,
新地标,9,4903,,,
新鲜空气,9,4904,,,
方便好用,9,4905,,,
旅,9,4906,,,
日落时分,9,4907,,,
日语,9,4908,,,
旧教堂,9,4909,,,
早先,9,4910,,,
早期华人,9,4911,,,
时一定,9,4912,,,
时代感,9,4913,,,
时间少,9,4914,,,
时间的朋友,9,4915,,,
星期六,9,4916,,,
春天,9,4917,,,
昨晚,9,4918,,,
晚上灯火辉煌,9,4919,,,
晚上酒吧,9,4920,,,
景色美丽,9,4921,,,
暑假期间,9,4922,,,
最近几年,9,4923,,,
有一点点,9,4924,,,
有惊无险,9,4925,,,
条小径,9,4926,,,
杯鸡尾酒,9,4927,,,
极速,9,4928,,,
构造,9,4929,,,
标志性的景点,9,4930,,,
树丛,9,4931,,,
核心地带,9,4932,,,
格调,9,4933,,,
桥南路,9,4934,,,
植物园真的,9,4935,,,
植物物种,9,4936,,,
植物的种类,9,4937,,,
植物种类繁多,9,4938,,,
楼房,9,4939,,,
樱花,9,4940,,,
欧美,9,4941,,,
此刻,9,4942,,,
武吉士街,9,4943,,,
每个地方,9,4944,,,
比例,9,4945,,,
比基尼,9,4946,,,
民众,9,4947,,,
水上乐园门票,9,4948,,,
水上乐园项目,9,4949,,,
水上公园,9,4950,,,
水清沙白,9,4951,,,
水源,9,4952,,,
沙滩椅,9,4953,,,
沙滩的南洋风情,9,4954,,,
沙,9,4955,,,
河两岸,9,4956,,,
沿途风景不错,9,4957,,,
泉水,9,4958,,,
洋楼,9,4959,,,
海外客服,9,4960,,,
海洋生物品种,9,4961,,,
海洋馆很适合,9,4962,,,
海滩不错,9,4963,,,
海滩捷运站,9,4964,,,
海豚真的,9,4965,,,
海鳝,9,4966,,,
深夜,9,4967,,,
游乐区,9,4968,,,
游客不算多,9,4969,,,
游客也不,9,4970,,,
游客也可以,9,4971,,,
溪流,9,4972,,,
滑板,9,4973,,,
满眼都是,9,4974,,,
澳大利亚,9,4975,,,
澳门,9,4976,,,
点个赞,9,4977,,,
热带地区,9,4978,,,
热水,9,4979,,,
照相机,9,4980,,,
片刻,9,4981,,,
牛车水站,9,4982,,,
特征,9,4983,,,
特色的博物馆,9,4984,,,
特色酒吧,9,4985,,,
狗狗,9,4986,,,
狮身人面像,9,4987,,,
玩水的地方,9,4988,,,
现场工作人员,9,4989,,,
玻璃冷,9,4990,,,
玻璃房,9,4991,,,
珍稀鱼类,9,4992,,,
現場,9,4993,,,
環球影城,9,4994,,,
生日,9,4995,,,
生起,9,4996,,,
用具,9,4997,,,
电力站艺术,9,4998,,,
男士,9,4999,,,
留言,9,5000,,,
登船,9,5001,,,
的人少,9,5002,,,
的很爽,9,5003,,,
的很详细,9,5004,,,
的很近,9,5005,,,
的话建议,9,5006,,,
皇宫,9,5007,,,
盆友,9,5008,,,
眼目,9,5009,,,
眼里,9,5010,,,
短时间,9,5011,,,
码出票,9,5012,,,
礼堂,9,5013,,,
神话世界,9,5014,,,
票很好,9,5015,,,
票才能,9,5016,,,
票的人,9,5017,,,
票码,9,5018,,,
离谱,9,5019,,,
种类多,9,5020,,,
科幻影集太空堡垒,9,5021,,,
程优先,9,5022,,,
程出票快,9,5023,,,
稍作,9,5024,,,
穆斯塔法中心,9,5025,,,
空气质量,9,5026,,,
穿鞋,9,5027,,,
站,9,5028,,,
童话,9,5029,,,
端的英国碉堡,9,5030,,,
竹类园艺花卉,9,5031,,,
等位,9,5032,,,
等,9,5033,,,
管道,9,5034,,,
箭毒蛙,9,5035,,,
米饭,9,5036,,,
纯白,9,5037,,,
细沙,9,5038,,,
经典景点,9,5039,,,
结果,9,5040,,,
绝对值回票价,9,5041,,,
绿意盎然,9,5042,,,
缆车时,9,5043,,,
缆车直接,9,5044,,,
美仑美奂,9,5045,,,
美元,9,5046,,,
美称,9,5047,,,
美食天堂,9,5048,,,
翅膀,9,5049,,,
而立,9,5050,,,
股浓烈的辣椒气味,9,5051,,,
胆量,9,5052,,,
胡椒蟹,9,5053,,,
脖子,9,5054,,,
自动扶梯,9,5055,,,
航海术,9,5056,,,
航海,9,5057,,,
艘大船,9,5058,,,
色调,9,5059,,,
艺术风格,9,5060,,,
花园城市名不虚传,9,5061,,,
花园景色,9,5062,,,
花柏山上,9,5063,,,
花柏山线,9,5064,,,
花柏山顶,9,5065,,,
花穹一般,9,5066,,,
花车,9,5067,,,
花钟,9,5068,,,
苦力,9,5069,,,
英国殖民地,9,5070,,,
英尺,9,5071,,,
草场,9,5072,,,
莱佛士铜像,9,5073,,,
萝卜糕,9,5074,,,
虫植物,9,5075,,,
蜡像的形式,9,5076,,,
螺旋状,9,5077,,,
街头表演,9,5078,,,
街道干净整洁,9,5079,,,
袋子,9,5080,,,
裤子,9,5081,,,
见闻,9,5082,,,
认知,9,5083,,,
让人眼花缭乱,9,5084,,,
设施很好,9,5085,,,
详细,9,5086,,,
象征新加坡,9,5087,,,
货比三家,9,5088,,,
贵宾席,9,5089,,,
赛事,9,5090,,,
走上,9,5091,,,
走得,9,5092,,,
走时,9,5093,,,
超级,9,5094,,,
越来越多,9,5095,,,
身影,9,5096,,,
身高要求,9,5097,,,
车站编号,9,5098,,,
轮椅,9,5099,,,
过程等资料,9,5100,,,
这么多,9,5101,,,
适合儿童,9,5102,,,
适合旅游,9,5103,,,
选择性,9,5104,,,
通体白色,9,5105,,,
選擇,9,5106,,,
那就一定,9,5107,,,
那次,9,5108,,,
郊游,9,5109,,,
都是大,9,5110,,,
都是老外,9,5111,,,
配上,9,5112,,,
酒店前台,9,5113,,,
采石场,9,5114,,,
重头戏,9,5115,,,
重要的一点,9,5116,,,
野猪,9,5117,,,
金沙酒店附近,9,5118,,,
金沙酒店顶层,9,5119,,,
铜像,9,5120,,,
长度,9,5121,,,
门口处,9,5122,,,
门票贵,9,5123,,,
门票都是,9,5124,,,
门票钱,9,5125,,,
闪电,9,5126,,,
间教堂,9,5127,,,
闹市区,9,5128,,,
阿拉伯风情,9,5129,,,
随从,9,5130,,,
随身携带,9,5131,,,
雨中,9,5132,,,
雾气,9,5133,,,
青少年,9,5134,,,
靓丽的风景线,9,5135,,,
音频,9,5136,,,
项链,9,5137,,,
额外收费,9,5138,,,
風景,9,5139,,,
风俗,9,5140,,,
风格的海滩,9,5141,,,
风格迥异,9,5142,,,
风水,9,5143,,,
餐饮区,9,5144,,,
饮品,9,5145,,,
馆内的海洋生物,9,5146,,,
馒头,9,5147,,,
香蕉,9,5148,,,
马塔海峡,9,5149,,,
马拉巴清真寺,9,5150,,,
马来西亚人,9,5151,,,
马路观音堂,9,5152,,,
驳船,9,5153,,,
高级酒店,9,5154,,,
鳐鱼,9,5155,,,
鸟园,9,5156,,,
鸡饭,9,5157,,,
鹦鹉等动物,9,5158,,,
麻雀虽小,9,5159,,,
麻麻,9,5160,,,
Airport,9,5161,,,
food,9,5162,,,
一件艺术品,8,5163,,,
一元,8,5164,,,
一口,8,5165,,,
一天的地方,8,5166,,,
一层层,8,5167,,,
一点时间,8,5168,,,
一番风情,8,5169,,,
一级棒,8,5170,,,
一群人,8,5171,,,
一群,8,5172,,,
一览圣,8,5173,,,
一阵,8,5174,,,
七点多,8,5175,,,
三个字,8,5176,,,
三个站,8,5177,,,
三五好友,8,5178,,,
三条街,8,5179,,,
上午人,8,5180,,,
上周,8,5181,,,
下坡,8,5182,,,
下次旅游,8,5183,,,
不去也罢,8,5184,,,
不算便宜,8,5185,,,
不适应,8,5186,,,
世界知名,8,5187,,,
东南亚国家,8,5188,,,
两个植物冷,8,5189,,,
两只大熊猫,8,5190,,,
两场灯光秀,8,5191,,,
两天的时间,8,5192,,,
两张照片,8,5193,,,
个主题区,8,5194,,,
个人喜好,8,5195,,,
个噱头,8,5196,,,
个国家,8,5197,,,
个小火车,8,5198,,,
个新鲜,8,5199,,,
中华文化,8,5200,,,
中国人来说,8,5201,,,
中国味,8,5202,,,
中央商务区,8,5203,,,
中文字幕,8,5204,,,
中文火车,8,5205,,,
主打,8,5206,,,
主题的动物园,8,5207,,,
乌节路附近,8,5208,,,
买票便宜,8,5209,,,
买票处,8,5210,,,
了一上午,8,5211,,,
了一份,8,5212,,,
五个区域,8,5213,,,
五彩灯光,8,5214,,,
亚马逊河流,8,5215,,,
交通不便,8,5216,,,
亮眼,8,5217,,,
人一组,8,5218,,,
人人,8,5219,,,
人和谐,8,5220,,,
人工岛,8,5221,,,
仄爪哇,8,5222,,,
以往,8,5223,,,
价格偏高,8,5224,,,
伊势丹,8,5225,,,
伊斯兰,8,5226,,,
休闲游,8,5227,,,
会会,8,5228,,,
位置非常好,8,5229,,,
体育场,8,5230,,,
佛教曼陀罗,8,5231,,,
傍晚以后,8,5232,,,
儿子一起,8,5233,,,
儿子玩得,8,5234,,,
儿童区,8,5235,,,
儿童戏水区,8,5236,,,
光堂,8,5237,,,
全家一起,8,5238,,,
全球的海洋旅程,8,5239,,,
全程都是,8,5240,,,
公仔,8,5241,,,
公园人,8,5242,,,
公园景色,8,5243,,,
公园环境,8,5244,,,
兰芝农场,8,5245,,,
兴都教徒,8,5246,,,
冲绳,8,5247,,,
冷水,8,5248,,,
凉鞋,8,5249,,,
几个馆,8,5250,,,
几条街,8,5251,,,
几遍,8,5252,,,
出片,8,5253,,,
创造力,8,5254,,,
别处,8,5255,,,
前两天,8,5256,,,
力度,8,5257,,,
动物园一般,8,5258,,,
动物园差不多,8,5259,,,
动物园整体,8,5260,,,
动物园隔壁,8,5261,,,
动物感觉,8,5262,,,
动物的夜间,8,5263,,,
北京的海洋馆,8,5264,,,
北京的王府井,8,5265,,,
十点多,8,5266,,,
半价,8,5267,,,
华人社区,8,5268,,,
单位,8,5269,,,
南桥路,8,5270,,,
卡通人物,8,5271,,,
印度商品,8,5272,,,
印度教徒,8,5273,,,
印度教的寺庙,8,5274,,,
印度教的马里安曼兴都庙,8,5275,,,
印度的寺庙,8,5276,,,
印度移民,8,5277,,,
印度色彩,8,5278,,,
印度香料,8,5279,,,
印度香,8,5280,,,
历史故事,8,5281,,,
厘米,8,5282,,,
厦门,8,5283,,,
去得,8,5284,,,
友情,8,5285,,,
双眼,8,5286,,,
双脚,8,5287,,,
双螺旋,8,5288,,,
反光,8,5289,,,
发源地,8,5290,,,
取到,8,5291,,,
变形金刚项目,8,5292,,,
另一个角度,8,5293,,,
各国美食,8,5294,,,
各类美食,8,5295,,,
各色沙滩酒吧,8,5296,,,
名字的由来,8,5297,,,
名片,8,5298,,,
后排,8,5299,,,
后花园,8,5300,,,
听力,8,5301,,,
周末晚上,8,5302,,,
周末的晚上,8,5303,,,
周边的环境,8,5304,,,
咖喱饭,8,5305,,,
品种丰富,8,5306,,,
哺乳动物,8,5307,,,
唯一缺点,8,5308,,,
四季,8,5309,,,
四条,8,5310,,,
园中园,8,5311,,,
国内好,8,5312,,,
国内很少,8,5313,,,
国内真的,8,5314,,,
地方不同,8,5315,,,
地理位置优越,8,5316,,,
地理位置极佳,8,5317,,,
地铁卡,8,5318,,,
地铁坐到,8,5319,,,
地铁站附近,8,5320,,,
地铁蓝线,8,5321,,,
坐在码头,8,5322,,,
城市的新加坡河,8,5323,,,
基本都是英文,8,5324,,,
堤坝,8,5325,,,
壮观景象,8,5326,,,
声响,8,5327,,,
多元的文化,8,5328,,,
多块钱,8,5329,,,
多数人,8,5330,,,
多株植物,8,5331,,,
夜间生物馆,8,5332,,,
大人也可以,8,5333,,,
大人同,8,5334,,,
大人小朋友,8,5335,,,
大众名牌服饰应有尽有,8,5336,,,
大半天时间,8,5337,,,
大小朋友,8,5338,,,
大暴雨,8,5339,,,
大朋友小朋友,8,5340,,,
大柜子,8,5341,,,
大连,8,5342,,,
大项目,8,5343,,,
天地,8,5344,,,
天花板,8,5345,,,
奥山顶景区,8,5346,,,
奥山顶,8,5347,,,
女儿一起,8,5348,,,
女子学校,8,5349,,,
好的话,8,5350,,,
妖娆多姿,8,5351,,,
姜园,8,5352,,,
孟加拉,8,5353,,,
宗教文化,8,5354,,,
室内空调,8,5355,,,
家林,8,5356,,,
家特别兴奋,8,5357,,,
寸照片,8,5358,,,
小儿科,8,5359,,,
小剧场,8,5360,,,
小印度艺术区,8,5361,,,
小学生,8,5362,,,
小孩子来说,8,5363,,,
小孩子的话,8,5364,,,
小屋,8,5365,,,
小广场,8,5366,,,
小朋友开心,8,5367,,,
小桂林,8,5368,,,
小沙滩,8,5369,,,
小熊猫,8,5370,,,
小的国家,8,5371,,,
小礼物,8,5372,,,
小街,8,5373,,,
小鹿,8,5374,,,
少点,8,5375,,,
少,8,5376,,,
尖叫声,8,5377,,,
层高的塔楼顶层,8,5378,,,
岩石峭壁,8,5379,,,
差不多一个小时,8,5380,,,
已是,8,5381,,,
已有,8,5382,,,
巴黎,8,5383,,,
平方公里,8,5384,,,
平时人,8,5385,,,
平衡车,8,5386,,,
年票,8,5387,,,
幸福摩天轮,8,5388,,,
座位的未来水世界剧场等,8,5389,,,
建国,8,5390,,,
建议最好,8,5391,,,
异域,8,5392,,,
弹丸之地的新加坡,8,5393,,,
强烈要求,8,5394,,,
当晚,8,5395,,,
往返票,8,5396,,,
得很不错,8,5397,,,
心境,8,5398,,,
志愿者,8,5399,,,
怪物史莱克,8,5400,,,
总体满意,8,5401,,,
意外收获,8,5402,,,
懂英语,8,5403,,,
成人票价,8,5404,,,
我俩,8,5405,,,
我家宝宝,8,5406,,,
所有的动物,8,5407,,,
手册,8,5408,,,
手工艺品店,8,5409,,,
手机拍,8,5410,,,
扶手,8,5411,,,
技能,8,5412,,,
报纸,8,5413,,,
拍出的照片,8,5414,,,
搞得,8,5415,,,
摩天轮高,8,5416,,,
收入,8,5417,,,
放松身心,8,5418,,,
政府大楼,8,5419,,,
教堂外观,8,5420,,,
教堂的外观,8,5421,,,
整体效果,8,5422,,,
整点,8,5423,,,
文艺的地方,8,5424,,,
文艺范,8,5425,,,
新加坡三个,8,5426,,,
新加坡中央消防局,8,5427,,,
新加坡人口,8,5428,,,
新加坡双螺旋桥,8,5429,,,
新加坡唯一的河流,8,5430,,,
新加坡国庆节,8,5431,,,
新加坡地区,8,5432,,,
新加坡最大的原始森林保护区,8,5433,,,
新加坡最大的鱼尾狮,8,5434,,,
新加坡有名,8,5435,,,
新加坡植物园里,8,5436,,,
新加坡河河畔,8,5437,,,
新加坡河的夜景,8,5438,,,
新加坡消费,8,5439,,,
新加坡独立,8,5440,,,
新加坡的克拉码头,8,5441,,,
新加坡的全貌,8,5442,,,
新加坡的博物馆,8,5443,,,
新加坡的后花园,8,5444,,,
新加坡的夜景真的,8,5445,,,
新加坡的标志物,8,5446,,,
新加坡的红灯区,8,5447,,,
新加坡的网红,8,5448,,,
新加坡的鱼尾狮,8,5449,,,
新加坡穆斯林,8,5450,,,
新加坡空中花园,8,5451,,,
新加坡第二位总督,8,5452,,,
新加坡繁华,8,5453,,,
新加坡红,8,5454,,,
新加坡裕廊飞禽公园,8,5455,,,
新加坡雪城,8,5456,,,
新加坡风光明媚的滨海湾,8,5457,,,
新巴,8,5458,,,
新币的门票,8,5459,,,
旅游项目,8,5460,,,
无处不在,8,5461,,,
无敌海景,8,5462,,,
日光,8,5463,,,
早期华族移民,8,5464,,,
早期移民都是,8,5465,,,
早期移民,8,5466,,,
时光隧道,8,5467,,,
时间差不多,8,5468,,,
晚上的新加坡,8,5469,,,
晚上的时间,8,5470,,,
普通座位,8,5471,,,
景点一般,8,5472,,,
景点来说,8,5473,,,
景色特别,8,5474,,,
晴天的话,8,5475,,,
有效期,8,5476,,,
杂志,8,5477,,,
条鱼,8,5478,,,
来人,8,5479,,,
杯子,8,5480,,,
极具活力,8,5481,,,
极具特色,8,5482,,,
构思,8,5483,,,
标记,8,5484,,,
树屋,8,5485,,,
树枝,8,5486,,,
格局,8,5487,,,
桌椅,8,5488,,,
桥墩,8,5489,,,
检票员,8,5490,,,
棕榈谷,8,5491,,,
植物园站,8,5492,,,
植物茂盛,8,5493,,,
植被丰富,8,5494,,,
榴莲剧院,8,5495,,,
樟宜机场溜滑梯,8,5496,,,
歌声,8,5497,,,
歌曲,8,5498,,,
正因为,8,5499,,,
步行上岛,8,5500,,,
步行五分钟,8,5501,,,
死人,8,5502,,,
母亲,8,5503,,,
每个城市,8,5504,,,
每个展馆,8,5505,,,
每个游客,8,5506,,,
每个站,8,5507,,,
每天上午,8,5508,,,
民丹旅游区,8,5509,,,
民族居民,8,5510,,,
民族文化,8,5511,,,
水上滑梯,8,5512,,,
水中的,8,5513,,,
水乐园,8,5514,,,
水天,8,5515,,,
水幕激光,8,5516,,,
水深,8,5517,,,
池边,8,5518,,,
沙名胜世界的海滨坊,8,5519,,,
沙岛上也有,8,5520,,,
沙岛真的,8,5521,,,
沙沙滩,8,5522,,,
沙滩文化,8,5523,,,
沙胡姬花园,8,5524,,,
沙酒店,8,5525,,,
河口,8,5526,,,
河对岸,8,5527,,,
油画,8,5528,,,
油鸡饭,8,5529,,,
法会,8,5530,,,
法律,8,5531,,,
波斯湾,8,5532,,,
注意到,8,5533,,,
泳装,8,5534,,,
海峡,8,5535,,,
海洋生物种类繁多,8,5536,,,
海洋馆内,8,5537,,,
海滨花园,8,5538,,,
海滩清澈明亮的海水,8,5539,,,
海豚好可爱,8,5540,,,
海豚湾,8,5541,,,
海豚知识,8,5542,,,
海边的沙滩,8,5543,,,
海鸟,8,5544,,,
淋浴间,8,5545,,,
深处,8,5546,,,
渡船,8,5547,,,
湖泊等,8,5548,,,
滑板车,8,5549,,,
滨海中心填海,8,5550,,,
滨海捷运站,8,5551,,,
潮流,8,5552,,,
澳洲,8,5553,,,
激光特效,8,5554,,,
火鸡腿,8,5555,,,
灯光音乐,8,5556,,,
烟火秀,8,5557,,,
热带树木,8,5558,,,
热度,8,5559,,,
热死,8,5560,,,
热闹的时候,8,5561,,,
照明的普通动物园,8,5562,,,
照片贵,8,5563,,,
爱丽丝梦游仙境,8,5564,,,
爱情,8,5565,,,
片鱼鳞,8,5566,,,
牙齿,8,5567,,,
牛车水一带,8,5568,,,
牛车水和小印度,8,5569,,,
特别是云雾林,8,5570,,,
特别赞,8,5571,,,
特殊通道,8,5572,,,
特色景点,8,5573,,,
狮子头,8,5574,,,
猪笼草,8,5575,,,
猫咪,8,5576,,,
猴面包树,8,5577,,,
玩意,8,5578,,,
环球影城的快捷票,8,5579,,,
环球影城门票,8,5580,,,
现代摩天大楼,8,5581,,,
现代美术作品,8,5582,,,
现代都市,8,5583,,,
现状,8,5584,,,
珍珠大厦,8,5585,,,
珠宝,8,5586,,,
球迷的聚集地,8,5587,,,
理想场所,8,5588,,,
用户,8,5589,,,
男子,8,5590,,,
的很用心,8,5591,,,
的很认真,8,5592,,,
皮划艇,8,5593,,,
目前世界,8,5594,,,
直接刷,8,5595,,,
省时间,8,5596,,,
真心快,8,5597,,,
真的一般,8,5598,,,
真的美,8,5599,,,
石子路,8,5600,,,
硬币,8,5601,,,
票也不,8,5602,,,
票真的,8,5603,,,
票过程,8,5604,,,
福建人,8,5605,,,
福音,8,5606,,,
种方式,8,5607,,,
称呼,8,5608,,,
程序,8,5609,,,
程订单,8,5610,,,
空中泳池,8,5611,,,
空中飞人,8,5612,,,
空气也好,8,5613,,,
穿着救生衣,8,5614,,,
窗帘,8,5615,,,
站到,8,5616,,,
竹子,8,5617,,,
笑脸,8,5618,,,
算得上,8,5619,,,
粉丝,8,5620,,,
粤语,8,5621,,,
红树林,8,5622,,,
红绿灯,8,5623,,,
线牛车水站,8,5624,,,
组屋,8,5625,,,
绿色植被,8,5626,,,
美食多,8,5627,,,
老阿姨,8,5628,,,
而今,8,5629,,,
耳朵,8,5630,,,
耶稣,8,5631,,,
肉干,8,5632,,,
育有,8,5633,,,
胃口,8,5634,,,
胆子小,8,5635,,,
背面,8,5636,,,
胸前,8,5637,,,
能见度,8,5638,,,
能量,8,5639,,,
脆弱森林,8,5640,,,
脸上,8,5641,,,
自行车环岛,8,5642,,,
舍利子,8,5643,,,
舒服,8,5644,,,
航线,8,5645,,,
色彩丰富,8,5646,,,
艺术画廊,8,5647,,,
艺术的朋友,8,5648,,,
节庆气氛,8,5649,,,
芝蓄水池,8,5650,,,
花岗岩,8,5651,,,
花豹,8,5652,,,
英国伦敦,8,5653,,,
英国的侨民,8,5654,,,
英语不好,8,5655,,,
荷兰人,8,5656,,,
菩萨,8,5657,,,
落地窗,8,5658,,,
蜻蜓的复眼,8,5659,,,
蟒蛇,8,5660,,,
行政文化区,8,5661,,,
裕华园,8,5662,,,
裕廊飞禽园,8,5663,,,
裙子,8,5664,,,
西乐索沙滩,8,5665,,,
西式,8,5666,,,
要钱,8,5667,,,
规矩,8,5668,,,
让人印象深刻,8,5669,,,
让人惊喜,8,5670,,,
让人目不暇接,8,5671,,,
设施完善,8,5672,,,
设计者,8,5673,,,
豪华酒店,8,5674,,,
财气,8,5675,,,
货品,8,5676,,,
货运码头,8,5677,,,
贵,8,5678,,,
贸易,8,5679,,,
资金,8,5680,,,
赠品,8,5681,,,
走下去,8,5682,,,
超时,8,5683,,,
趣味十足,8,5684,,,
距今,8,5685,,,
距离克拉码头,8,5686,,,
路灯,8,5687,,,
身在其中,8,5688,,,
身旁,8,5689,,,
迄今,8,5690,,,
近,8,5691,,,
这一篇,8,5692,,,
这一趟,8,5693,,,
这段,8,5694,,,
这种船,8,5695,,,
远,8,5696,,,
适合全家一起,8,5697,,,
适合全家亲子游,8,5698,,,
适合老人,8,5699,,,
造型别致,8,5700,,,
遍地,8,5701,,,
道教寺庙,8,5702,,,
避暑胜地,8,5703,,,
邻近岛屿全数,8,5704,,,
都是当地人,8,5705,,,
酒店大楼,8,5706,,,
重量,8,5707,,,
金刚鹦鹉,8,5708,,,
金沙酒店的灯光秀,8,5709,,,
金银首饰,8,5710,,,
错觉,8,5711,,,
锤头鲨,8,5712,,,
长龙,8,5713,,,
门口拍,8,5714,,,
门外,8,5715,,,
门店,8,5716,,,
门楼,8,5717,,,
门票信息,8,5718,,,
门票的价格,8,5719,,,
闲庭,8,5720,,,
阿布,8,5721,,,
附图,8,5722,,,
附近居民,8,5723,,,
集体,8,5724,,,
震感,8,5725,,,
露天餐厅,8,5726,,,
音响效果,8,5727,,,
顶层的无边泳池,8,5728,,,
顶端,8,5729,,,
项目人,8,5730,,,
预算,8,5731,,,
颜值,8,5732,,,
风景美丽,8,5733,,,
飞车,8,5734,,,
餐厅等,8,5735,,,
驾驶杆,8,5736,,,
骨茶,8,5737,,,
高温,8,5738,,,
高空缆车,8,5739,,,
髻鲨等,8,5740,,,
髻鲨,8,5741,,,
鱼尾狮像就坐,8,5742,,,
鱼尾狮像是新加坡,8,5743,,,
鱼尾狮的由来,8,5744,,,
鸟公园,8,5745,,,
鸟类动物园,8,5746,,,
鸟类品种,8,5747,,,
一体的地方,7,5748,,,
一体的电影院,7,5749,,,
一倍,7,5750,,,
一去的动物园,7,5751,,,
一套,7,5752,,,
一家四口,7,5753,,,
一家子,7,5754,,,
一家酒吧,7,5755,,,
一整天的地方,7,5756,,,
一整天的时间,7,5757,,,
一旁,7,5758,,,
一次旅游,7,5759,,,
一番味道,7,5760,,,
一番景色,7,5761,,,
一种不错,7,5762,,,
一种异样的气氛,7,5763,,,
一米,7,5764,,,
一般的动物园,7,5765,,,
一览新加坡,7,5766,,,
一辈子,7,5767,,,
七个,7,5768,,,
三个各具特色的海滩,7,5769,,,
三种,7,5770,,,
三趟,7,5771,,,
上空,7,5772,,,
下一个,7,5773,,,
不仅如此,7,5774,,,
不住金沙,7,5775,,,
不少钱,7,5776,,,
不经意间,7,5777,,,
世界上首个艺术科学,7,5778,,,
世界昆虫馆,7,5779,,,
东南亚的美术作品,7,5780,,,
东西真的,7,5781,,,
两个字,7,5782,,,
两个孩子共同,7,5783,,,
两岸的风景,7,5784,,,
两岸绝伦,7,5785,,,
两座金黄色的大圆顶,7,5786,,,
两排,7,5787,,,
两条缆车线,7,5788,,,
两边都是彩绘的小楼,7,5789,,,
两颗大,7,5790,,,
个别项目,7,5791,,,
个园,7,5792,,,
个地标,7,5793,,,
个大型,7,5794,,,
个展厅,7,5795,,,
个展馆,7,5796,,,
个很好,7,5797,,,
个站,7,5798,,,
个薄,7,5799,,,
中午时间,7,5800,,,
中国寺庙,7,5801,,,
中国特色的东西,7,5802,,,
中央商业区,7,5803,,,
中央锡克庙,7,5804,,,
中文场,7,5805,,,
中餐馆,7,5806,,,
丹戎,7,5807,,,
主义,7,5808,,,
主干道,7,5809,,,
主题区,7,5810,,,
主题景点,7,5811,,,
主食,7,5812,,,
乌节路商场,7,5813,,,
书店,7,5814,,,
了解到新加坡,7,5815,,,
事后,7,5816,,,
事情装傻充,7,5817,,,
二次票,7,5818,,,
云霄飞车,7,5819,,,
亚曼兴都庙,7,5820,,,
些时间,7,5821,,,
交融,7,5822,,,
亲子家庭,7,5823,,,
亲子旅游,7,5824,,,
亲子游的话,7,5825,,,
亲子项目,7,5826,,,
人口,7,5827,,,
人和,7,5828,,,
人品,7,5829,,,
人手,7,5830,,,
人暴多,7,5831,,,
人间天堂,7,5832,,,
从前,7,5833,,,
令人满意,7,5834,,,
以后一定,7,5835,,,
价格优势,7,5836,,,
价格公道,7,5837,,,
价格的话,7,5838,,,
价格较贵,7,5839,,,
价格高,7,5840,,,
任何人,7,5841,,,
任务,7,5842,,,
