"TEXT","COUNT","SENTIMENT_KEYWORD_AGG_INDEX","ASPECT_CATEGORY_NAME","ASPECT_CATEGORY","REQUIRE_CONTEXT"
"蜡像的形式",9,5076,"Sightseeing",,
"螺旋状",9,5077,"NA",,
"街头表演",9,5078,"Activities",,
"街道干净整洁",9,5079,"Environment and Ambiance",,
"袋子",9,5080,"NA",,
"裤子",9,5081,"NA",,
"见闻",9,5082,"NA",,
"认知",9,5083,"NA",,
"让人眼花缭乱",9,5084,"Experience",,
"设施很好",9,5085,"Facilities",,
"详细",9,5086,"NA",,
"象征新加坡",9,5087,"NA",,
"货比三家",9,5088,"Shopping",,
"贵宾席",9,5089,"NA",,
"赛事",9,5090,"Activities",,
"走上",9,5091,"NA",,
"走得",9,5092,"NA",,
"走时",9,5093,"NA",,
"超级",9,5094,"NA",,
"越来越多",9,5095,"NA",,
"身影",9,5096,"NA",,
"身高要求",9,5097,"NA",,
"车站编号",9,5098,"Transportation and Accessibility",,
"轮椅",9,5099,"Facilities",,
"过程等资料",9,5100,"NA",,
"这么多",9,5101,"NA",,
"适合儿童",9,5102,"Family/Children family/Friends",,
"适合旅游",9,5103,"NA",,
"选择性",9,5104,"NA",,
"通体白色",9,5105,"NA",,
"選擇",9,5106,"NA",,
"那就一定",9,5107,"NA",,
"那次",9,5108,"NA",,
"郊游",9,5109,"Activities",,
"都是大",9,5110,"NA",,
"都是老外",9,5111,"NA",,
"配上",9,5112,"NA",,
"酒店前台",9,5113,"Service",,1
"采石场",9,5114,"NA",,
"重头戏",9,5115,"NA",,1
"重要的一点",9,5116,"NA",,
"野猪",9,5117,"NA",,
"金沙酒店附近",9,5118,"Transportation and Accessibility",,
"金沙酒店顶层",9,5119,"NA",,
"铜像",9,5120,"Sightseeing",,
"长度",9,5121,"NA",,
"门口处",9,5122,"Transportation and Accessibility",,
"门票贵",9,5123,"Transportation and Accessibility",,
"门票都是",9,5124,"Transportation and Accessibility",,
"门票钱",9,5125,"Transportation and Accessibility",,
"闪电",9,5126,"NA",,
"间教堂",9,5127,"NA",,
"闹市区",9,5128,"Shopping",,1
"阿拉伯风情",9,5129,"Arts and Culture",,
"随从",9,5130,"NA",,
"随身携带",9,5131,"NA",,
"雨中",9,5132,"Environment and Ambiance",,
"雾气",9,5133,"Environment and Ambiance",,
"青少年",9,5134,"Family/Children family/Friends",,
"靓丽的风景线",9,5135,"Sightseeing",,
"音频",9,5136,"NA",,
"项链",9,5137,"Shopping",,1
"额外收费",9,5138,"Price",,
"風景",9,5139,"Sightseeing",,
"风俗",9,5140,"Arts and Culture",,
"风格的海滩",9,5141,"Environment and Ambiance",,
"风格迥异",9,5142,"NA",,
"风水",9,5143,"NA",,
"餐饮区",9,5144,"F&B",,
"饮品",9,5145,"F&B",,
"馆内的海洋生物",9,5146,"Sightseeing",,
"馒头",9,5147,"F&B",,
"香蕉",9,5148,"F&B",,
"马塔海峡",9,5149,"NA",,
"马拉巴清真寺",9,5150,"POI/Places",,
"马来西亚人",9,5151,"NA",,
"马路观音堂",9,5152,"POI/Places",,
"驳船",9,5153,"NA",,
"高级酒店",9,5154,"NA",,
"鳐鱼",9,5155,"Sightseeing",,
"鸟园",9,5156,"NA",,1
"鸡饭",9,5157,"F&B",,
"鹦鹉等动物",9,5158,"Sightseeing",,
"麻雀虽小",9,5159,"NA",,
"麻麻",9,5160,"Family/Children family/Friends",,1
"Airport",9,5161,"POI/Places",,
"food",9,5162,"F&B",,
"一件艺术品",8,5163,"Arts and Culture",,1
"一元",8,5164,"Price",,
"一口",8,5165,"F&B",,
"一天的地方",8,5166,"NA",,
"一层层",8,5167,"NA",,
"一点时间",8,5168,"NA",,
"一番风情",8,5169,"Arts and Culture",,
"一级棒",8,5170,"Experience",,
"一群人",8,5171,"NA",,
"一群",8,5172,"NA",,
"一览圣",8,5173,"NA",,
"一阵",8,5174,"NA",,
"七点多",8,5175,"NA",,
"三个字",8,5176,"NA",,
"三个站",8,5177,"Transportation and Accessibility",,
"三五好友",8,5178,"Family/Children family/Friends",,
"三条街",8,5179,"NA",,
"上午人",8,5180,"NA",,
"上周",8,5181,"NA",,
"下坡",8,5182,"NA",,
"下次旅游",8,5183,"NA",,
"不去也罢",8,5184,"Experience",,1
"不算便宜",8,5185,"Price",,
"不适应",8,5186,"NA",,
"世界知名",8,5187,"NA",,
"东南亚国家",8,5188,"NA",,
"两个植物冷",8,5189,"Sightseeing",,
"两只大熊猫",8,5190,"Sightseeing",,
"两场灯光秀",8,5191,"Sightseeing",,
"两天的时间",8,5192,"NA",,
"两张照片",8,5193,"Sightseeing",,
"个主题区",8,5194,"NA",,
"个人喜好",8,5195,"NA",,
"个噱头",8,5196,"NA",,
"个国家",8,5197,"NA",,
"个小火车",8,5198,"Transportation and Accessibility",,1
"个新鲜",8,5199,"NA",,
"中华文化",8,5200,"Arts and Culture",,
"中国人来说",8,5201,"NA",,
"中国味",8,5202,"Arts and Culture",,1
"中央商务区",8,5203,"Sightseeing",,
"中文字幕",8,5204,"NA",,
"中文火车",8,5205,"Service",,1
"主打",8,5206,"NA",,
"主题的动物园",8,5207,"Sightseeing",,
"乌节路附近",8,5208,"Transportation and Accessibility",,
"买票便宜",8,5209,"Transportation and Accessibility",,
"买票处",8,5210,"Transportation and Accessibility",,
"了一上午",8,5211,"NA",,
"了一份",8,5212,"NA",,
"五个区域",8,5213,"NA",,
"五彩灯光",8,5214,"Sightseeing",,
"亚马逊河流",8,5215,"NA",,
"交通不便",8,5216,"Transportation and Accessibility",,
"亮眼",8,5217,"NA",,
"人一组",8,5218,"NA",,
"人人",8,5219,"NA",,
"人和谐",8,5220,"NA",,
"人工岛",8,5221,"NA",,
"仄爪哇",8,5222,"NA",,
"以往",8,5223,"NA",,
"价格偏高",8,5224,"Price",,
"伊势丹",8,5225,"Shopping",,
"伊斯兰",8,5226,"NA",,
"休闲游",8,5227,"NA",,
"会会",8,5228,"NA",,
"位置非常好",8,5229,"Transportation and Accessibility",,1
"体育场",8,5230,"POI/Places",,1
"佛教曼陀罗",8,5231,"NA",,
"傍晚以后",8,5232,"NA",,
"儿子一起",8,5233,"Family/Children family/Friends",,
"儿子玩得",8,5234,"Family/Children family/Friends",,
"儿童区",8,5235,"Facilities",,
"儿童戏水区",8,5236,"Facilities",,
"光堂",8,5237,"NA",,
"全家一起",8,5238,"Family/Children family/Friends",,
"全球的海洋旅程",8,5239,"NA",,
"全程都是",8,5240,"NA",,
"公仔",8,5241,"NA",,
"公园人",8,5242,"NA",,
"公园景色",8,5243,"Sightseeing",,
"公园环境",8,5244,"Environment and Ambiance",,
"兰芝农场",8,5245,"NA",,
"兴都教徒",8,5246,"NA",,
"冲绳",8,5247,"NA",,
"冷水",8,5248,"NA",,
"凉鞋",8,5249,"NA",,
"几个馆",8,5250,"Facilities",,
"几条街",8,5251,"Transportation and Accessibility",,
"几遍",8,5252,"NA",,
"出片",8,5253,"Sightseeing",,
"创造力",8,5254,"NA",,
"别处",8,5255,"NA",,
"前两天",8,5256,"NA",,
"力度",8,5257,"NA",,
"动物园一般",8,5258,"POI/Places",,
"动物园差不多",8,5259,"POI/Places",,
"动物园整体",8,5260,"POI/Places",,
"动物园隔壁",8,5261,"Transportation and Accessibility",,
"动物感觉",8,5262,"Sightseeing",,
"动物的夜间",8,5263,"Sightseeing",,
"北京的海洋馆",8,5264,"NA",,
"北京的王府井",8,5265,"NA",,
"十点多",8,5266,"NA",,
"半价",8,5267,"Price",,
"华人社区",8,5268,"NA",,
"单位",8,5269,"NA",,
"南桥路",8,5270,"Transportation and Accessibility",,
"卡通人物",8,5271,"NA",,
"印度商品",8,5272,"Shopping",,
"印度教徒",8,5273,"NA",,
"印度教的寺庙",8,5274,"NA",,
"印度教的马里安曼兴都庙",8,5275,"POI/Places",,
"印度的寺庙",8,5276,"NA",,
"印度移民",8,5277,"NA",,
"印度色彩",8,5278,"NA",,
"印度香料",8,5279,"F&B",,1
"印度香",8,5280,"NA",,
"历史故事",8,5281,"Arts and Culture",,
"厘米",8,5282,"NA",,
"厦门",8,5283,"NA",,
"去得",8,5284,"NA",,
"友情",8,5285,"NA",,
"双眼",8,5286,"NA",,
"双脚",8,5287,"NA",,
"双螺旋",8,5288,"NA",,
"反光",8,5289,"NA",,
"发源地",8,5290,"Arts and Culture",,
"取到",8,5291,"NA",,
"变形金刚项目",8,5292,"Activities",,
"另一个角度",8,5293,"NA",,
"各国美食",8,5294,"F&B",,
"各类美食",8,5295,"F&B",,
"各色沙滩酒吧",8,5296,"F&B",,
"名字的由来",8,5297,"NA",,
"名片",8,5298,"NA",,
"后排",8,5299,"NA",,
"后花园",8,5300,"Sightseeing",,1
"听力",8,5301,"NA",,
"周末晚上",8,5302,"NA",,
"周末的晚上",8,5303,"NA",,
"周边的环境",8,5304,"Environment and Ambiance",,
"咖喱饭",8,5305,"F&B",,
"品种丰富",8,5306,"Sightseeing",,
"哺乳动物",8,5307,"Sightseeing",,
"唯一缺点",8,5308,"NA",,
"四季",8,5309,"NA",,
"四条",8,5310,"NA",,
"园中园",8,5311,"Sightseeing",,
"国内好",8,5312,"Experience",,1
"国内很少",8,5313,"Experience",,1
"国内真的",8,5314,"Experience",,1
"地方不同",8,5315,"NA",,
"地理位置优越",8,5316,"Transportation and Accessibility",,
"地理位置极佳",8,5317,"Transportation and Accessibility",,
"地铁卡",8,5318,"Transportation and Accessibility",,
"地铁坐到",8,5319,"Transportation and Accessibility",,
"地铁站附近",8,5320,"Transportation and Accessibility",,
"地铁蓝线",8,5321,"Transportation and Accessibility",,
"坐在码头",8,5322,"Sightseeing",,
"城市的新加坡河",8,5323,"POI/Places",,1
"基本都是英文",8,5324,"Service",,1
"堤坝",8,5325,"Sightseeing",,
"壮观景象",8,5326,"Sightseeing",,
"声响",8,5327,"NA",,
"多元的文化",8,5328,"Arts and Culture",,
"多块钱",8,5329,"Price",,
"多数人",8,5330,"NA",,
"多株植物",8,5331,"Sightseeing",,
"夜间生物馆",8,5332,"Sightseeing",,
"大人也可以",8,5333,"Family/Children family/Friends",,
"大人同",8,5334,"Family/Children family/Friends",,
"大人小朋友",8,5335,"Family/Children family/Friends",,
"大众名牌服饰应有尽有",8,5336,"Shopping",,
"大半天时间",8,5337,"NA",,
"大小朋友",8,5338,"Shopping",,
"大暴雨",8,5339,"Environment and Ambiance",,
"大朋友小朋友",8,5340,"Family/Children family/Friends",,
"大柜子",8,5341,"Facilities",,
"大连",8,5342,"NA",,
"大项目",8,5343,"Activities",,1
"天地",8,5344,"NA",,
"天花板",8,5345,"NA",,
"奥山顶景区",8,5346,"POI/Places",,
"奥山顶",8,5347,"NA",,
"女儿一起",8,5348,"Family/Children family/Friends",,
"女子学校",8,5349,"NA",,
"好的话",8,5350,"NA",,
"妖娆多姿",8,5351,"NA",,1
"姜园",8,5352,"F&B",,
"孟加拉",8,5353,"NA",,
"宗教文化",8,5354,"Arts and Culture",,
"室内空调",8,5355,"Environment and Ambiance",,
"家林",8,5356,"NA",,
"家特别兴奋",8,5357,"NA",,
"寸照片",8,5358,"NA",,
"小儿科",8,5359,"NA",,
"小剧场",8,5360,"NA",,
"POI",8,5361,"POI/Places",,
"小学生",8,5362,"NA",,
"小孩子来说",8,5363,"Family/Children family/Friends",,
"小孩子的话",8,5364,"Family/Children family/Friends",,
"小屋",8,5365,"NA",,
"小广场",8,5366,"Sightseeing",,
"小朋友开心",8,5367,"Family/Children family/Friends",,
"小桂林",8,5368,"Sightseeing",,
"小沙滩",8,5369,"Environment and Ambiance",,
"小熊猫",8,5370,"Sightseeing",,
"小的国家",8,5371,"NA",,
"小礼物",8,5372,"Shopping",,
"小街",8,5373,"Transportation and Accessibility",,
"小鹿",8,5374,"Sightseeing",,
"少点",8,5375,"NA",,
"少",8,5376,"NA",,
"尖叫声",8,5377,"NA",,
"层高的塔楼顶层",8,5378,"NA",,
"岩石峭壁",8,5379,"NA",,
"差不多一个小时",8,5380,"NA",,
"已是",8,5381,"NA",,
"已有",8,5382,"NA",,
"巴黎",8,5383,"NA",,
"平方公里",8,5384,"NA",,
"平时人",8,5385,"NA",,
"平衡车",8,5386,"NA",,
"年票",8,5387,"Transportation and Accessibility",,
"幸福摩天轮",8,5388,"Sightseeing",,1
"座位的未来水世界剧场等",8,5389,"Activities",,
"建国",8,5390,"NA",,
"建议最好",8,5391,"NA",,
"异域",8,5392,"NA",,
"弹丸之地的新加坡",8,5393,"NA",,
"强烈要求",8,5394,"NA",,
"当晚",8,5395,"NA",,
"往返票",8,5396,"Transportation and Accessibility",,
"得很不错",8,5397,"Experience",,
"心境",8,5398,"NA",,
"志愿者",8,5399,"NA",,
"怪物史莱克",8,5400,"Activities",,
"总体满意",8,5401,"Experience",,
"意外收获",8,5402,"Experience",,
"懂英语",8,5403,"NA",,
"成人票价",8,5404,"Transportation and Accessibility",,
"我俩",8,5405,"NA",,
"我家宝宝",8,5406,"Family/Children family/Friends",,
"所有的动物",8,5407,"Sightseeing",,
"手册",8,5408,"NA",,
"手工艺品店",8,5409,"Shopping",,
"手机拍",8,5410,"Sightseeing",,
"扶手",8,5411,"Facilities",,
"技能",8,5412,"NA",,
"报纸",8,5413,"NA",,
"拍出的照片",8,5414,"Sightseeing",,
"搞得",8,5415,"NA",,
"摩天轮高",8,5416,"POI/Places",,
"收入",8,5417,"NA",,
"放松身心",8,5418,"NA",,
"政府大楼",8,5419,"NA",,
"教堂外观",8,5420,"NA",,
"教堂的外观",8,5421,"NA",,
"整体效果",8,5422,"NA",,
"整点",8,5423,"NA",,
"文艺的地方",8,5424,"POI/Places",,
"文艺范",8,5425,"Experience",,
"新加坡三个",8,5426,"NA",,
"新加坡中央消防局",8,5427,"POI/Places",,
"新加坡人口",8,5428,"NA",,
"新加坡双螺旋桥",8,5429,"POI/Places",,
"新加坡唯一的河流",8,5430,"NA",,
"新加坡国庆节",8,5431,"NA",,
"新加坡地区",8,5432,"NA",,
"新加坡最大的原始森林保护区",8,5433,"Sightseeing",,
"新加坡最大的鱼尾狮",8,5434,"Sightseeing",,
"新加坡有名",8,5435,"NA",,
"新加坡植物园里",8,5436,"POI/Places",,
"新加坡河河畔",8,5437,"POI/Places",,
"新加坡河的夜景",8,5438,"POI/Places",,
"新加坡消费",8,5439,"Shopping",,1
"新加坡独立",8,5440,"NA",,
"新加坡的克拉码头",8,5441,"POI/Places",,
"新加坡的全貌",8,5442,"NA",,
"新加坡的博物馆",8,5443,"Sightseeing",,
"新加坡的后花园",8,5444,"NA",,
"新加坡的夜景真的",8,5445,"Sightseeing",,
"新加坡的标志物",8,5446,"Sightseeing",,
"新加坡的红灯区",8,5447,"POI/Places",,1
"新加坡的网红",8,5448,"Sightseeing",,1
"新加坡的鱼尾狮",8,5449,"Sightseeing",,
"新加坡穆斯林",8,5450,"NA",,
"新加坡空中花园",8,5451,"Sightseeing",,
"新加坡第二位总督",8,5452,"NA",,
"新加坡繁华",8,5453,"NA",,
"新加坡红",8,5454,"NA",,
"新加坡裕廊飞禽公园",8,5455,"POI/Places",,
"新加坡雪城",8,5456,"POI/Places",,
"新加坡风光明媚的滨海湾",8,5457,"POI/Places",,
"新巴",8,5458,"NA",,
"新币的门票",8,5459,"Transportation and Accessibility",,
"旅游项目",8,5460,"NA",,
"无处不在",8,5461,"NA",,
"无敌海景",8,5462,"Sightseeing",,
"日光",8,5463,"Environment and Ambiance",,
"早期华族移民",8,5464,"NA",,
"早期移民都是",8,5465,"NA",,
"早期移民",8,5466,"NA",,
"时光隧道",8,5467,"NA",,
"时间差不多",8,5468,"NA",,
"晚上的新加坡",8,5469,"NA",,
"晚上的时间",8,5470,"NA",,
"普通座位",8,5471,"NA",,
"景点一般",8,5472,"POI/Places",,
"景点来说",8,5473,"POI/Places",,
"景色特别",8,5474,"Sightseeing",,
"晴天的话",8,5475,"Environment and Ambiance",,
"有效期",8,5476,"NA",,
"杂志",8,5477,"NA",,
"条鱼",8,5478,"Sightseeing",,
"来人",8,5479,"NA",,
"杯子",8,5480,"F&B",,
"极具活力",8,5481,"Experience",,1
"极具特色",8,5482,"Arts and Culture",,
"构思",8,5483,"NA",,
"标记",8,5484,"NA",,
"树屋",8,5485,"Sightseeing",,
"树枝",8,5486,"NA",,
"格局",8,5487,"NA",,
"桌椅",8,5488,"Facilities",,
"桥墩",8,5489,"Facilities",,
"检票员",8,5490,"Service",,
"棕榈谷",8,5491,"Sightseeing",,1
"植物园站",8,5492,"Transportation and Accessibility",,
"植物茂盛",8,5493,"Sightseeing",,
"植被丰富",8,5494,"Sightseeing",,
"榴莲剧院",8,5495,"POI/Places",,
"樟宜机场溜滑梯",8,5496,"Activities",,
"歌声",8,5497,"NA",,
"歌曲",8,5498,"NA",,
"正因为",8,5499,"NA",,
"步行上岛",8,5500,"Transportation and Accessibility",,
"步行五分钟",8,5501,"Transportation and Accessibility",,
"死人",8,5502,"NA",,
"母亲",8,5503,"Family/Children family/Friends",,1
"每个城市",8,5504,"NA",,
"每个展馆",8,5505,"Facilities",,
"每个游客",8,5506,"NA",,
"每个站",8,5507,"Transportation and Accessibility",,
"每天上午",8,5508,"NA",,
"民丹旅游区",8,5509,"POI/Places",,
"民族居民",8,5510,"NA",,
"民族文化",8,5511,"Arts and Culture",,
"水上滑梯",8,5512,"Activities",,
"水中的",8,5513,"NA",,
"水乐园",8,5514,"Sightseeing",,
"水天",8,5515,"NA",,
"水幕激光",8,5516,"Activities",,
"水深",8,5517,"NA",,
"池边",8,5518,"Facilities",,
"沙名胜世界的海滨坊",8,5519,"POI/Places",,
"沙岛上也有",8,5520,"NA",,
"沙岛真的",8,5521,"NA",,
"沙沙滩",8,5522,"Environment and Ambiance",,
"沙滩文化",8,5523,"Arts and Culture",,
"沙胡姬花园",8,5524,"Sightseeing",,
"沙酒店",8,5525,"NA",,1
"河口",8,5526,"NA",,
"河对岸",8,5527,"NA",,
"油画",8,5528,"Arts and Culture",,
"油鸡饭",8,5529,"F&B",,
"法会",8,5530,"NA",,
"法律",8,5531,"NA",,
"波斯湾",8,5532,"NA",,
"注意到",8,5533,"NA",,
"泳装",8,5534,"NA",,
"海峡",8,5535,"NA",,
"海洋生物种类繁多",8,5536,"Sightseeing",,
"海洋馆内",8,5537,"POI/Places",,
"海滨花园",8,5538,"POI/Places",,
"海滩清澈明亮的海水",8,5539,"Environment and Ambiance",,
"海豚好可爱",8,5540,"Sightseeing",,
"海豚湾",8,5541,"Sightseeing",,
"海豚知识",8,5542,"Sightseeing",,
"海边的沙滩",8,5543,"Environment and Ambiance",,
"海鸟",8,5544,"Sightseeing",,1
"淋浴间",8,5545,"Facilities",,
"深处",8,5546,"NA",,
"渡船",8,5547,"NA",,
"湖泊等",8,5548,"Sightseeing",,
"滑板车",8,5549,"Activities",,
"滨海中心填海",8,5550,"NA",,
"滨海捷运站",8,5551,"Transportation and Accessibility",,
"潮流",8,5552,"NA",,
"澳洲",8,5553,"NA",,
"激光特效",8,5554,"NA",,
"火鸡腿",8,5555,"F&B",,
"灯光音乐",8,5556,"NA",,
"烟火秀",8,5557,"Sightseeing",,
"热带树木",8,5558,"Sightseeing",,
"热度",8,5559,"NA",,
"热死",8,5560,"Environment and Ambiance",,
"热闹的时候",8,5561,"NA",,
"照明的普通动物园",8,5562,"POI/Places",,
"照片贵",8,5563,"Activities",,1
"爱丽丝梦游仙境",8,5564,"NA",,
"爱情",8,5565,"NA",,
"片鱼鳞",8,5566,"NA",,
"牙齿",8,5567,"NA",,
"牛车水一带",8,5568,"POI/Places",,
"牛车水和小印度",8,5569,"POI/Places",,
"特别是云雾林",8,5570,"POI/Places",,
"特别赞",8,5571,"Experience",,
"特殊通道",8,5572,"Facilities",,
"特色景点",8,5573,"Sightseeing",,
"狮子头",8,5574,"F&B",,
"猪笼草",8,5575,"Sightseeing",,
"猫咪",8,5576,"NA",,
"猴面包树",8,5577,"Sightseeing",,
"玩意",8,5578,"NA",,
"环球影城的快捷票",8,5579,"Transportation and Accessibility",,
"环球影城门票",8,5580,"Transportation and Accessibility",,
"现代摩天大楼",8,5581,"Facilities",,
"现代美术作品",8,5582,"Sightseeing",,1
"现代都市",8,5583,"Environment and Ambiance",,
"现状",8,5584,"NA",,
"珍珠大厦",8,5585,"POI/Places",,
"珠宝",8,5586,"Shopping",,1
"球迷的聚集地",8,5587,"NA",,
"理想场所",8,5588,"NA",,
"用户",8,5589,"NA",,
"男子",8,5590,"NA",,
"的很用心",8,5591,"Service",,
"的很认真",8,5592,"Service",,
"皮划艇",8,5593,"Activities",,
"目前世界",8,5594,"NA",,
"直接刷",8,5595,"NA",,
"省时间",8,5596,"NA",,
"真心快",8,5597,"Experience",,
"真的一般",8,5598,"Experience",,
"真的美",8,5599,"Experience",,
"石子路",8,5600,"Transportation and Accessibility",,1
"硬币",8,5601,"NA",,
"票也不",8,5602,"Transportation and Accessibility",,1
"票真的",8,5603,"Transportation and Accessibility",,1
"票过程",8,5604,"Transportation and Accessibility",,1
"福建人",8,5605,"NA",,
"福音",8,5606,"NA",,
"种方式",8,5607,"NA",,
"称呼",8,5608,"NA",,
"程序",8,5609,"NA",,
"程订单",8,5610,"NA",,
"空中泳池",8,5611,"Facilities",,
"空中飞人",8,5612,"NA",,
"空气也好",8,5613,"Environment and Ambiance",,
"穿着救生衣",8,5614,"Service",,
"窗帘",8,5615,"NA",,
"站到",8,5616,"NA",,
"竹子",8,5617,"Sightseeing",,
"笑脸",8,5618,"NA",,
"算得上",8,5619,"NA",,
"粉丝",8,5620,"NA",,1
"粤语",8,5621,"NA",,
"红树林",8,5622,"Sightseeing",,
"红绿灯",8,5623,"Facilities",,1
"线牛车水站",8,5624,"Transportation and Accessibility",,
"组屋",8,5625,"NA",,
"绿色植被",8,5626,"Sightseeing",,
"美食多",8,5627,"F&B",,
"老阿姨",8,5628,"NA",,
"而今",8,5629,"NA",,
"耳朵",8,5630,"NA",,
"耶稣",8,5631,"NA",,
"肉干",8,5632,"F&B",,1
"育有",8,5633,"NA",,
"胃口",8,5634,"F&B",,
"胆子小",8,5635,"NA",,
"背面",8,5636,"NA",,
"胸前",8,5637,"NA",,
"能见度",8,5638,"NA",,
"能量",8,5639,"NA",,
"脆弱森林",8,5640,"NA",,
"脸上",8,5641,"NA",,
"自行车环岛",8,5642,"Activities",,
"舍利子",8,5643,"Sightseeing",,
"舒服",8,5644,"Experience",,
"航线",8,5645,"Transportation and Accessibility",,
"色彩丰富",8,5646,"NA",,
"艺术画廊",8,5647,"Arts and Culture",,
"艺术的朋友",8,5648,"NA",,
"节庆气氛",8,5649,"Experience",,
"芝蓄水池",8,5650,"POI/Places",,
"花岗岩",8,5651,"NA",,
"花豹",8,5652,"Sightseeing",,
"英国伦敦",8,5653,"NA",,
"英国的侨民",8,5654,"NA",,
"英语不好",8,5655,"NA",,
"荷兰人",8,5656,"NA",,
"菩萨",8,5657,"NA",,
"落地窗",8,5658,"NA",,
"蜻蜓的复眼",8,5659,"NA",,
"蟒蛇",8,5660,"Sightseeing",,
"行政文化区",8,5661,"NA",,
"裕华园",8,5662,"POI/Places",,
"裕廊飞禽园",8,5663,"POI/Places",,
"裙子",8,5664,"NA",,
"西乐索沙滩",8,5665,"POI/Places",,
"西式",8,5666,"NA",,
"要钱",8,5667,"Price",,
"规矩",8,5668,"NA",,
"让人印象深刻",8,5669,"Experience",,
"让人惊喜",8,5670,"Experience",,
"让人目不暇接",8,5671,"Experience",,
"设施完善",8,5672,"Facilities",,
"设计者",8,5673,"NA",,
"豪华酒店",8,5674,"NA",,
"财气",8,5675,"NA",,
"货品",8,5676,"Shopping",,1
"货运码头",8,5677,"NA",,
"贵",8,5678,"Price",,
"贸易",8,5679,"NA",,
"资金",8,5680,"NA",,
"赠品",8,5681,"Shopping",,
"走下去",8,5682,"NA",,
"超时",8,5683,"NA",,
"趣味十足",8,5684,"Experience",,
"距今",8,5685,"NA",,
"距离克拉码头",8,5686,"Transportation and Accessibility",,
"路灯",8,5687,"Facilities",,
"身在其中",8,5688,"NA",,
"身旁",8,5689,"NA",,
"迄今",8,5690,"NA",,
"近",8,5691,"Transportation and Accessibility",,1
"这一篇",8,5692,"NA",,
"这一趟",8,5693,"NA",,
"这段",8,5694,"NA",,
"这种船",8,5695,"NA",,
"远",8,5696,"Transportation and Accessibility",,
"适合全家一起",8,5697,"Family/Children family/Friends",,
"适合全家亲子游",8,5698,"Family/Children family/Friends",,
"适合老人",8,5699,"Family/Children family/Friends",,
"造型别致",8,5700,"NA",,
"遍地",8,5701,"NA",,
"道教寺庙",8,5702,"NA",,
"避暑胜地",8,5703,"POI/Places",,
"邻近岛屿全数",8,5704,"NA",,
"都是当地人",8,5705,"NA",,
"酒店大楼",8,5706,"NA",,
"重量",8,5707,"NA",,
"金刚鹦鹉",8,5708,"Sightseeing",,
"金沙酒店的灯光秀",8,5709,"Activities",,
"金银首饰",8,5710,"Shopping",,1
"错觉",8,5711,"NA",,
"锤头鲨",8,5712,"Sightseeing",,
"长龙",8,5713,"Transportation and Accessibility",,1
"门口拍",8,5714,"Sightseeing",,
"门外",8,5715,"NA",,
"门店",8,5716,"Shopping",,
"门楼",8,5717,"NA",,
"门票信息",8,5718,"Transportation and Accessibility",,
"门票的价格",8,5719,"Transportation and Accessibility",,
"闲庭",8,5720,"NA",,
"阿布",8,5721,"NA",,
"附图",8,5722,"NA",,
"附近居民",8,5723,"NA",,
"集体",8,5724,"NA",,
"震感",8,5725,"NA",,
"露天餐厅",8,5726,"F&B",,
"音响效果",8,5727,"NA",,
"顶层的无边泳池",8,5728,"Sightseeing",,
"顶端",8,5729,"NA",,
"项目人",8,5730,"NA",,
"预算",8,5731,"Price",,1
"颜值",8,5732,"NA",,
"风景美丽",8,5733,"Sightseeing",,
"飞车",8,5734,"NA",,
"餐厅等",8,5735,"F&B",,
"驾驶杆",8,5736,"NA",,
"骨茶",8,5737,"F&B",,
"高温",8,5738,"Environment and Ambiance",,1
"高空缆车",8,5739,"Activities",,
"髻鲨等",8,5740,"Sightseeing",,
"髻鲨",8,5741,"Sightseeing",,
"鱼尾狮像就坐",8,5742,"NA",,
"鱼尾狮像是新加坡",8,5743,"NA",,
"鱼尾狮的由来",8,5744,"Arts and Culture",,
"鸟公园",8,5745,"POI/Places",,
"鸟类动物园",8,5746,"POI/Places",,
"鸟类品种",8,5747,"Sightseeing",,
"一体的地方",7,5748,"POI/Places",,
"一体的电影院",7,5749,"NA",,
"一倍",7,5750,"NA",,
"一去的动物园",7,5751,"POI/Places",,
"一套",7,5752,"NA",,
"一家四口",7,5753,"Family/Children family/Friends",,
"一家子",7,5754,"Family/Children family/Friends",,
"一家酒吧",7,5755,"F&B",,
"一整天的地方",7,5756,"NA",,
"一整天的时间",7,5757,"NA",,
"一旁",7,5758,"NA",,
"一次旅游",7,5759,"NA",,
"一番味道",7,5760,"Experience",,1
"一番景色",7,5761,"Sightseeing",,
"一种不错",7,5762,"Experience",,1
"一种异样的气氛",7,5763,"Experience",,
"一米",7,5764,"NA",,
"一般的动物园",7,5765,"POI/Places",,1
"一览新加坡",7,5766,"NA",,
"一辈子",7,5767,"NA",,
"七个",7,5768,"NA",,
"三个各具特色的海滩",7,5769,"Sightseeing",,
"三种",7,5770,"NA",,
"三趟",7,5771,"NA",,
"上空",7,5772,"NA",,
"下一个",7,5773,"NA",,
"不仅如此",7,5774,"NA",,
"不住金沙",7,5775,"NA",,
"不少钱",7,5776,"Price",,
"不经意间",7,5777,"NA",,
"世界上首个艺术科学",7,5778,"NA",,
"世界昆虫馆",7,5779,"Sightseeing",,
"东南亚的美术作品",7,5780,"Arts and Culture",,
"东西真的",7,5781,"NA",,
"两个字",7,5782,"NA",,
"两个孩子共同",7,5783,"Family/Children family/Friends",,
"两岸的风景",7,5784,"Sightseeing",,
