TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,COVID_RELATED
山区,8,2415,,
清光绪,8,2416,,
桥烟柳,8,2417,,
文殊院,8,2418,,
解说员,8,2419,,
杜甫草堂博物馆,8,2420,,
山水,8,2421,,
飞沙堰,8,2422,,
老成都,8,2423,,
票子,8,2424,,
浦西,8,2425,,
菜品,8,2426,,
神话传说,8,2427,,
祠堂,8,2428,,
和平饭店,8,2429,,
天高,8,2430,,
都是不错,8,2431,,
整体来说,8,2432,,
今年春节,8,2433,,
北京的欢乐谷,8,2434,,
风貌,8,2435,,
五星好评,8,2436,,
春日,8,2437,,
先人,8,2438,,
春季,8,2439,,
风险,8,2440,,
宰牲亭,8,2441,,
邻世纪公园,8,2442,,
信息时代,8,2443,,
唐代诗人杜甫,8,2444,,
一早,8,2445,,
海岬突出,8,2446,,
科研,8,2447,,
饮食,8,2448,,
关系,8,2449,,
秩序,8,2450,,
断壁残垣,8,2451,,
代表性的皇家园林,8,2452,,
适合小孩,8,2453,,
时代特征,8,2454,,
中国的历史,8,2455,,
东西多,8,2456,,
稀有动物,8,2457,,
黄浦江两岸风景,8,2458,,
商业中心,8,2459,,
程买票,8,2460,,
倍数,8,2461,,
居所,8,2462,,
东西贵,8,2463,,
大悲楼,8,2464,,
新世界,8,2465,,
激流勇,8,2466,,
科教兴国战略,8,2467,,
售票员,8,2468,,
桃园,8,2469,,
科技成果,8,2470,,
文物区,8,2471,,
云雾,8,2472,,
北京市,8,2473,,
足迹,8,2474,,
张飞牛肉,8,2475,,
北京天坛,8,2476,,
云端,8,2477,,
科技的魅力,8,2478,,
东方明珠真的,8,2479,,
米奇童话专列,8,2480,,
中华儿女,8,2481,,
时候人,8,2482,,
杜莎夫人蜡像馆,8,2483,,
文艺的地方,8,2484,,
格局,8,2485,,
清代皇家园林,8,2486,,
科技馆里,8,2487,,
机器人,8,2488,,
太古,8,2489,,
中国古代伟大,8,2490,,
主题公园,8,2491,,
企鹅,8,2492,,
绝顶雄风,8,2493,,
上海明珠塔,8,2494,,
河南中路,8,2495,,
上海迪斯尼游乐园,8,2496,,
缘故,8,2497,,
猫,8,2498,,
百兽山,8,2499,,
龙头路,8,2500,,
白雪公主,8,2501,,
每个园区,8,2502,,
白雪,8,2503,,
白蛇传,8,2504,,
成都武侯祠博物馆,8,2505,,
三星堆,8,2506,,
上海最大,8,2507,,
上海迪斯尼,8,2508,,
龙冲天,8,2509,,
优惠不少,8,2510,,
田峪独秀,8,2511,,
皇家公园,8,2512,,
上海迪士尼新,8,2513,,
玻璃地板,8,2514,,
价格也不,8,2515,,
双休日,8,2516,,
蜀汉英雄,8,2517,,
上海迪士尼度假区特别,8,2518,,
外滩全长,8,2519,,
项目基本,8,2520,,
溪湿地真的,8,2521,,
陆家嘴金融贸易区,8,2522,,
孩子超级,8,2523,,
闹市,8,2524,,
古香古色,8,2525,,
金带,8,2526,,
挑战,8,2527,,
顾客,8,2528,,
座地铁站,8,2529,,
瑰宝,8,2530,,
胜景,8,2531,,
上海的南京路步行街,8,2532,,
全家老少,8,2533,,
上海开埠,8,2534,,
璀璨夺目,8,2535,,
巨人,8,2536,,
门票信息,8,2537,,
古代帝王,8,2538,,
南宋时期,8,2539,,
上海风景,8,2540,,
节假日人多,8,2541,,
语言,8,2542,,
厦门大学园区,8,2543,,
目前中国最大的动物园,8,2544,,
步伐,8,2545,,
非常适合小朋友,8,2546,,
每天人流,8,2547,,
吹吹海风,8,2548,,
亲子乐园,8,2549,,
金沙遗址,8,2550,,
金沙遗址博物馆,8,2551,,
巨幕,8,2552,,
上海野生动物园面积,8,2553,,
上海野生动物园真的,8,2554,,
南翔,8,2555,,
价格合适,8,2556,,
外滩的夜景真的,8,2557,,
服装,8,2558,,
上海好,8,2559,,
市民科学文化素养,8,2560,,
疫情严重,8,2561,,
法堂,8,2562,,
一两个小时,8,2563,,
上有天堂 下有苏杭,8,2564,,
暑假期间,8,2565,,
负盛名的诸葛亮,8,2566,,
历史文物,8,2567,,
上海迪士尼乐园酒店,8,2568,,
姑娘,8,2569,,
德国,8,2570,,
长江,8,2571,,
历史馆,8,2572,,
上海的经典,8,2573,,
奇幻童话城堡,8,2574,,
上海的著名景点,8,2575,,
民国时期,8,2576,,
收获满满,8,2577,,
茶馆,8,2578,,
历史的气息,8,2579,,
历史的沉淀,8,2580,,
西区,8,2581,,
全票,8,2582,,
母亲,8,2583,,
脚软,8,2584,,
民俗区,8,2585,,
上海的迪士尼度假区,8,2586,,
上海的迪士尼,8,2587,,
长安街,8,2588,,
主馆占地面积,8,2589,,
上海特点的综合性,8,2590,,
上海特色,8,2591,,
人工湖,8,2592,,
的很逼真,8,2593,,
草地,8,2594,,
亭子,8,2595,,
价钱,8,2596,,
名人,8,2597,,
气魄,8,2598,,
可爱极了,8,2599,,
上海标志性地标,8,2600,,
毓园,8,2601,,
优惠点,8,2602,,
官方,8,2603,,
电梯数,8,2604,,
历史价值,8,2605,,
现场买票方便,8,2606,,
三点,8,2607,,
对岸,8,2608,,
绿化很好,8,2609,,
质量,8,2610,,
上海特色的综合性,8,2611,,
上海现代建筑设计,8,2612,,
年龄段的人,8,2613,,
时间差不多,8,2614,,
银行,8,2615,,
的时候人太多,8,2616,,
西华门,8,2617,,
摩天大楼,8,2618,,
实物,8,2619,,
电梯速度,8,2620,,
环境挺好,8,2621,,
百年老店,8,2622,,
沉落宝藏,8,2623,,
拍出,8,2624,,
多处国家,8,2625,,
古代皇帝,8,2626,,
上帝,8,2627,,
故宫文,8,2628,,
水深,8,2629,,
珍稀动物应有尽有,8,2630,,
厦门八大风景区,8,2631,,
上海市浦东新区川沙新,8,2632,,
浙江省杭州市西湖区龙井路,8,2633,,
厦门全景,8,2634,,
浓妆淡,8,2635,,
胆小的人,8,2636,,
南京路步行街上,8,2637,,
智慧的结晶,8,2638,,
三个球,8,2639,,
得很棒,8,2640,,
地下通道,8,2641,,
三国,8,2642,,
客户,8,2643,,
不久,8,2644,,
蚂蚁,8,2645,,
水都江堰,8,2646,,
给人的感觉,8,2647,,
正大广场,8,2648,,
西湖景色,8,2649,,
古蜀文化,8,2650,,
古建筑群,8,2651,,
外国游客,8,2652,,
上海人民广场,8,2653,,
永安百货,8,2654,,
战坪区,8,2655,,
野生动物园大,8,2656,,
太子湾,8,2657,,
球幕影院,8,2658,,
夜晚的烟火,8,2659,,
鼓楼,8,2660,,
珍妃井,8,2661,,
鼓浪屿的最高点,8,2662,,
建立起来的中国综合性博物馆,8,2663,,
上海市的标志性,8,2664,,
工作日人,8,2665,,
什么人,8,2666,,
基址,8,2667,,
上海市浦东陆家嘴的未來主義建築,8,2668,,
上海市浦东新区,8,2669,,
外滩真的,8,2670,,
真人,8,2671,,
湖底部,8,2672,,
四次,7,2673,,
上海话拼音,7,2674,,
城隍庙景区,7,2675,,
装修风格,7,2676,,
旅游区,7,2677,,
很好,7,2678,,
当初,7,2679,,
成都的时候,7,2680,,
游客太多,7,2681,,
程旅拍,7,2682,,
花卉,7,2683,,
假日,7,2684,,
史迹,7,2685,,
价格便宜,7,2686,,
年间,7,2687,,
夜景美,7,2688,,
课堂,7,2689,,
秋风,7,2690,,
江水,7,2691,,
不甚,7,2692,,
王府,7,2693,,
静园时间,7,2694,,
去就,7,2695,,
北京的春意,7,2696,,
小火车,7,2697,,
去得早,7,2698,,
光芒,7,2699,,
好风景,7,2700,,
上海本地,7,2701,,
上海市浦东新区陆家嘴地区附近,7,2702,,
好几天,7,2703,,
我自己,7,2704,,
世界著名,7,2705,,
巴适,7,2706,,
江南水乡,7,2707,,
每天都会,7,2708,,
灯会,7,2709,,
团队导游,7,2710,,
公园门口,7,2711,,
多年来,7,2712,,
景点名,7,2713,,
去年夏天,7,2714,,
中山东一路,7,2715,,
个景点,7,2716,,
黄浦江两岸各国,7,2717,,
美夜景,7,2718,,
美腻,7,2719,,
遗址公园,7,2720,,
上海的特色景点,7,2721,,
上海的特色,7,2722,,
奇迹,7,2723,,
五分钟,7,2724,,
新冠肺炎疫情,7,2725,,
完美,7,2726,,
厦门一定,7,2727,,
国内外游客,7,2728,,
的时候一定,7,2729,,
道理,7,2730,,
杨柳依依,7,2731,,
上海的著名地标,7,2732,,
规模大,7,2733,,
元旦,7,2734,,
公交站,7,2735,,
肺炎,7,2736,,
地方的人文背景,7,2737,,
阶段,7,2738,,
特色小店,7,2739,,
线上景点,7,2740,,
海岸线,7,2741,,
租界,7,2742,,
大巴,7,2743,,
四川省成都市,7,2744,,
我不,7,2745,,
父亲,7,2746,,
天气晴好,7,2747,,
环境卫生,7,2748,,
给人一种,7,2749,,
感觉特别好,7,2750,,
身边,7,2751,,
夜景挺好,7,2752,,
家人朋友,7,2753,,
明年,7,2754,,
距今已有,7,2755,,
鞋子,7,2756,,
旅游景区,7,2757,,
环境也好,7,2758,,
不去的地方,7,2759,,
展览馆,7,2760,,
上海市区,7,2761,,
晚上夜景,7,2762,,
这种地方,7,2763,,
旅游气息浓郁,7,2764,,
适合成人,7,2765,,
欧式风格,7,2766,,
鹭岛,7,2767,,
条百年老街,7,2768,,
游客络绎不绝,7,2769,,
多分钟,7,2770,,
也不累,7,2771,,
道教名山,7,2772,,
晴方好,7,2773,,
放松身心,7,2774,,
中国的象征,7,2775,,
实景,7,2776,,
媳妇,7,2777,,
清风,7,2778,,
池塘,7,2779,,
风雨,7,2780,,
现在的外滩,7,2781,,
帝都,7,2782,,
对外,7,2783,,
老婆,7,2784,,
个人少,7,2785,,
机场,7,2786,,
厦门思明区,7,2787,,
江面,7,2788,,
典故,7,2789,,
新上海,7,2790,,
小道,7,2791,,
四川省成都市都江堰市,7,2792,,
特色景点,7,2793,,
个大早,7,2794,,
人气旺,7,2795,,
唐代,7,2796,,
小商品,7,2797,,
药店,7,2798,,
垃圾,7,2799,,
蚊子,7,2800,,
景色漂亮,7,2801,,
多一点,7,2802,,
有人气,7,2803,,
以往的知识,7,2804,,
每个中国人,7,2805,,
孩子大人,7,2806,,
老字号,7,2807,,
小孩儿,7,2808,,
福建省,7,2809,,
前段时间,7,2810,,
多的时候,7,2811,,
闲庭,7,2812,,
人更多,7,2813,,
缩影,7,2814,,
更能,7,2815,,
人民公园,7,2816,,
上海重要的,7,2817,,
皇家花园,7,2818,,
少一点,7,2819,,
非要,7,2820,,
净慈寺,7,2821,,
佛教文化,7,2822,,
白天的景色,7,2823,,
和珅的府邸,7,2824,,
鱼嘴,7,2825,,
世界人民,7,2826,,
外套,7,2827,,
鸟儿,7,2828,,
尾声,7,2829,,
集合,7,2830,,
有一些景点,7,2831,,
公园卡,7,2832,,
水域,7,2833,,
全民,7,2834,,
超级赞,7,2835,,
陈设,7,2836,,
世界各地,7,2837,,
类型,7,2838,,
时间表,7,2839,,
角色,7,2840,,
水光,7,2841,,
世界各地的游客,7,2842,,
底层,7,2843,,
墙上,7,2844,,
传奇色彩,7,2845,,
人真的太多,7,2846,,
级旅游区,7,2847,,
美景美食,7,2848,,
风景特别,7,2849,,
都江堰等景点,7,2850,,
鸡肋,7,2851,,
事物,7,2852,,
一年春好处,7,2853,,
鲜花,7,2854,,
每个季节,7,2855,,
五龙亭,7,2856,,
上海外滩风景区的夜景灯光秀,7,2857,,
粉色,7,2858,,
上海中心大厦,7,2859,,
融入,7,2860,,
特别赞,7,2861,,
徜徉,7,2862,,
外滩风光,7,2863,,
公司,7,2864,,
坐标,7,2865,,
基本都是,7,2866,,
白天晚上,7,2867,,
精力,7,2868,,
春光,7,2869,,
多肉植物区,7,2870,,
清漪园,7,2871,,
金融中心,7,2872,,
中国近现代重要,7,2873,,
朋友圈,7,2874,,
每个地方,7,2875,,
商城,7,2876,,
标志性景点,7,2877,,
环球中心,7,2878,,
门票小贵,7,2879,,
颐和园昆明湖,7,2880,,
艺术的典范,7,2881,,
府邸,7,2882,,
北宋,7,2883,,
地方多,7,2884,,
心爱的人一起,7,2885,,
几个地方,7,2886,,
北京西北郊,7,2887,,
风趣,7,2888,,
春秋,7,2889,,
大道教名山,7,2890,,
雕像,7,2891,,
琼岛,7,2892,,
侵略者,7,2893,,
繁华地段,7,2894,,
老照片,7,2895,,
玉兰花,7,2896,,
商家,7,2897,,
大魔,7,2898,,
大道,7,2899,,
而又,7,2900,,
北京颐和园,7,2901,,
才可以,7,2902,,
景色秀美,7,2903,,
太少,7,2904,,
一番景象,7,2905,,
小松鼠,7,2906,,
主角,7,2907,,
风格迥异,7,2908,,
商品多,7,2909,,
前身,7,2910,,
黄浦江美景,7,2911,,
月亮,7,2912,,
中国人民,7,2913,,
上海黄浦区,7,2914,,
车辆,7,2915,,
璀璨,7,2916,,
真的好美,7,2917,,
灯塔,7,2918,,
皇家宫殿,7,2919,,
少很多,7,2920,,
女生,7,2921,,
田子坊,7,2922,,
红色,7,2923,,
价格高,7,2924,,
效率高,7,2925,,
水质,7,2926,,
皇家园林博物馆,7,2927,,
上海有名,7,2928,,
白城,7,2929,,
人真的超级多,7,2930,,
大热天,6,2931,,
青黛砖瓦,6,2932,,
林木,6,2933,,
小路上,6,2934,,
好好玩的地方,6,2935,,
大洋,6,2936,,
拍照片,6,2937,,
两种景色,6,2938,,
大片,6,2939,,
寒假,6,2940,,
小资情调,6,2941,,
路幅宽,6,2942,,
明洞,6,2943,,
站在透明,6,2944,,
美的外滩,6,2945,,
两岸风光,6,2946,,
上海的变化,6,2947,,
晚上过去,6,2948,,
方便游客,6,2949,,
上海的全景,6,2950,,
上海的味道,6,2951,,
两百多米,6,2952,,
少陵草堂,6,2953,,
刷码,6,2954,,
感觉方便,6,2955,,
渔村,6,2956,,
寒暑假,6,2957,,
熊猫好可爱,6,2958,,
小部分,6,2959,,
家里人,6,2960,,
童话梦,6,2961,,
闺蜜一起,6,2962,,
马戏,6,2963,,
前几天下完雪,6,2964,,
个两三天,6,2965,,
非常好 导游态度,6,2966,,
柏树,6,2967,,
坐上,6,2968,,
上海的东方明珠塔,6,2969,,
海鲜,6,2970,,
厦门市思明区,6,2971,,
沧桑,6,2972,,
一点知识,6,2973,,
价比低,6,2974,,
好天气,6,2975,,
旅游季节,6,2976,,
小孩来说,6,2977,,
四周环境,6,2978,,
快快,6,2979,,
现代科技,6,2980,,
老人孩子,6,2981,,
亲子好,6,2982,,
坐上电梯,6,2983,,
海豚,6,2984,,
大熊猫特别可爱,6,2985,,
站在日光岩上,6,2986,,
全园,6,2987,,
旅旅游,6,2988,,
设施都是,6,2989,,
美的大学校园,6,2990,,
一个多月,6,2991,,
旅游旺季,6,2992,,
静下心,6,2993,,
大熊猫魅力剧场,6,2994,,
孩子开心,6,2995,,
小孩子的天堂,6,2996,,
刷身份证直接,6,2997,,
林木葱茏幽,6,2998,,
海狮剧场,6,2999,,
溪国家湿地公园·周家村,6,3000,,
现在人,6,3001,,
疯蜜罐,6,3002,,
大熊猫好可爱,6,3003,,
一片建筑群,6,3004,,
疫情也不,6,3005,,
亲子游的好去处,6,3006,,
清风貌,6,3007,,
大熊猫小,6,3008,,
路公交,6,3009,,
喷泉,6,3010,,
闺女,6,3011,,
明末清初川西民居,6,3012,,
中国最大的迪士尼乐园,6,3013,,
剪刀,6,3014,,
每个馆,6,3015,,
主题酒店,6,3016,,
站直达,6,3017,,
娱乐性,6,3018,,
剧场,6,3019,,
设计师摇篮,6,3020,,
中国最大的古代文化艺术博物馆,6,3021,,
闪光灯,6,3022,,
现在来说,6,3023,,
一片废墟,6,3024,,
陆家嘴地铁站,6,3025,,
现在疫情,6,3026,,
买票方便,6,3027,,
清代宫中旧藏,6,3028,,
美食美景,6,3029,,
水库,6,3030,,
中华人民,6,3031,,
企鹅等,6,3032,,
解答,6,3033,,
全国最大的野生动物园,6,3034,,
龙泓涧,6,3035,,
中国唯一的君臣,6,3036,,
广大网友,6,3037,,
甚是好看,6,3038,,
全国最大,6,3039,,
美食街,6,3040,,
情趣,6,3041,,
往常,6,3042,,
外婆,6,3043,,
全国人民,6,3044,,
小景点,6,3045,,
上海大剧院,6,3046,,
紫色,6,3047,,
点东西比较好,6,3048,,
雷峰,6,3049,,
炸鸡,6,3050,,
玻璃长廊,6,3051,,
中国商铺租金最高,6,3052,,
圆丘,6,3053,,
用地,6,3054,,
湖水清澈,6,3055,,
运动鞋,6,3056,,
角落,6,3057,,
玻璃平台,6,3058,,
想看,6,3059,,
一楼大厅,6,3060,,
湖泊平均,6,3061,,
心愿,6,3062,,
女人,6,3063,,
句话,6,3064,,
夏天的时候,6,3065,,
早上人,6,3066,,
大门口,6,3067,,
大队,6,3068,,
广场中央,6,3069,,
杭州有名的景点,6,3070,,
清代大型,6,3071,,
上海旅游的人,6,3072,,
过后,6,3073,,
景区总面积,6,3074,,
买票的时间,6,3075,,
雾天,6,3076,,
汇水面积,6,3077,,
来此,6,3078,,
小朋友来说,6,3079,,
明初,6,3080,,
情景,6,3081,,
美哉美哉,6,3082,,
上海市浦东区川沙新,6,3083,,
灵隐寺门票,6,3084,,
有一点点,6,3085,,
球幕,6,3086,,
雨水,6,3087,,
灵隐寺被誉,6,3088,,
清明上河图,6,3089,,
糕点,6,3090,,
球后,6,3091,,
上海市浦东新区川沙破土动工,6,3092,,
让人失望,6,3093,,
车上,6,3094,,
店名,6,3095,,
米高处,6,3096,,
素斋,6,3097,,
清明小,6,3098,,
往昔,6,3099,,
全国各地,6,3100,,
宾馆,6,3101,,
美味,6,3102,,
园区面积,6,3103,,
紧邻厦门大学,6,3104,,
鹭江,6,3105,,
古称,6,3106,,
清朝两代皇宫,6,3107,,
上海市浦东陆家嘴的未来主义,6,3108,,
乔木,6,3109,,
船只,6,3110,,
书画馆,6,3111,,
诗歌,6,3112,,
米高的地方,6,3113,,
珍品,6,3114,,
天上,6,3115,,
舞台,6,3116,,
零食,6,3117,,
轴线,6,3118,,
农耕湿地,6,3119,,
景区环境,6,3120,,
鸡肉,6,3121,,
日期,6,3122,,
好几圈,6,3123,,
外国的朋友,6,3124,,
鸡腿,6,3125,,
店里,6,3126,,
鸭子,6,3127,,
园区景色秀丽,6,3128,,
杭州东站,6,3129,,
明清北京城的中轴线,6,3130,,
景色非常好,6,3131,,
苏州街,6,3132,,
珍宝,6,3133,,
永明,6,3134,,
说来上海一定,6,3135,,
受不了,6,3136,,
全城的制高点,6,3137,,
松鼠,6,3138,,
黄昏,6,3139,,
四川省成都市武侯区,6,3140,,
路灯,6,3141,,
早晚,6,3142,,
吃住行都,6,3143,,
第一层,6,3144,,
热死,6,3145,,
小矮人矿山车,6,3146,,
男朋友,6,3147,,
热情专业,6,3148,,
昔日,6,3149,,
湖面面积,6,3150,,
路步行街,6,3151,,
热带雨林区,6,3152,,
民间,6,3153,,
电视塔最高,6,3154,,
厦门的鼓浪屿,6,3155,,
热带雨林,6,3156,,
大美上海,6,3157,,
之久,6,3158,,
号线直达,6,3159,,
東方明珠,6,3160,,
杰克船长,6,3161,,
第一步,6,3162,,
拍大片,6,3163,,
路标,6,3164,,
地球家园,6,3165,,
这次真的,6,3166,,
别样的魅力,6,3167,,
拍拍照片,6,3168,,
消费高,6,3169,,
竹径,6,3170,,
色调,6,3171,,
留作,6,3172,,
家门,6,3173,,
宝瓶口等部分,6,3174,,
涟漪,6,3175,,
安史之乱,6,3176,,
上海滩的地标,6,3177,,
鼓浪屿钢琴博物馆,6,3178,,
中国政府,6,3179,,
亲戚朋友,6,3180,,
久负盛名,6,3181,,
宁寿宫区,6,3182,,
个圈,6,3183,,
很好非常好,6,3184,,
极速,6,3185,,
吃到美味的食物,6,3186,,
笑脸,6,3187,,
老上海的感觉,6,3188,,
民族文化内涵,6,3189,,
当时华东建筑设计研究院,6,3190,,
上海坐标,6,3191,,
圆滚滚,6,3192,,
青春,6,3193,,
可惜现在,6,3194,,
去年暑假,6,3195,,
电梯下到,6,3196,,
深潭口,6,3197,,
全国中小学生,6,3198,,
霸王条款,6,3199,,
仙人掌,6,3200,,
旋转餐厅不错,6,3201,,
陆家嘴站,6,3202,,
地表水源,6,3203,,
杭州花圃,6,3204,,
陆家嘴金融中心等著名,6,3205,,
黄埔江边美景,6,3206,,
分水鱼嘴,6,3207,,
乌镇,6,3208,,
大赞,6,3209,,
现金,6,3210,,
宝大祥,6,3211,,
广厦,6,3212,,
等景点,6,3213,,
旺季门票,6,3214,,
技艺,6,3215,,
群峰,6,3216,,
上海外滩的夜景,6,3217,,
玻璃层,6,3218,,
中国大陆地区,6,3219,,
江南禅宗,6,3220,,
一次故宫,6,3221,,
小熊猫好可爱,6,3222,,
人多好玩,6,3223,,
上海浦东,6,3224,,
全国著名的商业步行街,6,3225,,
江景,6,3226,,
深刻印象,6,3227,,
分分钟,6,3228,,
小球,6,3229,,
晚上的外滩,6,3230,,
度全方位,6,3231,,
杯子,6,3232,,
美,6,3233,,
上海步行街,6,3234,,
这几天,6,3235,,
小孩过去非常好,6,3236,,
小熊维尼等,6,3237,,
门等,6,3238,,
小熊维尼,6,3239,,
大自然的动物,6,3240,,
回事,6,3241,,
个望远镜,6,3242,,
优惠票,6,3243,,
好处,6,3244,,
出彩,6,3245,,
站在东方明珠塔顶,6,3246,,
两个景点,6,3247,,
人海,6,3248,,
整体感觉不错,6,3249,,
世界五大宫殿,6,3250,,
成都民俗,6,3251,,
三岛,6,3252,,
大世界,6,3253,,
实践教育基地,6,3254,,
金陵,6,3255,,
国内最好的动物园,6,3256,,
城市公共设施,6,3257,,
浪流,6,3258,,
都得,6,3259,,
向东,6,3260,,
成年,6,3261,,
堆土,6,3262,,
公园环境优美,6,3263,,
猴子,6,3264,,
咖啡色,6,3265,,
风水宝地,6,3266,,
世界文化遗产名录,6,3267,,
占地面积好大,6,3268,,
成都熊猫基地,6,3269,,
棒棒棒棒,6,3270,,
整体造型,6,3271,,
大人的乐园,6,3272,,
克虏伯大炮,6,3273,,
三月,6,3274,,
卡通形象,6,3275,,
一天不够,6,3276,,
山门,6,3277,,
时间刚刚好,6,3278,,
祖国万岁,6,3279,,
和珅,6,3280,,
盛名,6,3281,,
金沙涧,6,3282,,
楼宇,6,3283,,
南朝梁武帝,6,3284,,
全世界唯一,6,3285,,
祖国首都,6,3286,,
巨龙,6,3287,,
神仙,6,3288,,
一阵子,6,3289,,
景区面积,6,3290,,
最下面,6,3291,,
专人,6,3292,,
差价,6,3293,,
建议节假日,6,3294,,
猛兽,6,3295,,
步行街人,6,3296,,
专指今天的南京东路,6,3297,,
楼上,6,3298,,
椰风寨,6,3299,,
费太多,6,3300,,
植被覆盖率,6,3301,,
已成,6,3302,,
上海野生动物园交通方便,6,3303,,
山顶往下,6,3304,,
孩子过去,6,3305,,
西湖美景美不胜收,6,3306,,
风景迷人,6,3307,,
今年暑假,6,3308,,
玉器,6,3309,,
位皇帝,6,3310,,
整条街,6,3311,,
在内坛,6,3312,,
私家园林,6,3313,,
王庙,6,3314,,
购物中心,6,3315,,
故宫一片皑皑,6,3316,,
牛仔嘉年华,6,3317,,
历史上,6,3318,,
项目不错,6,3319,,
公园门票,6,3320,,
站在东方明珠,6,3321,,
品种丰富,6,3322,,
人民广场站,6,3323,,
铜器,6,3324,,
质量非常好,6,3325,,
文化湿地,6,3326,,
设施不错,6,3327,,
那个人,6,3328,,
全世界迄今为止,6,3329,,
保安,6,3330,,
东京的银座,6,3331,,
项目一天,6,3332,,
许久,6,3333,,
景点经典,6,3334,,
春天的气息,6,3335,,
三西,6,3336,,
历史底蕴,6,3337,,
种类的野生动物,6,3338,,
梦幻的乐园,6,3339,,
王国型经典迪士尼乐园,6,3340,,
西湖周围,6,3341,,
世界第六个迪士尼主题公园,6,3342,,
福堤,6,3343,,
宫门站,6,3344,,
中国第二个迪士尼主题公园,6,3345,,
巴斯光年,6,3346,,
巴斯光年星际,6,3347,,
玉米,6,3348,,
钱塘江大桥,6,3349,,
以前的南京路,6,3350,,
牛肉焦饼,6,3351,,
皇四子胤,6,3352,,
西湖周边,6,3353,,
世界第六个,6,3354,,
武乡侯,6,3355,,
梦幻的城堡,6,3356,,
西湖风景,6,3357,,
城壕,6,3358,,
老杨生,6,3359,,
巴黎,6,3360,,
牛肉,6,3361,,
黄浦江的景色,6,3362,,
后悔一辈子,6,3363,,
武侯祠博物馆,6,3364,,
便宜点,6,3365,,
的话建议,6,3366,,
世纪大道,6,3367,,
的话人,6,3368,,
交通方式,6,3369,,
好美好美,6,3370,,
东北虎,6,3371,,
寓教于乐的好地方,6,3372,,
特征的宏大水利工程,6,3373,,
万寿亭等,6,3374,,
故宫的人,6,3375,,
成都大熊猫繁,6,3376,,
黑色,6,3377,,
成都大熊猫基地,6,3378,,
南京东路步行街,6,3379,,
酒水,6,3380,,
三个项目,6,3381,,
万寿亭,6,3382,,
不少事,6,3383,,
三五好友,6,3384,,
是有,6,3385,,
赤山涧,6,3386,,
三件,6,3387,,
故宫网红,6,3388,,
野生动物园特别,6,3389,,
睡觉了,6,3390,,
千岛湖风景不错,6,3391,,
夜游黄浦江,6,3392,,
看下去,6,3393,,
背后往昔的沧桑,6,3394,,
给我,6,3395,,
不少时间,6,3396,,
知名度,6,3397,,
成都慢,6,3398,,
宫区,6,3399,,
浦东地标,6,3400,,
学生党,6,3401,,
成都杜甫草堂博物馆,6,3402,,
建议傍晚,6,3403,,
颗童心,6,3404,,
不去后悔,6,3405,,
华东地区最大的野生动物园,6,3406,,
不去的景点,6,3407,,
虹桥,6,3408,,
更多的知识,6,3409,,
机器人世界,6,3410,,
半票,6,3411,,
川剧,6,3412,,
时至今日,6,3413,,
景群,6,3414,,
一叶扁舟,6,3415,,
西湖的功绩,6,3416,,
西湖水,6,3417,,
川西民风,6,3418,,
成都市中心,6,3419,,
周围高楼,6,3420,,
宋宁宗,6,3421,,
地下一层,6,3422,,
不同故事,6,3423,,
单元建筑面积,6,3424,,
夜景真的好,6,3425,,
单程,6,3426,,
眼光,6,3427,,
中山东一路金陵,6,3428,,
午休,6,3429,,
里边儿,6,3430,,
配套设施齐全,6,3431,,
学生时代,6,3432,,
周末遛娃好,6,3433,,
黑颈鹤,6,3434,,
七星石等名胜古迹,6,3435,,
藏经阁等,6,3436,,
目的热门,6,3437,,
三国精神,6,3438,,
不舒服,6,3439,,
更有感觉,6,3440,,
藏经阁,6,3441,,
效率,6,3442,,
七大主题乐园,6,3443,,
南京路附近,6,3444,,
公园中心的景山,6,3445,,
中游,6,3446,,
金器,6,3447,,
上海魔,6,3448,,
总体挺好,6,3449,,
十一点,6,3450,,
大上海地标,6,3451,,
碗面,6,3452,,
胡萝卜,6,3453,,
区才能,6,3454,,
楼顶,6,3455,,
成都杜甫草堂,6,3456,,
南方,6,3457,,
宋元明清历代,6,3458,,
教育旅游,6,3459,,
楼梯下到,6,3460,,
胶玻璃,6,3461,,
交通工具,6,3462,,
矿泉水,6,3463,,
时间不对,6,3464,,
故宫很好,6,3465,,
地域规模,6,3466,,
三合泥,6,3467,,
地壳,6,3468,,
知识的好去处,6,3469,,
不少钱,6,3470,,
三国历史遗迹区,6,3471,,
野生动物的乐园,6,3472,,
人文历史,6,3473,,
状钢化透明,6,3474,,
建有,6,3475,,
夜晚的东方明珠,6,3476,,
基本上都,6,3477,,
下到一楼,6,3478,,
直接二维码,6,3479,,
野生动物种类,6,3480,,
三国时期,6,3481,,
時間,6,3482,,
故宫雄伟壮观,6,3483,,
野生动物种类繁多,6,3484,,
上都,6,3485,,
夜晚灯火阑珊,6,3486,,
浦东浦西,6,3487,,
特别是节假日,6,3488,,
直接刷二维码,6,3489,,
好评好评好评,6,3490,,
直接刷,6,3491,,
种类繁多,6,3492,,
人民广场直接,6,3493,,
成都的春熙,6,3494,,
外表,6,3495,,
爬到,6,3496,,
原则,6,3497,,
商业气息,6,3498,,
两三个小时,6,3499,,
树林,6,3500,,
慈禧,6,3501,,
爬上,6,3502,,
