address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
"57 Anchorvale Road 8, #02-02, Sengkang Sports & Recreation Centre, Singapore 544964 Singapore",Anchorvale,"1.3967,103.88719",Italian,"[u'$$ - $$$, Italian']",Reservations,3943,,PastaMania - Sengkang Sports & Recreation Centre,tel:+65 6312 4522,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,9 reviews,
"1 Raffles Place #B1-01A, Singapore 048616 Singapore",Central Area/City Area,"1.28433,103.85103","International, Asian, Korean","[u'$$ - $$$, International, Asian, Korean']",,3944,,Urban Mix,tel:+65 6532 0966,,5,,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,ui_bubble_rating bubble_50,8 reviews,
"110 Pasir Ris Central #02-12, Singapore 519641 Singapore",Pasir Ris,"1.37425,103.95175","Asian, Singaporean","[u'Asian, Singaporean']",,3945,,Prawnaholic,tel:+65 9751 4417,,4.5,,,,,3 reviews,
"311 New Upper Changi Road Bedok Mall #01-77, Singapore 467360 Singapore",Bedok,"1.3247,103.92926",,[u'$$ - $$$'],,3946,"Lunch, Dinner",Swensen's,tel:+65 6844 9759,,4.5,,,,,3 reviews,
"200 Victoria Street Bugis Junction #B1-04/K24 Bugis Junction, Singapore 188021 Singapore",Central Area/City Area,"1.299599,103.855675",Japanese,[u'Japanese'],,3947,,Monster Curry,tel:+65 6266 1708,,4.5,,,,,3 reviews,
"304 Orchard Road Lucky Plaza #02-114 Lucky Plaza, Singapore 238863 Singapore",Boulevard,"1.30442,103.83403",Seafood,[u'Seafood'],,3948,,Rabbit Brand Seafood Delicacies,tel:+65 6737 9722,,4,,,,,6 reviews,
"369 Sembawang Road #01-07, Sembawang Cottage, Singapore 758382 Singapore",Mandai,"1.42691,103.82603","Indian, Seafood, International, Grill, Soups","[u'$$ - $$$, Indian, Seafood, International']",,3949,"Lunch, Dinner, Brunch, After-hours, Drinks",Paradise Biryani,tel:+65 6314 6369,S$7 - S$35,5,,,,,2 reviews,
"390 Victoria Street Village Hotel Bugis Ste #03-12A Golden Landmark, Singapore 188061 Singapore",Central Area/City Area,"1.302169,103.85783","Chinese, Asian, Singaporean","[u'$$ - $$$, Chinese, Asian, Singaporean']","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",3950,Lunch,Mooi Chin Palace Restaurant,tel:+65 6392 1600,,3,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,52 reviews,
"Tiong Bahru, Singapore Singapore",Bukit Merah,"1.28754,103.82338",,[],Reservations,3951,Dinner,Coq ND Bull,,,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,10 reviews,
"4190 Ang Mo Kio Avenue 6 #01-05 Broadway Plaza Broadway Plaza, Singapore 569841 Singapore",Ang Mo Kio,"1.37194,103.84593","Chinese, Asian","[u'$, Chinese, Asian']","Delivery, Takeout, Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",3952,"Lunch, Dinner",Yeh Ting Hainan Cuisine,tel:+65 6266 5008,,4,,,,,4 reviews,
"484 Changi Road Singapore, Singapore 419896, Singapore 419896 Singapore",Bedok,"1.31926,103.913605","European, Central European","[u'$$ - $$$, European, Central European']","Reservations, Seating, Highchairs Available, Takeout",3953,"Dinner, Lunch",Rice and Fries,tel:+65 9738 6648,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,24 reviews,
"1 Sengkang Square Compass One Compass One, Level 1 Unit 01, Singapore 545078 Singapore",Sengkang,"1.391866,103.89483",,[],,3954,"Lunch, Dinner",The Soup Spoon,tel:+65 6386 3581,,4,,,,,4 reviews,
"100 Orchard Road Concorde Hotel And Shopping Mall #01-02 Concorde Shopping Centre,S238840, Singapore 238840 Singapore",Somerset,"1.30057,103.842",Indian,[u'Indian'],,3955,"Lunch, Dinner",Gayatri Restaurant,,,4,,,,,6 reviews,
"6001 Beach Road Floor 01 Golden Mile Tower 02 Golden Mile Tower, Singapore 199589 Singapore",Crawford,"1.30184,103.86383",Japanese,[u'Japanese'],,3956,Dinner,Yorimichi Yakitori,tel:+65 6299 5812,,4,,,,,5 reviews,
"50 Jurong Gateway Road #03-09 Jem, Singapore 608549 Singapore",Jurong East,"1.33285,103.74333","Asian, Fusion, Singaporean","[u'Asian, Fusion, Singaporean']",,3957,,Laksania,tel:+65 6734 8908,,4,,,,,5 reviews,
"15 Chu Lin Road Bamboo Grove Park, Singapore 669907 Singapore",Bukit Batok,"1.35756,103.76036","Bar, Asian, British, Pub","[u'$, Bar, Asian, British']",,3958,Dinner,The Jolly Roger,tel:+65 6468 2344,S$6 - S$17,4,,,,,4 reviews,
"101 Thomson Road United Square #B1-11/12 United Square, Singapore 307591 Singapore",Moulmein,"1.31696,103.84371",,[u'$'],,3959,"Breakfast, Lunch, Dinner",McDonald's,tel:+65 6352 6197,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,12 reviews,
"122 Pasir Panjang Road, Singapore 118544 Singapore",Pasir Panjang 2,"1.275864,103.79326","Asian, Singaporean","[u'Asian, Singaporean']",,3960,,Fatboy's The Burger Bar,tel:+65 6471 3224,,4.5,,,,,3 reviews,
"18 Tai Seng Street 18 Tai Seng #01-k4/23-25, Singapore 539775 Singapore",Hougang,"1.33634,103.88883","American, Asian","[u'American, Asian']",,3961,,18 Tai Seng,tel:+65 6386 9064,,4,,,,,4 reviews,
"3 Simei Street 6 #01-33 Eastpoint Mall Eastpoint Shopping Centre, Singapore 528833 Singapore",Tampines,"1.34246,103.95275",,[],,3962,"Lunch, Dinner",LOR Duck,tel:+65 8188 0381,,3.5,,,,,9 reviews,
"341 Beach Road, Singapore 199567 Singapore",Central Area/City Area,"1.30145,103.86147",Seafood,[u'Seafood'],,3963,"Lunch, Dinner",Blanco Court Sliced Fish Bee Hoon,,,4,,,,,6 reviews,
"2 Jalan Leban Sembawang Hills Estate, Singapore 577547 Singapore",Ang Mo Kio,"1.371403,103.8289","Indian, Seafood, International, Asian, Singaporean, Malaysian","[u'$, Indian, Seafood, International']","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Free Off-Street Parking, Television, Digital Payments, Accepts Credit Cards",3964,"Breakfast, Lunch, Dinner",Leban Moon Light Prata,tel:+65 9002 5150,,5,,,,,2 reviews,
"4 Robinson Road Floor 02 the House of Eden 01 Raffles Place MRT Exit F, Singapore 048543 Singapore",Raffles Place,"1.28236,103.85091","Mexican, Healthy, South American, Central American","[u'$$ - $$$, Mexican, Healthy, South American']",,3965,"Breakfast, Lunch",Simply MEX,tel:+65 6816 2661,S$6 - S$19,3.5,,,,,7 reviews,
"435 Orchard Road Wisma Atria Wisma Atria, Singapore 238877 Singapore",Boulevard,"1.303736,103.8331",Japanese,"[u'$$ - $$$, Japanese']",,3966,,Yakitori TAIRA,tel:+65 6262 3465,S$10 - S$40,5,,,,,2 reviews,
"29 Boon Tat Street, Singapore 069624 Singapore",Outram,"1.28128,103.84867","Italian, French, Wine Bar","[u'$$ - $$$, Italian, French, Wine Bar']",Reservations,3967,,Le Quinze Vins,tel:+65 6222 8266,,3.5,,,,,10 reviews,
"258 Geylang Road, Singapore 389314 Singapore",Ang Mo Kio,"1.31226,103.87826",Chinese,[u'Chinese'],,3968,,Cui Xiang Yuan Restaurant,tel:+65 9866 5128,,4.5,,,,,3 reviews,
"93 Pasir Ris Dr 3 Ste #01-02 Pasir Ris Elias Community Centre, Singapore 519498 Singapore",Pasir Ris West,"1.378575,103.94264",Fast food,[u'Fast food'],,3969,,McDonald's,tel:+65 6581 7671,,4,,,,,4 reviews,
"21 Choa Chu Kang Avenue 4 Lot One 4 #03-10 Lot 1, Singapore 689812 Singapore",Choa Chu Kang,"1.38512,103.74498","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Reservations, Seating",3970,"Lunch, Dinner",Sakae Sushi,tel:+65 6764 3678,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,15 reviews,
"Blk 202 Ang Mo Kio Avenue 3 Ang Mo Kio View 01-1690, Singapore 560202 Singapore",Ang Mo Kio,"1.36846,103.84451","Chinese, Seafood","[u'Chinese, Seafood']",,3971,,Kam Jia Zhuang Seafood,tel:+65 9151 6798,,4,,,,,6 reviews,
"Block 20 Ghim Moh Road Ghim Moh Gardens #01-11 Ghim Moh Market and Food Centre, Singapore 270020 Singapore",Ghim Moh,"1.311,103.78821",,[],,3972,,Fort Canning Hill Bak Kut Teh,,,4.5,,,,,4 reviews,
"783 North Bridge Road, Singapore 198751 Singapore",Central Area/City Area,"1.30389,103.85986",Vietnamese,[u'Vietnamese'],,3973,,Pho4U Halal Vietnamese Cuisine,tel:+65 6816 3797,,5,,,,,2 reviews,
"85 Redhill Ln #01-49 Redhill Food Centre, Singapore 150085 Singapore",Bukit Merah,"1.28734,103.81832",,[],,3974,"Lunch, Dinner",Fu Ming Cooked Food,,,4.5,,,,,4 reviews,
"456 Upper Bukit Timah Road The Railmall, Singapore 678072 Singapore",Bukit Panjang,"1.35986,103.76754","Indian, Asian, Singaporean","[u'Indian, Asian, Singaporean']",,3975,"Lunch, Dinner",Kings Indian Banana Leaf Restaurant,tel:+65 6972 6275,,4,,,,,4 reviews,
"51 Old Airport Road Old Airport Road Hawkers' Centre #01-37 Old Airport Road Food Centre, Singapore 390051 Singapore",Aljunied,"1.30793,103.8857",,[],,3976,,Ruji Kitchen,,,4.5,,,,,3 reviews,
"91 Bencoolen Street Sunshine Plaza #01-52 Sunshine Plaza, Singapore 189652 Singapore",Central Area/City Area,"1.30054,103.85103",,[],,3977,Lunch,Ichi Tei,tel:+65 9139 1746,,4,,,,,6 reviews,
"Changi City Point #B1-33, Singapore Singapore",Changi,"1.33384,103.96307",,[u'$$ - $$$'],,3978,"Lunch, Dinner",Akimitsu,tel:+65 6444 0911,,4,,,,,4 reviews,
"12 Marina View Asia Square Tower 2, Singapore 018961 Singapore",Central Area/City Area,"1.27836,103.85085",,[],,3979,,Pepper Lunch Express,,,4,,,,,4 reviews,
"101 Syed Alwi Road, Singapore 207677 Singapore",Central Area/City Area,"1.30963,103.85521","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']","Takeout, Reservations, Seating, Table Service, Wheelchair Accessible",3980,,Urban Roti,tel:+65 6209 5545,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,25 reviews,Vegetarian Friendly
"30 Lorong 1 Realty Park People's Garden, Singapore 536953 Singapore",Hougang Central,"1.36748,103.89058",Chinese,"[u'$$ - $$$, Chinese']",,3981,,Peng's Restaurant & Catering,tel:+65 6289 6975,,3.5,,,,,8 reviews,
"43 Jalan Besar Grand U Hotel, Singapore 208804 Singapore",Sungei Road,"1.304722,103.8548","Chinese, Asian","[u'$, Chinese, Asian']",,3982,"Dinner, Breakfast, Lunch",Shing Boon Hwa Food Centre,tel:+65 6396 5390,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,14 reviews,
"No. 1 Selegie Road Pomo Ste B1-22/23 PoMo, Singapore 188306 Singapore",Central Area/City Area,"1.30018,103.84924",Cafe,"[u'$$ - $$$, Cafe']","Seating, Reservations",3983,"Lunch, Dinner, Brunch",White Tangerine Cafe,tel:+65 6337 2319,,3.5,,,,,15 reviews,
"350 Orchard Road Shaw House Level 4 Isetan Scotts, Singapore 238868 Singapore",Boulevard,"1.30579,103.8315","Cafe, Italian, International, Mediterranean","[u'$$ - $$$, Cafe, Italian, International']","Seating, Takeout, Reservations, Table Service",3984,"Lunch, Breakfast",Dome,,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,34 reviews,
"7 Maxwell Road Mnd Building Annexe B # 02 80 79 Amoy Street Food Centre, Singapore 069111 Singapore",Central Business District,"1.2794,103.84665",,[u'$'],,3985,,Yuan Chun Famous Lor Mee,,,3.5,,,,,8 reviews,
"3A River Valley Road, Merchant Court, Clarke Quay Block A #01-01B, Singapore 179020 Singapore",Central Area/City Area,"1.29024,103.84541","Japanese, Bar, Pub, Street Food","[u'$$ - $$$, Japanese, Bar, Pub']",,3986,"Dinner, Lunch",Kushikatsu Tanaka,tel:+65 6258 3789,S$12 - S$31,4,,,,,14 reviews,
"271 Tanjong Katong Road, Singapore 437054 Singapore",Marine Parade,"1.30716,103.89569",,[],,3987,,Nan Xiang Chicken Rice,,,4.5,,,,,3 reviews,
"1 Jelebu Road Bukit Panjang Plaza #01-53/54 Bukit Panjang Plaza, Singapore 677743 Singapore",Bukit Panjang,"1.37994,103.76432",Cafe,[u'Cafe'],,3988,,Wang Cafe,tel:+65 6764 8936,,4.5,,,,,3 reviews,
"33 Mackenzie Road Mackenzie Regency, Singapore 228686 Singapore",Central Area/City Area,"1.30474,103.84938",,[u'$$ - $$$'],,3989,"Lunch, Dinner",Nung Len SG,tel:+65 6238 0184,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,6 reviews,
"1 Jurong West Central 2 Jurong Point 01-33A Jurong Point Shopping Centre, Singapore 648886 Singapore",Jurong West,"1.34025,103.70656",,[],,3990,,Subway,tel:+65 6791 3623,,4.5,,,,,3 reviews,
"280 Bishan Street 24, Singapore 570280 Singapore",Bishan,"1.357223,103.84439","Asian, Singaporean","[u'Asian, Singaporean']",,3991,,Kimly Seafood,tel:+65 6456 2314,,5,,,,,2 reviews,
"10 Eunos Road 8 #01-151 Singapore Post Centre, Singapore 408600 Singapore",Geylang East,"1.31898,103.89464",Asian,[u'Asian'],,3992,,Grove One,tel:+65 9892 4421,,5,,,,,2 reviews,
"Newton Food Centre, Singapore 229495 Singapore",,,,[],,3993,,71 Newton Beer Craft,tel:+65 8657 7778,,4.5,,,,,3 reviews,
"734 Pasir Ris Street 72 Pasir Ris West Plaza Pasir Ris West Plaza, Singapore 510734 Singapore",Pasir Ris West,"1.37977,103.93619","American, Cafe, Asian","[u'American, Cafe, Asian']",,3994,,Subway,,,5,,,,,2 reviews,
"30 Temple Street, Singapore 058575 Singapore",Outram,"1.28286,103.84444",,[],,3995,"Lunch, Dinner",T30 功夫茶 Kungfu Teahouse,tel:+65 6225 5530,,4,,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,7 reviews,
"61 Tai Seng Avenue Print Media Hub @ Paya Lebar Ipark, Singapore 534167 Singapore",Hougang,"1.33911,103.88807",Asian,[u'Asian'],,3996,,Paya Lebar Square,,,5,,,,,2 reviews,
"11 Tanjong Katong Road One Km Shopping Centre One Km, Singapore 437157 Singapore",,,Pizza,[u'Pizza'],,3997,,Pizza Hut,,,4,,,,,7 reviews,
"50 Jurong Gateway Road #05-02 Jem, Singapore 608549 Singapore",Jurong East,"1.33285,103.74333",Chinese,[u'Chinese'],,3998,,Xiaoer Niuda Classic Beef La Mian,tel:+65 6909 5186,,5,,,,,2 reviews,
"81 Lorong Chencharu #01-04 Orto Orto, Singapore 769198 Singapore",Yishun,"1.41547,103.82486","Asian, Soups","[u'Asian, Soups']","Reservations, Seating",3999,Dinner,Mookata,tel:+65 6257 5198,,3.5,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,15 reviews,
"21 Choa Chu Kang North 6 Yewtee Point #b1-43, Singapore 689578 Singapore",Yew Tee,"1.39741,103.74667","Cafe, Asian, Singaporean","[u'Cafe, Asian, Singaporean']",,4000,,SOD Cafe - Yew Tee Point,tel:+65 6464 7756,,4,,,,,6 reviews,
"9 Teck Chye Terrace, Singapore 545720 Singapore",Serangoon,"1.35295,103.87642",,[],Reservations,4001,,Scissors Paper Stove,tel:+65 6242 0021,,4,,,,,7 reviews,
"32 New Market Road #01-1144 People's Park Cooked Food Centre, Chinatown, Singapore 050032 Singapore",Outram,"1.28491,103.84255",,[],,4002,"Lunch, Dinner",Chang Jiang G1 Claypot Frog Porridge & Seafood,tel:+65 9674 1194,,4,,,,,4 reviews,
Singapore 427471 Singapore,Geylang East,"1.312153,103.900276","Vietnamese, Asian","[u'$, Vietnamese, Asian']",,4003,"Lunch, After-hours, Drinks, Dinner",Pho Viet Singapore,tel:+65 9899 4966,S$10 - S$50,3.5,,ui_bubble_rating bubble_30,ui_bubble_rating bubble_25,ui_bubble_rating bubble_30,25 reviews,
"10 Eunos Road 8 Singapore Post Centre #b1-157, Singapore 408600 Singapore",Geylang East,"1.31898,103.89464","Asian, Thai, Singaporean","[u'Asian, Thai, Singaporean']",,4004,,Coffee & Toast,,,5,,,,,2 reviews,
"Ang Mo Kio Avenue 4 Block 628, #01-72, Singapore 560628 Singapore",Ang Mo Kio,"1.37193,103.83749",Asian,[u'Asian'],,4005,,Sumo Big Prawn Noodle,,,4,,,,,4 reviews,
"69 Bedok South Avenue 3 #01-468, Singapore 460069 Singapore",Bedok South,"1.31938,103.94366",,[],,4006,,Springleaf Eating House,tel:+65 6245 8349,,4,,,,,6 reviews,
"195 Lavender St #01-127 Boon Lay Place Hawker Center, Singapore 640221 Singapore",Lavender,"1.31344,103.8603",,[],,4007,Dinner,Chong Pang Huat,tel:+65 8450 0498,,4,,,,,5 reviews,
"63 Jurong West Central 3 Jurong Point #B1-60/61 Jurong Point 2 Shopping Centre, Singapore 648331 Singapore",Jurong West,"1.33951,103.70523","Asian, Taiwanese","[u'Asian, Taiwanese']",,4008,,Lai Lai Casual Dining,,,3.5,,,,,7 reviews,
"9 Bishan Place Junction 8 Shopping Centre #01-32 Junction 8 Shopping Centre, Singapore 579837 Singapore",Bishan,"1.35049,103.84873",Thai,[u'Thai'],,4009,,Thai Express,tel:+65 6250 0466,,4,,,,,6 reviews,
"216 Bedok Nth St 1 #01-76, Singapore Singapore",Bedok,"1.32706,103.9332",Chinese,[u'Chinese'],,4010,"Breakfast, Lunch",Ma Bo Lor Mee,,,5,,,,,2 reviews,
"29 Keong Saik Road, Singapore 089136 Singapore",Outram,"1.279978,103.84156",Japanese,"[u'$$$$, Japanese']",,4011,"Dinner, After-hours, Drinks",KYUU by Shunsui,tel:+65 6221 7098,S$139 - S$277,3.5,,,,,8 reviews,
"Jurong Point Shopping Centre, B1-47, Jurong West Central 2, Singapore Singapore",Jurong West,"1.34025,103.70656","Japanese, Asian, Singaporean","[u'Japanese, Asian, Singaporean']",,4012,,Shabu Ichi Hokaido Hotpot Buffet,tel:+65 6255 0224,,3.5,,,,,6 reviews,
"291 South Bridge Road, Singapore 058836 Singapore",Outram,"1.28145,103.845","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']",,4013,,Hi Chuan Chuan,tel:+65 9892 9557,S$15 - S$31,4,,,,,5 reviews,
"11 Penang Lane Innotel, Singapore 238485 Singapore",Museum,"1.29772,103.84443",,[],,4014,"Breakfast, Lunch, Dinner",92 Coffee House & Bar,tel:+65 6545 4818,,4.5,,,,,3 reviews,
"315 Outram Road # 02 Tan Boon Liat Building 313, Singapore 169074 Singapore",Bukit Merah,"1.28753,103.83398",Chinese,[u'Chinese'],,4015,,Kew Garden Restaurant,,,3.5,,,,,10 reviews,
"235 Jalan Kayu, Singapore 799459 Singapore",Sengkang,"1.39615,103.87281","Asian, Singaporean","[u'Asian, Singaporean']",,4016,"Breakfast, Lunch",Blanco Prawn Noodle House,,,4.5,,,,,3 reviews,
"25 International Business Park German Centre #01-80, German Centre, Singapore 609916 Singapore",Jurong East,"1.32521,103.7463",International,[u'International'],,4017,,TCC - The Connoisseur Concerto,tel:+65 6560 1231,,3.5,,,,,7 reviews,
"412 Joo Chiat Road, Singapore 427637 Singapore",Marine Parade,"1.30708,103.90373",,[u'$$ - $$$'],,4018,"Lunch, Dinner",My Lovebites,tel:+65 6345 6777,S$18 - S$22,4.5,,,,,5 reviews,
"10 Sinaran Drive Square 2 Square 2, #01 -04/05, Singapore 307506 Singapore",Moulmein,"1.320773,103.8442",,[],,4019,,Popeyes Louisiana Kitchen,tel:+65 6397 6764,,4,,,,,5 reviews,
"10 Sinaran Drive #03-68 Square 2 ION Orchard, Singapore 307506 Singapore",Moulmein,"1.321061,103.844475","Asian, Korean","[u'Asian, Korean']","Seating, Reservations, Wheelchair Accessible",4020,"Lunch, Dinner",Seoul Yummy,tel:+65 6397 6939,,3.5,,,,,12 reviews,
"99 East Coast Road, Singapore 428795 Singapore",Marine Parade,"1.30571,103.90417",,[u'$'],,4021,,Fanny Ice Cream Singapore,tel:+65 8318 9228,S$3 - S$15,4,,,,,6 reviews,
"Parkway Parade #02-14/17 80 Marine Parade Road,, Singapore 449269 Singapore",Marine Parade,"1.302045,103.90474","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Wheelchair Accessible",4022,"Lunch, Dinner, Brunch",Treasures Yi Dian Xin,tel:+65 6247 9218,,3.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,22 reviews,
"501 Orchard Road #03-14 Wheelock Place, Singapore 238880 Singapore",Boulevard,"1.304325,103.83119",Cafe,"[u'$$ - $$$, Cafe, Vegetarian Friendly, Vegan Options']",,4023,"Lunch, Dinner",Cedele (Wheelock Place),tel:+65 6732 8520,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_25,ui_bubble_rating bubble_30,98 reviews,"Vegetarian Friendly, Vegan Options"
"#01-75 120 Bukit Merah Ln 1 Alexandra Village Food Centre, Singapore Singapore",Bukit Merah,"1.286381,103.804436",Asian,"[u'$, Asian']",,4024,"Lunch, Breakfast",Depot Road Zhen Shan Mei Claypot Laksa,tel:+65 9088 9203,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,16 reviews,
"117 Commonwealth Drive, Singapore 140117 Singapore",Queenstown,"1.306426,103.80075",Chinese,"[u'$, Chinese']",,4025,"Lunch, Dinner",Hong Kong Street Old Chun Kee,tel:+65 8360 6663,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,12 reviews,
"Blk 201E Tampines Street 23 #01-56, Singapore 527201 Singapore",Tampines East,"1.352808,103.954025",,[],,4026,"Breakfast, Lunch, Dinner",Afghanistan Family Rstnt,tel:+65 6783 7746,,3.5,,,,,8 reviews,
"181 Orchard Road Orchard Central 181 Orchard Road #07-14/15, Singapore 238896 Singapore",Somerset,"1.30076,103.83969",Chinese,[u'Chinese'],,4027,"Lunch, Dinner",Lao Beijing,,,4,,,,,8 reviews,
"83 Punggol Central Watertown Waterway Point, B1-18, Singapore 828761 Singapore",Punggol Town Centre,"1.40645,103.90202",,[],Reservations,4028,"Lunch, Dinner",Fish & Co,tel:+65 6385 9061,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,5 reviews,
"30 Seng Poh Rd 02-43 Tiong Bahru Market, Singapore 168898 Singapore",Bukit Merah,"1.28473,103.83245",Asian,"[u'$, Asian']",,4029,,"Kway Chap, Duck Rice, Duck Noodle, Duck Porridge",,,4.5,,,,,3 reviews,
"252 N North Bridge Road Raffles City Shopping Centre Ste #B1-06/07, Raffles City Shopping Centre, Singapore 179103 Singapore",City Hall,"1.29383,103.85333",,[],Reservations,4030,Dinner,Watami,tel:+65 6336 2425,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,15 reviews,
"Block 824 Tampines Street 81 #01-36 Tampines Grove, Singapore 520824 Singapore",Tampines,"1.34907,103.93266",,[],,4031,"Lunch, Dinner",The Flourist,,,4.5,,,,,4 reviews,
"31 Ocean Way Quayside Isle #01-08 Sentosa Cove, Quayside Isle, Singapore 098375 Singapore",Sentosa Island,"1.247222,103.84199",,[],Reservations,4032,"Breakfast, Lunch, Dinner, Brunch",Greater Lot,,,3.5,,,,,15 reviews,
"60 Airport Boulevard Changi Airport Terminal 2 Terminal 2, Level 3, Viewing Mall South, Suite 036-057, Singapore 819643 Singapore",Changi,"1.354803,103.98824","Portuguese, Barbecue, European","[u'$$ - $$$, Portuguese, Barbecue, European']","Takeout, Seating, Wheelchair Accessible",4033,"Lunch, Dinner",Nando's,tel:+65 6543 9766,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,31 reviews,
"3 Yung Sheng Rd #03-146 Taman Jurong Market and Food Centre, Singapore Singapore",Taman Jurong,"1.33468,103.72135",,[],,4034,,Feng Zhen Lor Mee,,,4.5,,,,,3 reviews,
"10 Sinaran Drive Square 2 #B1-131 Square 2, Singapore 307506 Singapore",Moulmein,"1.320855,103.84444",Cafe,"[u'$$ - $$$, Cafe']",,4035,,Small Potatoes Ice Creamery,tel:+65 6352 2661,,4,,,,,6 reviews,
"10 Anson Road International Plaza #02-29 International Plaza, Singapore 079903 Singapore",Central Business District,"1.27592,103.8459",Chinese,"[u'$$ - $$$, Chinese']",,4036,Lunch,Kia Hiang Restaurant,tel:+65 6220 7169,,3.5,,,,,14 reviews,
"88 East Coast Road Katong Square Katong Square, Singapore 423371 Singapore",Marine Parade,"1.30475,103.90429",,[],Reservations,4037,,Times Square,tel:+65 6344 0240,,4,,,,,8 reviews,
"154 West Coast Road West Coast Plaza #B1-09, West Coast Plaza, Singapore 127371 Singapore",Clementi,"1.30369,103.766",,[],,4038,,Jalan Kayu Prata,tel:+65 9126 7346,,4.5,,,,,3 reviews,
"9 Bishan Place Junction 8 Shopping Centre #02-20A/21, Junction 8, Singapore 579837 Singapore",Bishan,"1.350552,103.84884",Thai,[u'Thai'],,4039,"Lunch, Dinner",Tuk Tuk Cha,tel:+65 6262 0953,,3.5,,,,,11 reviews,
"18 Jalan Membina Tiong Bahru Court #01-06, Singapore 164018 Singapore",Bukit Merah,"1.2856,103.82689",,[],,4040,"Breakfast, Lunch",Leung Sang Hong Kong Pastries,tel:+65 6271 6056,,4,,,,,4 reviews,
"7 Boon Tat Street, Singapore 069614 Singapore",Outram,"1.281508,103.8481","Japanese, Seafood, Sushi","[u'Japanese, Seafood, Sushi']",,4041,,Sakanadonya Kunimaru,tel:+65 9616 6517,,4.5,,,,,4 reviews,
"10 Tampines Central 1 #04-11 Tampines One, Singapore 529537 Singapore",Tampines East,"1.354312,103.9453","Seafood, Mediterranean","[u'Seafood, Mediterranean']",Reservations,4042,"Lunch, Dinner",Fish & Co,tel:+65 6260 0183,,3.5,,,,,11 reviews,
"30 Foch Road Coffee Shop along Foch Road, Singapore 209276 Singapore",Lavender,"1.31237,103.86028","Japanese, Cafe, Fast food","[u'Japanese, Cafe, Fast food']",,4043,,Don,tel:+65 9119 2619,,4.5,,,,,3 reviews,
"3 Punggol Point Road The Punggol Settlement #02-05, Singapore 828694 Singapore",Punggol,"1.42091,103.91235","Japanese, Asian, Singaporean","[u'Japanese, Asian, Singaporean']",,4044,,Izakaya 95,tel:+65 6384 1132,,4,,,,,5 reviews,
"458 Geylang Road Lorong 24, Singapore 389417 Singapore",Red Light District,"1.313439,103.88388","Chinese, Asian","[u'$, Chinese, Asian']","Takeout, Seating",4045,"After-hours, Breakfast, Lunch, Dinner, Brunch",Yong He Eating House,tel:+65 6745 5682,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,25 reviews,
