"X";"POI";"link";"num_reviews";"address";"translatedContent"
164;"Paul & Shark（斯科特广场店）";"https://you.ctrip.com/shopping/singapore53/1379307.html";7;"斯科特路6号斯科特广场1层8号商铺";"Paul &amp; Shark（斯科特广场店）"
165;"美珍香（余东旋街店）";"https://you.ctrip.com/shopping/singapore53/1363984.html";7;"69 Pagoda St Singapore 059228";"美珍香（余东旋街店）"
166;"新加坡新罗免税店（T2入境大厅E登机门）";"https://you.ctrip.com/shopping/singapore53/1450949.html";6;"新加坡樟宜机场2号航站楼入境大厅（靠近E登机门)";"新加坡新罗免税店（T2入境大厅E登机门）"
167;"新加坡新罗免税店（T1 入境大厅C登机门）";"https://you.ctrip.com/shopping/singapore53/1450947.html";6;"新加坡樟宜机场1号航站楼入境大厅（靠近C登机门)";"新加坡新罗免税店（T1 入境大厅C登机门）"
168;"屈臣氏（樟宜机场T3离境登机大厅）";"https://you.ctrip.com/shopping/singapore53/1413486.html";4;"樟宜机场3号航站楼离境登机大厅";"屈臣氏（樟宜机场T3离境登机大厅）"
169;"TWG 茶沙龙和精品屋(樟宜机场T2)";"https://you.ctrip.com/shopping/singapore53/1413490.html";12;"樟宜机场T2航站楼离境转机南大厅No. 026-102-01(近Avis Car Rental)";"TWG 茶沙龙和精品屋(樟宜机场T2)"
170;"SK-II（新加坡维多利亚街店）";"https://you.ctrip.com/shopping/singapore53/1448504.html";4;"230 Victoria Street, Bugis Junction, Singapore 188024
Singapore";"SK-II（新加坡维多利亚街店）"
171;"万宝龙（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413412.html";4;"樟宜机场3号航站楼离境转机大厅";"万宝龙（樟宜机场T3）"
172;"爱马仕（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413398.html";4;"樟宜机场1号航站楼离境转机大厅(东)";"爱马仕（樟宜机场T1）"
173;"文华大酒店购物中心";"https://you.ctrip.com/shopping/singapore53/1577783.html";4;"乌节路333号(近Orchard Link)";"文华大酒店购物中心"
174;"索尼（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413540.html";4;"樟宜机场3号航站楼离境转机大厅";"索尼（樟宜机场店）"
175;"老巴刹祭亭";"https://you.ctrip.com/shopping/singapore53/108099.html";8;"18 Raffe Quay";"老巴刹祭亭"
176;"United Square";"https://you.ctrip.com/shopping/singapore53/1578958.html";4;"101 Thomson Road(近Khiang Guan Ave)";"United Square"
177;"The Chocolatier（樟宜机场二号候机大厅过境E区）";"https://you.ctrip.com/shopping/singapore53/1446532.html";2;"樟宜国际机场2号航站楼出发/转机大厅2楼南部";"The Chocolatier（樟宜机场二号候机大厅过境E区）"
178;"施华洛世奇（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413566.html";8;"樟宜机场3号航站楼离境转机大厅";"施华洛世奇（樟宜机场T3）"
179;"G2000";"https://you.ctrip.com/shopping/singapore53/1364293.html";2;"1 Sengkang Square";"G2000"
180;"BV Florist & Gifts";"https://you.ctrip.com/shopping/singapore53/1364067.html";2;"1157 Keppel Road";"BV Florist &amp; Gifts"
181;"浮尔顿一号";"https://you.ctrip.com/shopping/singapore53/1486745.html";1;"富勒顿路1号(近Regus Singapore)";"浮尔顿一号"
182;"Ntuc Fairprice";"https://you.ctrip.com/shopping/singapore53/1364248.html";2;"10 Eunos Road 8";"Ntuc Fairprice"
183;"新加坡新罗免税店（T2离境大厅E登机门）";"https://you.ctrip.com/shopping/singapore53/1450948.html";6;"新加坡樟宜机场2号航站楼离境大厅（靠近E登机门)";"新加坡新罗免税店（T2离境大厅E登机门）"
184;"Kate Spade（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413403.html";8;"樟宜机场3号航站楼离境转机大厅(南)";"Kate Spade（樟宜机场店）"
185;"新加坡新罗免税店（T2离境大厅F登机门）";"https://you.ctrip.com/shopping/singapore53/1450945.html";6;"新加坡樟宜机场2号航站楼离境大厅（靠近F登机门)";"新加坡新罗免税店（T2离境大厅F登机门）"
186;"纪伊国屋书店(River Valley Road)";"https://you.ctrip.com/shopping/singapore53/1363998.html";3;"177 River Valley Road #03-50 Liang Court Singapore 179036";"纪伊国屋书店(River Valley Road)"
187;"永安堂";"https://you.ctrip.com/shopping/singapore53/1361221.html";14;"Block 38 Telok Blangah Rise, Telok Blangah";"永安堂"
188;"爱马仕（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413400.html";5;"樟宜机场3号航站楼离境转机大厅";"爱马仕（樟宜机场T3）"
189;"Maison de Chronus（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413583.html";5;"樟宜机场3号航站楼离境转机大厅";"Maison de Chronus（樟宜机场店）"
190;"DFS烟酒免税店（樟宜机场T3离境转机大厅）";"https://you.ctrip.com/shopping/singapore53/1413594.html";5;"樟宜机场3号航站楼离境转机大厅(中央)";"DFS烟酒免税店（樟宜机场T3离境转机大厅）"
191;"Cheers（樟宜机场T3离境转机大厅）";"https://you.ctrip.com/shopping/singapore53/1413374.html";5;"樟宜机场3号航站楼离境转机大厅";"Cheers（樟宜机场T3离境转机大厅）"
192;"劳力士（樟宜机场Gassan Watches店）";"https://you.ctrip.com/shopping/singapore53/1413587.html";5;"樟宜机场3号航站楼离境转机大厅";"劳力士（樟宜机场Gassan Watches店）"
193;"博柏利（ION乌节店）";"https://you.ctrip.com/shopping/singapore53/1452736.html";4;"乌节弯2号 ION Orchard 商城 #02-16/17/18";"博柏利（ION乌节店）"
194;"大创生活馆（ION Orchard店）";"https://you.ctrip.com/shopping/singapore53/1363973.html";8;"2 Orchard Turn, #B4-47 ION Orchard, 新加坡 238801";"大创生活馆（ION Orchard店）"
195;"TWG Tea（樟宜机场T3离境转机大厅南）";"https://you.ctrip.com/shopping/singapore53/1413492.html";13;"樟宜机场3号航站楼离境转机大厅(南)";"TWG Tea（樟宜机场T3离境转机大厅南）"
196;"TOPSHOP（Ion Mall）";"https://you.ctrip.com/shopping/singapore53/1363929.html";8;"2 Orchard Turn, B2 - 01 Ion Orchard, 新加坡 238801";"TOPSHOP（Ion Mall）"
197;"科颜氏（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413470.html";10;"樟宜机场2号航站楼离境转机大厅";"科颜氏（樟宜机场店）"
198;"维多利亚的秘密（樟宜机场T2）";"https://you.ctrip.com/shopping/singapore53/1413444.html";10;"樟宜机场2号航站楼离境转机大厅(北)";"维多利亚的秘密（樟宜机场T2）"
199;"Bengawan Solo（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413610.html";10;"樟宜机场1号航站楼离境大厅二层";"Bengawan Solo（樟宜机场T1）"
200;"新加坡新罗免税店（T2入境大厅靠近F登机门）";"https://you.ctrip.com/shopping/singapore53/1450951.html";11;"新加坡樟宜机场2号航站楼入境大厅（靠近F登机门)";"新加坡新罗免税店（T2入境大厅靠近F登机门）"
201;"Bally（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413382.html";6;"樟宜机场3号航站楼离境转机大厅";"Bally（樟宜机场T3）"
202;"Whoo（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413458.html";6;"樟宜机场1号航站楼离境转机大厅(二楼)";"Whoo（樟宜机场店）"
203;"MUJI to GO（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413525.html";6;"樟宜机场2号航站楼离境登机大厅";"MUJI to GO（樟宜机场店）"
204;"比利时珠宝中心";"https://you.ctrip.com/shopping/singapore53/137341.html";15;"Concorde Shopping Centre #01-26, 317 Outram Road (S)169075, Singapore 169075";"比利时珠宝中心"
205;"DFS烟酒免税店（樟宜机场T3抵达行李领取大厅）";"https://you.ctrip.com/shopping/singapore53/1413595.html";9;"樟宜机场3号航站楼抵达行李领取大厅";"DFS烟酒免税店（樟宜机场T3抵达行李领取大厅）"
206;"Cold Storage（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413375.html";7;"樟宜机场1号航站楼停车场连接隧道，地下二楼";"Cold Storage（樟宜机场T1）"
207;"Gucci（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413395.html";6;"樟宜机场1号航站楼离境转机大厅(中央)";"Gucci（樟宜机场T1）"
208;"三巴旺购物中心";"https://you.ctrip.com/shopping/singapore53/1364001.html";10;"604 Sembawang Road, 新加坡 758459";"三巴旺购物中心"
209;"优衣库";"https://you.ctrip.com/shopping/singapore53/1364064.html";3;"10 Tampines Central 1";"优衣库"
210;"优衣库";"https://you.ctrip.com/shopping/singapore53/1364064.html";3;"10 Tampines Central 1";"优衣库"
211;"SK Jewellery（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413454.html";3;"樟宜机场3号航站楼离境登机大厅";"SK Jewellery（樟宜机场T3）"
212;"屈臣氏（樟宜机场T1离境转机大厅）";"https://you.ctrip.com/shopping/singapore53/1413485.html";3;"樟宜机场1号航站楼离境转机大厅(二楼)";"屈臣氏（樟宜机场T1离境转机大厅）"
213;"Bottega Veneta（樟宜机场T2）";"https://you.ctrip.com/shopping/singapore53/1413384.html";3;"樟宜机场2号航站楼离境转机大厅";"Bottega Veneta（樟宜机场T2）"
214;"Miu Miu（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413409.html";3;"樟宜机场2号航站楼离境转机大厅";"Miu Miu（樟宜机场店）"
215;"宝格丽（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413389.html";3;"樟宜机场1号航站楼离境转机大厅";"宝格丽（樟宜机场T1）"
216;"Desigual（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413430.html";3;"樟宜机场3号航站楼离境转机大厅";"Desigual（樟宜机场店）"
217;"万宝龙（樟宜机场T2）";"https://you.ctrip.com/shopping/singapore53/1413411.html";3;"樟宜机场2号航站楼离境转机大厅";"万宝龙（樟宜机场T2）"
218;"Fair Price";"https://you.ctrip.com/shopping/singapore53/1363935.html";3;"Blk 1,Rochor Road,#01-640号,SINGAPORE180001号(近梧槽坊，森林大厦)";"Fair Price"
219;"La Perla";"https://you.ctrip.com/shopping/singapore53/1364024.html";3;"391 Orchard Road";"La Perla"
220;"Bally（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413380.html";3;"樟宜机场1号航站楼离境转机大厅(东)";"Bally（樟宜机场T1）"
221;"Liang Court";"https://you.ctrip.com/shopping/singapore53/1454905.html";3;"177 River Valley Road Liang Court, Singapore 179030, Singapore";"Liang Court"
222;"Canele";"https://you.ctrip.com/shopping/singapore53/1364022.html";3;"#B1-25 Paragon,290 Orchard Rd，新加坡";"Canele"
223;"Junction 8";"https://you.ctrip.com/shopping/singapore53/1578780.html";3;"9 Bishan Place(近BHG)";"Junction 8"
224;"菲拉格慕（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413419.html";3;"樟宜机场3号航站楼离境转机大厅";"菲拉格慕（樟宜机场T3）"
225;"Gassan Watches（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413581.html";3;"樟宜机场1号航站楼离境转机大厅";"Gassan Watches（樟宜机场T1）"
226;"7-11(Gopeng Street)";"https://you.ctrip.com/shopping/singapore53/1364209.html";1;"12 Gopeng Street";"7-11(Gopeng Street)"
227;"耐克";"https://you.ctrip.com/shopping/singapore53/1811573.html";1;"2 Jurong East Street 21,";"耐克"
228;"TANGS(怡丰城店)";"https://you.ctrip.com/shopping/singapore53/1582949.html";1;"1 Harbourfront Walk, #01-187 & #02-189 VivoCity(近Sentosa Gateway)";"TANGS(怡丰城店)"
229;"Cold Storage";"https://you.ctrip.com/shopping/singapore53/1364046.html";1;"81 Clemenceau Avenue";"Cold Storage"
230;"卡地亚";"https://you.ctrip.com/shopping/singapore53/1364093.html";1;"Wheelock Place #05-00, 501 Orchard Road";"卡地亚"
231;"珍珠大厦";"https://you.ctrip.com/shopping/singapore53/70272497.html";1;"101 Upper Cross St, Singapore 058357 Upper Cross St, Singapore 058357";"珍珠大厦"
232;"Hush Puppies";"https://you.ctrip.com/shopping/singapore53/1363968.html";2;"1 Kim Seng Promenade";"Hush Puppies"
233;"Cuppage Terrace";"https://you.ctrip.com/shopping/singapore53/2347594.html";1;"19 Cuppage Rd(近Koek Rd)";"Cuppage Terrace"
234;"兰蔻(VIVOCITY)";"https://you.ctrip.com/shopping/singapore53/2545983.html";1;"Tangs Vivocity 1 HarbourFront Walk #01-187 & #02-189 Singapore 098585";"兰蔻(VIVOCITY)"
235;"AMK Hub";"https://you.ctrip.com/shopping/singapore53/78596330.html";2;"53 Ang Mo Kio Avenue 3 Amk Hub 3, Singapore 569933, Singapore";"AMK Hub"
236;"Michael Trio";"https://you.ctrip.com/shopping/singapore53/1375458.html";1;"91 Tanjong Pagar Road, Singapore 088512, Singapore";"Michael Trio"
237;"兰蔻(NEX MALL)";"https://you.ctrip.com/shopping/singapore53/2545984.html";1;"Isetan NEX, 23 Serangoon Central NEX Mall, Singapore";"兰蔻(NEX MALL)"
238;"Jamal Kazura Aromatics";"https://you.ctrip.com/shopping/singapore53/1375524.html";1;"728 North Bridge Rd, Singapore 198696, Singapore";"Jamal Kazura Aromatics"
239;"Jcube";"https://you.ctrip.com/shopping/singapore53/2347588.html";1;"2 Jurong East Central 1(近Jurong Town Hall Rd)";"Jcube"
240;"Ang Mo Kio Hub";"https://you.ctrip.com/shopping/singapore53/1578725.html";1;"53 Ang Mo Kio Avenue 3(近OCBC Bank)";"Ang Mo Kio Hub"
241;"7-11（樟宜机场T2）";"https://you.ctrip.com/shopping/singapore53/1413597.html";8;"樟宜机场2号航站楼离境转机大厅";"7-11（樟宜机场T2）"
242;"MichaelKors（名胜世界荟萃廊免税店）";"https://you.ctrip.com/shopping/singapore53/1453983.html";5;"";"MichaelKors（名胜世界荟萃廊免税店）"
243;"美体小铺（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413493.html";10;"樟宜机场3号航站楼地下二楼";"美体小铺（樟宜机场店）"
244;"Pedro（威士玛广场）";"https://you.ctrip.com/shopping/singapore53/1452345.html";5;"435 Rd WISMA ATRIA #B1-32/33/34, Orchard Road, Wisma Atria, 新加坡 238872";"Pedro（威士玛广场）"
245;"董厦";"https://you.ctrip.com/shopping/singapore53/1549230.html";7;"乌节路310(近Scotts Rd)";"董厦"
246;"DFS烟酒免税店（樟宜机场T1抵达行李领取大厅）";"https://you.ctrip.com/shopping/singapore53/1413591.html";9;"樟宜机场1号航站楼抵达行李领取大厅";"DFS烟酒免税店（樟宜机场T1抵达行李领取大厅）"
247;"Carrefour";"https://you.ctrip.com/shopping/singapore53/108095.html";7;"3 Temasek Boulevard Suntec City Mall #01-199";"Carrefour"
248;"新加坡新罗免税店（T1离境大厅C登机门）";"https://you.ctrip.com/shopping/singapore53/1450946.html";6;"新加坡樟宜机场1号航站楼离境大厅（靠近C登机门)";"新加坡新罗免税店（T1离境大厅C登机门）"
249;"Tommy Hilfiger（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413423.html";4;"樟宜机场3号航站楼离境转机大厅(北)";"Tommy Hilfiger（樟宜机场店）"
250;"探索新加坡（樟宜机场T1离境转机大厅东）";"https://you.ctrip.com/shopping/singapore53/1413553.html";4;"樟宜机场1号航站楼离境转机大厅(东)";"探索新加坡（樟宜机场T1离境转机大厅东）"
251;"Paul & Shark（樟宜机场T1）";"https://you.ctrip.com/shopping/singapore53/1413413.html";4;"樟宜机场1号航站楼离境转机大厅(西)";"Paul &amp; Shark（樟宜机场T1）"
252;"Bata（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413494.html";4;"樟宜机场3号航站楼地下二楼";"Bata（樟宜机场店）"
253;"宝格丽（樟宜机场T3）";"https://you.ctrip.com/shopping/singapore53/1413391.html";4;"樟宜机场3号航站楼离境转机大厅(南)";"宝格丽（樟宜机场T3）"
254;"DFS钟表免税店（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413580.html";4;"樟宜机场2号航站楼离境转机大厅";"DFS钟表免税店（樟宜机场店）"
255;"DFS烟酒免税店（樟宜机场T2抵达行李领取大厅）";"https://you.ctrip.com/shopping/singapore53/1413593.html";4;"樟宜机场2号航站楼抵达行李领取大厅";"DFS烟酒免税店（樟宜机场T2抵达行李领取大厅）"
256;"Alfred Dunhill（樟宜机场T2）";"https://you.ctrip.com/shopping/singapore53/1413378.html";4;"樟宜机场2号航站楼离境转机大厅";"Alfred Dunhill（樟宜机场T2）"
257;"优衣库（樟宜机场店）";"https://you.ctrip.com/shopping/singapore53/1413442.html";4;"樟宜机场1号航站楼离境转机大厅";"优衣库（樟宜机场店）"
258;"探索新加坡（樟宜机场T2离境转机大厅南）";"https://you.ctrip.com/shopping/singapore53/1413556.html";4;"樟宜机场2号航站楼离境转机大厅(南)";"探索新加坡（樟宜机场T2离境转机大厅南）"
259;"Zegna杰尼亚（百丽宫购物中心二店）";"https://you.ctrip.com/shopping/singapore53/1361057.html";4;"01-18,Paragon Shopping Center,290 Orchard Road,Singapore";"Zegna杰尼亚（百丽宫购物中心二店）"
