review_index,sentiment,aspect,adjective
1647,POS,好玩,好玩
1648,POS,感觉,漂亮
1648,POS,环境,干净
1648,POS,环境空气,好
1648,POS,空气,清新
1649,POS,感觉,喜欢
1650,POS,景色,美丽
1650,POS,设计不错,
1650,POS,瀑布,棒
1651,POS,服务,挺好
1654,POS,价格,便宜
1655,POS,景色,美
1655,POS,感觉,喜欢
1656,POS,瀑布,壮观
1656,POS,瀑布,壮观
1660,POS,景点,美
1660,POS,环境,环境不错
1661,POS,感觉,喜欢
1662,POS,花园,美
1662,POS,景点不错,
1663,POS,景点不错,
1663,POS,感觉,喜欢
1664,POS,灯光效果,好
1666,POS,感觉,赞
1666,POS,交通,方便
1667,POS,瀑布,壮观
1668,POS,花园,壮观
1668,POS,灯光不错,
1671,POS,场馆,大
1672,POS,森林,不错
1672,POS,订票,方便
1673,POS,地方,地方不错
1674,POS,地方,美丽
1676,POS,景点不错,
1676,POS,感觉,漂亮
1677,POS,感觉,方便
1679,POS,感觉,方便
1679,POS,感觉,漂亮
1681,POS,感觉,方便
1681,POS,感觉,赞
1682,POS,门票便宜,
1682,POS,布局不错,
1682,POS,环境,宜人
1684,NEU,瀑布,小
1685,POS,景色,棒
1685,POS,游客,少
1686,POS,景色,美
1686,POS,环境不错,
1687,POS,总体不错,
1688,POS,美景不错,
1691,POS,天气,热
1692,POS,灯光不错,
1692,POS,拍照,好看
1693,POS,花园,美
1693,POS,感觉,喜欢
1693,POS,灯光不错,
1696,NEU,气候,干燥
1697,POS,热带植物,多
1697,POS,种类,多
1697,POS,建筑,新
1697,POS,建筑,新奇
1698,POS,食物,便宜
1698,POS,感觉,浪漫
1699,POS,夜景不错,
1701,POS,感觉,漂亮
1701,POS,形式,棒
1701,POS,感觉,棒
1702,NEU,气温,低
1703,POS,品种,多
1703,POS,纪念品,多
1704,POS,设计,精巧
1704,POS,景色,壮观
1704,POS,布局不错,
1704,POS,瀑布,美
1706,POS,感觉,喜欢
1706,NEU,温度,低
1707,POS,景致,好
1707,POS,表演,精彩
1708,POS,景色,美
1709,POS,景色,美
1709,POS,风景不错,
1709,POS,景色,景色不错
1709,POS,朋友,喜欢
1711,POS,感觉,舒服
1712,POS,感觉,漂亮
1712,POS,美景不错,
1712,POS,感觉,棒
1713,NEU,排队,长
1713,NEU,排队时间,长
1713,NEU,景区,一般
1714,POS,造型,独特
1715,POS,感觉,棒
1715,POS,感觉,不错
1716,POS,感觉,漂亮
1717,POS,地方不错,
1718,POS,景点不错,
1719,POS,夜景,美
1719,POS,花园,好看
1720,POS,地方,好
1721,POS,景点不错,
1721,POS,孩子,开心
1722,POS,感觉,棒
1722,POS,票价便宜,
1723,POS,景色,美丽
1724,POS,环境,美
1724,POS,景色,壮观
1725,POS,感觉,不错
1725,POS,确实,好看
1725,POS,感觉,不错
1725,POS,照相,不错
1726,POS,展厅,还不错
1726,POS,景色,自然
1727,POS,景色,美
1727,POS,感觉,方便
1727,POS,景色,美
1727,POS,感觉,惬意
1728,POS,景观,美
1730,POS,感觉,漂亮
1730,POS,城市,干净
1731,POS,灯光,好
1733,POS,体验,非常好
1733,POS,景点不错,
1734,POS,灯光不错,
1735,POS,环境不错,
1736,POS,景色,美
1737,NEU,地方,地方一般
1737,POS,感觉,不错
1738,POS,景色,美丽
1738,POS,酒店,近
1739,POS,景色,美
1739,POS,环境,干净
1739,POS,天气,好
1740,POS,景色,壮观
1740,POS,花园,不错
1741,POS,感觉,不错
1742,POS,展览不错,
1744,POS,孩子,喜欢
1745,POS,感觉,不错
1747,POS,城市,美
1747,NEU,花园,一般
1748,POS,感觉,漂亮
1748,POS,夜景,美
1749,POS,地方不错,
1749,POS,大瀑布,漂亮
1751,POS,环境,好
1751,POS,知识,还可以
1752,POS,票,方便
1752,POS,花园,大
1752,POS,湿度,大
1753,POS,性价比,还可以
1753,POS,感觉,满意
1754,POS,夜景不错,
1756,POS,风景不错,
1757,POS,种类,多
1761,POS,感觉,方便
1764,POS,景色,美
1766,POS,感觉,喜欢
1770,POS,公园,近
1770,POS,公园环境,好
1770,POS,绿化,好
1771,POS,景点不错,
1772,POS,感觉,方便
1772,POS,景观不错,
1773,NEU,温度,低
1774,POS,瀑布,好
1775,POS,灯光不错,
1775,POS,地方,好
1775,POS,灯光不错,
1776,POS,任然,不错
1777,POS,造型不错,
1779,POS,地方不错,
1779,POS,气氛不错,
1782,POS,感觉,方便
1783,POS,感觉,不错
1783,POS,景色,美丽
1783,POS,感觉,喜欢
1784,POS,环境,干净
1785,POS,感觉,漂亮
1785,POS,确实,好看
1786,POS,花园,大
1786,POS,确实,好看
1787,NEU,性价比,低
1788,POS,人民,认真
1788,NEU,游客,多
1789,POS,确实,好看
1790,POS,感觉,漂亮
1792,POS,交通,方便
1792,POS,地方,美
1793,POS,灯光不错,
1794,POS,环境,干净
1794,POS,去哪儿,方便
1795,POS,感觉,方便
1795,POS,感觉,漂亮
1796,POS,感觉,棒
1797,POS,总体,好
1798,POS,景色,美丽
1799,POS,购票,方便
1799,POS,灯光,美
1802,POS,景点不错,
1802,POS,牡丹,美
1803,POS,灯光不错,
1803,POS,绿化,好
1805,POS,景色,美
1805,POS,景色,美
1805,POS,森林不错,
1806,POS,感觉,方便
1807,POS,感觉,喜欢
1808,POS,景色,美
1808,NEU,灯光,一般
1809,POS,景色,美
1810,POS,景色,美
1812,POS,体验,不错
1812,POS,味道,清新
1814,POS,景色,美丽
1814,POS,设计不错,
1815,NEU,建筑,一般
1815,POS,建筑,壮观
1816,POS,假山不错,
1816,POS,夜景不错,
1816,POS,灯光不错,
1817,POS,花草,漂亮
1817,POS,灯光不错,
1817,POS,感觉,喜欢
1818,POS,感觉,方便
1818,POS,门票便宜,
1819,POS,设计不错,
1819,POS,设计不错,
1820,POS,景点不错,
1820,POS,设计不错,
1821,POS,票,方便
1821,POS,取票,方便
1821,POS,景点,美
1821,POS,设计不错,
1822,POS,性价比,高
1822,POS,确实,好看
1822,NEU,灯光一般,
1823,POS,景点,非常好
1823,POS,景点,好
1825,POS,灯光,绚丽
1826,POS,感觉,漂亮
1827,POS,景色,美丽
1827,POS,感觉,舒服
1828,POS,感觉,方便
1831,POS,景色,美丽
1832,POS,花园,美
1832,POS,景色,棒
1832,POS,景色,美丽
1832,POS,景点不错,
1833,POS,感觉,漂亮
1835,POS,造型不错,
1836,POS,感觉,方便
1837,POS,灯光不错,
1839,POS,布局,漂亮
1839,NEU,温度,低
1840,POS,景点,好
1841,NEU,票,不方便
1841,NEU,取票,不方便
1842,POS,景观不错,
1843,POS,地方不错,
1843,POS,景色,景色不错
1845,POS,票,方便
1845,POS,取票,方便
1845,POS,价格,便宜
1845,POS,感觉,开心
1846,POS,灯光,美
1847,POS,花园,大
1848,POS,位置不错,
1851,POS,地方不错,
1851,POS,花园,大
1851,POS,美景不错,
1851,POS,景点不错,
1851,POS,感觉,漂亮
1851,POS,夜景不错,
1851,POS,感觉,不错
1853,NEU,气候,干燥
1853,POS,世界,大
1853,POS,生活,美好
1854,POS,公园,多
1854,POS,绿化不错,
1854,POS,空气,清新
1855,NEU,气候,干燥
1855,POS,花园,美
1856,NEU,气候,干燥
1856,POS,美景不错,
1856,POS,地方,好
1857,POS,树,壮观
1860,POS,城市建设不错,
1860,POS,花园,美
1860,POS,确实,好看
1860,POS,瀑布,好看
1860,POS,花园,大
1861,POS,森林不错,
1862,POS,地方不错,
1862,POS,地方,干净
1863,POS,世界,大
1863,POS,景色,景色不错
1863,POS,酒吧不错,
1863,POS,色彩不错,
1864,POS,体力,好
1865,POS,感觉,不错
1866,POS,地方不错,
1866,POS,氛围不错,
1866,POS,感觉,美好
1869,POS,雕塑不错,
1869,NEU,照片一般,
1871,POS,价格,便宜
1871,POS,灯光不错,
1872,POS,景点不错,
1872,POS,环境,美
1872,POS,景色,壮观
1872,POS,夜色不错,
1873,POS,夜景不错,
1874,NEU,规模,小
1874,POS,夜景,好
1874,NEU,性价比,一般
1877,POS,瀑布,高
1878,POS,灯光不错,
1878,POS,环境,静
1879,POS,景色不错,
1880,POS,感觉,赞
1881,POS,景色,美丽
1881,POS,景色,美丽
1882,POS,夜色不错,
1882,NEU,天气,炎热
1883,POS,外形,奇特
1883,POS,地理位置,好
1883,POS,位置,好
1885,POS,灯光,美
1885,POS,花园,大
1885,POS,绿化,好
1885,POS,灯光不错,
1886,POS,树,漂亮
1886,NEU,场地,小
1886,POS,感觉,赞
1887,POS,景色,美
1887,POS,地方,近
1887,POS,感觉,方便
1887,POS,感觉,开心
1889,POS,地方不错,
1889,POS,景观,好
1890,POS,味道,
1890,POS,感觉,舒服
1891,POS,景点不错,
1891,POS,感觉,喜欢
1892,POS,好玩,好玩
1893,POS,感觉,不错
1893,POS,森林不错,
1894,POS,地方不错,
1894,POS,造型,好看
1895,POS,景点不错,
1898,POS,气势磅礴,
1898,POS,景色不错,
1899,POS,地方不错,
1899,POS,创造性,棒
1899,POS,环境不错,
1900,POS,索道,棒
1901,NEU,花卉,不多
1901,NEU,气氛,重
1904,POS,景点,美
1905,POS,感觉,漂亮
1906,POS,景点,壮观
1907,POS,出票,快
1908,POS,种类,多
1908,POS,带孩子,好
1908,POS,孩子,好
1908,POS,拍照,好看
1908,POS,灯光不错,
1909,NEU,票,不方便
1909,NEU,取票,不方便
1910,POS,感觉,开心
1912,POS,感觉,方便
1913,POS,环境,好
1914,POS,总体不错,
1914,POS,门票便宜,
1915,POS,景色,壮观
1915,POS,价格便宜,
1916,POS,灯光,美
1916,POS,环境,好
1917,POS,整体,好
1919,POS,休闲,不错
1919,POS,心情,好
1920,POS,行程,紧张
1921,POS,云雾,很好
1922,POS,绿化,好
1923,POS,衣服不错,
1924,POS,地方,地方不错
1924,POS,位置,好
1924,POS,灯光不错,
1924,POS,灯光,美
1925,POS,景色,不相同
1925,POS,感觉,喜欢
1927,NEU,地点,远
1928,POS,感觉,方便
1928,POS,感觉,方便
1930,POS,地方不错,
1930,POS,灯光不错,
1931,POS,灯光不错,
1931,NEU,变化,不大
1932,POS,瀑布,壮观
1932,POS,心情,舒畅
1933,POS,设计,巧妙
1935,POS,地方,好
1936,POS,感觉,不错
1936,POS,票,方便
1936,POS,取票,方便
1936,POS,感觉,开心
1938,POS,花园,美
1938,POS,购票,方便
1939,POS,地方不错,
1940,POS,孩子,喜欢
1941,POS,感觉,方便
1942,POS,植物,美
1943,POS,地方不错,
1943,POS,夜景,美
1944,POS,感觉,漂亮
1945,POS,地方,美
1945,POS,灯光不错,
1947,POS,瀑布,还可以
1951,POS,景点不错,
1951,POS,感觉,喜欢
1952,POS,地方,美丽
1953,POS,特点,大
1954,POS,景点不错,
1955,POS,感觉,棒
1955,POS,交通,方便
1956,POS,买票,详细
1956,POS,距离,近
1956,NEU,距离,远
1957,POS,景点,好
1958,POS,森林不错,
1959,POS,地方,地方不错
1960,POS,感觉,漂亮
1962,POS,感觉,方便
1963,POS,景点不错,
1963,POS,森林不错,
1964,POS,服务,好
1965,POS,灯光不错,
1966,POS,植物种类,多
1966,POS,种类,多
1967,POS,感觉,舒服
1969,POS,感觉,方便
1969,POS,景点不错,
1971,POS,感觉,喜欢
1972,POS,景色,美
1972,POS,孩子,开心
1972,POS,票,方便
1972,POS,取票,方便
1973,POS,景色,美
1973,POS,孩子,开心
1973,POS,票,方便
1973,POS,取票,方便
1974,POS,灯光不错,
1975,POS,景色,美
1976,POS,价格,便宜
1978,POS,感觉,方便
1979,POS,公园,大
1980,POS,灯光,好看
1981,POS,空调,足
1981,POS,温差,大
1982,POS,感觉,棒
1984,POS,景点不错,
1984,POS,景点,好看
1985,POS,环境,好
1986,POS,感觉,方便
1988,POS,感觉,方便
1988,POS,门票,便宜
1989,POS,感觉,漂亮
1990,POS,环境,美
1990,POS,灯光,美
1992,POS,海湾,漂亮
1992,POS,绿植,多
1993,POS,地方不错,
1995,POS,地方,美
1995,POS,地方不错,
1995,POS,灯光不错,
1996,POS,景点不错,
1996,POS,感觉,漂亮
1997,POS,感觉,方便
1998,POS,设计不错,
1999,POS,地方不错,
2000,POS,花园,不错
2002,POS,感觉,漂亮
2002,POS,感觉,不错
2003,POS,出票,快
2003,POS,夜景,美
2003,POS,感觉,不错
2004,POS,感觉,方便
2004,POS,感觉,方便
2007,POS,休闲,很好
2013,POS,感觉,不错
2014,POS,确实,好看
2014,POS,感觉,舒服
2016,POS,感觉,喜欢
2016,NEU,感觉,冷
2017,POS,感觉,不错
2017,POS,花花草草,很好
2018,POS,看看,好
2020,POS,森林不错,
2021,POS,感觉,惬意
2022,POS,感觉,惬意
2024,POS,景色,美丽
2026,POS,机场,不远
2026,POS,景色,美
2027,POS,场面,壮观
2029,POS,感觉,方便
2029,POS,景色,美
2029,POS,景点不错,
2031,POS,景色,特别
2031,POS,景色,美
2032,POS,景点不错,
2034,POS,感觉,方便
2035,NEU,性价比,一般
2037,POS,感觉,方便
2038,POS,灯光不错,
2039,POS,感觉,棒
2039,POS,景点不错,
2040,POS,感觉,漂亮
2041,POS,感觉,不错
2042,POS,地方不错,
2042,POS,森林不错,
2045,POS,地方,大
2045,POS,感觉,方便
2046,POS,孩子,开心
2046,POS,孩子,开心
2048,NEU,游客,多
2050,POS,景色,景色不错
2051,POS,孩子,喜欢
2051,POS,感觉,漂亮
2051,POS,孩子,开心
2051,POS,动物,合适
2051,POS,美景不错,
2051,POS,景色不错,
2051,POS,景点不错,
2051,POS,旅途,愉快
2052,POS,美景不错,
2052,NEU,地方,不太好玩
2052,POS,景点不错,
2052,POS,风景,宜人
2052,POS,景色,美丽
2052,POS,灯光不错,
2052,POS,感觉,浪漫
2052,POS,地方,地方不错
2052,POS,街道不错,
2052,POS,感觉,浪漫
2052,POS,夜景,美
2052,POS,灯光不错,
2052,POS,感觉,浪漫
2052,POS,感觉,喜欢
2052,POS,景色,还可以
2052,POS,气息,浓郁
2052,POS,风景不错,
2053,POS,景色,美
2053,POS,角度,好
2053,POS,感觉,不错
2053,POS,感觉,喜欢
2053,POS,感觉,可爱
2053,POS,感觉,喜欢
2053,POS,种类,多
2053,POS,衣服,好
2053,NEU,气温,低
2053,POS,衣服,好
2053,POS,景点,经典
2054,POS,灯光不错,
2054,POS,景色,景色不错
2055,NEU,地方,远
2055,NEU,景致,一般
2055,POS,景致,好
2055,POS,灯光不错,
2055,NEU,地方一般,
2056,POS,感觉,赞
2056,NEU,表演,一般
2057,POS,感觉,方便
2057,POS,瀑布,高
2058,POS,种类,多
2059,POS,照片不错,
2059,NEU,温度,低
2059,POS,假山不错,
2059,NEU,树木,少
2059,NEU,温度,低
2061,POS,地方不错,
2061,POS,景色,好看
2061,POS,地方,美丽
2061,POS,景色不错,
2061,POS,感觉,喜欢
2061,POS,景色,特别
2061,POS,夜景不错,
2062,POS,植物种类,多
2062,POS,种类,多
2062,POS,仙境,一般
2062,POS,森林不错,
2062,POS,景色,自然
2063,POS,地方不错,
2063,POS,造型,别致
2063,POS,感觉,喜欢
2063,POS,公园,美丽
2063,POS,照片,好看
2064,POS,灯光不错,
2066,POS,感觉,值
2067,POS,景点不错,
2068,POS,感觉,方便
2068,NEU,植物,不算大
2068,NEU,种类,少
2068,POS,总体不错,
2069,POS,花园,不错
2069,POS,花园,还不错
2070,POS,景观不错,
2071,POS,设计,巧妙
2072,POS,景观不错,
2073,POS,感觉,赞
2074,POS,感觉,漂亮
2074,POS,设计,巧妙
2074,POS,花园,美
2075,POS,景点不错,
2078,POS,地方不错,
2078,POS,服务,好
2082,POS,灯光不错,
2082,POS,朋友,喜欢
2084,POS,感觉,喜欢
2085,POS,感觉,棒
2086,POS,地方不错,
2087,POS,朋友,喜欢
2088,POS,感觉,方便
2089,NEU,价钱昂贵,
2090,POS,表演,精彩
2092,POS,地方不错,
2092,POS,购票,方便
2093,POS,感觉,不错
2093,POS,感觉,舒服
2095,NEU,游客,多
2097,POS,感觉,方便
2098,POS,环境,美
2098,POS,灯光,美
2099,POS,森林不错,
2100,POS,好玩,好玩
2102,POS,感觉,棒
2103,NEU,门票,贵
2103,POS,感觉,舒服
2104,POS,景点,美
2104,POS,孩子,喜欢
2105,POS,票,方便
2105,POS,环境,好
2105,POS,环境,美丽
2106,POS,感觉,方便
2107,POS,景色,美
2110,POS,地方不错,
2110,POS,孩子,喜欢
2110,POS,设计,好
2111,POS,花园,美
2111,POS,地方,好找
2111,NEU,设计一般,
2112,POS,绿色植物,多
2113,POS,植物,好看
2114,POS,感觉,漂亮
2118,POS,好玩,好玩
2118,POS,感觉,方便
2119,POS,感觉,不错
2120,POS,门票,便宜
2121,POS,感觉,方便
2122,POS,梦幻,漂亮
2124,POS,门票便宜,
2126,POS,出票,快
2127,POS,地方,地方不错
2129,POS,感觉,漂亮
2130,POS,地铁,发达
2131,POS,好玩,好玩
2132,POS,感觉,棒
2133,POS,票,方便
2133,POS,取票,方便
2134,POS,感觉,方便
2135,POS,感觉,不错
2138,POS,感觉,开心
2139,POS,树,漂亮
2139,POS,植物,美
2140,NEU,地方,一般
2142,POS,空调,强劲
2144,POS,种类,多
2144,POS,确实,好看
2146,POS,感觉,漂亮
2146,POS,票价便宜,
2146,POS,票,方便
2146,POS,取票,方便
2147,POS,感觉,漂亮
2147,POS,票价便宜,
2147,POS,票,方便
2147,POS,取票,方便
2148,POS,感觉,漂亮
2148,POS,票价便宜,
2148,POS,票,方便
2148,POS,取票,方便
2149,POS,感觉,漂亮
2150,NEU,价格昂贵,
2151,POS,景色,美丽
2152,POS,地方不错,
2153,POS,感觉,漂亮
2154,POS,感觉,漂亮
2156,POS,感觉,漂亮
2157,POS,感觉,方便
2158,POS,票,方便
2158,POS,取票,方便
2160,POS,感觉,棒
2161,POS,景色,壮观
2163,POS,感觉,方便
2164,POS,景点不错,
2164,POS,个人,喜欢
2165,POS,感觉,漂亮
2166,POS,花园,大
2167,POS,感觉,棒
2171,POS,感觉,漂亮
2175,POS,设计不错,
2176,NEU,地方,小
2176,POS,占地,大
2176,POS,设计不错,
2177,POS,确实,好看
2177,POS,感觉,刺激
2178,POS,灯光,美
2180,POS,景点不错,
2183,POS,地方不错,
2183,POS,环境,环境不错
2184,POS,景色,美
2184,POS,美景不错,
2184,POS,灯光不错,
2185,POS,感觉,便利
2187,NEU,温度,低
2187,POS,景色,美
2188,POS,植物,不一般
2190,POS,空调,给力
2191,POS,景点不错,
2191,NEU,游客,多
2191,POS,景点,多
2191,POS,景点,好玩
2191,POS,个人,喜欢
2192,POS,布局不错,
2192,POS,夜景,美
2193,POS,种类,多
2193,POS,夜景不错,
2194,POS,灯光,美
2195,POS,面积,大
2195,POS,夜景,美
2196,POS,感觉,方便
2196,POS,花园,赞
2196,POS,性价比,高
2197,POS,门票,便宜
2197,POS,环境,好
2197,POS,世界,大
2198,POS,花园,大
2199,POS,高端,大气
2199,POS,环境,好
2199,POS,空气,清新
2200,POS,设计,巧妙
2201,POS,景色,美丽
2202,POS,植物,多
2202,POS,花,漂亮
2203,POS,环境,干净
2204,POS,风景,宜人
2204,POS,感觉,赞
2205,POS,城市,美
2205,POS,感觉,赞
2206,POS,感觉,漂亮
2206,POS,灯光,美
2207,POS,地方,美丽
2207,POS,夜景,美
2209,POS,夜景,棒
2210,POS,整体,安静
2210,POS,感觉,不错
2210,POS,花海,不错
2211,POS,感觉,喜欢
2212,POS,景色,美
2213,POS,感觉,喜欢
2217,POS,花园,大
2217,POS,花园,美
2217,POS,拍照,美
2217,POS,食物,便宜
2220,POS,感觉,喜欢
2222,POS,景色,美
2222,POS,灯光不错,
2223,POS,好玩,好玩
2223,POS,孩子,开心
2223,POS,地方不错,
2225,POS,景点,美
2226,POS,景点,经典
2227,POS,话,漂亮
2227,POS,确实,好看
2227,POS,樱花不错,
2228,POS,花园,美
2229,POS,城市,美
2230,POS,景色,美
2230,POS,花园,很好
2231,POS,个人,喜欢
2232,POS,景点,著名
2232,POS,环境,美
2232,POS,趣味性,强
2232,POS,性价比,高
2233,POS,景点不错,
2233,NEU,地方,不算大
2233,POS,温差,大
2234,POS,感觉,喜欢
2237,POS,面积,大
2238,POS,景色,美
2239,POS,灯光不错,
2239,POS,位置不错,
2239,POS,感觉,浪漫
2240,POS,孩子,喜欢
2240,POS,气氛不错,
2241,POS,地方,繁华
2242,POS,花园,美
2243,POS,景色,美
2243,NEU,观赏性,一般
2243,POS,云雾,还不错
2244,POS,感觉,方便
2244,POS,景点,好
2244,POS,孩子,喜欢
2245,POS,感觉,漂亮
2245,POS,灯光不错,
2246,POS,感觉,开心
2247,NEU,城市绿化,好
2247,NEU,绿化,一般
2248,POS,花园,美
2249,POS,花园,美
2251,POS,环境,好
2251,POS,绿化不错,
2252,POS,温差,大
2252,NEU,管理一般,
2252,POS,折扣,大
2252,POS,质量,好
2252,POS,景色,美
2255,POS,景点不错,
2255,POS,价格,实惠
2255,POS,感觉,喜欢
2255,POS,景点不错,
2255,POS,感觉,不错
2255,NEU,温度,低
2256,POS,景色,美
2257,POS,避暑,好
2259,POS,废人,喜欢
2260,POS,景点不错,
2261,POS,感觉,方便
2265,POS,温室,不错
2266,POS,景色,美
2267,POS,公园,大
2267,POS,环境,好
2268,POS,感觉,方便
2268,POS,感觉,方便
2269,POS,好玩,好玩
2269,POS,景色,美
2270,POS,感觉,漂亮
2272,POS,环境,干净
2274,POS,感觉,漂亮
2275,POS,绿化不错,
2279,POS,花园,美
2280,POS,景区不错,
2280,POS,瀑布,高
2281,POS,景色,美丽
2281,NEU,温度,低
2282,POS,植被,茂密
2282,POS,感觉,棒
2283,POS,设计,独特
2283,POS,景色,秀丽
2283,POS,景色,美
2283,POS,夜景,美
2284,POS,感觉,开心
2285,POS,感觉,漂亮
2285,POS,夜景,美
2286,POS,花园,美
2287,POS,地方不错,
2288,POS,感觉,方便
2288,POS,感觉,满意
2289,POS,花园,不错
2289,POS,花园,美
2290,POS,价格,便宜
2290,POS,性价比,高
2290,POS,感觉,方便
2290,NEU,服务,一般
2290,NEU,工作人员服务态度,一般
2291,POS,景色,美丽
2293,POS,灯光,美
2295,POS,设计不错,
2297,POS,地方不错,
2299,POS,灯光不错,
2301,POS,环境,美
2301,POS,选择,非常好
2302,POS,瀑布,壮观
2302,POS,味道,好
2303,POS,地方,地方不错
2303,POS,夜景,美
2303,POS,森林不错,
2306,POS,票,方便
2306,POS,取票,方便
2306,POS,游玩,开心
2308,POS,文化,多
2310,POS,感觉,满意
2311,POS,表演,精彩
2312,POS,空气,清新
2312,NEU,没,特色
2313,POS,感觉,棒
2313,POS,感觉,舒服
2314,POS,花园,大
2314,POS,确实,好看
2316,NEU,天气,炎热
2316,POS,公园,美
2317,POS,好玩,好玩
2317,POS,价格,实惠
2317,POS,地方,好玩
2318,POS,景点,好玩
2318,POS,感觉,喜欢
2318,POS,个人,喜欢
2319,POS,感觉,方便
2319,POS,景点,好
2321,POS,植被,多
2321,POS,植物,美
2322,POS,感觉,开心
2323,POS,城市,干净
2324,POS,景观,好看
2325,POS,花园,美
2325,POS,票价便宜,
2326,POS,地方不错,
2326,POS,灯光不错,
2326,POS,门票,给力
2326,POS,感觉,赞
2328,POS,花园,美
2328,POS,设计不错,
2329,POS,景点不错,
2329,POS,公园,美
2330,POS,幼儿,喜欢
2333,POS,灯光不错,
2334,POS,瀑布,高
2335,POS,花灯,漂亮
2336,POS,感觉,漂亮
2336,POS,颜色,美
2337,POS,植物,好看
2338,POS,花园,很好
2338,POS,景色,美
2341,POS,感觉,漂亮
2342,POS,感觉,刺激
2343,POS,地方,好
2343,POS,流程,方便
2344,NEU,温度,低
2346,POS,樱花不错,
2346,POS,樱花,美丽
2346,POS,味道,好
2349,POS,感觉,赞
2349,POS,灯光,美
2351,POS,体验,不错
2351,POS,灯光不错,
2352,POS,入园,方便
2352,POS,室,好看
2352,POS,景色,美
2354,POS,美景不错,
2355,POS,门票便宜,
2355,POS,灯光不错,
2355,POS,灯光不错,
2355,POS,灯光,美
2358,POS,确实,好看
2359,POS,喷泉不错,
2360,POS,好玩,好玩
2362,POS,感觉,漂亮
2362,POS,感觉,漂亮
2363,NEU,距离,短
2363,NEU,花园,不大
2363,POS,花园,美
2363,POS,灯光,美
2364,POS,感觉,方便
2364,POS,乐园,不错
2365,NEU,票价,高
2365,NEU,意义,不大
2366,POS,废人,喜欢
2367,POS,风光不错,
2367,POS,流程,方便
2367,POS,地方不错,
2368,POS,温差,大
2368,POS,拍照,不错
2368,POS,景色,景色不错
2368,POS,景色,好看
2369,POS,好玩,好玩
2369,POS,植物,茂盛
2369,POS,景色,美
2370,POS,室,不错
2372,POS,感觉,喜欢
2372,POS,地方,有趣
2373,POS,树,漂亮
2374,POS,环境,好
2374,POS,绿化,美
2375,POS,感觉,方便
2375,POS,态度,好
2377,POS,森林不错,
2378,POS,感觉,便利
2378,POS,感觉,好
2379,POS,角度,好
2380,POS,感觉,漂亮
2380,POS,地方不错,
2381,POS,景点不错,
2382,POS,感觉,漂亮
2383,POS,花园,美
2383,POS,灯光,美
2384,POS,环境,美
2384,POS,气候,宜人
2385,POS,感觉,漂亮
2386,POS,走廊,壮观
2387,NEU,光线,不太好
2387,POS,票,方便
2387,POS,价格,便宜
2387,POS,表演,精彩
2388,POS,大树,壮观
2388,POS,门票便宜,
2389,POS,地方,美
2389,POS,票,方便
2390,POS,总体不错,
2390,POS,植物,美
2391,POS,景点不错,
2391,POS,导游,热情
2391,POS,服务,好
2391,POS,态度,好
2392,POS,花园,美
2393,POS,票,方便
2393,POS,取票,方便
2394,POS,景观,美
2395,POS,景点,美
2396,NEU,性价比,低
2397,POS,感觉,棒
2397,POS,设计,好
2397,POS,skyway,棒
2398,POS,景色,美
2398,POS,景色,好看
2400,POS,公园,美
2400,POS,植被,多
2401,POS,地方,好
2402,POS,地方,美
2402,POS,价格,实惠
2404,POS,购票,方便
2405,POS,景点不错,
2406,POS,票,方便
2406,POS,价格,实惠
2406,POS,景点,美
2408,POS,感觉,棒
2408,POS,品种,多
2409,NEU,灯光,一般
2411,POS,印象不错,
2411,POS,植物,繁茂
2412,POS,地方,好
2412,POS,拍照,热情
2412,POS,灯光不错,
2414,POS,景色,美
2415,POS,景色,美
2416,POS,票,方便
2416,POS,取票,方便
2416,POS,价格,实惠
2419,POS,感觉,方便
2419,POS,花园,美
2420,POS,感觉,方便
2420,POS,感觉,满意
2422,POS,灯光不错,
2423,POS,景点不错,
2423,POS,环境,棒
2424,POS,行程,紧凑
2424,POS,夜景,美
2425,POS,感觉,棒
2425,NEU,温度,低
2427,NEU,性价比,一般
2430,POS,景点不错,
2432,POS,花园,很好
2432,POS,孩子,开心
2433,NEU,队伍,长
2434,POS,感觉,喜欢
2434,POS,价格,便宜
2436,POS,花园,大
2436,POS,种类,多
2436,POS,确实,好看
2436,POS,樱花不错,
2436,POS,樱花,好看
2437,POS,地方不错,
2438,POS,感觉,漂亮
2439,POS,感觉,棒
2441,POS,花园,大
2442,POS,环境,好
2442,NEU,地方,不大
2442,POS,夜景不错,
2443,POS,环境,好
2443,POS,工作人员,热情
2443,POS,人员,热情
2445,POS,温室,不错
2445,POS,景色不错,
2448,POS,门票,实惠
2448,POS,票,方便
2448,POS,风景,宜人
2452,POS,品种,多
2453,POS,感觉,赞
2453,POS,景色,美
2454,POS,地方不错,
2455,POS,趣味性,不错
2457,POS,感觉,漂亮
2460,POS,花园,美
2463,POS,景色,美
2464,POS,景色,美
2466,POS,感觉,赞
2468,POS,感觉,方便
2470,POS,景色不错,
2471,POS,花园,美
2471,POS,灯光不错,
2472,POS,景色,美丽
2472,POS,景色,景色不错
2473,POS,感觉,喜欢
2473,POS,环境,好
2473,POS,灯光不错,
2474,POS,美景不错,
2474,POS,感觉,美好
2475,POS,感觉,不错
2476,POS,痕迹,明显
2476,POS,灯光,好
2480,POS,感觉,不错
2482,POS,好玩,好玩
