"POI_INDEX","WEBSITE_INDEX","POI_NAME","URL","POI_GOOGLE_TRANSLATE_ENGLISH_NAME","POI_CHINESE_NAME","ENG_NAME_SPACE"
449,2,"Treetop Walk","/sight/singapore53/4889738.html","Treetop Walk","Treetop Walk","Treetop Walk"
450,2,"RMGTours Private Limited","/sight/singapore53/4890167.html","RMG Tours Private Limited","RMG Tours Private Limited","RMGTours Private Limited"
451,2,"FPit Building","/sight/singapore53/2830895.html","F1 Pit Building","F1 Pit Building","FPit Building"
452,2,"EWaves Fishbyte Pte Ltd","/sight/singapore53/2119454.html","E-Waves Fishbyte Pte Ltd","E-Waves Fishbyte Pte Ltd","EWaves Fishbyte Pte Ltd"
453,2,"Government HDB Gallery","/sight/singapore53/3148913.html","Government HDB Gallery","政府组屋展廊",NA
454,2,"Singapore Repertory Theatre","/sight/singapore53/2118644.html","Singapore Repertory Theatre","Singapore Repertory Theatre","Singapore Repertory Theatre"
455,2,"New Bridge Road","/sight/singapore53/2051749.html","New Bridge Road","New Bridge Road","New Bridge Road"
456,2,"Chinese Garden","/sight/singapore53/5346387.html","Chinese Garden","Chinese Garden","Chinese Garden"
457,2,"Far East Square","/sight/singapore53/2055643.html","Far East Square","Far East Square","Far East Square"
458,2,"Air Force Museum","/sight/singapore53/1710141.html","Air Force Museum","空军博物馆","Air Force Museum"
459,2,"Golden Village Vivo City","/sight/singapore53/4038900.html","Ka Wah Movie","嘉华电影","Golden Village Vivo City"
460,2,"Collegeof Medicine Building","/sight/singapore53/1711581.html","Medical school building","医学院大楼","Collegeof Medicine Building"
461,2,"Singapore Dance Theatre","/sight/singapore53/2118743.html","Singapore Dance Theatre","Singapore Dance Theatre","Singapore Dance Theatre"
462,2,"Shen Nong Spa","/sight/singapore53/2119252.html","Shen Nong Spa","Shen Nong Spa","Shen Nong Spa"
463,2,"Central Sikh Temple","/sight/singapore53/1710122.html","Central Sikh Temple","中央锡克庙","Central Sikh Temple"
464,2,"Kim Seng Park","/sight/singapore53/2055672.html","Kim Seng Park","Kim Seng Park","Kim Seng Park"
465,2,"Tampines Changkat Butterfly Garden","/sight/singapore53/1710098.html","Tampines Changkat Butterfly Ga ...","Tampines Changkat Butterfly Garden","Tampines Changkat Butterfly Garden"
466,2,"Katong Park","/sight/singapore53/2052268.html","Katong Park","Katong Park","Katong Park"
467,2,"Presbyterian Church Enzetang Jurong Gathering","/sight/singapore53/3148823.html","Presbyterian Church Enzetang Jurong Gathering","長老會恩澤堂裕廊聚會",NA
468,2,"Singapore Quarry","/sight/singapore53/1711351.html","Singapore Quarry","新加坡采石场","Singapore Quarry"
469,2,"Tang Dynasty Massage Spa","/sight/singapore53/4779414.html","Tang Dynasty Massage & Spa","Tang Dynasty Massage & Spa","Tang Dynasty Massage Spa"
470,2,"Traditional Oriental Therapy","/sight/singapore53/4809087.html","Traditional Oriental Therapy","Traditional Oriental Therapy","Traditional Oriental Therapy"
471,2,"Galerie Belvedere","/sight/singapore53/1710113.html","Galerie Belvedere","Galerie Belvedere","Galerie Belvedere"
472,2,"Bishan Ang Mo Kio Park","/sight/singapore53/2054330.html","Bishan Ang Mo Kio Park","Bishan Ang Mo Kio Park","Bishan Ang Mo Kio Park"
473,2,"Houseof Tan Teng Niah","/sight/singapore53/4363352.html","Chen Dongling's Former Residence","陈东龄故居","Houseof Tan Teng Niah"
474,2,"Alexandra Arch","/sight/singapore53/5320533.html","Alexandra Arch","Alexandra Arch","Alexandra Arch"
475,2,"LASALLECollegeofthe Arts","/sight/singapore53/3235172.html","LaSalle Design Institute","拉萨尔设计学院","LASALLECollegeofthe Arts"
476,2,"The Hive NTU","/sight/singapore53/4019667.html","The Hive NTU","The Hive NTU","The Hive NTU"
477,2,"Orchid Country Club Golf School","/sight/singapore53/5259954.html","Orchid Country Club Golf Schoo ...","Orchid Country Club Golf School","Orchid Country Club Golf School"
478,2,"Sengkang Riverside Park","/sight/singapore53/2056459.html","Sengkang Riverside Park","Sengkang Riverside Park","Sengkang Riverside Park"
479,2,"Boon Tat St","/sight/singapore53/2052847.html","Boon Tat St","Boon Tat St","Boon Tat St"
480,2,"Stamford House","/sight/singapore53/1710148.html","Stanford Building","史丹福大厦","Stamford House"
481,2,"West Coast Park","/sight/singapore53/5073691.html","West coast park","West Coast Park","West Coast Park"
482,2,"Shoebox Canteen","/sight/singapore53/2740251.html","Shoebox Canteen","Shoebox Canteen","Shoebox Canteen"
483,2,"Orient Health Management","/sight/singapore53/2751284.html","Orient Health Management","Orient Health Management","Orient Health Management"
484,2,"Splashat Kidz Amaze","/sight/singapore53/4072578.html","Splash at Kidz Amaze","Splash at Kidz Amaze","Splashat Kidz Amaze"
485,2,"Kraven","/sight/singapore53/2750994.html","Kraven","Kraven","Kraven"
486,2,"Nasi Padang Sederhana","/sight/singapore53/2751246.html","Nasi Padang Sederhana","Nasi Padang Sederhana","Nasi Padang Sederhana"
487,2,"NALAA","/sight/singapore53/2751345.html","NALAA","NALAA","NALAA"
488,2,"Telok Ayer Chinese Methodist Church","/sight/singapore53/4867553.html","Telok Ayer Chinese Methodist C ...","Telok Ayer Chinese Methodist Church","Telok Ayer Chinese Methodist Church"
489,2,"Churchofthe Holy Family","/sight/singapore53/5299402.html","Church of the Holy Family","Church of the Holy Family","Churchofthe Holy Family"
490,2,"Hiball Management","/sight/singapore53/2751003.html","Hi-ball Management","Hi-ball Management","Hiball Management"
491,2,"New Hong Kong Congee","/sight/singapore53/2751016.html","New Hong Kong Congee","New Hong Kong Congee","New Hong Kong Congee"
492,2,"The Dining Roomat Tanjong Beach Club","/sight/singapore53/5279493.html","The Dining Room at Tanjong Bea ...","The Dining Room at Tanjong Beach Club","The Dining Roomat Tanjong Beach Club"
493,2,"Nagore Dargah Indian Muslim Heritage Centre","/sight/singapore53/4196023.html","Nagore Dargah Indian Muslim He ...","Nagore Dargah Indian Muslim Heritage Centre","Nagore Dargah Indian Muslim Heritage Centre"
494,2,"Say Seng","/sight/singapore53/2751255.html","Say Seng","Say Seng","Say Seng"
495,2,"Mr Teh Tarik","/sight/singapore53/2751275.html","Mr. Teh Tarik","Mr. Teh Tarik","Mr Teh Tarik"
496,2,"Schoolofthe Arts","/sight/singapore53/3235175.html","Singapore Academy of Arts","新加坡艺术学院","Schoolofthe Arts"
497,2,"Arab Quarter","/sight/singapore53/3172823.html","Arab Quarter","Arab Quarter","Arab Quarter"
498,2,"Former Keng Teck Whay Building","/sight/singapore53/4775602.html","Former Keng Teck Whay Building","Former Keng Teck Whay Building","Former Keng Teck Whay Building"
499,2,"Bistro","/sight/singapore53/5447066.html","Bistro 1855","Bistro 1855","Bistro"
500,2,"SLIIMuffin","/sight/singapore53/2751232.html","SL II Muffin","SL II Muffin","SLIIMuffin"
501,2,"Ying Fo Fui Kun","/sight/singapore53/4773552.html","Ying Fo Fui Kun","Ying Fo Fui Kun","Ying Fo Fui Kun"
502,2,"OUETower","/sight/singapore53/3172895.html","OUE Tower","OUE Tower","OUETower"
503,2,"Aramsa The Garden Spa","/sight/singapore53/4802727.html","Aramsa ~ The Garden Spa","Aramsa ~ The Garden Spa","Aramsa The Garden Spa"
504,2,"Ota Fine Arts","/sight/singapore53/1710116.html","Ota Fine Arts","Ota Fine Arts","Ota Fine Arts"
505,2,"Joo Chian Temple","/sight/singapore53/4088062.html","Joo Chian Temple","如切观音庙",NA
506,2,"Playhouse","/sight/singapore53/5313827.html","Playhouse","Playhouse","Playhouse"
507,2,"Beyond Beauty","/sight/singapore53/4778291.html","Beyond Beauty","Beyond Beauty","Beyond Beauty"
508,2,"Changi Point Boardwalk","/sight/singapore53/1710145.html","Changi Point Boardwalk","Changi Point Boardwalk","Changi Point Boardwalk"
509,2,"Resortworld Sentosatrickeyemusuem","/sight/singapore53/5327524.html","Resort world Sentosa-trickey ...","Resort world Sentosa - trickeye musuem","Resortworld Sentosatrickeyemusuem"
510,2,"Singapore Sideways Vespa Tour","/sight/singapore53/71564489.html","Singapore Sideways Vespa Tour","Singapore Sideways Vespa Tour","Singapore Sideways Vespa Tour"
511,2,"Le Spa","/sight/singapore53/4868606.html","Le Spa","Le Spa","Le Spa"
512,2,"Bioskin","/sight/singapore53/4778304.html","Bioskin","Bioskin","Bioskin"
513,2,"Nue Shape","/sight/singapore53/4779409.html","Nue Shape","Nue Shape","Nue Shape"
514,2,"Singapore Chinese Orchestra","/sight/singapore53/4803984.html","Singapore Chinese Orchestra","Singapore Chinese Orchestra","Singapore Chinese Orchestra"
515,2,"Beauty Empire","/sight/singapore53/4823360.html","Beauty Empire","Beauty Empire","Beauty Empire"
516,2,"Renaza Hair Nail Spa","/sight/singapore53/4778313.html","Renaza Hair & Nail Spa","Renaza Hair & Nail Spa","Renaza Hair Nail Spa"
517,2,"Admiralty Park","/sight/singapore53/4919565.html","Admiralty Park","Admiralty Park","Admiralty Park"
518,2,"Singapore City Bike Tour","/sight/singapore53/71564484.html","Singapore City Bike Tour","Singapore City Bike Tour","Singapore City Bike Tour"
