REVIEW_INDEX,OVERALL,ASPECTS,ASPECTS_POLARITIES,POLARITY_DIST: CONSUMPTION,POLARITY_DIST: ENVIRONMENT,POLARITY_DIST: F&B,POLARITY_DIST: HYGIENE,POLARITY_DIST: SAFETY,POLARITY_DIST: SERVICE,POLARITY_DIST: SHOPPING,POLARITY_DIST: SIGHTSEEING,POLARITY_DIST: TRANSPORTATION,ASP_NEG_RIO,ASP_NEU_RIO,ASP_POS_RIO,REV_NEG_RIO,REV_NEU_RIO,REV_POS_RIO,TOTAL_ASPECTS
170,POS,"[""面规划"",""绿"",""环境"",""空气"",""指示"",""氧"",""不需要门票"",""天然大氧吧"",""绿化"",""轻轨"",""维护"",""规划""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,1]","[4,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[2,0,0]",0.49999583336805525,0.0,0.49999583336805525,0.0,0.0,0.9999000099990001,12
171,POS,"[""天大树"",""参天大树""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
172,POS,"[""热带植物"",""门票"",""胡姬花"",""来这里"",""走进"",""吸""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6
173,NEG,"[""当地人"",""花园"",""门票"",""音乐"",""品种"",""兰花""]","[""NEG"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,2]","[0,0,0]",0.49999166680555324,0.0,0.49999166680555324,0.9999000099990001,0.0,0.0,6
174,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,
176,POS,"[""是兰花"",""花草"",""花香""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
177,NEU,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.9999000099990001,0.0,0
178,POS,"[""体验"",""体验"",""非常""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
179,NEU,"[""姬花园"",""胡姬花""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.9999000099990001,0.0,2
180,POS,"[""胡姬花园"",""胡姬花"",""地方""]","[""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
181,,,,,,,,,,,,,,,,,,,
182,POS,"[""空气"",""带孩子去""]","[""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
183,NEG,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.9999000099990001,0.0,0.0,0
184,POS,"[""植物园"",""散步"",""热带植物"",""休闲散步"",""大草坪"",""大草坪"",""非常"",""地""]","[""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""NEU"",""NEG""]","[0,0,0]","[0,1,1]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,4]","[0,0,0]",0.249996875039062,0.124998437519531,0.6249921875976551,0.0,0.0,0.9999000099990001,8
185,NEG,"[""天然大氧吧"",""非常""]","[""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
186,POS,"[""体"",""环境"",""体验""]","[""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
187,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
188,POS,"[""非常""]","[""NEU""]","[0,0,0]","[0,1,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.9999000099990001,0.0,0.0,0.0,0.9999000099990001,1
189,POS,"[""胡姬花园"",""兰花"",""胡姬花"",""票""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
190,POS,"[""免费的"",""景点"",""植物"",""生态"",""标识"",""绿意"",""绿意""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,4]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999985714489793,0.0,0.0,0.9999000099990001,7
191,POS,"[""环境"",""兰花"",""这里"",""非常""]","[""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4
192,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
193,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
194,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
195,POS,"[""不花"",""非常"",""非常""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
196,POS,"[""花园"",""环境"",""空气"",""品种"",""晨跑"",""天""]","[""POS"",""POS"",""POS"",""NEG"",""POS"",""NEG""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.3333277778703688,0.0,0.6666555557407376,0.0,0.0,0.9999000099990001,6
197,POS,"[""胡姬花园"",""花花草草"",""胡姬花"",""温室里"",""人"",""人"",""吸""]","[""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.14285510206997043,0.0,0.8571306124198226,0.0,0.0,0.9999000099990001,7
198,NEG,"[""主题园"",""植物种类"",""里面"",""白天"",""非常"",""天""]","[""POS"",""NEG"",""NEG"",""POS"",""NEG"",""NEG""]","[0,0,0]","[2,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,1]","[0,0,0]",0.6666555557407376,0.0,0.3333277778703688,0.9999000099990001,0.0,0.0,6
199,,,,,,,,,,,,,,,,,,,
200,POS,"[""照片"",""收费""]","[""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
201,POS,"[""胡姬花园"",""去走走看看"",""胡姬花"",""里面"",""购票"",""非常"",""非常"",""票"",""人""]","[""POS"",""NEU"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,1]","[0,0,3]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,3]","[0,0,0]",0.0,0.11110987655692715,0.8888790124554172,0.0,0.0,0.9999000099990001,9
202,POS,"[""游玩"",""植物"",""花花草草"",""花园城市"",""地方""]","[""POS"",""POS"",""NEG"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,3]","[0,0,0]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
203,POS,"[""植物园"",""音乐"",""，开"",""草""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
204,POS,"[""拍照"",""兰花"",""凉""]","[""POS"",""NEG"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
205,POS,"[""园"",""线植物园下车a口出来"",""植物园"",""植物园"",""地铁""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,1]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
206,POS,"[""价格"",""颜色的中老年阿姨们拍照"",""蝴蝶兰"",""花园"",""门票"",""景点"",""拍照"",""造型"",""颜色"",""非常""]","[""POS"",""POS"",""NEG"",""NEG"",""POS"",""POS"",""POS"",""NEG"",""POS"",""NEU""]","[0,0,1]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,4]","[0,0,0]",0.2999970000299997,0.09999900000999991,0.5999940000599994,0.0,0.0,0.9999000099990001,10
207,POS,"[""法国餐厅"",""在里面"",""观赏"",""地""]","[""POS"",""NEU"",""NEU"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","0,2,0]","[0,0,0]",0.0,0.49998750031249223,0.49998750031249223,0.0,0.0,0.9999000099990001,4
208,POS,"[""环境"",""免费的"",""景点"",""看""]","[""POS"",""POS"",""POS"",""NEU""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,3]","[0,0,0]",0.0,0.24999375015624611,0.7499812504687383,0.0,0.0,0.9999000099990001,4
209,POS,"[""环境"",""花园里"",""胡姬花"",""当地人"",""当地人"",""还是很"",""门票"",""里面"",""跑步"",""路""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS"",""POS"",""NEG"",""NEG"",""NEG""]","[0,0,0]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","4,0,3]","[0,0,0]",0.4999950000499995,0.0,0.4999950000499995,0.0,0.0,0.9999000099990001,10
210,POS,"[""设施"",""公交车"",""大人"",""花园"",""进去""]","[""POS"",""NEU"",""NEU"",""POS"",""NEU""]","[0,1,0]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,1,1]","[0,0,0]",0.0,0.5999880002399952,0.3999920001599968,0.0,0.0,0.9999000099990001,5
211,POS,"[""地"",""胡姬花园"",""拍照"",""胡姬花"",""门票"",""看的"",""花""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,2]","[0,0,0]",0.28571020413994086,0.0,0.7142755103498521,0.0,0.0,0.9999000099990001,7
212,NEG,"[""不需要门票"",""品种"",""品种"",""花卉"",""花卉"",""花""]","[""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","4,0,1]","[0,0,0]",0.6666555557407376,0.0,0.3333277778703688,0.9999000099990001,0.0,0.0,6
213,POS,"[""来度假"",""空气"",""绿化"",""花""]","[""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
214,NEG,"[""室内两个馆"",""香展"",""题"",""系里面"",""郁金香展"",""门票"",""里面"",""里面"",""比较"",""主题"",""主题"",""多肉"",""多肉"",""淘宝""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEU"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG""]","[1,0,1]","[1,1,1]","[0,0,0]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,1]","5,0,2]","[0,0,0]",0.5714244898250727,0.07142806122813408,0.35714030614067044,0.9999000099990001,0.0,0.0,14
215,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,
217,POS,"[""植物"",""源"",""法国餐厅"",""特色花园"",""胡姬花"",""景点"",""生态"",""地""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,2]","[0,0,0]",0.249996875039062,0.0,0.7499906251171861,0.0,0.0,0.9999000099990001,8
218,NEG,"[""环境"",""兰花"",""不用门票"",""花园"",""门票"",""里面"",""这里"",""非常"",""花"",""花""]","[""POS"",""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG"",""NEG""]","[0,0,1]","[3,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","3,0,3]","[0,0,0]",0.5999940000599994,0.0,0.39999600003999963,0.9999000099990001,0.0,0.0,10
219,POS,"[""观赏"",""美景""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
220,POS,"[""植物"",""一"",""空气"",""花草"",""绿色"",""看""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""NEG""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.1666638889351844,0.0,0.8333194446759221,0.0,0.0,0.9999000099990001,6
221,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
222,POS,"[""植物园还"",""植物""]","[""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.49997500124993743,0.0,0.49997500124993743,0.0,0.0,0.9999000099990001,2
223,NEG,"[""PUNCT其中云顶那个"",""一""]","[""POS"",""POS""]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999500024998749,0.9999000099990001,0.0,0.0,2
224,POS,"[""植物园"",""交通""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
225,,,,,,,,,,,,,,,,,,,
226,POS,"[""植被覆盖"",""空气"",""免费""]","[""POS"",""POS"",""POS""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
227,POS,"[""大树"",""环境"",""兰花""]","[""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.0,0.0,0.9999000099990001,3
228,,,,,,,,,,,,,,,,,,,
229,POS,"[""花园城市"",""度假"",""非常"",""非常""]","[""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
230,POS,"[""环境"",""有一个"",""有一个"",""地方""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,3]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
231,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
232,POS,"[""花"",""颜色"",""植物园"",""门票"",""门票"",""里面"",""叶子"",""花的"",""非常""]","[""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,3]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,4]","[0,0,0]",0.2222197531138543,0.0,0.7777691358984901,0.0,0.0,0.9999000099990001,9
233,POS,"[""环境"",""周末去娱乐休闲"",""非常""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,1]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
234,NEG,"[""空气"",""房价"",""热带植物""]","[""POS"",""POS"",""NEG""]","[0,0,1]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.3333222225925802,0.0,0.6666444451851604,0.9999000099990001,0.0,0.0,3
235,POS,"[""在里面散步"",""景点"",""植物"",""免费""]","[""POS"",""POS"",""NEG"",""NEG""]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,2]","[0,0,0]",0.49998750031249223,0.0,0.49998750031249223,0.0,0.0,0.9999000099990001,4
236,POS,"[""大花园"",""门票"",""景点""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
237,POS,"[""空气"",""环境"",""风景"",""植物"",""带小朋友跟老人过来游玩"",""里面"",""游玩"",""游玩"",""非常"",""人"",""人""]","[""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","0,0,8]","[0,0,0]",0.0,0.0,0.999990909173553,0.0,0.0,0.9999000099990001,11
238,POS,"[""环境"",""休息"",""特色花园"",""门票""]","[""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
239,POS,"[""<"",""门票""]","[""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
240,POS,"[""花卉树木""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
241,POS,"[""植物"",""菊花"",""多肉植物""]","[""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.9999666677777407,0.0,0.0,0.9999000099990001,3
242,POS,"[""大花园"",""公园"",""花园"",""非常"",""非常""]","[""POS"",""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.0,0.0,0.999980000399992,0.0,0.0,0.9999000099990001,5
243,NEU,"[""<"",""色"",""风光"",""价格"",""门票价格"",""门票价格"",""景色"",""景色"",""人"",""秀""]","[""POS"",""POS"",""POS"",""NEG"",""POS"",""POS"",""POS"",""POS"",""POS"",""POS""]","[1,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","0,0,6]","[0,0,0]",0.09999900000999991,0.0,0.8999910000899991,0.0,0.9999000099990001,0.0,10
244,POS,"[""<"",""散"",""空气"",""兰花""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
245,POS,"[""花花草草"",""放松心情""]","[""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,2]","[0,0,0]",0.0,0.0,0.9999500024998749,0.0,0.0,0.9999000099990001,2
246,POS,"[""姬花"",""胡姬花"",""花园里面"",""植物""]","[""POS"",""POS"",""POS"",""NEG""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.0,0.9999000099990001,4
247,POS,"[""空气"",""进去"",""免费""]","[""POS"",""NEU"",""NEU""]","[0,1,0]","[0,1,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.6666444451851604,0.3333222225925802,0.0,0.0,0.9999000099990001,3
248,NEU,"[""植物园"",""免费观光"",""有一个"",""里面""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,4]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.9999000099990001,0.0,4
249,,,,,,,,,,,,,,,,,,,
250,POS,"[""空气"",""兰花园"",""兰花"",""天气好的时候"",""天气好的时候"",""植物园里面"",""+空气"",""+空气"",""+空气"",""胡姬花"",""在里面"",""吃饭"",""花园"",""门票"",""地铁"",""馆"",""逛""]","[""POS"",""POS"",""POS"",""NEG"",""NEG"",""NEG"",""POS"",""POS"",""POS"",""POS"",""NEG"",""NEU"",""POS"",""POS"",""NEU"",""NEU"",""NEG""]","[0,1,0]","[3,0,5]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","2,1,3]","[0,1,0]",0.29411591696519435,0.17646955017911659,0.5294086505373498,0.0,0.0,0.9999000099990001,17
251,POS,"[""念很"",""胡姬花"",""花园"",""门票""]","[""POS"",""POS"",""POS"",""POS""]","[0,0,0]","[0,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,1]","0,0,2]","[0,0,0]",0.0,0.0,0.9999750006249845,0.0,0.0,0.9999000099990001,4
252,,,,,,,,,,,,,,,,,,,
253,POS,"[""坐公交过去"",""喜欢植物的朋友"",""热带植物"",""门票"",""非常""]","[""POS"",""NEG"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","2,0,0]","[0,0,1]",0.3999920001599968,0.0,0.5999880002399952,0.0,0.0,0.9999000099990001,5
254,POS,[],[],"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,0]","[0,0,0]",0.0,0.0,0.0,0.0,0.0,0.9999000099990001,0
255,POS,"[""来这里"",""来这里"",""空气"",""非常"",""树""]","[""POS"",""POS"",""POS"",""NEG"",""POS""]","[0,0,0]","[1,0,1]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,3]","[0,0,0]",0.1999960000799984,0.0,0.7999840003199936,0.0,0.0,0.9999000099990001,5
256,,,,,,,,,,,,,,,,,,,
257,NEG,"[""带孩子去"",""修的""]","[""NEG"",""NEG""]","[0,0,0]","[1,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,0]","[0,0,0]",0.9999500024998749,0.0,0.0,0.9999000099990001,0.0,0.0,2
258,s 400 – Bad Re,tus 400 – Bad Requ, 400 – Bad Requ,400 – Bad Requ,400 – Bad Requ,P Status 400 – Bad Requ,tus 400 – Bad Requ,tatus 400 – Bad Requ,tus 400 – Bad Requ,us 400 – Bad Requ,400 – Bad Requ, – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req,00 – Bad Req, 400 – Bad Req
259,POS,"[""花花草草""]","[""POS""]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","0,0,1]","[0,0,0]",0.0,0.0,0.9999000099990001,0.0,0.0,0.9999000099990001,1
260,NEU,"[""植物园"",""热带的植物"",""比较"",""比较""]","[""POS"",""NEG"",""POS"",""POS""]","[0,0,0]","[0,0,2]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","1,0,1]","[0,0,0]",0.24999375015624611,0.0,0.7499812504687383,0.0,0.9999000099990001,0.0,4
