POI_INDEX,ENG_NAME,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
349,FarmartCentre,2,349,4.5,"67SungeiTengahRoadFarmartCentre,Singapore699008,Singapore",暂无,2020-02-16 18:42:32.432721
350,GMAXReverseBungy,1,350,5,"3ERiverValleyRoadClarkeQuay,Singapore179019,Singapore",周日-周四:下午2:00-上午1:00;周五-周六:下午2:00-上午3:00;,2020-02-16 18:42:46.278086
351,MonsterDayTours,1,351,5,"新加坡,新加坡","周日 - 周六上午8:00 - 下午11:00days: 周日 - 周六, times: 上午8:00 - 下午11:00,",2020-02-16 18:42:59.999137
352,PuayHengNoodles,1,352,5,"#01-01,FarEastSquare远东广场,45PekinStreet,048775(RafflesPlace/BoatQuay)",Mon-Sun: 09:30-21:00(Closed on Alternate Sundays),2020-02-16 18:43:13.640099
353,ChurchofStTeresa,1,353,5,"510KampongBahruRoad,Singapore099446,Singapore",暂无,2020-02-16 18:43:28.255009
354,TouristandTransitHub,11,354,4.5,"30RafflesAvenue#01-05SingaporeFlyer,Singapore039803,Singapore",,2020-02-16 18:43:42.299578
355,ConeyIslandPark,1,355,5,"|SerangoonIsland,Singapore,Singapore",暂无,2020-02-16 18:44:01.139911
356,SriLayanSithiVinayagarTemple,12,356,4.3,"73KeongSaikRoad,Singapore089167,Singapore",,2020-02-16 18:44:14.448770
357,SingaporeMobilityGallery,1,357,5,"翰莎路陆交局总部|第一座,Singapore219428,Singapore",周一-周五:上午9:30-下午5:00;,2020-02-16 18:44:37.800708
358,SouthernmostpointofAsia,1,358,5,"Palawanbeach|Bridgetoanislandwith2towers,SentosaIsland,Singapore",暂无,2020-02-16 18:44:53.290909
359,MarineCovePlayground,1,359,5,"EastCoastParkServiceRoad|EastCoastCarParksC2andC3,Singapore,Singapore",暂无,2020-02-16 18:45:09.621488
360,OhChinHuatHydroponicFarms,2,360,4,"14ABahSoonPahRoad,Singapore769970,Singapore",暂无,2020-02-16 18:45:26.014515
361,,1,361,5,"069886,新加坡厦门街66(安详山)",8：00-17：00,2020-02-16 18:45:40.645737
362,BukitBatokNaturePark,14,362,4.2,"26BukitBatokEastAvenue2HillviewRegency,Singapore659920,Singapore",,2020-02-16 18:46:02.727380
363,ChangiSailingClub,3,363,4.3,"32NetheravonRoadChangiSailingClub,Singapore508508,Singapore",,2020-02-16 18:46:25.242084
364,KFC,4,364,4.3,"Terminal1,ChangiAirport80AirportBoulevard,#031-004BViewingMallEast,Level3,ChangiAirportT1,Singapore",,2020-02-16 18:46:41.071876
365,,1,365,5,"18MarinaGardensDrive,OCBCSkywayandSupertreeSingapore018953","Daily openTime:05:00,closeTime:02:00
public_holiday openTime:05:00,closeTime:02:00",2020-02-16 18:46:54.902687
366,EurasianHeritageCentre,11,366,4.4,"139CeylonRd|EurasianCommunityHouse,Singapore429744,Singapore",,2020-02-16 18:47:15.722314
367,Changibusinesspark,7,367,4.9,"ChangiBusinessParkCrescent,Singapore,Singapore",,2020-02-16 18:47:34.468349
368,Hdb,10,368,4.5,"480,ToaPayohLorong6,Singapore310480,Singapore",,2020-02-16 18:47:49.071745
369,,7,369,4.6,80mandairoad,,2020-02-16 18:48:11.941299
370,TheIntan,4,370,5,"69JooChiatTerrace,Singapore427231,Singapore",周一-周日7:00-22:00,2020-02-16 18:48:24.299491
371,JurongWestSwimmingComplex,3,371,4.3,"20JurongWestStreet93JurongWestSports&RecreationCtr,Jurong648965,Singapore",,2020-02-16 18:48:40.376360
372,RunWithMeSingapore,7,372,4.9,"新加坡,新加坡",,2020-02-16 18:48:55.674736
374,SpringleafNaturePark,2,374,3.5,"NeeSoonRoad,UpperThomsonRoad,Singapore,Singapore",暂无,2020-02-16 18:49:15.665622
375,MOEHeritageCentre,10,375,4.4,"402CommonwealthDrive,Singapore149599,Singapore",,2020-02-16 18:49:31.383199
376,SriThandayuthapaniTemple,17,376,4.6,"15TankRd,Singapore238065,Singapore",,2020-02-16 18:49:47.209517
377,MasjidBencoolen,12,377,4.2,"42BencoolenStreet,Singapore189626,Singapore",,2020-02-16 18:50:16.579018
378,TaoTianKengTemple,12,378,4.5,"2JurongWestSt76,Singapore648370,Singapore",,2020-02-16 18:50:35.204386
379,ResortsWorldTheater,6,379,4.8,"8SentosaGatewayResortsWorldSentosa|ResortsWorldSentosa,Singapore098269,Singapore",,2020-02-16 18:50:53.907185
380,TheTheatrePractice,1,380,4,"54WaterlooStreet,Singapore187953,Singapore",周一-周五:上午9:00-下午6:30;,2020-02-16 18:51:18.291714
381,JanesSGTours,1,381,4,"新加坡,新加坡",周日-周六:上午12:00-下午11:59;,2020-02-16 18:51:32.905489
382,,2,382,4,樟宜机场，T1/T2/T3过境区域,,2020-02-16 18:51:46.717984
383,BikramYogaKatong,1,383,3,"130EastCoastRoad,Singapore428815,Singapore",暂无,2020-02-16 18:52:01.445350
384,LeeWeeNamLibrary,1,384,5,"50NanyangAvenue,BlkNS3-03-01",,2020-02-16 18:52:14.983044
385,ShimanoCyclingWorld,7,385,4.6,"6StadiumBoulevard#01KallangNetballCentre02|RightnexttotheSingaporeSportsMuseumandSportsHubVisitorCentre,Singapore397797,Singapore",,2020-02-16 18:52:27.989068
386,SchoolOfArtDesignandMedia,1,386,5,"81NanyangDr,Singapore637458",,2020-02-16 18:52:40.573483
387,SurvivingtheJapaneseOccupationWarandItsLegacies,9,387,4.3,"351UpperBukitTimahRoad,Singapore588192,Singapore",,2020-02-16 18:52:54.394273
388,TheLiveTurtleandTortoiseMuseum,12,388,4,"1ChineseGardenRoad,Singapore619795,Singapore",,2020-02-16 18:53:15.267986
389,Theatreworks,7,389,4.6,"72-13MohammadSultanRoad,Singapore239007,Singapore",,2020-02-16 18:53:34.295276
390,TheStarPerformingArtsCentre,2,390,2.5,"1VistaExchangeGreenTheStarVista|#04-01,Singapore138617,Singapore",暂无,2020-02-16 18:53:48.266948
391,TanSiChongChuTemple,8,391,4.4,"15MagazineRd,Singapore059568,Singapore",,2020-02-16 18:54:12.813941
392,PearlsHillCityPark,5,392,4.6,"|AlongChinSweeRoadandPearl'sHillRoad,Singapore,Singapore",,2020-02-16 18:54:28.457694
393,LakeofDreams,1,393,4,"SentosaIsland,Singapore",,2020-02-16 18:54:50.401961
394,,3,394,5,ResortsWorldSentosa26SentosaGateway#01-/38/39,周一 ~ 周日：10:00-21:00；最后入场时间：20:00,2020-02-16 18:55:10.397874
395,TheEpicureanState,5,395,4.8,"新加坡,新加坡",,2020-02-16 18:55:31.019405
396,TheNEWaterVisitorCentre,14,396,4.6,"20KohSekLimRoad,Singapore486593,Singapore",,2020-02-16 18:55:45.169064
397,COMNUS,1,397,3,QueenstownResearchLink,,2020-02-16 18:56:11.599107
398,NyeePhoeFlowerGarden,7,398,4.3,"240NeoTiewCrescent,Singapore718878,Singapore",,2020-02-16 18:56:26.125959
399,PunggolPark,6,399,4,"11HougangAvenue10,Singapore538768,Singapore",,2020-02-16 18:56:38.501503
400,ChangiMurals,7,400,4.1,"ChangiCamp|Block151MartleshamRoad,Singapore,Singapore",,2020-02-16 18:56:51.520114
401,RepublicofSingaporeNavyMuseum,12,401,4.6,"112TanahMerahCoastRoad,Singapore,Singapore",,2020-02-16 18:57:16.005246
402,PeranakanTrail,5,402,4.4,"JooChiatRoad,Singapore427585,Singapore",,2020-02-16 18:57:46.342507
403,CathayPicturehouse,1,403,0,"2HandyRoadTheCathay|2HandyRoad,Singapore229233,Singapore",暂无,2020-02-16 18:58:20.315368
404,WildlifeReservesSingapore,1,404,0,"80MandaiLakeRoadSingaporeZoologicalGardens,Singapore729826,Singapore",暂无,2020-02-16 18:58:40.160788
405,BukitBatokMemorialSite,9,405,4,"LorongSesuai,Singapore,Singapore",,2020-02-16 19:00:01.416049
406,KatongDistrict,1,406,0,"EastCoastRoad,Singapore,Singapore",暂无,2020-02-16 19:00:23.121334
407,ArtfolioGallery,1,407,0,"328NorthBridgeRoad#02-25RafflesShoppingArcade,Singapore188719,Singapore",暂无,2020-02-16 19:00:41.361503
408,ThePrivateMuseum,5,408,4.2,"51WaterlooSt|Unit#02-06,Singapore187969,Singapore",,2020-02-16 19:01:03.322232
409,EvertonRoadStreetArt,4,409,4,"EvertonRoad,Singapore,Singapore",周一 - 周日 0:00 - 23:59;,2020-02-16 19:01:16.969234
410,LeongSanSeeTemple,16,410,4.3,"371RaceCourseRoadLittleIndia,Singapore218641,Singapore",,2020-02-16 19:01:41.611081
411,JapaneseCemeteryPark,7,411,4,"22ChuanHoeAvenue,Singapore549854,Singapore",,2020-02-16 19:02:12.301892
412,ColdstreamAncestralMuseum,9,412,4.7,"9ColdstreamAvenueFrankelEstate,Singapore459595,Singapore",,2020-02-16 19:02:26.628883
413,SiongLengMusicalAssociation,3,413,4,"4BBukitPasohRoad,Singapore089818,Singapore",周二 - 周六 11:00 - 17:00;,2020-02-16 19:02:46.410497
414,,3,414,4,"8QSingaporeArtMuseum,8QueenSt.",周一至周日上午 10:00 至晚上 7:00,2020-02-16 19:03:06.360560
415,PasirRisFishingPond,12,415,4.4,"94PasirRisCentral,Singapore519637,Singapore",,2020-02-16 19:03:20.936827
416,MaxoutHydrosports,3,416,4.3,"新加坡,新加坡",,2020-02-16 19:03:41.511752
417,PulauSemakau,9,417,4.6,"PulauSemakau,Singapore000706,Singapore",,2020-02-16 19:04:16.789102
418,ThePinnacleDuxton,1,418,0,"1CantonmentRoadThePinnacle@Duxton,Singapore080001,Singapore",,2020-02-16 19:04:30.118706
419,SquareBunsJunior,1,419,5,"#B1-03D,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",Mon - Fri: 08:00 - 20:00,2020-02-16 19:04:48.003282
420,PulauHantu,11,420,4.4,"PulauHantuIsland,Singapore000705,Singapore",,2020-02-16 19:05:03.395174
421,TanSwieHianMuseum,9,421,4.6,"460SimsAvenue,Singapore387601,Singapore",,2020-02-16 19:05:22.582040
422,NorthernEasternRiverineLoop,3,422,4.3,"PunggolPromenadeNatureWalk,Singapore,Singapore",,2020-02-16 19:05:36.563139
423,SunriseTraditionalCoffeeToast,1,423,5,"#02-33,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)","Closed: Sat, Sun &",2020-02-16 19:05:56.120904
424,,2,424,4,109EastCoastRoadSingapore428800,周一～周日 10:00-22:00,2020-02-16 19:06:13.503230
425,Tamoya,1,425,5,"#B1-48/49,ChinatownPoint,133NewBridgeRoad(Chinatown)",Daily: 11:00 - 21:30,2020-02-16 19:06:31.124465
426,StickemOn,1,426,5,"#02-35,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",Closed: Sat & Sun,2020-02-16 19:06:44.675752
427,NgeeAnnCulturalCentre,17,427,4.1,"TeochewBuilding(2ndfloor)97TankRoad,Singapore238066,Singapore",,2020-02-16 19:06:57.850332
428,HongLimPark,12,428,4.3,"43NorthCanalRoad,Singapore059299,Singapore",,2020-02-16 19:07:21.107376
429,HortPark,5,429,4.7,"33HyderabadRoad,Singapore119578,Singapore",,2020-02-16 19:07:43.274746
430,ChildrenLittleMuseum,11,430,4.2,"42BussorahStreet,Singapore199460,Singapore",,2020-02-16 19:07:56.983218
431,SingaporeCityExplorers,2,431,4.5,"新加坡,新加坡",,2020-02-16 19:08:17.293722
432,LorongHalusWetland,10,432,4.2,"LorongHalus|Punggol,Singapore823172,Singapore",,2020-02-16 19:08:34.367241
433,TiongBahruEstate,10,433,4.2,"TiongBahruRoad,Singapore,Singapore",,2020-02-16 19:08:47.596031
434,,1,434,3,3HarbourfrontPlace,8:45-22:00,2020-02-16 19:09:01.293627
435,SingaporeMaritimeGallery,8,435,4.5,"MarinaSouthPier|31MarinaCoastalDrive,Singapore,Singapore",,2020-02-16 19:09:16.187408
436,IndianNationalArmyMonument,14,436,4.1,"EsplanadePark,Singapore,Singapore",,2020-02-16 19:09:32.833108
437,KeongSaikRoad,1,437,5,"KeongSaikRoad,Singapore",,2020-02-16 19:09:52.438302
438,TeaterEkamatra,1,438,5,"AliwalArtsCentre28AliwalStreet#02-10Singapore199918,Singapore199918,Singapore",,2020-02-16 19:10:17.647500
439,WldRice,1,439,4,"3AKerbauRoad,Singapore219142,Singapore",,2020-02-16 19:10:32.408032
440,NightSafariTourWendyTour,1,440,5,"新加坡,新加坡",,2020-02-16 19:10:51.919577
441,TouristarsPrivateRunningTours,1,441,5,"新加坡,新加坡",,2020-02-16 19:11:07.797572
442,TanjongPagarRailwayStation,4,442,5,"30KeppelRd,Singapore,Singapore",,2020-02-16 19:11:33.493372
443,RiverHongbao,2,443,5,"20RafflesAvenueTheFloat@MarinaBay|TheFloat@MarinaBay,Singapore039805,Singapore",,2020-02-16 19:11:48.343113
444,TheFullertonMaritimeJourneyTour,1,444,5,"新加坡,新加坡",,2020-02-16 19:12:02.492232
445,NTUChineseLibrary,1,445,5,"50NanyangAve,BlockS3.2-B5,Singapore639798",,2020-02-16 19:12:25.835779
446,BidadariMemorialGarden,2,446,4,"10MountVernonRoad,Singapore,Singapore",,2020-02-16 19:12:46.581179
447,ThekchenCholing,10,447,4.3,"2BeattyLane,Singapore209945,Singapore",,2020-02-16 19:13:01.057153
448,AlbertCourtVillageHotelLobbyLounge,1,448,5,"180AlbertStreetVillageHotelAlbertCourt,Singapore189971,Singapore",,2020-02-16 19:13:17.852699
449,TreetopWalk,2,449,5,"新加坡,新加坡",,2020-02-16 19:15:55.139088
450,RMGToursPrivateLimited,1,450,5,"新加坡,新加坡",,2020-02-16 19:16:11.044340
451,FPitBuilding,5,451,4.8,"1RepublicBlvd,Singapore038975",,2020-02-16 19:16:25.274990
452,EWavesFishbytePteLtd,1,452,4,"ClementiWestStreet2|Block713,#01-12,Singapore120713,Singapore",,2020-02-16 19:16:42.192164
453,,1,453,4,"HDBToaPayoh#01-127,4Lorong7ToaPayoh",,2020-02-16 19:16:54.249584
454,SingaporeRepertoryTheatre,1,454,4,"20MerbauRoad|KCArtsCentre-HomeoftheSRT,Singapore239035,Singapore",,2020-02-16 19:17:08.824421
455,NewBridgeRoad,6,455,4.5,"NewBridgeRoad,Singapore,Singapore",,2020-02-16 19:17:22.313793
456,ChineseGarden,7,456,4.3,"32/34AljuniedRd,Singapore389818",,2020-02-16 19:17:37.182764
457,FarEastSquare,3,457,5,"19ChinaSt,Singapore049561",,2020-02-16 19:17:52.432948
458,AirForceMuseum,11,458,3.9,"Singapore,Singapore",,2020-02-16 19:18:08.014455
459,GoldenVillageVivoCity,4,459,4.8,"1HarbourfrontWalk,02-30,Singapore098585",,2020-02-16 19:18:34.148169
460,CollegeofMedicineBuilding,7,460,4.3,"16CollegeRoad,Singapore169854,Singapore",,2020-02-16 19:18:47.444455
461,SingaporeDanceTheatre,4,461,4.8,"FortCanningCentre2ndStorey,CoxTerrace,Singapore179618,Singapore",,2020-02-16 19:19:13.405142
462,ShenNongSpa,4,462,4.8,"17CarpenterSt|#02-01,Singapore059906,Singapore",,2020-02-16 19:19:36.261428
463,CentralSikhTemple,12,463,3.8,"2TownerRd,Singapore327804,Singapore",,2020-02-16 19:19:52.095581
464,KimSengPark,5,464,4.4,"KimSengRoad,Singapore,Singapore",,2020-02-16 19:20:14.367620
465,TampinesChangkatButterflyGarden,9,465,3.9,"TampinesStreet11,nexttoBlock124,Singapore,Singapore",,2020-02-16 19:20:29.763267
466,KatongPark,3,466,5,"59FortRoad,Singapore439105,Singapore",,2020-02-16 19:20:42.636639
467,,4,467,4.8,,,2020-02-16 19:20:56.621445
468,SingaporeQuarry,12,468,3.7,"100DairyFarmRoad,Singapore679057,Singapore",,2020-02-16 19:21:24.275182
469,TangDynastyMassageSpa,1,469,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-02-16 19:21:42.405064
470,TraditionalOrientalTherapy,1,470,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-02-16 19:21:58.166411
471,GalerieBelvedere,4,471,4.5,"140HillStreet#01-10/11/12OldHillStreetPoliceStation,Singapore179369,Singapore",,2020-02-16 19:22:15.137918
472,BishanAngMoKioPark,4,472,4,"AngMoKioAvenue,Singapore,Singapore",,2020-02-16 19:22:29.154729
473,HouseofTanTengNiah,2,473,4,"37KerbauRoadGholia'sVillage|Gholia’sVillage,Singapore219168,Singapore",,2020-02-16 19:22:43.987052
474,AlexandraArch,2,474,5,"AlexandraRoad,Tampines,Singapore",,2020-02-16 19:22:58.114013
475,LASALLECollegeoftheArts,2,475,5,1McNallyStreetSingapore187940,,2020-02-16 19:23:16.357237
476,TheHiveNTU,3,476,5,52NanyangAvenue,,2020-02-16 19:23:29.001748
477,OrchidCountryClubGolfSchool,1,477,5,"1OrchidClubRoad,Singapore76Singapore",,2020-02-16 19:23:42.385302
478,SengkangRiversidePark,2,478,4.5,"AnchorvaleStreet,Singapore,Singapore",,2020-02-16 19:23:58.097306
479,BoonTatSt,2,479,4.5,"BoonTatSt,Singapore,Singapore",,2020-02-16 19:24:12.808819
480,StamfordHouse,2,480,4.5,"Singapore,Singapore",,2020-02-16 19:24:29.964683
481,WestCoastPark,1,481,5,"27WestCoastHighwayWestway,Singapore117867,Singapore",,2020-02-16 19:24:44.671234
482,ShoeboxCanteen,1,482,5,"36NorthCanalRoad,Singapore059292,Singapore",,2020-02-16 19:24:57.924709
483,OrientHealthManagement,1,483,5,12AUpperCrossStreet(Chinatown),,2020-02-16 19:25:22.812534
484,SplashatKidzAmaze,1,484,5,"9SentulCrescent|Level3Punggol,Singapore828654,Singapore",,2020-02-16 19:25:42.506650
485,Kraven,1,485,5,"#01-01,63CircularRoad(RafflesPlace/BoatQuay)",,2020-02-16 19:25:55.541799
486,NasiPadangSederhana,1,486,5,"#02-91,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-02-16 19:26:12.041588
487,NALAA,1,487,5,"Stall28,LauPaSatFestivalMarket,18RafflesQuay(RafflesPlace/BoatQuay)",,2020-02-16 19:26:25.194791
488,TelokAyerChineseMethodistChurch,1,488,5,"235TelokAyerStreet,Singapore068656,Singapore068656,Singapore",,2020-02-16 19:26:47.574536
489,ChurchoftheHolyFamily,1,489,5,Singapore,,2020-02-16 19:27:01.149518
490,HiballManagement,1,490,5,"#01-02,CapitalSquare3,25ChurchStreet(RafflesPlace/BoatQuay)",,2020-02-16 19:27:13.424306
491,NewHongKongCongee,1,491,5,"#01-04,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-02-16 19:27:29.890033
492,TheDiningRoomatTanjongBeachClub,1,492,5,"TheDiningRoomatTanjongBeachClub,120TanjongBeachWalk,Singapore",,2020-02-16 19:27:45.100169
493,NagoreDargahIndianMuslimHeritageCentre,1,493,5,140TelokAyerStSingapore068604SingaporeTanjongPagar,,2020-02-16 19:27:59.456108
494,SaySeng,1,494,5,"#03-14,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",,2020-02-16 19:28:16.663105
495,MrTehTarik,1,495,5,"#B1-04,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",,2020-02-16 19:28:30.276012
496,SchooloftheArts,1,496,5,"1ZubirSaidDr,Singapore227968",,2020-02-16 19:28:44.681591
497,ArabQuarter,1,497,5,BassorahStreetArabQuarterSingaporeSingapore,,2020-02-16 19:28:59.392846
498,FormerKengTeckWhayBuilding,1,498,5,"150TelokAyerStreet,Singapore068608,Singapore",,2020-02-16 19:29:22.266687
499,Bistro,1,499,5,"3TemasekBoulevardSuntecCityMall|SuntecCity,Tower4#01-643,Singapore038983,Singapore",,2020-02-16 19:29:37.996169
500,SLIIMuffin,1,500,5,"#02-32,HongLimFoodCentre,531AUpperCrossStreet(Chinatown)",,2020-02-16 19:30:46.221492
501,YingFoFuiKun,1,501,5,"98TelokAyerStreet,Singapore048474,Singapore048474,Singapore",,2020-02-16 19:31:02.536625
502,OUETower,1,502,5,60CollyerQuaySingapore049322Singapore,,2020-02-16 19:31:16.870944
503,AramsaTheGardenSpa,1,503,5,"1384AngMoKioAvenue1|BishanParkII,Singapore569932,Singapore",,2020-02-16 19:31:32.454675
504,OtaFineArts,2,504,2.5,"7LockRoad|#02-13GillmanBarracks,Singapore108935,Singapore",,2020-02-16 19:31:46.386492
505,,1,505,0,"62TembelingRd,Singapore423586",,2020-02-16 19:32:01.540503
506,Playhouse,1,506,0,"3TemasekBoulevard,Singapore",,2020-02-16 19:32:18.397969
507,BeyondBeauty,1,507,5,"181OrchardRoadOrchardCentral|#04-14,Singapore238896,Singapore",,2020-02-16 19:32:35.285502
508,ChangiPointBoardwalk,7,508,4.2,"51LorongBekukongChangiPointFerryTerminal|ChangiEast,Singapore499172,Singapore",,2020-02-16 19:32:48.446927
509,ResortworldSentosatrickeyemusuem,1,509,4,"Tampines,Singapore",,2020-02-16 19:33:11.834232
510,SingaporeSidewaysVespaTour,1,510,0,,"Daily openTime:09:30,closeTime:12:30",2020-02-16 19:33:27.067412
511,LeSpa,1,511,5,"14GemmillLaneAllanVille,Singapore069253,Singapore",,2020-02-16 19:33:42.784371
512,Bioskin,1,512,5,"30RafflesPlaceChevronHouse|#03-03ChervonHouse,Singapore048622,Singapore",,2020-02-16 19:33:55.560174
513,NueShape,1,513,5,"6AShentonWay|#03-18,Singapore068816,Singapore",,2020-02-16 19:34:10.497942
514,SingaporeChineseOrchestra,1,514,5,"7ShentonWaySingaporeConferenceHall,Singapore068810,Singapore",,2020-02-16 19:34:25.231200
515,BeautyEmpire,1,515,5,"33ErskineRoadTheScarletHotelFloor01Unit0607|TheScarletHotel,Singapore069333,Singapore",,2020-02-16 19:34:39.640992
516,RenazaHairNailSpa,1,516,5,"12MarinaViewAsiaSquareTower2|#02-18/19AsiaSquareTower2,Singapore018961,Singapore",,2020-02-16 19:34:54.839145
517,AdmiraltyPark,1,517,3,"31RiversideRoad,Singapore739087,Singapore",,2020-02-16 19:35:19.496099
518,SingaporeCityBikeTour,1,518,4,,"Daily openTime:08:30,closeTime:17:30",2020-02-16 19:35:36.775068
