TEXT,COUNT,SENTIMENT_KEYWORD_AGG_INDEX,ASPECT_CATEGORY_NAME,COVID_RELATED,SENTIMENT_KEYWORD_AGG_INDEX2
轮船,9,2189,Transportation/Accessibility,NA,NA
漂亮极了,9,2191,Experience,NA,NA
票价贵,9,2194,Transportation/Accessibility,NA,NA
再也,9,2196,NA,NA,NA
必不可少,9,2197,NA,NA,NA
多年前,9,2199,NA,NA,NA
白天的风景,9,2200,Sightseeing,NA,NA
名声在外,9,2201,NA,NA,NA
历程,9,2204,NA,NA,NA
老师,9,2209,NA,NA,NA
眼里,9,2210,NA,NA,NA
上海的老地标,9,2211,POI/Places,NA,NA
人巨多,9,2212,Transportation/Accessibility,NA,NA
段时间,9,2213,NA,NA,NA
门票便宜,9,2214,Transportation/Accessibility,NA,NA
外滩的风景,9,2216,POI/Places,NA,NA
贡献,9,2217,NA,NA,NA
上海景点,9,2219,POI/Places,NA,NA
建筑师,9,2220,NA,NA,NA
上海的名片,9,2221,NA,NA,NA
上海市浦东新区陆家嘴,9,2223,NA,NA,NA
天气不错,9,2224,Environment and Ambiance,NA,NA
黄浦江外滩,9,2225,POI/Places,NA,NA
天气炎热,9,2226,Environment and Ambiance,NA,NA
玩法,9,2227,NA,NA,NA
的人一起,9,2228,NA,NA,NA
的很快,9,2229,NA,NA,NA
它的美,9,2230,NA,NA,NA
座城,9,2231,NA,NA,NA
水果,9,2232,Food,NA,NA
指示牌,9,2233,Facilities,NA,NA
小可爱,9,2234,NA,NA,NA
国际化大都市,9,2237,NA,NA,NA
适合晚上,9,2240,NA,NA,NA
一次上海,9,2241,NA,NA,NA
景区门口,9,2242,Transportation/Accessibility,NA,NA
上海环球金融中心,9,2243,POI/Places,NA,NA
疫情原因,9,2244,Safety,1,NA
百货,9,2245,Shopping,NA,NA
遛弯,9,2247,NA,NA,NA
前一天,9,2248,NA,NA,NA
联系,9,2250,NA,NA,NA
火车,9,2253,Transportation/Accessibility,NA,NA
眼底,9,2255,NA,NA,NA
上海著名的景点,9,2257,POI/Places,NA,NA
歌曲,9,2261,NA,NA,NA
灯火阑珊,9,2263,NA,NA,NA
游人众多,8,2265,Transportation/Accessibility,NA,NA
华东地区最大的动物园,8,2269,POI/Places,NA,NA
浦东机场,8,2270,Transportation/Accessibility,NA,NA
岁月,8,2271,NA,NA,NA
有一次,8,2272,NA,NA,NA
更有,8,2273,NA,NA,NA
得人,8,2274,NA,NA,NA
总会,8,2275,NA,NA,NA
耳边,8,2276,NA,NA,NA
夜游,8,2281,NA,NA,NA
七个主题园区,8,2283,POI/Places,NA,NA
不尽人意,8,2284,Experience,NA,NA
车子,8,2286,NA,NA,NA
经典的景点,8,2287,POI/Places,NA,NA
区内,8,2288,NA,NA,NA
车站,8,2290,Transportation/Accessibility,NA,NA
浦江两岸风情,8,2292,POI/Places,NA,NA
区里,8,2293,NA,NA,NA
知识的好地方,8,2294,NA,NA,NA
冰雪奇缘,8,2296,NA,NA,NA
旧上海,8,2297,NA,NA,NA
颜色,8,2299,NA,NA,NA
特别美的地方,8,2300,POI/Places,NA,NA
公司 层数,8,2301,NA,NA,NA
硬币,8,2302,NA,NA,NA
学生半价,8,2304,Price,NA,NA
颜值,8,2306,NA,NA,NA
车票,8,2307,Transportation/Accessibility,NA,NA
夜间,8,2308,NA,NA,NA
藏品,8,2310,Arts & Culture,NA,NA
两座主题酒店,8,2312,NA,NA,NA
天桥,8,2313,Facilities,NA,NA
运气好,8,2315,NA,NA,NA
加勒比海盗船,8,2316,Activities,NA,NA
地方大,8,2317,NA,NA,NA
等着,8,2318,NA,NA,NA
迪士尼·皮克斯玩具,8,2322,Shopping,NA,NA
竞争力,8,2323,NA,NA,NA
老人小孩,8,2329,Family/ Friends,NA,NA
童真,8,2330,NA,NA,NA
迪士尼公主,8,2332,NA,NA,NA
动物亲密,8,2333,Sightseeing,NA,NA
迪士尼站,8,2334,Transportation/Accessibility,NA,NA
迪斯尼小镇,8,2336,POI/Places,NA,NA
迪士尼酒店,8,2339,NA,NA,NA
新时代大,8,2340,NA,NA,NA
地板,8,2341,Facilities,NA,NA
好很多,8,2345,Experience,NA,NA
观景平台,8,2349,Facilities,NA,NA
条集,8,2350,NA,NA,NA
适合一家人,8,2355,Family/ Friends,NA,NA
路程,8,2358,Transportation/Accessibility,NA,NA
感冒,8,2361,NA,NA,NA
再也不想,8,2364,NA,NA,NA
小玩意,8,2366,NA,NA,NA
大自然和谐,8,2367,NA,NA,NA
个球体,8,2368,NA,NA,NA
小熊维尼历险记,8,2369,Activities,NA,NA
四维影院,8,2370,Activities,NA,NA
繁华都市,8,2371,NA,NA,NA
大自然的好机会,8,2372,NA,NA,NA
这么多,8,2373,NA,NA,NA
美的景点,8,2374,POI/Places,NA,NA
烟花秀,8,2375,Activities,NA,NA
规范,8,2376,NA,NA,NA
创意,8,2378,NA,NA,NA
老上海风情,8,2379,Experience,NA,NA
场疫情,8,2380,Safety,1,NA
地理位置不错,8,2381,Transportation/Accessibility,NA,NA
典范,8,2388,NA,NA,NA
规模宏大,8,2392,Experience,NA,NA
小蛮腰,8,2393,NA,NA,NA
极限,8,2394,NA,NA,NA
花车游行,8,2396,Activities,NA,NA
美的景色,8,2397,Sightseeing,NA,NA
鲜肉月饼,8,2398,Food,NA,NA
好景色,8,2399,Sightseeing,NA,NA
大厦,8,2402,NA,NA,NA
米老鼠,8,2407,NA,NA,NA
有一些,8,2408,NA,NA,NA
演职人员,8,2409,Service,NA,NA
潮流,8,2412,NA,NA,NA
东方明珠上海的地标,8,2413,POI/Places,NA,NA
科幻城等,8,2414,Activities,NA,NA
解说员,8,2419,Service,NA,NA
山水,8,2421,Sightseeing,NA,NA
票子,8,2424,Transportation/Accessibility,NA,NA
浦西,8,2425,NA,NA,NA
菜品,8,2426,Food,NA,NA
和平饭店,8,2429,POI/Places,NA,NA
都是不错,8,2431,NA,NA,NA
整体来说,8,2432,NA,NA,NA
风貌,8,2435,NA,NA,NA
五星好评,8,2436,Experience,NA,NA
春季,8,2439,NA,NA,NA
风险,8,2440,NA,NA,NA
邻世纪公园,8,2442,Transportation/Accessibility,NA,NA
饮食,8,2448,Food,NA,NA
秩序,8,2450,Service,NA,NA
适合小孩,8,2453,Family/ Friends,NA,NA
东西多,8,2456,Shopping,NA,NA
稀有动物,8,2457,Sightseeing,NA,NA
黄浦江两岸风景,8,2458,POI/Places,NA,NA
程买票,8,2460,Transportation/Accessibility,NA,NA
东西贵,8,2463,Price,NA,NA
新世界,8,2465,NA,NA,NA
售票员,8,2468,Service,NA,NA
云端,8,2477,NA,NA,NA
东方明珠真的,8,2479,POI/Places,NA,NA
米奇童话专列,8,2480,Transportation/Accessibility,NA,NA
时候人,8,2482,NA,NA,NA
杜莎夫人蜡像馆,8,2483,POI/Places,NA,NA
上海明珠塔,8,2494,POI/Places,NA,NA
上海迪斯尼游乐园,8,2496,POI/Places,NA,NA
缘故,8,2497,NA,NA,NA
百兽山,8,2499,NA,NA,NA
白雪公主,8,2501,Activities,NA,NA
每个园区,8,2502,NA,NA,NA
上海迪斯尼,8,2508,POI/Places,NA,NA
龙冲天,8,2509,NA,NA,NA
优惠不少,8,2510,Price,NA,NA
上海迪士尼新,8,2513,POI/Places,NA,NA
玻璃地板,8,2514,Facilities,NA,NA
价格也不,8,2515,Price,NA,NA
双休日,8,2516,NA,NA,NA
上海迪士尼度假区特别,8,2518,POI/Places,NA,NA
项目基本,8,2520,Activities,NA,NA
陆家嘴金融贸易区,8,2522,NA,NA,NA
孩子超级,8,2523,Family/ Friends,NA,NA
金带,8,2526,NA,NA,NA
挑战,8,2527,NA,NA,NA
顾客,8,2528,NA,NA,NA
座地铁站,8,2529,Transportation/Accessibility,NA,NA
胜景,8,2531,Sightseeing,NA,NA
璀璨夺目,8,2535,Sightseeing,NA,NA
巨人,8,2536,NA,NA,NA
上海风景,8,2540,Sightseeing,NA,NA
节假日人多,8,2541,Transportation/Accessibility,NA,NA
语言,8,2542,NA,NA,NA
目前中国最大的动物园,8,2544,POI/Places,NA,NA
步伐,8,2545,NA,NA,NA
非常适合小朋友,8,2546,Family/ Friends,NA,NA
亲子乐园,8,2549,Family/ Friends,NA,NA
巨幕,8,2552,NA,NA,NA
上海野生动物园面积,8,2553,POI/Places,NA,NA
上海野生动物园真的,8,2554,POI/Places,NA,NA
价格合适,8,2556,Price,NA,NA
外滩的夜景真的,8,2557,Sightseeing,NA,NA
服装,8,2558,Shopping,NA,NA
上海好,8,2559,Experience,NA,NA
一两个小时,8,2563,NA,NA,NA
暑假期间,8,2565,NA,NA,NA
历史文物,8,2567,Arts & Culture,NA,NA
上海迪士尼乐园酒店,8,2568,NA,NA,NA
姑娘,8,2569,NA,NA,NA
长江,8,2571,NA,NA,NA
历史馆,8,2572,POI/Places,NA,NA
上海的经典,8,2573,NA,NA,NA
奇幻童话城堡,8,2574,POI/Places,NA,NA
上海的著名景点,8,2575,POI/Places,NA,NA
收获满满,8,2577,Experience,NA,NA
全票,8,2582,Transportation/Accessibility,NA,NA
脚软,8,2584,Experience,NA,NA
上海的迪士尼度假区,8,2586,POI/Places,NA,NA
上海的迪士尼,8,2587,POI/Places,NA,NA
上海特色,8,2591,Arts & Culture,NA,NA
的很逼真,8,2593,NA,NA,NA
草地,8,2594,Sightseeing,NA,NA
价钱,8,2596,Price,NA,NA
上海标志性地标,8,2600,POI/Places,NA,NA
优惠点,8,2602,Price,NA,NA
官方,8,2603,NA,NA,NA
电梯数,8,2604,Facilities,NA,NA
历史价值,8,2605,Arts & Culture,NA,NA
现场买票方便,8,2606,Transportation/Accessibility,NA,NA
对岸,8,2608,NA,NA,NA
绿化很好,8,2609,Sightseeing,NA,NA
质量,8,2610,NA,NA,NA
上海现代建筑设计,8,2612,NA,NA,NA
年龄段的人,8,2613,NA,NA,NA
时间差不多,8,2614,NA,NA,NA
的时候人太多,8,2616,Transportation/Accessibility,NA,NA
摩天大楼,8,2618,NA,NA,NA
实物,8,2619,NA,NA,NA
电梯速度,8,2620,Facilities,NA,NA
环境挺好,8,2621,Environment and Ambiance,NA,NA
沉落宝藏,8,2623,NA,NA,NA
拍出,8,2624,NA,NA,NA
珍稀动物应有尽有,8,2630,Sightseeing,NA,NA
上海市浦东新区川沙新,8,2632,NA,NA,NA
胆小的人,8,2636,NA,NA,NA
三个球,8,2639,NA,NA,NA
客户,8,2643,NA,NA,NA
蚂蚁,8,2645,NA,NA,NA
给人的感觉,8,2647,Experience,NA,NA
正大广场,8,2648,POI/Places,NA,NA
野生动物园大,8,2656,POI/Places,NA,NA
夜晚的烟火,8,2659,Activities,NA,NA
上海市的标志性,8,2664,POI/Places,NA,NA
工作日人,8,2665,NA,NA,NA
什么人,8,2666,NA,NA,NA
上海市浦东陆家嘴的未來主義建築,8,2668,NA,NA,NA
上海市浦东新区,8,2669,NA,NA,NA
真人,8,2671,NA,NA,NA
四次,7,2673,NA,NA,NA
装修风格,7,2676,NA,NA,NA
旅游区,7,2677,NA,NA,NA
很好,7,2678,NA,NA,NA
当初,7,2679,NA,NA,NA
游客太多,7,2681,Transportation/Accessibility,NA,NA
花卉,7,2683,Sightseeing,NA,NA
假日,7,2684,NA,NA,NA
史迹,7,2685,Arts & Culture,NA,NA
夜景美,7,2688,Sightseeing,NA,NA
秋风,7,2690,NA,NA,NA
江水,7,2691,NA,NA,NA
去就,7,2695,NA,NA,NA
小火车,7,2697,Transportation/Accessibility,NA,NA
去得早,7,2698,NA,NA,NA
光芒,7,2699,NA,NA,NA
好风景,7,2700,Sightseeing,NA,NA
上海本地,7,2701,NA,NA,NA
上海市浦东新区陆家嘴地区附近,7,2702,NA,NA,NA
好几天,7,2703,NA,NA,NA
我自己,7,2704,NA,NA,NA
巴适,7,2706,Experience,NA,NA
每天都会,7,2708,NA,NA,NA
团队导游,7,2710,Service,NA,NA
公园门口,7,2711,Transportation/Accessibility,NA,NA
景点名,7,2713,POI/Places,NA,NA
去年夏天,7,2714,NA,NA,NA
中山东一路,7,2715,Transportation/Accessibility,NA,NA
黄浦江两岸各国,7,2717,NA,NA,NA
美夜景,7,2718,Sightseeing,NA,NA
上海的特色景点,7,2721,POI/Places,NA,NA
上海的特色,7,2722,Arts & Culture,NA,NA
奇迹,7,2723,NA,NA,NA
五分钟,7,2724,NA,NA,NA
新冠肺炎疫情,7,2725,Safety,1,NA
国内外游客,7,2728,NA,NA,NA
的时候一定,7,2729,NA,NA,NA
道理,7,2730,NA,NA,NA
上海的著名地标,7,2732,POI/Places,NA,NA
规模大,7,2733,NA,NA,NA
元旦,7,2734,NA,NA,NA
肺炎,7,2736,Safety,1,NA
地方的人文背景,7,2737,Arts & Culture,NA,NA
阶段,7,2738,NA,NA,NA
线上景点,7,2740,POI/Places,NA,NA
租界,7,2742,NA,NA,NA
大巴,7,2743,Transportation/Accessibility,NA,NA
我不,7,2745,NA,NA,NA
父亲,7,2746,Family/ Friends,NA,NA
天气晴好,7,2747,Environment and Ambiance,NA,NA
环境卫生,7,2748,Environment and Ambiance,NA,NA
给人一种,7,2749,Experience,NA,NA
感觉特别好,7,2750,Experience,NA,NA
身边,7,2751,NA,NA,NA
夜景挺好,7,2752,Sightseeing,NA,NA
家人朋友,7,2753,Family/ Friends,NA,NA
距今已有,7,2755,NA,NA,NA
鞋子,7,2756,NA,NA,NA
旅游景区,7,2757,POI/Places,NA,NA
环境也好,7,2758,Environment and Ambiance,NA,NA
展览馆,7,2760,Facilities,NA,NA
上海市区,7,2761,NA,NA,NA
晚上夜景,7,2762,Sightseeing,NA,NA
这种地方,7,2763,POI/Places,NA,NA
旅游气息浓郁,7,2764,Experience,NA,NA
适合成人,7,2765,Experience,NA,NA
欧式风格,7,2766,NA,NA,NA
鹭岛,7,2767,POI/Places,NA,NA
条百年老街,7,2768,NA,NA,NA
游客络绎不绝,7,2769,Transportation/Accessibility,NA,NA
多分钟,7,2770,NA,NA,NA
放松身心,7,2774,NA,NA,NA
中国的象征,7,2775,NA,NA,NA
媳妇,7,2777,Family/ Friends,NA,NA
清风,7,2778,NA,NA,NA
池塘,7,2779,Sightseeing,NA,NA
风雨,7,2780,NA,NA,NA
现在的外滩,7,2781,POI/Places,NA,NA
对外,7,2783,NA,NA,NA
老婆,7,2784,Family/ Friends,NA,NA
机场,7,2786,Transportation/Accessibility,NA,NA
江面,7,2788,NA,NA,NA
典故,7,2789,NA,NA,NA
新上海,7,2790,NA,NA,NA
特色景点,7,2793,POI/Places,NA,NA
人气旺,7,2795,Experience,NA,NA
药店,7,2798,NA,NA,NA
垃圾,7,2799,Environment and Ambiance,NA,NA
蚊子,7,2800,Environment and Ambiance,NA,NA
景色漂亮,7,2801,Sightseeing,NA,NA
多一点,7,2802,NA,NA,NA
有人气,7,2803,Experience,NA,NA
孩子大人,7,2806,Family/ Friends,NA,NA
老字号,7,2807,NA,NA,NA
小孩儿,7,2808,Family/ Friends,NA,NA
多的时候,7,2811,NA,NA,NA
闲庭,7,2812,NA,NA,NA
缩影,7,2814,NA,NA,NA
更能,7,2815,NA,NA,NA
皇家花园,7,2818,NA,NA,NA
少一点,7,2819,NA,NA,NA
非要,7,2820,NA,NA,NA
白天的景色,7,2823,Sightseeing,NA,NA
外套,7,2827,Environment and Ambiance,NA,NA
鸟儿,7,2828,NA,NA,NA
集合,7,2830,NA,NA,NA
有一些景点,7,2831,POI/Places,NA,NA
水域,7,2833,NA,NA,NA
超级赞,7,2835,Experience,NA,NA
陈设,7,2836,NA,NA,NA
世界各地,7,2837,NA,NA,NA
类型,7,2838,NA,NA,NA
时间表,7,2839,NA,NA,NA
角色,7,2840,NA,NA,NA
世界各地的游客,7,2842,NA,NA,NA
底层,7,2843,NA,NA,NA
墙上,7,2844,NA,NA,NA
传奇色彩,7,2845,NA,NA,NA
人真的太多,7,2846,Transportation/Accessibility,NA,NA
美景美食,7,2848,Food,NA,NA
风景特别,7,2849,Sightseeing,NA,NA
事物,7,2852,NA,NA,NA
鲜花,7,2854,Sightseeing,NA,NA
每个季节,7,2855,NA,NA,NA
粉色,7,2858,NA,NA,NA
上海中心大厦,7,2859,POI/Places,NA,NA
融入,7,2860,NA,NA,NA
特别赞,7,2861,Experience,NA,NA
徜徉,7,2862,NA,NA,NA
外滩风光,7,2863,POI/Places,NA,NA
公司,7,2864,NA,NA,NA
基本都是,7,2866,NA,NA,NA
白天晚上,7,2867,NA,NA,NA
金融中心,7,2872,POI/Places,NA,NA
中国近现代重要,7,2873,NA,NA,NA
朋友圈,7,2874,NA,NA,NA
每个地方,7,2875,NA,NA,NA
标志性景点,7,2877,POI/Places,NA,NA
环球中心,7,2878,POI/Places,NA,NA
门票小贵,7,2879,Transportation/Accessibility,NA,NA
地方多,7,2884,NA,NA,NA
心爱的人一起,7,2885,Family/ Friends,NA,NA
几个地方,7,2886,NA,NA,NA
风趣,7,2888,NA,NA,NA
春秋,7,2889,NA,NA,NA
雕像,7,2891,NA,NA,NA
繁华地段,7,2894,NA,NA,NA
老照片,7,2895,NA,NA,NA
大魔,7,2898,NA,NA,NA
大道,7,2899,Transportation/Accessibility,NA,NA
而又,7,2900,NA,NA,NA
才可以,7,2902,NA,NA,NA
景色秀美,7,2903,Sightseeing,NA,NA
太少,7,2904,NA,NA,NA
一番景象,7,2905,NA,NA,NA
小松鼠,7,2906,Sightseeing,NA,NA
主角,7,2907,NA,NA,NA
风格迥异,7,2908,NA,NA,NA
商品多,7,2909,Shopping,NA,NA
黄浦江美景,7,2911,POI/Places,NA,NA
月亮,7,2912,NA,NA,NA
车辆,7,2915,NA,NA,NA
璀璨,7,2916,NA,NA,NA
真的好美,7,2917,Experience,NA,NA
灯塔,7,2918,NA,NA,NA
少很多,7,2920,NA,NA,NA
女生,7,2921,NA,NA,NA
田子坊,7,2922,POI/Places,NA,NA
红色,7,2923,NA,NA,NA
价格高,7,2924,Price,NA,NA
上海有名,7,2928,NA,NA,NA
人真的超级多,7,2930,Transportation/Accessibility,NA,NA
大热天,6,2931,Environment and Ambiance,NA,NA
好好玩的地方,6,2935,POI/Places,NA,NA
拍照片,6,2937,NA,NA,NA
大片,6,2939,NA,NA,NA
寒假,6,2940,NA,NA,NA
路幅宽,6,2942,Transportation/Accessibility,NA,NA
明洞,6,2943,NA,NA,NA
站在透明,6,2944,NA,NA,NA
美的外滩,6,2945,POI/Places,NA,NA
上海的变化,6,2947,NA,NA,NA
晚上过去,6,2948,NA,NA,NA
上海的全景,6,2950,Sightseeing,NA,NA
上海的味道,6,2951,Experience,NA,NA
两百多米,6,2952,NA,NA,NA
刷码,6,2954,Transportation/Accessibility,NA,NA
寒暑假,6,2957,NA,NA,NA
家里人,6,2960,Family/ Friends,NA,NA
童话梦,6,2961,NA,NA,NA
闺蜜一起,6,2962,Family/ Friends,NA,NA
马戏,6,2963,Activities,NA,NA
个两三天,6,2965,NA,NA,NA
非常好 导游态度,6,2966,Service,NA,NA
坐上,6,2968,NA,NA,NA
上海的东方明珠塔,6,2969,POI/Places,NA,NA
海鲜,6,2970,Food,NA,NA
沧桑,6,2972,NA,NA,NA
一点知识,6,2973,NA,NA,NA
价比低,6,2974,Price,NA,NA
好天气,6,2975,Environment and Ambiance,NA,NA
小孩来说,6,2977,Family/ Friends,NA,NA
快快,6,2979,NA,NA,NA
现代科技,6,2980,NA,NA,NA
亲子好,6,2982,Family/ Friends,NA,NA
坐上电梯,6,2983,Facilities,NA,NA
海豚,6,2984,Sightseeing,NA,NA
大熊猫特别可爱,6,2985,Sightseeing,NA,NA
站在日光岩上,6,2986,POI/Places,NA,NA
旅旅游,6,2988,NA,NA,NA
设施都是,6,2989,Facilities,NA,NA
旅游旺季,6,2992,NA,NA,NA
静下心,6,2993,NA,NA,NA
孩子开心,6,2995,Family/ Friends,NA,NA
小孩子的天堂,6,2996,Family/ Friends,NA,NA
海狮剧场,6,2999,Activities,NA,NA
现在人,6,3001,NA,NA,NA
疯蜜罐,6,3002,NA,NA,NA
一片建筑群,6,3004,NA,NA,NA
疫情也不,6,3005,Safety,1,NA
亲子游的好去处,6,3006,Family/ Friends,NA,NA
路公交,6,3009,Transportation/Accessibility,NA,NA
闺女,6,3011,Family/ Friends,NA,NA
中国最大的迪士尼乐园,6,3013,POI/Places,NA,NA
主题酒店,6,3016,NA,NA,NA
娱乐性,6,3018,Experience,NA,NA
剧场,6,3019,NA,NA,NA
设计师摇篮,6,3020,NA,NA,NA
闪光灯,6,3022,NA,NA,NA
现在来说,6,3023,NA,NA,NA
陆家嘴地铁站,6,3025,Transportation/Accessibility,NA,NA
现在疫情,6,3026,Safety,1,NA
买票方便,6,3027,Transportation/Accessibility,NA,NA
美食美景,6,3029,Food,NA,NA
解答,6,3033,NA,NA,NA
全国最大的野生动物园,6,3034,POI/Places,NA,NA
广大网友,6,3037,NA,NA,NA
甚是好看,6,3038,NA,NA,NA
全国最大,6,3039,NA,NA,NA
美食街,6,3040,Transportation/Accessibility,NA,NA
情趣,6,3041,NA,NA,NA
往常,6,3042,NA,NA,NA
外婆,6,3043,Family/ Friends,NA,NA
全国人民,6,3044,NA,NA,NA
小景点,6,3045,POI/Places,NA,NA
紫色,6,3047,NA,NA,NA
玻璃长廊,6,3051,Facilities,NA,NA
用地,6,3054,NA,NA,NA
湖水清澈,6,3055,Sightseeing,NA,NA
运动鞋,6,3056,NA,NA,NA
角落,6,3057,NA,NA,NA
玻璃平台,6,3058,Facilities,NA,NA
想看,6,3059,NA,NA,NA
一楼大厅,6,3060,NA,NA,NA
心愿,6,3062,NA,NA,NA
女人,6,3063,NA,NA,NA
句话,6,3064,NA,NA,NA
夏天的时候,6,3065,NA,NA,NA
大门口,6,3067,Transportation/Accessibility,NA,NA
大队,6,3068,NA,NA,NA
上海旅游的人,6,3072,NA,NA,NA
过后,6,3073,NA,NA,NA
买票的时间,6,3075,Transportation/Accessibility,NA,NA
雾天,6,3076,Environment and Ambiance,NA,NA
来此,6,3078,NA,NA,NA
小朋友来说,6,3079,Family/ Friends,NA,NA
情景,6,3081,NA,NA,NA
美哉美哉,6,3082,Experience,NA,NA
上海市浦东区川沙新,6,3083,NA,NA,NA
有一点点,6,3085,NA,NA,NA
球幕,6,3086,Activities,NA,NA
雨水,6,3087,Environment and Ambiance,NA,NA
糕点,6,3090,Food,NA,NA
球后,6,3091,NA,NA,NA
上海市浦东新区川沙破土动工,6,3092,NA,NA,NA
让人失望,6,3093,Experience,NA,NA
米高处,6,3096,NA,NA,NA
清明小,6,3098,NA,NA,NA
往昔,6,3099,NA,NA,NA
全国各地,6,3100,NA,NA,NA
宾馆,6,3101,NA,NA,NA
美味,6,3102,Food,NA,NA
园区面积,6,3103,NA,NA,NA
上海市浦东陆家嘴的未来主义,6,3108,NA,NA,NA
船只,6,3110,NA,NA,NA
米高的地方,6,3113,NA,NA,NA
珍品,6,3114,NA,NA,NA
天上,6,3115,NA,NA,NA
舞台,6,3116,NA,NA,NA
零食,6,3117,Food,NA,NA
景区环境,6,3120,Environment and Ambiance,NA,NA
鸡肉,6,3121,Food,NA,NA
日期,6,3122,NA,NA,NA
好几圈,6,3123,NA,NA,NA
外国的朋友,6,3124,NA,NA,NA
鸡腿,6,3125,Food,NA,NA
店里,6,3126,NA,NA,NA
园区景色秀丽,6,3128,Sightseeing,NA,NA
景色非常好,6,3131,Sightseeing,NA,NA
说来上海一定,6,3135,NA,NA,NA
受不了,6,3136,Experience,NA,NA
松鼠,6,3138,Sightseeing,NA,NA
黄昏,6,3139,NA,NA,NA
路灯,6,3141,Facilities,NA,NA
吃住行都,6,3143,NA,NA,NA
第一层,6,3144,NA,NA,NA
热死,6,3145,Environment and Ambiance,NA,NA
小矮人矿山车,6,3146,Activities,NA,NA
男朋友,6,3147,Family/ Friends,NA,NA
昔日,6,3149,NA,NA,NA
电视塔最高,6,3154,POI/Places,NA,NA
大美上海,6,3157,NA,NA,NA
号线直达,6,3159,Transportation/Accessibility,NA,NA
東方明珠,6,3160,POI/Places,NA,NA
杰克船长,6,3161,Activities,NA,NA
第一步,6,3162,NA,NA,NA
拍大片,6,3163,NA,NA,NA
路标,6,3164,Facilities,NA,NA
地球家园,6,3165,NA,NA,NA
这次真的,6,3166,NA,NA,NA
拍拍照片,6,3168,NA,NA,NA
消费高,6,3169,Price,NA,NA
留作,6,3172,NA,NA,NA
家门,6,3173,NA,NA,NA
上海滩的地标,6,3177,POI/Places,NA,NA
亲戚朋友,6,3180,Family/ Friends,NA,NA
久负盛名,6,3181,NA,NA,NA
很好非常好,6,3184,Experience,NA,NA
极速,6,3185,NA,NA,NA
吃到美味的食物,6,3186,Food,NA,NA
笑脸,6,3187,NA,NA,NA
老上海的感觉,6,3188,Experience,NA,NA
当时华东建筑设计研究院,6,3190,NA,NA,NA
青春,6,3193,NA,NA,NA
可惜现在,6,3194,NA,NA,NA
去年暑假,6,3195,NA,NA,NA
电梯下到,6,3196,Facilities,NA,NA
全国中小学生,6,3198,NA,NA,NA
霸王条款,6,3199,NA,NA,NA
旋转餐厅不错,6,3201,Food,NA,NA
陆家嘴站,6,3202,Transportation/Accessibility,NA,NA
陆家嘴金融中心等著名,6,3205,POI/Places,NA,NA
黄埔江边美景,6,3206,Sightseeing,NA,NA
大赞,6,3209,Experience,NA,NA
现金,6,3210,Price,NA,NA
宝大祥,6,3211,NA,NA,NA
旺季门票,6,3214,Transportation/Accessibility,NA,NA
上海外滩的夜景,6,3217,Sightseeing,NA,NA
玻璃层,6,3218,NA,NA,NA
中国大陆地区,6,3219,NA,NA,NA
人多好玩,6,3223,NA,NA,NA
上海浦东,6,3224,NA,NA,NA
江景,6,3226,Sightseeing,NA,NA
深刻印象,6,3227,Experience,NA,NA
分分钟,6,3228,NA,NA,NA
小球,6,3229,NA,NA,NA
晚上的外滩,6,3230,NA,NA,NA
度全方位,6,3231,NA,NA,NA
杯子,6,3232,Food,NA,NA
美,6,3233,Experience,NA,NA
这几天,6,3235,NA,NA,NA
小孩过去非常好,6,3236,Family/ Friends,NA,NA
小熊维尼等,6,3237,NA,NA,NA
小熊维尼,6,3239,NA,NA,NA
大自然的动物,6,3240,Sightseeing,NA,NA
个望远镜,6,3242,Facilities,NA,NA
好处,6,3244,NA,NA,NA
出彩,6,3245,NA,NA,NA
站在东方明珠塔顶,6,3246,NA,NA,NA
人海,6,3248,NA,NA,NA
整体感觉不错,6,3249,Experience,NA,NA
大世界,6,3253,NA,NA,NA
实践教育基地,6,3254,NA,NA,NA
金陵,6,3255,NA,NA,NA
国内最好的动物园,6,3256,POI/Places,NA,NA
浪流,6,3258,NA,NA,NA
都得,6,3259,NA,NA,NA
向东,6,3260,NA,NA,NA
猴子,6,3264,Sightseeing,NA,NA
占地面积好大,6,3268,NA,NA,NA
棒棒棒棒,6,3270,Experience,NA,NA
大人的乐园,6,3272,NA,NA,NA
卡通形象,6,3275,NA,NA,NA
一天不够,6,3276,NA,NA,NA
时间刚刚好,6,3278,NA,NA,NA
盛名,6,3281,NA,NA,NA
楼宇,6,3283,NA,NA,NA
祖国首都,6,3286,NA,NA,NA
巨龙,6,3287,NA,NA,NA
神仙,6,3288,NA,NA,NA
最下面,6,3291,NA,NA,NA
专人,6,3292,NA,NA,NA
差价,6,3293,Price,NA,NA
建议节假日,6,3294,NA,NA,NA
猛兽,6,3295,NA,NA,NA
步行街人,6,3296,Shopping,NA,NA
楼上,6,3298,NA,NA,NA
费太多,6,3300,NA,NA,NA
已成,6,3302,NA,NA,NA
上海野生动物园交通方便,6,3303,Transportation/Accessibility,NA,NA
孩子过去,6,3305,Family/ Friends,NA,NA
风景迷人,6,3307,Sightseeing,NA,NA
整条街,6,3311,NA,NA,NA
购物中心,6,3315,Shopping,NA,NA
牛仔嘉年华,6,3317,NA,NA,NA
历史上,6,3318,NA,NA,NA
