POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
395,5,395,4.6,"|AlongChinSweeRoadandPearl'sHillRoad,Singapore,Singapore",,2020-01-25 22:10:41.054075
396,1,396,4,"SentosaIsland,Singapore",,2020-01-25 22:10:50.869775
397,3,397,5,ResortsWorldSentosa26SentosaGateway#01-/38/39,周一 ~ 周日：10:00-21:00；最后入场时间：20:00,2020-01-25 22:10:59.318970
398,5,398,4.8,"新加坡,新加坡",,2020-01-25 22:11:10.445262
399,14,399,4.6,"20KohSekLimRoad,Singapore486593,Singapore",,2020-01-25 22:11:21.299732
400,1,400,3,QueenstownResearchLink,,2020-01-25 22:11:37.048478
401,7,401,4.3,"240NeoTiewCrescent,Singapore718878,Singapore",,2020-01-25 22:11:44.619171
402,6,402,4,"11HougangAvenue10,Singapore538768,Singapore",,2020-01-25 22:11:53.664872
403,7,403,4.1,"ChangiCamp|Block151MartleshamRoad,Singapore,Singapore",,2020-01-25 22:12:02.990280
404,12,404,4.6,"112TanahMerahCoastRoad,Singapore,Singapore",,2020-01-25 22:12:14.466419
405,5,405,4.4,"JooChiatRoad,Singapore427585,Singapore",,2020-01-25 22:12:26.551379
406,1,406,0,"2HandyRoadTheCathay|2HandyRoad,Singapore229233,Singapore",暂无,2020-01-25 22:12:36.952213
407,0,407,,"81LorongChencharuOrto|Orto,Singapore769198,Singapore",暂无,2020-01-25 22:12:45.832182
408,1,408,0,"80MandaiLakeRoadSingaporeZoologicalGardens,Singapore729826,Singapore",暂无,2020-01-25 22:12:55.018860
409,9,409,4,"LorongSesuai,Singapore,Singapore",,2020-01-25 22:13:02.306990
410,1,410,0,"EastCoastRoad,Singapore,Singapore",暂无,2020-01-25 22:13:13.492813
411,1,411,0,"328NorthBridgeRoad#02-25RafflesShoppingArcade,Singapore188719,Singapore",暂无,2020-01-25 22:13:21.539446
412,5,412,4.2,"51WaterlooSt|Unit#02-06,Singapore187969,Singapore",,2020-01-25 22:13:30.902716
413,4,413,4,"EvertonRoad,Singapore,Singapore",周一 - 周日 0:00 - 23:59;,2020-01-25 22:13:41.059629
414,16,414,4.3,"371RaceCourseRoadLittleIndia,Singapore218641,Singapore",,2020-01-25 22:13:52.013319
415,7,415,4,"22ChuanHoeAvenue,Singapore549854,Singapore",,2020-01-25 22:14:06.710162
416,9,416,4.7,"9ColdstreamAvenueFrankelEstate,Singapore459595,Singapore",,2020-01-25 22:14:15.415758
417,3,417,4,"4BBukitPasohRoad,Singapore089818,Singapore",周二 - 周六 11:00 - 17:00;,2020-01-25 22:14:24.647855
418,3,418,4,"8QSingaporeArtMuseum,8QueenSt.",周一至周日上午 10:00 至晚上 7:00,2020-01-25 22:14:34.147369
419,12,419,4.4,"94PasirRisCentral,Singapore519637,Singapore",,2020-01-25 22:14:44.380206
420,3,420,4.3,"新加坡,新加坡",,2020-01-25 22:14:58.309744
421,9,421,4.6,"PulauSemakau,Singapore000706,Singapore",,2020-01-25 22:15:06.715524
422,1,422,0,"1CantonmentRoadThePinnacle@Duxton,Singapore080001,Singapore",,2020-01-25 22:15:17.122149
423,1,423,5,"#B1-03D,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",Mon - Fri: 08:00 - 20:00,2020-01-25 22:15:25.649025
424,11,424,4.4,"PulauHantuIsland,Singapore000705,Singapore",,2020-01-25 22:15:35.631177
425,9,425,4.6,"460SimsAvenue,Singapore387601,Singapore",,2020-01-25 22:15:50.070793
426,3,426,4.3,"PunggolPromenadeNatureWalk,Singapore,Singapore",,2020-01-25 22:16:00.043219
427,1,427,5,"#02-33,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)","Closed: Sat, Sun &",2020-01-25 22:16:10.407209
428,2,428,4,109EastCoastRoadSingapore428800,周一～周日 10:00-22:00,2020-01-25 22:16:19.674430
429,1,429,5,"#B1-48/49,ChinatownPoint,133NewBridgeRoad(Chinatown)",Daily: 11:00 - 21:30,2020-01-25 22:16:28.498955
430,1,430,5,"#02-35,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",Closed: Sat & Sun,2020-01-25 22:16:36.894269
431,17,431,4.1,"TeochewBuilding(2ndfloor)97TankRoad,Singapore238066,Singapore",,2020-01-25 22:16:47.623720
432,12,432,4.3,"43NorthCanalRoad,Singapore059299,Singapore",,2020-01-25 22:17:01.585190
433,5,433,4.7,"33HyderabadRoad,Singapore119578,Singapore",,2020-01-25 22:17:19.347274
434,11,434,4.2,"42BussorahStreet,Singapore199460,Singapore",,2020-01-25 22:17:29.255969
435,2,435,4.5,"新加坡,新加坡",,2020-01-25 22:17:43.898878
436,10,436,4.2,"LorongHalus|Punggol,Singapore823172,Singapore",,2020-01-25 22:17:52.885241
437,10,437,4.2,"TiongBahruRoad,Singapore,Singapore",,2020-01-25 22:18:01.484759
438,1,438,3,3HarbourfrontPlace,8:45-22:00,2020-01-25 22:18:11.272196
439,8,439,4.5,"MarinaSouthPier|31MarinaCoastalDrive,Singapore,Singapore",,2020-01-25 22:18:23.184482
440,14,440,4.1,"EsplanadePark,Singapore,Singapore",,2020-01-25 22:18:31.999350
441,0,441,,"HarbourFrontTower2,3HarbourfrontPl,Level1,Singapore099254","Daily openTime:08:45,closeTime:22:00",2020-01-25 22:18:48.294147
442,1,442,5,"KeongSaikRoad,Singapore",,2020-01-25 22:18:57.814454
443,1,443,5,"AliwalArtsCentre28AliwalStreet#02-10Singapore199918,Singapore199918,Singapore",,2020-01-25 22:19:10.344588
444,1,444,4,"3AKerbauRoad,Singapore219142,Singapore",,2020-01-25 22:19:22.186092
445,1,445,5,Singapore,,2020-01-25 22:19:31.269272
446,1,446,5,"新加坡,新加坡",,2020-01-25 22:19:39.628856
447,1,447,5,"新加坡,新加坡",,2020-01-25 22:19:48.778625
448,4,448,5,"30KeppelRd,Singapore,Singapore",,2020-01-25 22:20:02.356181
449,2,449,5,"20RafflesAvenueTheFloat@MarinaBay|TheFloat@MarinaBay,Singapore039805,Singapore",,2020-01-25 22:20:15.187779
450,0,450,,"6TebingLane,#01-04,Singapore828835",,2020-01-25 22:20:25.959733
451,1,451,5,"新加坡,新加坡",,2020-01-25 22:20:34.562978
452,1,452,5,"50NanyangAve,BlockS3.2-B5,Singapore639798",,2020-01-25 22:20:45.147304
453,2,453,4,"10MountVernonRoad,Singapore,Singapore",,2020-01-25 22:20:53.914319
454,0,454,,"8MarinaBlvd,#33-01,Singapore018981",,2020-01-25 22:21:03.443939
455,10,455,4.3,"2BeattyLane,Singapore209945,Singapore",,2020-01-25 22:21:12.487033
456,1,456,5,"180AlbertStreetVillageHotelAlbertCourt,Singapore189971,Singapore",,2020-01-25 22:21:21.897833
457,2,457,5,"新加坡,新加坡",,2020-01-25 22:21:30.712231
458,1,458,5,"新加坡,新加坡",,2020-01-25 22:21:39.787189
459,0,459,,"350OrchardRoadShawHouse|TongBuilding#07-03,Singapore238862,Singapore",周日:下午12:00-下午5:00;,2020-01-25 22:21:51.041086
460,4,460,4.8,"1RepublicBlvd,Singapore038975",,2020-01-25 22:22:01.521723
461,1,461,4,"ClementiWestStreet2|Block713,#01-12,Singapore120713,Singapore",,2020-01-25 22:22:11.719327
462,1,462,4,"HDBToaPayoh#01-127,4Lorong7ToaPayoh",,2020-01-25 22:22:21.728012
463,1,463,4,"20MerbauRoad|KCArtsCentre-HomeoftheSRT,Singapore239035,Singapore",,2020-01-25 22:22:31.539497
464,6,464,4.5,"NewBridgeRoad,Singapore,Singapore",,2020-01-25 22:22:41.024895
465,7,465,4.3,"32/34AljuniedRd,Singapore389818",,2020-01-25 22:22:50.264694
466,3,466,5,"19ChinaSt,Singapore049561",,2020-01-25 22:22:59.588217
467,11,467,3.9,"Singapore,Singapore",,2020-01-25 22:23:10.359702
468,4,468,4.8,"1HarbourfrontWalk,02-30,Singapore098585",,2020-01-25 22:23:26.646523
469,7,469,4.3,"16CollegeRoad,Singapore169854,Singapore",,2020-01-25 22:23:36.126818
470,4,470,4.8,"FortCanningCentre2ndStorey,CoxTerrace,Singapore179618,Singapore",,2020-01-25 22:23:45.302013
471,4,471,4.8,"17CarpenterSt|#02-01,Singapore059906,Singapore",,2020-01-25 22:23:54.531054
472,12,472,3.8,"2TownerRd,Singapore327804,Singapore",,2020-01-25 22:24:03.140084
473,5,473,4.4,"KimSengRoad,Singapore,Singapore",,2020-01-25 22:24:15.887346
474,9,474,3.9,"TampinesStreet11,nexttoBlock124,Singapore,Singapore",,2020-01-25 22:24:26.454528
475,3,475,5,"59FortRoad,Singapore439105,Singapore",,2020-01-25 22:24:36.371512
476,4,476,4.8,,,2020-01-25 22:24:45.502578
477,12,477,3.7,"100DairyFarmRoad,Singapore679057,Singapore",,2020-01-25 22:24:54.402107
478,1,478,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-01-25 22:25:10.894657
479,1,479,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-01-25 22:25:21.361451
480,4,480,4.5,"140HillStreet#01-10/11/12OldHillStreetPoliceStation,Singapore179369,Singapore",,2020-01-25 22:25:32.059255
481,4,481,4,"AngMoKioAvenue,Singapore,Singapore",,2020-01-25 22:25:43.903279
482,2,482,4,"37KerbauRoadGholia'sVillage|Gholia’sVillage,Singapore219168,Singapore",,2020-01-25 22:25:52.613335
483,2,483,5,"AlexandraRoad,Tampines,Singapore",,2020-01-25 22:26:03.575759
484,2,484,5,,,2020-01-25 22:26:14.931255
485,2,485,5,52NanyangAvenue,,2020-01-25 22:26:24.668610
486,1,486,5,"1OrchidClubRoad,Singapore76Singapore",,2020-01-25 22:26:34.658552
487,0,487,,"216OrchardRoadOrchardGateway@Emerald|OrchardGatewayAtEmerald,OppositeSomersetMRT,Singapore238898,Singapore",周日-周六:上午8:30-下午9:30;,2020-01-25 22:26:44.532641
488,2,488,4.5,"AnchorvaleStreet,Singapore,Singapore",,2020-01-25 22:26:54.280007
489,2,489,4.5,"BoonTatSt,Singapore,Singapore",,2020-01-25 22:27:04.760370
490,2,490,4.5,"Singapore,Singapore",,2020-01-25 22:27:15.652272
491,1,491,5,"27WestCoastHighwayWestway,Singapore117867,Singapore",,2020-01-25 22:27:25.384395
492,1,492,5,"36NorthCanalRoad,Singapore059292,Singapore",,2020-01-25 22:27:34.743003
493,1,493,5,12AUpperCrossStreet(Chinatown),,2020-01-25 22:27:44.525045
494,1,494,5,"9SentulCrescent|Level3Punggol,Singapore828654,Singapore",,2020-01-25 22:27:54.587421
495,1,495,5,"#01-01,63CircularRoad(RafflesPlace/BoatQuay)",,2020-01-25 22:28:06.404589
496,1,496,5,"#02-91,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-01-25 22:28:17.170949
497,1,497,5,"Stall28,LauPaSatFestivalMarket,18RafflesQuay(RafflesPlace/BoatQuay)",,2020-01-25 22:28:28.211083
498,1,498,5,"235TelokAyerStreet,Singapore068656,Singapore068656,Singapore",,2020-01-25 22:28:37.855470
499,1,499,5,Singapore,,2020-01-25 22:28:48.031526
500,1,500,5,"#01-02,CapitalSquare3,25ChurchStreet(RafflesPlace/BoatQuay)",,2020-01-25 22:28:57.268729
501,1,501,5,"#01-04,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-01-25 22:29:07.178905
502,1,502,5,"TheDiningRoomatTanjongBeachClub,120TanjongBeachWalk,Singapore",,2020-01-25 22:29:18.886897
503,1,503,5,140TelokAyerStSingapore068604SingaporeTanjongPagar,,2020-01-25 22:29:28.664562
504,1,504,5,"#03-14,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",,2020-01-25 22:29:36.952365
505,1,505,5,"#B1-04,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",,2020-01-25 22:29:46.954824
506,1,506,5,"1ZubirSaidDr,Singapore227968",,2020-01-25 22:29:57.390146
507,1,507,5,BassorahStreetArabQuarterSingaporeSingapore,,2020-01-25 22:30:06.324607
508,1,508,5,"150TelokAyerStreet,Singapore068608,Singapore",,2020-01-25 22:30:17.055174
509,1,509,5,"3TemasekBoulevardSuntecCityMall|SuntecCity,Tower4#01-643,Singapore038983,Singapore",,2020-01-25 22:30:27.416319
510,1,510,5,"#02-32,HongLimFoodCentre,531AUpperCrossStreet(Chinatown)",,2020-01-25 22:30:39.891390
511,1,511,5,"98TelokAyerStreet,Singapore048474,Singapore048474,Singapore",,2020-01-25 22:30:51.101777
512,1,512,5,60CollyerQuaySingapore049322Singapore,,2020-01-25 22:31:01.489319
513,0,513,,"300MandaiRoad,Singapore",,2020-01-25 22:31:11.476806
514,1,514,5,"1384AngMoKioAvenue1|BishanParkII,Singapore569932,Singapore",,2020-01-25 22:31:23.153070
515,2,515,2.5,"7LockRoad|#02-13GillmanBarracks,Singapore108935,Singapore",,2020-01-25 22:31:33.201925
516,1,516,0,"62TembelingRd,Singapore423586",,2020-01-25 22:31:41.702148
517,0,517,,Singapore,,2020-01-25 22:31:52.097786
518,0,518,,"1CoveAve#03-02,BlockB,Level3SouthernIslands098537SingaporeSentosa",,2020-01-25 22:32:03.509315
519,1,519,0,"3TemasekBoulevard,Singapore",,2020-01-25 22:32:16.492764
520,1,520,5,"181OrchardRoadOrchardCentral|#04-14,Singapore238896,Singapore",,2020-01-25 22:32:28.339843
521,0,521,,"AdmiraltyRoadWest,Singapore,Singapore",,2020-01-25 22:32:37.112937
522,7,522,4.2,"51LorongBekukongChangiPointFerryTerminal|ChangiEast,Singapore499172,Singapore",,2020-01-25 22:32:49.079124
523,1,523,4,"Tampines,Singapore",,2020-01-25 22:32:58.447570
524,1,524,0,,"Daily openTime:09:30,closeTime:12:30",2020-01-25 22:33:09.989299
525,0,525,,"845GeylangRd,Singapore400845,Singapore,Singapore",,2020-01-25 22:33:20.638986
526,1,526,5,"14GemmillLaneAllanVille,Singapore069253,Singapore",,2020-01-25 22:33:30.317589
527,1,527,5,"30RafflesPlaceChevronHouse|#03-03ChervonHouse,Singapore048622,Singapore",,2020-01-25 22:33:41.732421
528,1,528,5,"6AShentonWay|#03-18,Singapore068816,Singapore",,2020-01-25 22:33:51.855045
529,1,529,5,"7ShentonWaySingaporeConferenceHall,Singapore068810,Singapore",,2020-01-25 22:34:03.336571
530,1,530,5,"33ErskineRoadTheScarletHotelFloor01Unit0607|TheScarletHotel,Singapore069333,Singapore",,2020-01-25 22:34:13.305859
531,1,531,5,"12MarinaViewAsiaSquareTower2|#02-18/19AsiaSquareTower2,Singapore018961,Singapore",,2020-01-25 22:34:22.492298
532,0,532,,"1OrchidClubRoad,Singapore",,2020-01-25 22:34:34.553626
533,1,533,3,"31RiversideRoad,Singapore739087,Singapore",,2020-01-25 22:34:45.546157
534,1,534,4,,"Daily openTime:08:30,closeTime:17:30",2020-01-25 22:34:56.631082
535,0,535,,"1BayfrontAvenueMarinaBaySands|SkyParkatMarinaBaySands,Tower3,Singapore018971,Singapore",周日:上午11:00-上午2:00;周一:下午12:00-上午2:00;周二-周五:下午12:00-上午4:00;周六:上午11:00-上午4:00;,2020-01-25 22:35:04.924793
536,0,536,,"TanjongBeach,新加坡",海滩全天开放。,2020-01-25 22:35:14.180979
537,0,537,,1ExpoDriveSingapore486150,外观全天开放，展会时间请参考官网,2020-01-25 22:35:24.500639
538,0,538,,"Singapore,Singapore",暂无,2020-01-25 22:35:35.133927
539,0,539,,"27BukitManisRoadSentosaGolfClub,SentosaIsland099892,Singapore",暂无,2020-01-25 22:35:44.970515
540,0,540,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业：周日-周四：10:00-凌晨24:00；周五及周六和节假日前夕：10:00-凌晨1:00,2020-01-25 22:35:55.352203
541,0,541,,"Starlight inside Changi Airport, Singapore",全年营业10:00-22:00,2020-01-25 22:36:02.156093
542,0,542,,Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-01-25 22:36:09.321367
543,0,543,,Marina Bay Mall in Singapore,全年开放：10:00-22:00（最晚售票时间19:30）,2020-01-25 22:36:18.590080
544,0,544,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-01-25 22:36:26.260676
545,0,545,,"Singapore,287JooChiatRd427540",全天开放,2020-01-25 22:36:35.243299
546,0,546,,"3ConservatoryDrive,Singapore117376,Singapore",暂无,2020-01-25 22:36:44.767765
547,0,547,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-01-25 22:36:53.730766
548,0,548,,"37MalanRoadGillmanBarracks|GillmanBarracks,Singapore109452,Singapore",暂无,2020-01-25 22:37:03.111806
549,0,549,,"111CKingGeorge'sAvenue,Singapore208559,Singapore",周一-周四:上午6:30-下午8:30;周五:上午6:30-下午7:30;周六:上午8:00-下午2:00;,2020-01-25 22:37:13.471448
550,0,550,,"10WoodlandsDrive17MasjidYusofIshak|Woodlands,Singapore737740,Singapore",暂无,2020-01-25 22:37:24.564184
551,0,551,,"6ScottsRoadScottsSquare|ScottsSquare#03-11/12/13,Singapore228209,Singapore",周一-周四:上午11:30-下午8:30;周五-周日:上午11:00-下午8:30;,2020-01-25 22:37:35.015086
552,0,552,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-01-25 22:37:46.243435
553,0,553,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-01-25 22:37:56.766868
554,0,554,,"Singapore29467,Singapore",暂无,2020-01-25 22:38:06.411327
555,0,555,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-01-25 22:38:17.032245
556,0,556,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-01-25 22:38:24.315990
557,0,557,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-01-25 22:38:34.506811
558,0,558,,"Singapore29467,Singapore",暂无,2020-01-25 22:38:44.902220
559,0,559,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午10:00days: 周一 - 周五, times: 上午9:00 - 下午10:00,",2020-01-25 22:38:53.003406
560,0,560,,"583GeylangRoadMasjidKhadijah|AftterLorong-30&BeforeLorong-29Geylang,Singapore389522,Singapore",暂无,2020-01-25 22:39:01.891674
561,0,561,,"18BoonLayWayTradehub2121136#01,Singapore609966,Singapore",暂无,2020-01-25 22:39:12.377844
562,0,562,,"新加坡,新加坡",暂无,2020-01-25 22:39:21.775437
563,0,563,,"350OrchardRoadLevel5ShawHouse,Singapore238868,Singapore",暂无,2020-01-25 22:39:33.694842
565,0,565,,"43CarpenterStreetGreatwoodBuilding|02-01,Singapore059922,Singapore",周日:上午10:00-下午12:00;周二:上午8:00-上午11:30;周三-周五:下午7:30-下午9:30;周四:上午8:00-上午10:00;周五:下午4:00-下午5:30;周六:下午3:00-下午5:00;,2020-01-25 22:39:47.618737
566,0,566,,新加坡樟宜机场星耀樟宜,全年营业10:00-22:00,2020-01-25 22:39:57.908073
567,0,567,,"328NorthBridgeRoadRafflesShoppingArcade|#01-20RafflesShoppingArcade,Singapore108934,Singapore",周二-周日:上午11:00-下午7:00;,2020-01-25 22:40:05.905855
568,0,568,,"100OrchardRoadConcordeHotelAndShoppingMallFloor02Unit434445|ConcordeHotel&ShoppingMall,Singapore238840,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-01-25 22:40:16.551861
569,0,569,,"Mayspring,Singapore,Singapore",暂无,2020-01-25 22:40:25.598439
570,0,570,,"181OrchardRoadOrchardCentral|#05-45OrchardCentral,Singapore238896,Singapore",周日-周六:下午12:30-下午10:30;,2020-01-25 22:40:33.610418
571,0,571,,"BukitPanjang,Singapore,Singapore",暂无,2020-01-25 22:40:43.392500
572,0,572,,"261WaterlooStreetWaterlooCentre,Singapore180261,Singapore",暂无,2020-01-25 22:40:52.811065
573,0,573,,"238896,新加坡乌节路181乌节中央大楼#07-12/13(Orchard/RiverValley)",全年 整周 11:00-22:30,2020-01-25 22:41:01.806956
574,0,574,,"260NeoTiewCrescent,Singapore718899,Singapore",暂无,2020-01-25 22:41:12.141258
